Player;2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998;1997;1996;1995;1994;1993;1992;1991
Jordan Clarkson;12500000;845059;507336;;;;;;;;;;;;;;;;;;;;;;;;
Jordan Crawford;;;;2162419;1198680;1120440;1042320;;;;;;;;;;;;;;;;;;;;
Jordan Farmar;510921;2100000;2100000;1106941;1500000;4000000;3750000;1947240;1080000;1009560;939120;;;;;;;;;;;;;;;;
Jordan Hamilton;;114160;262139;1234320;1153800;1073286;;;;;;;;;;;;;;;;;;;;;
Jordan Hill;4000000;4000000;9000000;3500000;3632527;2855760;2669520;2483280;;;;;;;;;;;;;;;;;;;
Jordan McRae;874636;136711;;;;;;;;;;;;;;;;;;;;;;;;;
Jordan Mickey;1223653;1170960;;;;;;;;;;;;;;;;;;;;;;;;;
Jordan Williams;;;;;762195;473604;;;;;;;;;;;;;;;;;;;;;
Jorge Garbajosa;;;;;;;;;4350000;4000000;3750000;;;;;;;;;;;;;;;;
Jorge Gutierrez;;301953;139282;103803;;;;;;;;;;;;;;;;;;;;;;;
Jose Calderon;7708427;7402812;7907191;6791570;11046591;9780992;9000000;8219009;7438018;2471604;2333334;2190000;;;;;;;;;;;;;;;
Joseph Forte;;;;;;;;;;;;;;1080360;1009920;939360;;;;;;;;;;;
Josh Boone;;;;;;;;2056968;1212120;1133040;1053960;;;;;;;;;;;;;;;;
Josh Childress;;;7317500;216354;377474;6000000;6500000;;;3631449;2863920;2677200;2490360;;;;;;;;;;;;;;
Josh Davis;;;;;;314041;;;;;;17546;620046;;;;;;;;;;;;;;
Josh Grant;;;;;;;;;;;;;;;;;;;;;;;;150000;;;
Josh Harrellson;;;;884293;354197;473604;;;;;;;;;;;;;;;;;;;;;
Josh Howard;;;;;1229255;2150000;3000000;10890000;9945000;9000000;1667603;923880;863640;773400;;;;;;;;;;;;;
Josh Huestis;1191480;1140240;;;;;;;;;;;;;;;;;;;;;;;;;
Josh McRoberts;5782450;5543725;5305000;2652000;3135000;3000000;885120;825497;711517;427163;;;;;;;;;;;;;;;;;
Josh Moore;;;;;;;;;;;;;;366931;;;;;;;;;;;;;
Josh Powell;;;;6511;;;1069609;959111;854957;800000;744551;398762;;;;;;;;;;;;;;;
Josh Richardson;874636;525093;;;;;;;;;;;;;;;;;;;;;;;;;
Josh Selby;;;;;762195;550000;;;;;;;;;;;;;;;;;;;;;
Josh Smith;5331729;14000000;14000000;13500000;13200000;12400000;11600000;10800000;10000000;2243543;1460640;1365360;1270080;;;;;;;;;;;;;;
Jrue Holiday;11286518;10595507;11000000;9713484;2674852;1741440;1627920;1514280;;;;;;;;;;;;;;;;;;;
Juan Carlos Navarro;;;;;;;;;;538090;;;;;;;;;;;;;;;;;
Juan Dixon;;;;;;;;;998398;2550000;2550000;2500000;1348200;1260360;1172400;;;;;;;;;;;;
Juaquin Hawkins;;;;;;;;;;;;;;;587435;;;;;;;;;;;;
Jud Buechler;;;;;;;;;;;;;;;3450000;3600000;3260000;1100000;850000;500000;500000;300000;150000;375000;375000;;225000
Julian Wright;;;;;;;2858057;2000040;1869600;1739160;;;;;;;;;;;;;;;;;
Julius Hodge;;;;;;;;;;;1234800;1148760;;;;;;;;;;;;;;;
Julius Nwosu;;;;;;;;;;;;;;;;;;;;;;;150000;;;;
Julius Randle;3267120;3132240;2997360;;;;;;;;;;;;;;;;;;;;;;;;
Julyan Stone;50000;;;884293;762195;473604;;;;;;;;;;;;;;;;;;;;;
Jumaine Jones;;;;;;;;;;;998967;1875000;1687500;1500000;1419026;786600;735600;684000;;;;;;;;;
Junior Burrough;;;;;;;;;;;;;;;;;;;;;;300000;;;;;
Junior Harrington;;;;;;;;;;;390556;;695046;;349458;;;;;;;;;;;;
Justin Anderson;1514160;1449000;;;;;;;;;;;;;;;;;;;;;;;;;
Justin Hamilton;3000000;;207719;28834;;;;;;;;;;;;;;;;;;;;;;;
Justin Harper;;62141;;;762195;473604;;;;;;;;;;;;;;;;;;;;;
Justin Holiday;1015696;947276;816482;;;;;;;;;;;;;;;;;;;;;;;;
Justin Reed;;;;;;;;;1573000;1436500;1300000;641748;385277;;;;;;;;;;;;;;
Justin Williams;;;;;;;;;;862456;261724;;;;;;;;;;;;;;;;
Justise Winslow;2593440;2481720;;;;;;;;;;;;;;;;;;;;;;;;;
Jusuf Nurkic;1921320;1842000;1762280;;;;;;;;;;;;;;;;;;;;;;;;
Juwan Howard;;;;;;1352181;1352181;1306455;928143;1211197;6392100;5900400;5408700;4917000;20625000;18750000;16875000;15000000;13125000;11250000;9750000;1702000;1309000;;;;
K.J. McDaniels;3333333;3189794;507336;;;;;;;;;;;;;;;;;;;;;;;;
Kaleb Tarczewski;75000;;;;;;;;;;;;;;;;;;;;;;;;;;
Kalin Lucas;;;26859;;;;;;;;;;;;;;;;;;;;;;;;
Kaniel Dickens;;;;;;;;;;264897;;31305;483938;264011;;;;;;;;;;;;;
Kareem Rush;;;;;;;;534906;926678;854957;19466;3000000;1174200;1097640;1021080;;;;;;;;;;;;
Kareem Townes;;;;;;;;;;;;;;;;;;;;;;40000;;;;;
Karl Malone;;;;;;;;;;;;;;1500000;19250000;17500000;15750000;14000000;6142000;5118578;4657000;3676000;3378800;3081000;2854000;2556000;2260000
Karl-Anthony Towns;5960160;5703600;;;;;;;;;;;;;;;;;;;;;;;;;
Kawhi Leonard;17638063;16407500;3053368;1991760;1861920;1731960;;;;;;;;;;;;;;;;;;;;;
Kay Felder;543471;;;;;;;;;;;;;;;;;;;;;;;;;;
Kebu Stewart;;;;;;;;;;;;;;;;;;18941;;242000;;;;;;;
Kedrick Brown;;;;;;;;;;;;;2332388;1757640;1643040;1528440;;;;;;;;;;;
Keith Appling;;62141;;;;;;;;;;;;;;;;;;;;;;;;;
Keith Askins;;;;;;;;;;;;;;;;;;1752400;725000;750000;650000;550000;406000;313000;250000;202000;150000
Keith Benson;75000;;;;;;;;;;;;;;;;;;;;;;;;;;
Keith Bogans;;;;5058198;1229225;848266;1600000;1033342;2565000;2440000;2510000;869373;620046;366931;;;;;;;;;;;;;
Keith Booth;;;;;;;;;;;;;;;;;;776880;687240;597600;;;;;;;
Keith Closs;;;;;;;;;;;;;;;;;1920000;1680000;1440000;1200000;;;;;;;
Keith Jennings;;;;;;;;;;;;;;;;;;;;;247500;700000;350000;250000;140000;;
Keith Langford;;;;;;;;;;272316;;;;;;;;;;;;;;;;;
Keith McLeod;;;;;;;;;926678;;1350000;1250000;750000;366931;;;;;;;;;;;;;
Keith Owens;;;;;;;;;;;;;;;;;;;;;;;;;250000;130000;
Keith Tower;;;;;;;;;;;;;;;;;;;;;;263000;26316;;;;
Keith Van Horn;;;;;;;;;;4300000;;15694250;14487000;13279750;12072500;10865250;9000000;3451920;3054000;2655360;;;;;;;
Kelenna Azubuike;;;;;885120;;3300000;3132000;2900000;687456;251657;;;;;;;;;;;;;;;;
Kelly McCarty;;;;;;;;;;;;;;;;;;;287500;;;;;;;;
Kelly Olynyk;3094013;2165160;2075760;1986360;;;;;;;;;;;;;;;;;;;;;;;
Kelly Oubre;2006640;1920240;;;;;;;;;;;;;;;;;;;;;;;;;
Kelly Tripucka;;;;;;;;;;;;;;;;;;;;;;;;;;;1000000
Kelvin Cato;;;;;;;;;;;1071225;8640000;7992000;7344000;6696000;6048000;5330000;1299000;1149000;999240;;;;;;;
Kelvin Upshaw;;;;;;;;;;;;;;;;;;;;;;;;;;250000;30000
Kemba Walker;12000000;12000000;3452183;2709720;2532960;2356320;;;;;;;;;;;;;;;;;;;;;
Ken Bannister;;;;;;;;;;;;;;;;;;;;;;;;;;300000;400000
Ken Johnson;;;;;;;;;;;;;;;349458;;;;;;;;;;;;
Ken Norman;;;;;;;;;;;;;;;;;;;3775000;3332000;2869000;2416000;1963000;1275000;1275000;1150000;1050000
Kendall Gill;;;;;;;;;;;;;912195;1070000;1030000;1538000;7000000;5600000;5000000;4400000;3800000;3200000;2600000;2000000;1908000;1908000;1500000
Kendall Marshall;;2144722;915243;547570;1919160;;;;;;;;;;;;;;;;;;;;;;
Kendrick Perkins;;1499187;434547;8727437;7800531;7123626;4640208;4250000;4578880;4480912;1689409;936480;875400;814320;;;;;;;;;;;;;
Kennard Winchester;;;;;;;;;;;;;;;;;;;;;;;;;140000;120000;120000
Kenneth Faried;12078652;11235855;2373538;1442880;1348800;1254720;;;;;;;;;;;;;;;;;;;;;
Kenny Anderson;;;;;;;;;;;;;1100000;1070000;9185000;8350000;7520000;6680000;5845000;5010000;4175000;3898000;3463200;2925000;2376000;1828000;
Kenny Battle;;;;;;;;;;;;;;;;;;;;;;;;;140000;;350000
Kenny Gattison;;;;;;;;;;;;;;;;;;;;;1450000;1450000;1250000;1250000;598000;456000;355000
Kenny Harris;;;;;;;;;;;;;;;;;;;;;;;5000;;;;
Kenny Payne;;;;;;;;;;;;;;;;;;;;;;;;;500000;410000;400000
Kenny Satterfield;;;;;;;;;;;;;;;512435;332817;;;;;;;;;;;
Kenny Smith;;;;;;;;;;;;;;;;;;;;;190100;2683000;2633000;2150000;1983000;1633000;700000
Kenny Thomas;;;;;;;;8775000;8562500;7875000;7187500;6500000;6000000;5500000;1557684;946920;885120;823440;;;;;;;;;
Kenny Walker;;;;;;;;;;;;;;;;;;;;;;;150000;400000;;;875000
Kenny Williams;;;;;;;;;;;;;;;;;;;;;;;;375000;325000;275000;175000
Kent Bazemore;15730338;2000000;2000000;788872;473604;;;;;;;;;;;;;;;;;;;;;;
Kentavious Caldwell-Pope;3678319;2891760;2772480;2653080;;;;;;;;;;;;;;;;;;;;;;;
Kenyon Martin;;;741286;1399507;437470;2500000;16545454;15363636;14431816;13250000;12068182;10636364;9454546;5128689;4067160;3801960;3536640;;;;;;;;;;
Keon Clark;;;;;;;;;;;;;;5000600;4546000;1971163;1379400;1289400;1000000;;;;;;;;
Kerry Kittles;;;;;;;;;;;;;9566667;9266666;8966667;8166667;7770000;7166666;1762000;1559040;1356000;;;;;;
Kevin Brooks;;;;;;;;;;;;;;;;;;;;;;;600000;975000;800000;625000;
Kevin Burleson;;;;;;;;;;;70000;398762;;;;;;;;;;;;;;;
Kevin Duckworth;;;;;;;;;;;;;;;;;;;;;247500;2863000;2612500;2313000;2213000;2013000;1710000
Kevin Durant;26540100;20158622;18995624;17832627;16669630;15506632;6053663;4796880;4484040;4171200;;;;;;;;;;;;;;;;;
Kevin Edwards;;;;;;;;;;;;;;;;;1000000;;;2640000;2280000;1920000;1560000;1200000;750000;600000;425000
Kevin Gamble;;;;;;;;;;;;;;;;;;1868750;1645000;1420250;1196000;845000;650000;1100000;1200000;1400000;375000
Kevin Garnett;8000000;8500000;12000000;12433735;11566265;21247044;18800000;16400000;24751934;23750000;21000000;18000000;16000000;28000000;25200000;22400000;19610000;16806300;14000000;2109120;1666000;1622000;;;;;
Kevin Johnson;;;;;;;;;;;;;;;;;;;;8000000;7000000;2900000;2750000;2300000;1850000;1950000;1750000
Kevin Jones;;;;;390027;;;;;;;;;;;;;;;;;;;;;;
Kevin Love;21165675;19689000;15719063;14693906;13668750;4609701;3638280;3401040;3163680;;;;;;;;;;;;;;;;;;
Kevin Lynch;;;;;;;;;;;;;;;;;;;;;;;;325000;250000;;
Kevin Martin;1360305;7085000;6792500;6500000;12439675;11519840;11100005;10180170;8760335;1808121;1002840;937440;872040;;;;;;;;;;;;;;
Kevin McHale;;;;;;;;;;;;;;;;;;;;;;;;;3500000;3500000;1400000
Kevin Murphy;;;;;473604;;;;;;;;;;;;;;;;;;;;;;
Kevin Ollie;;;;;;;;1306455;1262275;3441900;3196050;2950200;2704350;2458500;1000000;590850;523500;2853;;272250;;;;;;;
Kevin Pittsnogle;;;;;;;;;;;50000;;;;;;;;;;;;;;;;
Kevin Pritchard;;;;;;;;;;;;;;;;;;;;;;275000;;;158000;130000;185000
Kevin Rankin;;;;;;;;;;;;;;;;;;;;;;;11404;;;;
Kevin Salvadori;;;;;;;;;;;;;;;;;;;;300000;247500;110000;;;;;
Kevin Seraphin;1800000;2814000;3898691;2761114;1797600;1680360;1563120;;;;;;;;;;;;;;;;;;;;
Kevin Thompson;;;;;;;;;;;;;;;;;;;;;;;;150000;;;
Kevin Willis;;;;;;;;;;;;;1300000;1070000;1030000;3000000;2870000;2625000;2100000;1800000;1500000;3650000;2975000;2625000;2425000;725000;685000
Kevon Looney;1182840;1131960;;;;;;;;;;;;;;;;;;;;;;;;;
Keyon Dooling;;;;;1352181;2246400;2000000;3564000;3300000;3596000;3348000;3100000;745046;2256444;1769760;1654320;1538880;;;;;;;;;;
Khalid El-Amin;;;;;;;;;;;;;;;;465850;316969;;;;;;;;;;
Khalid Reeves;;;;;;;;;;;;;;;;;;30309;2002000;1852000;1752000;1602000;1300000;;;;
Khris Middleton;15200000;14700000;915243;788872;473604;;;;;;;;;;;;;;;;;;;;;;
Kiki Vandeweghe;;;;;;;;;;;;;;;;;;;;;;;;150000;140000;1020000;1025000
Kim English;;;;;473604;;;;;;;;;;;;;;;;;;;;;;
Kirk Haston;;;;;;;;;;;;;;1360080;1271400;1182600;;;;;;;;;;;
Kirk Hinrich;;2854940;2730000;4059000;3941000;8100000;9000000;9500000;10000000;11250000;3192628;2513880;2349840;2185920;;;;;;;;;;;;;
Kirk Penney;;;;;;;;;;;;;;8950;;;;;;;;;;;;;
Kirk Snyder;;;;;;;;;;2358433;1537440;1437240;1336920;;;;;;;;;;;;;;
Kiwane Garris;;;;;;;;;;;;;;;;;;61147;;;;;;;;;
Klay Thompson;16663575;15501000;3245152;2445480;2286000;2126520;;;;;;;;;;;;;;;;;;;;;
Kobe Bryant;;25000000;23500000;30453805;27849149;25244493;24806250;23034375;21262500;19490625;17718750;15946875;14175000;13500000;12375000;11250000;10130000;9000000;1319000;1167240;1015000;;;;;;
Korleone Young;;;;;;;;;;;;;;;;;;;287500;;;;;;;;
Kornel David;;;;;;;;;;;;;;;;;498500;175882;287500;;;;;;;;
Kosta Koufos;8046500;7700000;3000000;3000000;3000000;2203792;1352640;1214040;1129320;;;;;;;;;;;;;;;;;;
Kosta Perovic;;;;;;;;;;1800000;;;;;;;;;;;;;;;;;
Kostas Papanikolaou;;195745;4797664;;;;;;;;;;;;;;;;;;;;;;;;
Kris Humphries;4000000;1000000;4250000;12000000;12000000;8000000;3200000;3200000;3200000;2522913;1703520;1592400;1481400;;;;;;;;;;;;;;
Kris Joseph;;;;;189442;;;;;;;;;;;;;;;;;;;;;;
Kristaps Porzingis;4317720;4131720;;;;;;;;;;;;;;;;;;;;;;;;;
Kurk Lee;;;;;;;;;;;;;;;;;;;;;;;;;;;120000
Kurt Rambis;;;;;;;;;;;;;;;;;;;;;;40000;;400000;1100000;950000;900000
Kurt Thomas;;;;;1352181;1352181;1352181;3800000;4200000;8091188;7821482;6620062;5884500;5394125;4903750;4413375;3680000;1925000;1750000;1398960;1238000;1071000;;;;;
Kwame Brown;;;;3000000;2819044;6750000;1229255;4100000;4000000;9075000;8287500;7500000;5361873;4252080;3974760;3697440;;;;;;;;;;;
Kyle Anderson;1192080;1142880;1093680;;;;;;;;;;;;;;;;;;;;;;;;
Kyle Collinsworth;70000;;;;;;;;;;;;;;;;;;;;;;;;;;
Kyle Korver;5239437;5746479;6253521;6760563;5000000;5000000;5000000;5155115;4956818;4400000;4018182;3630363;620046;366931;;;;;;;;;;;;;
Kyle Lowry;12000000;12000000;12000000;6210000;5750000;5750000;5750000;2034997;1163520;1087680;1011720;;;;;;;;;;;;;;;;
Kyle O'Quinn;3918750;3750000;915243;788872;788872;;;;;;;;;;;;;;;;;;;;;;
Kyle Singler;4837500;4500000;1090000;1045000;1000000;;;;;;;;;;;;;;;;;;;;;;
Kyle Weaver;;;;;;;;870968;806452;;;;;;;;;;;;;;;;;;
Kyle Wiltjer;543471;;;;;;;;;;;;;;;;;;;;;;;;;;
Kyrie Irving;17638063;16407500;7459925;5915880;5530080;5144280;;;;;;;;;;;;;;;;;;;;;
Kyrylo Fesenko;;;;;;;1087500;870000;810000;750000;;;;;;;;;;;;;;;;;
LaBradford Smith;;;;;;;;;;;;;;;;;;;;;;;;940000;760000;620000;
Lamar Odom;;;;8232;8200000;8900000;8200000;7500000;14148596;13248596;12348596;11465333;10548596;9963596;3557585;2812320;2628960;2445480;;;;;;;;;
Lamar Patterson;100000;525093;;;;;;;;;;;;;;;;;;;;;;;;;
LaMarcus Aldridge;20575005;19689000;16006000;14878000;13500000;12372000;11244000;5844827;4631400;4329360;4027320;;;;;;;;;;;;;;;;
LaMarcus Golden;;;;;;;;;;;;;;;;;;25000;;;;;;;;;
Lamond Murray;;;;;;;;;;;;1138500;4875000;4500000;4125000;3750000;3380000;3000000;3500000;2900000;2700000;2400000;2000000;;;;
Lamont Strothers;;;;;;;;;;;;;;;;;;;;;;;;;;150000;
Lanard Copeland;;;;;;;;;;;;;;;;;;;;;;;;;;130000;
Lance Blanks;;;;;;;;;;;;;;;;;;;;;;;;;490000;415000;365000
Lance Stephenson;1227286;9000000;9000000;1005000;870000;810000;750000;;;;;;;;;;;;;;;;;;;;
Lance Thomas;6191000;1636842;931431;72924;762195;328444;;;;;;;;;;;;;;;;;;;;;
Landry Fields;;;6250000;6250000;6250000;762195;473604;;;;;;;;;;;;;;;;;;;;
Langston Galloway;5200000;845059;295449;;;;;;;;;;;;;;;;;;;;;;;;
LaPhonso Ellis;;;;;;;;;;;;;;;3100000;3000000;1200000;1925000;1750000;3650000;3294000;3039000;2731000;2350000;1900000;;
Lari Ketner;;;;;;;;;;;;;;;;;423500;92338;;;;;;;;;
Laron Profit;;;;;;;;;;;;745248;745046;;;630850;508000;301875;;;;;;;;;
Larry Bird;;;;;;;;;;;;;;;;;;;;;;;;;2300000;7070000;1500000
Larry Drew;;;59687;;;;;;;;;;;;;;;;;;;;;;;600000;550000
Larry Hughes;;;;;;414443;;13655268;12827676;12000084;13363012;10344900;5455200;5000600;4546000;2343635;1842480;1722240;1330000;;;;;;;;
Larry Johnson;;;;;;;;;;;;;;;9610714;11335714;11000000;11910714;10186000;8460714;5004000;4295000;3710000;3125000;2540000;1955000;
Larry Krystkowiak;;;;;;;;;;;;;;;;;;;;;;335000;515000;644000;605000;605000;605000
Larry Nance;;;;;;;;;;;;;;;;;;;;;;;;2840000;2775000;1363000;1260000
Larry Nance Jr.;1207680;1155600;;;;;;;;;;;;;;;;;;;;;;;;;
Larry Owens;;;;;;86052;55718;;;;;;;;;;;;;;;;;;;;
Larry Robinson;;;;;;;;;;;;;;;;715850;611000;;;;;;30000;;;;
Larry Sanders;1865547;5000000;11000000;3053368;1991760;1861920;1731960;;;;;;;;;;;;;;;;;;;;
Larry Smith;;;;;;;;;;;;;;;;;;;;;;;;;500000;997000;800000
Larry Stewart;;;;;;;;;;;;;;;;;;;;;247500;800000;700000;600000;500000;130000;
Larry Sykes;;;;;;;;;;;;;;;;;;;;;;225000;;;;;
LaSalle Thompson;;;;;;;;;;;;;;;;;;510000;;;247500;;2000000;2000000;2000000;2000000;2000000
Latrell Sprewell;;;;;;;;;;;;;14625000;13500000;12375000;11250000;10125000;9000000;8300000;7770000;7000000;975000;890000;700000;550000;;
Lavor Postell;;;;;;;;;;;;;;;587435;465850;316969;;;;;;;;;;
Lavoy Allen;4000000;4050000;948163;3060000;3000000;473604;;;;;;;;;;;;;;;;;;;;;
Lawrence Funderburke;;;;;;;;;;;;;;3600000;3300000;3025000;2700000;2400000;575000;500000;;;;;;;
Lawrence Moten;;;;;;;;;;;;;;;;;;;;;321000;280000;;;;;
Lawrence Roberts;;;;;;;;;;;664209;398762;;;;;;;;;;;;;;;
Lazar Hayward;;;;;1174080;1097520;1020960;;;;;;;;;;;;;;;;;;;;
Lazaro Borrell;;;;;;;;;;;;;;;;;423500;301875;;;;;;;;;
Leandro Barbosa;4000000;2500000;1448490;815007;1229255;7600000;7100000;6600000;6100000;5600000;1679733;930600;870000;809280;;;;;;;;;;;;;
LeBron James;30963450;22970500;20644400;19067500;17545000;16022500;14500000;15779912;14410581;13041250;5828090;4621800;4320360;4018920;;;;;;;;;;;;;
Ledell Eackles;;;;;;;;;;;;;;;;;;;;;;Unknown;150000;;780000;780000;605000
Lee Mayberry;;;;;;;;;;;;;;;;;;;1540000;1320000;1100000;965000;820000;670000;520000;;
Lee Nailon;;;;;;;;;;;;835810;745046;;587435;465850;316969;;;;;;;;;;
Leon Powe;;;;;;;915852;855189;797581;687456;432000;;;;;;;;;;;;;;;;
Leon Smith;;;;;;;;;;;;;;;;517360;483680;449920;;;;;;;;;
LeRon Ellis;;;;;;;;;;;;;;;;;;;;;;400000;;150000;;180000;
Les Jepsen;;;;;;;;;;;;;;;;;;;;;;;;504000;504000;504000;505000
Lester Conner;;;;;;;;;;;;;;;;;;;;;;;;25000;890000;900000;900000
Lester Hudson;;;89239;;;;192791;193802;;;;;;;;;;;;;;;;;;;
Linas Kleiza;;;;4600000;4600000;4605000;4995000;;1824493;1011360;945360;879360;;;;;;;;;;;;;;;
Lindsey Hunter;;;;;;;;1306455;1143473;2250000;2250000;1760000;1600000;3000000;3870912;3425760;2650000;2350000;2050000;1750000;1715000;1444000;1173000;902000;;;
Linton Johnson;;;;;;;;;125374;283953;771331;719373;620046;366931;;;;;;;;;;;;;
Lionel Chalmers;;;;;;;;;;;;682050;450000;;;;;;;;;;;;;;
Lionel Simmons;;;;;;;;;;;;;;;;;;;4238500;3716500;3194000;2676000;2181400;1743000;1464000;1289000;930000
Litterial Green;;;;;;;;;;;;;;;;;;;;;247500;;;250000;140000;;
Livio Jean-Charles;1188840;;;;;;;;;;;;;;;;;;;;;;;;;;
Lloyd Daniels;;;;;;;;;;;;;;;;;;;;;184100;;11400;182000;140000;;
Logan Vander Velden;;;;;;;;;;;;;;;;;;;;;;200000;;;;;
Lonny Baxter;;;;;;;;;;;;745248;542475;636679;349458;;;;;;;;;;;;
Loren Meyer;;;;;;;;;;;;;;;;;;;450000;722760;639000;556000;;;;;
Loren Woods;;;;;;;;;;;300000;780000;755000;638679;662435;332817;;;;;;;;;;;
Lorenzen Wright;;;;;;;;;1262275;3250000;3250000;7700000;7150000;6600000;6050000;5500000;4950000;4400000;1923000;1701720;1480000;;;;;;
Lorenzo Brown;;117709;331396;426745;;;;;;;;;;;;;;;;;;;;;;;
Lorenzo Williams;;;;;;;;;;;;;;;2068000;1880000;1750000;1540000;1316000;1128000;940000;1550000;200000;250000;7000;;
Lou Amundson;980431;1635476;1287163;48854;1069509;2403000;2225000;855189;797581;687456;105696;;;;;;;;;;;;;;;;
Lou Roe;;;;;;;;;;;;;;;;;;97412;;;247500;200000;;;;;
Lou Williams;7000000;7000000;5450000;5225000;5000000;5176000;5000000;4972500;4500000;770610;664209;450000;;;;;;;;;;;;;;;
Louis Bullock;;;;;;;;;;;;;;;;;;10000;;;;;;;;;
Loy Vaught;;;;;;;;;;;;;;;5364964;5222025;4812025;4180000;3830000;3350000;3100000;3000000;2750000;1225000;1100000;1000000;825000
Luc Longley;;;;;;;;;;;;;;;6900000;6325000;5750000;5175000;4000000;3184900;2790000;2300000;1590000;1590000;1590000;1590000;
Luc Mbah a Moute;2203000;1270964;4382576;4588384;4795192;5000000;854389;736420;757000;;;;;;;;;;;;;;;;;;
Lucas Nogueira;1921320;1842000;1762680;;;;;;;;;;;;;;;;;;;;;;;;
Lucas Tischer;;;;;;;;;;;;4863;;;;;;;;;;;;;;;
Lucious Harris;;;;;;;;;;;;;2500000;2500000;2640000;2400000;2160000;1920000;1680000;1440000;1200000;725000;455000;350000;;;
Luigi Datome;;;1750000;1750000;;;;;;;;;;;;;;;;;;;;;;;
Luis Flores;;;;;;;;;;;;;385277;;;;;;;;;;;;;;
Luis Montero;;525093;;;;;;;;;;;;;;;;;;;;;;;;;
Luis Scola;5500000;2900000;6541037;5724622;5259697;8591793;7775378;3375600;3100667;2910000;;;;;;;;;;;;;;;;;
Luke Babbitt;1227286;1100602;981084;387995;1892280;1768800;1645440;;;;;;;;;;;;;;;;;;;;
Luke Harangody;;;;;1054389;762195;473604;;;;;;;;;;;;;;;;;;;;
Luke Jackson;;;;;;;;;;279415;2091480;1955160;1818720;;;;;;;;;;;;;;
Luke Ridnour;;;2750000;4320000;4000000;3680000;4000000;6500000;6500000;6500000;2425878;1638000;1531200;1424400;;;;;;;;;;;;;
Luke Schenscher;;;;;;;;;;;55000;;;;;;;;;;;;;;;;
Luke Walton;;;;;6091363;5680000;5260000;4840000;4420000;4000000;1375000;1250000;620046;366931;;;;;;;;;;;;;
Luke Zeller;;;;;473604;;;;;;;;;;;;;;;;;;;;;;
Luol Deng;18000000;10151612;9714461;14275000;13305000;12325000;11345000;10370425;9385000;3320339;2614440;2443920;2273400;;;;;;;;;;;;;;
Luther Head;;;;;;;992680;884881;1962378;1122000;1048800;975600;;;;;;;;;;;;;;;
Luther Wright;;;;;;;;;;;;;;;;;;;;;;1040000;845000;650000;;;
Lynn Greer;;;;;;;;;;;664209;;;;;;;;;;;;;;;;
Maalik Wayns;;;;361953;217301;;;;;;;;;;;;;;;;;;;;;;
Maceo Baston;;;;;;;;;2272860;1830000;744551;;;;;;423500;20000;;;;;;;;;
Maciej Lampe;;;;;;;;;;;;900000;900000;829000;;;;;;;;;;;;;
Magic Johnson;;;;;;;;;;;;;;;;;;;;;;;14660000;2500000;2500000;2500000;2400000
Mahmoud Abdul-Rauf;;;;;;;;;;;;;;;;;798500;;;3300000;3100000;2600000;2200000;1825000;2358000;2008000;1660000
Makhtar N'Diaye;;;;;;;;;;;;;;;;;;385000;287500;;;;;;;;
Malcolm Delaney;2500000;;;;;;;;;;;;;;;;;;;;;;;;;;
Malcolm Huckaby;;;;;;;;;;;;;;;;;;;;242000;;;;;;;
Malcolm Lee;;;32303;884293;762195;500000;;;;;;;;;;;;;;;;;;;;;
Malcolm Mackey;;;;;;;;;;;;;;;;;;;;;;;;550000;;;
Malcolm Thomas;;;842578;274830;;103104;;;;;;;;;;;;;;;;;;;;;
Malik Allen;;;;;;;1229255;1300000;1300000;998398;1803600;1670000;1950625;1510000;512435;332817;;;;;;;;;;;
Malik Hairston;;;;;;;;736420;351091;;;;;;;;;;;;;;;;;;
Malik Rose;;;;;;;;;7647500;7101250;7525397;6008750;5462500;4916250;4370000;2285000;2570000;2285000;425000;272250;220000;;;;;;
Malik Sealy;;;;;;;;;;;;;;;;;;1100000;1000000;1150000;1732000;1495000;1260000;1023000;790000;;
Mamadou N'Diaye;;;;;;;;;;;;;750000;;848520;793200;737880;;;;;;;;;;
Manny Harris;;;;104034;;122942;473604;;;;;;;;;;;;;;;;;;;;
Manu Ginobili;14000000;2814000;7000000;7500000;14107492;12981038;11854584;10728130;9905248;9079811;8254375;7428937;6603500;1457500;1325000;;;;;;;;;;;;
Manute Bol;;;;;;;;;;;;;;;;;;;;;;;200000;650000;1650000;1350000;1300000
Marc Gasol;21165675;19688000;15829688;14860523;13891359;12922194;3480000;3240000;3093333;;;;;;;;;;;;;;;;;;
Marc Jackson;;;;;;;;;;;4875000;4550000;4225000;3900000;3575000;3250000;316969;;;;;;;;;;
Marcelo Huertas;1500000;525093;;;;;;;;;;;;;;;;;;;;;;;;;
Marcin Gortat;12000000;11217391;10434782;7727280;7258960;6790640;6322320;5854000;711517;427163;;;;;;;;;;;;;;;;;
Marco Belinelli;6333333;6060606;2873750;2750000;1957000;3377604;2380270;1547640;1446720;1345800;;;;;;;;;;;;;;;;;
Marcus Banks;;;;;;;4847586;4553793;4260000;3966207;3672414;1724280;1611840;1499400;;;;;;;;;;;;;
Marcus Brown;;;;;;;;;;;;;;;;;;43294;500000;500000;220000;;;;;;
