,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,,Tackles,Tackles,Tackles,Tackles,Tackles,
30,Ronald McKinnon,ARI,30,MLB,16,16,0,0,0,0,1,2,0,1,0,0,2.0,105,80,25,13,0,
31,Ifeanyi Ohalete,WAS,24,fs/SS,15,15,3,60,0,30,8,0,0,1,0,0,,103,80,23,1,0,
32,Ronde Barber,TAM,28,LCB/rcb,16,16,2,53,1,29,6,3,0,1,0,0,1.5,97,79,18,7,0,
33,Tedy Bruschi,NWE,30,LB/mlb,16,16,3,26,2,18,14,3,0,1,13,0,2.0,131,79,52,8,1,
34,Zeke Moreno,SDG,25,MLB,16,12,0,0,0,0,4,1,0,2,0,0,2.0,96,79,17,7,1,
35,Anthony Simmons,SEA,27,LB/mlb,13,13,3,38,0,33,8,1,0,1,4,0,3.0,99,79,20,6,0,
36,Brian Russell,MIN,25,FS/rcb,16,16,9,185,0,50,11,0,0,1,0,0,1.0,95,78,17,2,0,
37,Mark Simoneau,PHI,26,MLB,16,16,0,0,0,0,5,3,0,0,0,0,2.0,100,78,22,2,0,
38,Jay Bellamy,NOR,31,SS,16,16,3,19,0,10,13,1,0,0,0,0,1.0,94,77,17,8,0,
39,Na'il Diggs,GNB,25,LB,16,16,2,13,0,13,6,,,,,,1.0,87,76,11,12,0,
40,Ken Hamlin,SEA,22,FS,16,14,1,2,0,2,8,2,0,1,0,0,,96,76,20,0,0,
41,Mike Minter,CAR,29,SS,16,16,3,100,2,35,8,,,,,,,96,76,20,2,0,
42,Charles Tillman,CHI,22,LCB/rcb,16,13,4,27,0,32,12,2,0,0,0,0,1.0,83,76,7,2,0,
43,LaVar Arrington,WAS,25,LB,16,16,0,0,0,0,11,6,0,2,-7,0,6.0,88,75,13,9,0,
44,Corey Chavous,MIN,27,SS,16,16,8,143,1,39,14,0,1,0,0,0,,86,75,11,2,0,
45,Dexter Jackson,ARI,26,FS,16,16,6,122,0,30,14,1,1,0,0,0,,88,75,13,1,0,
46,Jessie Armstead,WAS,33,LB,16,15,0,0,0,0,2,2,0,1,3,0,6.5,91,74,17,10,0,1
47,Matt Bowen,WAS,27,FS/ss,16,16,3,44,0,44,7,2,0,2,5,0,,83,74,9,0,0,
48,Napoleon Harris,OAK,24,lb/MLB,16,16,0,0,0,0,2,3,0,0,0,0,2.0,107,74,33,10,0,
49,Fred Thomas,NOR,30,lcb/RCB,16,14,4,47,0,20,22,2,0,1,0,0,1.0,85,74,11,1,0,
50,Marcus Trufant,SEA,23,lcb/RCB,16,16,2,21,0,15,20,0,0,1,31,0,,83,74,9,2,0,
51,Will Witherspoon,CAR,23,LB/mlb,16,16,1,10,0,10,5,,,,,,1.0,99,74,25,8,0,
52,Chad Brown,SEA,33,LB,14,14,1,-1,0,-1,3,1,0,2,0,0,7.0,85,73,12,13,0,
53,Dexter Coakley,DAL,31,LB,16,16,1,24,0,24,4,1,0,0,0,0,1.0,96,73,23,5,0,
54,Mike Doss,IND,22,SS,15,15,1,15,0,15,5,3,1,0,0,0,,102,73,29,5,0,
55,Robert Griffith,CLE,33,SS,16,16,2,3,0,3,7,1,0,0,0,0,,92,73,19,5,0,
56,Adam Archuleta,STL,26,s/SS,13,13,1,22,0,22,7,1,0,1,45,1,5.0,79,72,7,8,0,
57,Eric Brown,HOU,28,SS,16,16,1,5,0,5,3,3,1,0,0,0,0.5,95,72,23,4,1,
58,Marvin Jones,NYJ,31,MLB,16,16,0,0,0,0,3,0,0,1,0,0,,115,72,43,5,0,
59,Omar Stoutmire,NYG,29,FS,16,16,1,34,0,34,9,2,1,0,0,0,1.0,93,72,21,0,0,
60,Jerry Azumah,CHI,26,RCB,16,13,4,44,0,25,8,0,1,0,0,0,1.0,82,71,11,2,0,
61,Gary Baxter,BAL,25,FS/lcb/rcb,16,16,3,41,0,34,12,,,,,,1.0,83,71,12,6,1,
62,Derrick Brooks,TAM,30,LB,16,16,2,56,1,44,9,2,0,0,0,0,1.0,101,71,30,3,0,
63,Rashean Mathis,JAX,23,fs/RCB,16,16,2,0,0,0,10,0,0,1,0,0,,81,71,10,2,0,
64,Mike Peterson,JAX,27,MLB,16,16,3,8,0,7,9,2,0,2,0,0,1.0,100,71,29,5,0,
65,Brian Simmons,CIN,28,LB,16,16,2,14,0,13,6,2,0,4,13,0,1.5,102,71,31,5,0,
66,Mike Logan,PIT,29,SS,16,15,0,0,0,0,5,1,0,3,14,0,1.0,93,70,23,7,0,
67,Takeo Spikes,BUF,27,LB,16,16,2,1,0,1,8,1,0,2,29,0,2.0,126,70,56,6,0,
68,Ben Leber,SDG,25,LB/lolb,16,16,0,0,0,0,1,1,0,0,0,0,3.0,80,69,11,8,0,
69,Lawyer Milloy,BUF,30,SS,16,16,0,0,0,0,9,2,0,1,2,0,3.0,104,69,35,4,0,
70,Hannibal Navies,GNB,26,LB,16,16,0,0,0,0,2,2,0,1,0,0,1.0,86,69,17,8,0,
71,Julian Peterson,SFO,25,LOLB,16,16,2,31,0,31,12,2,0,0,0,0,7.0,94,69,25,4,1,
72,Darren Sharper,GNB,28,FS,15,15,5,78,0,50,13,2,0,0,0,0,2.0,82,69,13,3,0,
73,Al Wilson,DEN,26,MLB,16,16,0,0,0,0,7,0,0,2,0,0,1.0,87,69,18,5,0,
74,Boss Bailey,DET,24,LB/rolb,16,16,1,-2,0,-2,6,0,0,1,62,1,1.5,88,68,20,6,0,
75,David Barrett,ARI,26,RCB,16,16,1,25,0,25,9,1,0,0,0,0,,79,68,11,1,0,
76,Ed Hartwell,BAL,25,lb/LILB,16,15,1,26,0,26,5,1,0,0,0,0,3.0,94,68,26,7,2,
77,Earl Holmes,DET,30,lb/MLB,16,13,,,,,,,,,,,2.0,97,68,29,11,0,
78,Nate Wayne,PHI,28,LB,16,16,1,33,0,33,5,3,0,0,0,0,3.0,89,68,21,7,0,
79,Adrian Wilson,ARI,24,SS,16,15,0,0,0,0,8,2,0,0,0,0,,77,68,9,1,0,
80,Champ Bailey,WAS,25,LCB,16,16,2,2,0,2,9,1,0,2,1,0,,71,67,4,5,0,
81,Terence Newman,DAL,25,LCB,16,16,4,23,0,25,20,0,0,1,0,0,1.0,76,66,10,4,0,
82,Roman Phifer,NWE,35,LB,16,15,0,0,0,0,5,1,0,0,0,0,,99,66,33,0,0,
83,Junior Seau,MIA,34,LB,15,15,0,0,0,0,3,,,,,,3.0,96,66,30,12,2,
84,Lance Briggs,CHI,23,LB,16,13,1,45,1,45,4,,,,,,,78,65,13,5,0,
85,Sam Garnes,NYJ,29,SS,16,16,2,0,0,0,8,2,0,1,0,0,0.5,98,65,33,1,0,
86,Deon Grant,CAR,24,FS,16,16,3,25,0,25,12,0,0,1,0,0,1.0,77,65,12,5,1,
87,Barrett Green,DET,26,LB/lolb,16,16,0,0,0,0,2,0,0,2,38,0,3.0,93,65,28,4,0,
88,Michael Lewis,PHI,23,SS,16,16,3,31,0,23,11,2,0,1,0,0,2.0,85,65,20,2,0,
89,Lance Schulters,TEN,28,FS,16,16,0,0,0,0,8,,,,,,1.0,85,65,20,2,0,
90,Ben Taylor,CLE,25,lb/rolb,13,8,1,0,0,0,1,,,,,,,81,65,16,4,0,
91,Brian Walker,DET,31,FS,16,16,2,0,0,0,7,1,0,0,0,0,,85,65,20,1,0,
92,Darren Woodson,DAL,34,fs/SS,16,16,1,-2,0,-2,16,1,0,2,0,0,1.0,85,65,20,5,0,
93,Jerametrius Butler,STL,25,LCB,16,15,4,72,0,45,10,1,0,2,0,0,,71,64,7,1,0,
94,Tyrone Carter,NYJ,27,FS,16,10,2,37,0,23,3,,,,,,,88,64,24,0,0,
95,Carlos Emmons,PHI,30,LB,15,15,0,0,0,0,5,1,0,1,0,0,,84,64,20,6,0,
96,Sammy Knight,MIA,28,SS,16,16,3,98,0,70,6,2,0,0,0,0,,96,64,32,1,0,
97,Brent Alexander,PIT,32,FS,16,16,4,63,0,34,6,0,0,2,2,0,1.0,85,63,22,2,0,
98,Kelly Gregg,BAL,27,NT,16,15,,,,,,0,0,1,0,0,3.0,80,63,17,9,1,
99,Peter Sirmon,TEN,26,LB,14,14,0,0,0,0,2,1,0,0,0,0,,86,63,23,8,0,
100,Pisa Tinoisamoa,STL,22,LB/mlb,16,15,3,46,0,29,7,4,0,1,5,0,2.0,76,63,13,10,0,
101,Mike Brown,CHI,25,FS,16,16,2,0,0,0,6,,,,,,,76,62,14,1,0,
102,Nick Ferguson,DEN,29,fs/ss,15,10,0,0,0,0,4,2,0,0,0,0,1.0,74,62,12,3,0,
103,Robert Thomas,STL,23,lb/mlb,12,9,0,0,0,0,4,0,0,1,0,0,2.0,71,62,9,11,1,
104,Eric Warfield,KAN,27,LCB,15,15,4,39,0,20,13,1,0,0,0,0,1.0,66,62,4,1,0,
105,Jerry Wilson,SDG,30,FS,16,16,1,-2,0,-2,8,3,0,0,0,0,1.0,81,62,19,1,0,
106,Rogers Beckett,CIN,26,SS,16,9,2,11,0,11,5,2,0,0,0,0,3.0,81,61,20,5,0,
107,Fernando Bryant,JAX,26,LCB,16,16,1,0,0,0,9,,,,,,,70,61,9,3,0,
108,Chris Claiborne,MIN,25,LB,12,12,1,3,0,3,7,1,0,2,0,0,3.0,80,61,19,7,0,
109,Tory James,CIN,30,cb/RCB,16,16,4,56,0,31,18,,,,,,1.0,67,61,6,3,0,
110,Tony Parrish,SFO,28,s/SS,16,16,9,202,0,49,18,1,0,1,0,0,0.5,78,61,17,1,0,
111,Ahmed Plummer,SFO,27,LCB/rcb,15,15,4,85,1,68,16,,,,,,,69,61,8,0,0,
112,Dwight Smith,TAM,25,cb/FS/rcb/ss,16,16,5,3,0,3,10,1,0,0,0,0,,73,61,12,1,0,
113,Michael Strahan,NYG,32,DE,16,16,0,0,0,0,5,3,0,1,0,0,18.5,76,61,15,23,1,
114,Brian Williams,MIN,24,lcb/RCB,16,16,5,205,1,77,16,2,0,0,0,0,3.0,77,61,16,4,0,
115,Kevin Bentley,CLE,24,LB/lolb,16,14,1,25,0,25,2,,,,,,,96,60,36,1,0,
116,Greg Biekert,MIN,34,MLB,16,16,,,,,,1,0,0,0,0,1.0,76,60,16,7,0,
117,Ty Law,NWE,29,cb/LCB,15,15,6,112,1,65,23,0,1,0,0,0,,73,60,13,3,0,
118,Matt Stewart,ATL,24,LB,16,16,0,0,0,0,1,3,0,3,3,0,2.5,77,60,17,8,0,
119,Kelly Herndon,DEN,27,cb/RCB,15,11,3,19,0,16,17,3,0,1,0,0,,63,59,4,3,0,
120,Warrick Holdman,CHI,28,LB,13,13,0,0,0,0,2,1,0,0,0,0,,73,59,14,4,0,
121,Terrence Kiel,SDG,23,s/ss,16,8,2,15,0,15,4,,,,,,,68,59,9,1,0,
122,Ed Reed,BAL,25,SS,16,15,7,132,1,54,15,1,1,0,0,0,1.0,71,59,12,8,0,
123,Aeneas Williams,STL,35,FS/s,16,16,4,82,1,46,8,1,0,4,93,1,1.0,74,59,15,2,0,
124,Kevin Hardy,CIN,30,MLB,16,16,0,0,0,0,4,1,0,1,10,1,1.5,91,58,33,5,0,
125,Rob Morris,IND,28,MLB,16,16,0,0,0,0,1,,,,,,,83,58,25,5,0,
126,Jeff Ulbrich,SFO,26,RILB/rolb,15,15,1,7,0,7,5,1,0,1,0,0,2.5,79,58,21,5,0,1
127,Jerome Woods,KAN,30,FS,16,16,3,125,2,79,11,3,0,1,0,0,,76,58,18,0,0,
128,Marcus Coleman,HOU,29,RCB,15,15,7,95,0,41,22,1,0,0,0,0,,69,57,12,0,0,
129,Quentin Jammer,SDG,24,LCB,16,16,4,6,0,6,13,0,0,1,2,0,,71,57,14,4,0,
130,Tommy Polley,STL,25,LB/mlb,14,14,4,32,0,22,12,1,0,1,0,0,,68,57,11,6,0,
131,Shelton Quarles,TAM,32,MLB,11,11,,,,,,0,0,2,0,0,,80,57,23,1,0,
132,Derrick Rodgers,NOR,32,LB,15,15,1,40,1,40,5,0,0,2,3,0,,74,57,17,5,0,
133,Bryan Scott,ATL,22,ss,15,6,2,3,0,3,6,3,0,1,0,0,,65,57,8,4,0,
134,Travis Fisher,STL,24,RCB,15,15,4,205,2,74,11,0,0,1,0,0,,61,56,5,0,0,
135,Travian Smith,OAK,28,lb,10,7,,,,,,,,,,,1.0,69,56,13,8,1,
136,Reggie Tongue,SEA,30,SS,14,14,4,11,0,10,8,2,0,1,0,0,2.0,70,56,14,1,0,
137,Tim Wansley,TAM,25,lcb/rcb,12,6,2,38,1,23,7,1,1,1,0,0,,61,56,5,0,0,
138,Charles Woodson,OAK,27,CB/lcb,15,15,3,67,0,51,8,1,0,1,3,0,1.0,69,56,13,5,0,
139,Greg Favors,CAR,29,LB,16,12,0,0,0,0,1,1,0,0,0,0,,75,55,20,5,0,
140,Derrick Gibson,OAK,24,SS,15,14,2,16,0,11,3,1,1,0,0,0,1.0,67,55,12,3,0,
141,Brock Marion,MIA,33,FS,16,16,3,3,0,3,7,2,0,0,0,0,,79,55,24,0,0,
142,Dexter McCleon,KAN,30,RCB,16,16,6,-3,0,0,15,0,0,2,10,0,,60,55,5,2,0,
143,Mark Roman,CIN,26,FS,16,16,1,1,0,1,8,1,0,0,0,0,0.5,73,55,18,0,0,
144,Marcus Washington,IND,26,LB,16,16,0,0,0,0,4,3,0,1,0,0,6.0,81,55,26,8,1,
145,Roy Williams,DAL,23,fs/ss,16,16,2,69,0,39,9,2,0,1,0,0,2.0,72,55,17,5,0,
146,Marques Anderson,GNB,24,ss,16,7,1,3,0,3,8,0,0,2,1,0,,74,54,20,2,0,
147,Donovin Darius,JAX,28,SS,16,16,1,4,0,4,7,2,1,1,0,0,,81,54,27,2,0,
148,Andre Dyson,TEN,24,LCB,16,16,4,62,2,51,14,,,,,,,65,54,11,0,0,
149,Ray Mickens,NYJ,30,LCB,16,14,2,16,0,16,18,,,,,,,64,54,10,1,0,
150,Mike Rumph,SFO,24,lcb/rcb,15,13,3,19,0,12,7,1,0,0,0,0,2.0,62,54,8,4,0,
151,Raynoch Thompson,ARI,26,LB/lolb,12,12,0,0,0,0,2,1,0,1,0,0,3.0,63,54,9,3,0,
152,Pat Williams,BUF,31,dt/RDT,16,16,0,0,0,0,3,0,0,1,28,1,,81,54,27,13,0,
153,Dewayne Washington,PIT,31,RCB,16,12,1,7,0,7,8,0,1,0,0,0,,60,53,7,3,0,
154,Jason Ferguson,NYJ,29,NT/rdt,16,16,0,0,0,0,4,1,0,1,0,0,4.5,75,52,23,4,0,
155,Levar Fisher,ARI,24,LB/rolb,16,15,0,0,0,0,2,1,0,1,0,0,1.0,58,52,6,8,0,
156,Reggie Howard,CAR,26,RCB,15,15,2,2,0,2,12,1,0,0,0,0,0.5,62,52,10,2,0,
157,Kevin Kaesviharn,CIN,27,lcb/ss,16,7,1,10,0,10,4,,,,,,1.0,64,52,12,1,0,
158,Terrance Shaw,OAK,30,cb/fs/ss,16,8,0,0,0,0,7,,,,,,,64,52,12,1,0,
159,Lenny Walls,DEN,24,LCB,16,16,1,0,0,0,15,1,0,1,0,0,,57,52,5,6,0,
160,Nate Clements,BUF,24,RCB,16,16,3,54,1,54,7,0,3,1,0,0,,62,51,11,0,0,
161,Tebucky Jones,NOR,29,FS,15,15,1,2,0,2,5,1,0,0,0,0,,69,51,18,1,0,
162,Ken Lucas,SEA,24,lcb/rcb,14,7,1,27,0,27,12,1,1,1,24,0,,61,51,10,1,0,
163,Mike McKenzie,GNB,27,LCB,14,14,4,98,1,90,18,1,0,0,0,0,,57,51,6,1,0,
164,Jashon Sykes,DEN,24,LB,16,8,0,0,0,0,1,0,0,1,0,0,,63,51,12,0,0,
165,Tank Williams,TEN,23,SS,16,16,2,0,0,0,7,,,,,,0.5,74,51,23,3,0,
166,Morlon Greenwood,MIA,25,LB,16,11,0,0,0,0,1,,,,,,0.5,75,50,25,3,0,
167,Artrell Hawkins,CIN,27,cb/lcb,14,9,1,8,0,8,7,1,0,0,0,0,,57,50,7,2,0,
168,Kwamie Lassiter,SDG,34,SS,10,10,1,38,1,38,1,1,0,0,0,0,,58,50,8,1,0,
169,John Lynch,TAM,32,SS,14,14,2,18,0,18,8,0,1,1,0,0,0.5,72,50,22,2,0,
170,Ricky Manning,CAR,23,db/lcb/rcb,16,7,3,33,1,27,7,2,0,1,0,0,,57,50,7,1,0,
171,Joey Porter,PIT,26,ROLB,14,14,0,0,0,0,4,1,0,1,0,0,5.0,65,50,15,10,0,
172,Orlando Ruff,NOR,27,MLB,16,9,1,7,0,7,4,0,0,1,0,0,,69,50,19,1,0,
173,Fred Smoot,WAS,24,RCB,15,15,4,35,0,35,9,,,,,,,57,50,7,3,0,
174,Marques Douglas,BAL,26,DE,16,16,0,0,0,0,2,2,0,0,0,0,4.5,61,49,12,10,3,
175,Corey Harris,DET,34,SS,13,13,1,-1,0,-1,4,2,0,0,35,1,1.0,57,49,8,3,0,
176,Otis Smith,DET,38,LCB,16,13,1,0,0,0,5,1,0,1,0,0,1.5,59,49,10,1,0,
177,Troy Vincent,PHI,32,LCB,13,13,3,28,0,28,8,0,0,1,0,0,,57,49,8,1,0,
178,Denard Walker,MIN,30,LCB,16,8,1,0,0,0,6,,,,,,,53,49,4,0,0,
179,Grant Wistrom,STL,27,DE,16,16,0,0,0,0,1,1,0,1,0,0,7.5,60,49,11,9,0,1
180,Kailee Wong,HOU,27,LOLB,16,16,0,0,0,0,11,1,0,0,0,0,3.0,62,49,13,7,0,
181,Tyler Brayton,OAK,24,DE,16,16,0,0,0,0,1,0,0,1,0,0,2.5,61,48,13,8,0,
182,Alex Brown,CHI,24,DE,16,16,1,0,0,0,6,2,0,1,0,0,5.5,58,48,10,10,0,
183,Brandon Short,NYG,26,LB/mlb,16,12,0,0,0,0,2,2,0,1,-3,0,3.0,74,48,26,7,1,
184,Dre' Bly,DET,26,RCB,14,14,6,89,1,48,15,5,0,3,113,1,1.0,55,47,8,4,0,
185,Shaun Ellis,NYJ,26,DE,16,16,,,,,,1,0,0,0,0,12.5,69,47,22,10,1,
186,Renaldo Hill,ARI,25,LCB,14,14,5,119,1,70,11,1,0,0,0,0,2.0,58,47,11,5,0,
187,D.D. Lewis,SEA,24,lb,15,5,0,0,0,0,2,,,,,,,65,47,18,3,0,
188,Sam Madison,MIA,29,RCB,16,16,3,82,1,36,10,0,0,2,0,0,,50,47,3,1,0,
189,Ryan Nece,TAM,24,LB,15,10,1,2,0,2,3,,,,,,,62,47,15,0,0,
190,Marcus Stroud,JAX,25,LDT,16,16,0,0,0,0,3,,,,,,4.5,65,47,18,13,0,
191,Eugene Wilson,NWE,23,FS/s,16,15,4,18,0,10,9,,,,,,,61,47,14,1,0,
192,Brant Boyer,CLE,32,lb,15,7,1,4,0,4,2,,,,,,,66,46,20,4,0,
193,Charles Grant,NOR,25,DE,16,16,0,0,0,0,7,4,0,0,0,0,10.0,57,46,11,11,1,
194,Kenard Lang,CLE,28,DE,15,15,1,0,0,0,2,1,0,1,8,0,8.0,60,46,14,11,1,
195,Willie McGinest,NWE,32,de/LB,14,11,1,15,1,15,4,2,0,2,20,0,5.5,67,46,21,10,1,
196,Dan Morgan,CAR,25,MLB,11,11,0,0,0,0,1,0,0,2,0,0,,66,46,20,3,0,
197,Mike Rucker,CAR,28,DE,14,14,1,0,0,0,6,1,0,0,0,0,12.0,58,46,12,16,3,
198,Shaun Williams,NYG,27,SS,10,10,1,14,0,14,5,1,0,1,2,0,1.5,60,46,14,2,1,
199,Aaron Beasley,NYJ,30,RCB,16,16,3,64,0,39,12,1,0,1,0,0,,60,45,15,2,0,
200,Terry Cousin,CAR,28,LCB,13,13,0,0,0,0,4,,,,,,2.0,49,45,4,4,0,
201,Sammy Davis,SDG,23,RCB,16,16,2,48,0,41,10,,,,,,,58,45,13,1,0,
202,Bobby Gray,CHI,25,lb/s/ss,16,9,0,0,0,0,5,1,0,1,2,0,1.0,57,45,12,2,0,
203,James Hall,DET,26,DE,16,16,,,,,,1,0,1,0,0,4.5,59,45,14,8,0,
204,Al Harris,GNB,29,RCB,16,16,3,89,1,56,14,1,1,0,0,0,,47,45,2,1,0,
205,John Henderson,JAX,24,RDT,16,16,0,0,0,0,7,3,0,1,0,0,3.5,56,45,11,10,0,
206,Ken Irvin,MIN,31,fs/lcb/rcb,16,8,1,1,0,1,13,1,0,0,0,0,,56,45,11,1,0,
207,Steve Martin,HOU,29,ldt/nt,14,8,0,0,0,0,4,,,,,,1.0,62,45,17,3,1,
208,Mike Maslowski,KAN,29,MLB,10,10,0,0,0,0,4,1,0,1,0,0,,59,45,14,0,0,
209,Simeon Rice,TAM,29,DE,16,16,2,12,0,12,8,6,0,1,0,0,15.0,50,45,5,11,0,
210,Roderick Coleman,OAK,27,DT/ldt,16,12,0,0,0,0,6,2,0,1,0,0,5.5,52,44,8,8,0,
211,Randall Godfrey,SEA,30,lb/MLB,15,14,1,7,0,7,4,1,0,1,55,1,,58,44,14,3,0,
212,Tyrone Poole,NWE,31,cb/RCB,16,16,6,81,0,44,21,3,1,0,0,0,,57,44,13,0,0,
213,Lito Sheppard,PHI,22,lcb/rcb,16,9,1,34,0,34,18,1,0,0,0,0,,51,44,7,0,0,
214,Darrin Smith,NOR,33,de/lb/mlb,14,10,1,9,0,9,3,,,,,,1.0,60,44,16,5,0,
215,Donnie Spragan,DEN,27,LB,16,8,0,0,0,0,3,1,0,3,9,0,,54,44,10,3,0,
216,Kenny Wright,HOU,26,lcb/rcb,15,5,3,-2,0,0,12,,,,,,1.0,51,44,7,4,0,
217,Antuan Edwards,GNB,26,fs/SS,10,10,1,5,0,5,6,,,,,,1.0,51,43,8,4,0,
218,Keith Hamilton,NYG,32,RDT,15,15,0,0,0,0,1,,,,,,1.5,57,43,14,5,0,
219,Clinton Hart,PHI,26,FS,16,9,0,0,0,0,5,0,0,1,0,0,1.0,51,43,8,2,0,
220,Adewale Ogunleye,MIA,26,DE,16,16,0,0,0,0,5,2,0,1,0,0,15.0,62,43,19,19,5,
221,Chad Scott,PIT,29,LCB,12,12,3,50,1,26,9,1,0,0,0,0,,55,43,12,1,0,
222,Peter Boulware,BAL,29,ROLB,15,14,0,0,0,0,2,4,0,1,0,0,8.5,58,42,16,11,2,
223,Deke Cooper,JAX,26,FS,14,10,1,12,0,12,4,0,0,1,10,0,,59,42,17,1,0,
224,Jason Gildon,PIT,31,LOLB,16,16,1,1,0,1,6,1,1,1,0,0,6.0,61,42,19,6,0,
225,Earl Little,CLE,30,FS,16,16,6,41,0,21,9,,,,,,,60,42,18,0,0,
226,Kenny Mixon,MIN,28,DE,16,16,0,0,0,0,4,3,0,0,0,0,5.0,52,42,10,7,0,
227,Shaun Rogers,DET,24,RDT,16,16,0,0,0,0,5,2,0,0,0,0,4.0,58,42,16,11,0,
228,Orpheus Roye,CLE,30,ldt/RDT,16,15,0,0,0,0,8,0,0,1,0,0,1.5,57,42,15,11,0,
229,Ashley Ambrose,NOR,33,cb/lcb/rcb,16,12,3,78,1,73,16,1,0,1,25,0,,47,41,6,1,0,
230,Sheldon Brown,PHI,24,lcb/rcb,16,3,1,10,0,10,11,1,0,0,0,0,1.0,48,41,7,3,0,
231,Phillip Daniels,CHI,30,DE,16,16,0,0,0,0,5,1,0,0,0,0,2.5,53,41,12,4,0,
232,Anthony Dorsett,OAK,30,fs/ss,14,6,0,0,0,0,2,0,1,1,7,0,,49,41,8,0,0,
233,Jason Fisk,SDG,31,RDT,16,16,,,,,,0,0,1,0,0,1.0,51,41,10,5,0,
234,Kenoy Kennedy,DEN,26,SS,13,12,1,0,0,0,8,1,0,1,0,0,1.0,56,41,15,1,1,
235,Leonard Little,STL,29,DE,12,12,1,28,0,28,1,6,0,1,0,0,12.5,47,41,6,10,2,
236,Daylon McCutcheon,CLE,27,RCB,15,14,1,75,1,75,8,1,0,0,0,0,,46,41,5,2,0,
237,Justin Smith,CIN,24,DE/rdt,16,16,0,0,0,0,3,,,,,,5.0,60,41,19,7,0,
