,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,,Tackles,Tackles,Tackles,Tackles,Tackles,
41,Mike Caldwell,PHI,30,LB,16,16,0,0,0,0,7,2,0,0,0,0,3.0,99,75,24,7,3,
42,Charlie Clemons,NOR,29,MLB,16,15,1,3,0,3,6,2,0,1,0,0,13.5,93,75,18,14,12,
43,Sam Shade,WAS,28,SS,16,15,2,9,0,9,6,1,0,1,0,0,,89,75,14,1,0,
44,Jerome Woods,KAN,28,FS,16,16,3,48,0,25,4,,,,,,1.0,87,74,13,6,0,
45,Dexter Coakley,DAL,29,LB,15,15,2,39,2,29,5,2,0,1,0,0,,96,73,23,2,0,
46,Chad Cota,IND,30,SS,16,16,2,21,0,12,5,0,0,1,9,0,,94,73,21,2,0,
47,Corey Harris,BAL,32,SS,16,16,2,1,0,1,8,3,0,4,8,0,,83,73,10,5,0,
48,Marcus Washington,IND,24,lb/LOLB,16,16,0,0,0,0,2,2,0,0,0,0,8.0,93,73,20,13,7,
49,Greg Wesley,KAN,23,SS,16,16,2,44,0,30,7,1,0,2,0,0,2.0,84,73,11,5,1,
50,Jay Foreman,BUF,25,LB,16,16,,,,,,1,0,2,0,0,2.5,101,72,29,8,3,
51,Rob Fredrickson,ARI,30,LB,15,15,0,0,0,0,2,1,0,0,0,0,4.0,93,72,21,7,3,
52,Dwayne Rudd,CLE,25,LB,16,16,1,0,0,0,6,1,0,0,0,0,0.5,99,72,27,1,1,
53,Al Wilson,DEN,24,MLB,16,16,0,0,0,0,5,,,,,,3.0,85,72,13,9,3,
54,Jay Bellamy,NOR,29,FS,16,16,3,21,0,21,7,,,,,,2.0,93,71,22,4,2,
55,Chad Scott,PIT,27,LCB,15,15,5,204,2,62,19,,,,,,,80,71,9,4,0,
56,Kendrell Bell,PIT,21,RILB,16,16,0,0,0,0,1,1,0,0,0,0,9.0,83,70,13,23,8,
57,Corey Fuller,CLE,30,LCB,16,16,3,82,1,49,21,2,0,1,0,0,,85,70,15,3,0,
58,Roman Phifer,NWE,33,de/LB,16,16,1,14,0,14,5,2,0,2,0,0,2.0,91,70,21,9,2,
59,Darren Sharper,GNB,26,FS,16,16,6,78,0,23,18,1,1,1,17,0,2.0,94,70,24,7,2,
60,Pat Tillman,ARI,25,SS,12,12,0,0,0,0,2,1,0,0,0,0,,92,70,22,1,0,
61,Kevin Mitchell,WAS,30,MLB,13,13,,,,,,1,0,0,0,0,2.0,81,68,13,7,2,
62,Tommy Polley,STL,23,LB,16,11,0,0,0,0,3,,,,,,,86,68,18,4,0,
63,Antoine Winfield,BUF,24,LCB,16,16,2,0,0,0,11,1,0,1,5,0,,80,68,12,3,0,
64,Bernardo Harris,GNB,30,MLB,16,16,2,12,0,8,4,1,0,3,0,0,2.5,95,67,28,6,3,
65,Jason Webster,SFO,24,RCB,16,16,3,61,0,31,10,1,0,0,0,0,0.5,75,67,8,2,1,
66,David Terrell,WAS,26,FS,16,16,2,0,0,0,4,1,0,1,0,0,1.0,76,66,10,2,1,
67,Eric Warfield,KAN,25,cb/RCB,16,16,4,61,1,51,15,3,1,0,0,0,,74,66,8,0,0,
68,Dewayne Washington,PIT,29,RCB,16,16,1,15,0,15,18,0,0,1,63,1,1.0,77,66,11,3,1,
69,Donovin Darius,JAX,26,SS,11,11,1,39,0,39,7,,,,,,,77,65,12,4,0,
70,Daylon McCutcheon,CLE,25,RCB,16,15,4,62,1,32,11,2,0,0,0,0,2.0,71,65,6,2,2,
71,Eric Brown,DEN,26,FS,16,16,2,0,0,0,9,1,0,1,0,0,3.0,77,64,13,10,2,
72,Earl Little,CLE,28,SS,16,16,5,33,0,15,9,1,0,0,0,0,1.0,81,64,17,3,1,
73,Ryan McNeil,SDG,31,cb/RCB,16,16,8,55,0,33,16,,,,,,,76,64,12,2,0,
74,R.W. McQuarters,CHI,25,RCB,16,16,3,47,0,43,15,1,0,1,69,1,1.0,78,64,14,5,0,
75,Mike Minter,CAR,27,SS,14,14,2,32,0,30,10,1,0,2,0,0,,78,64,14,2,0,
76,William Thomas,OAK,33,LB,16,15,3,46,0,33,6,0,0,2,11,0,3.0,88,64,24,6,3,
77,Lester Towns,CAR,24,MLB,16,15,1,0,0,0,4,2,0,0,0,0,,91,64,27,6,0,
78,Michael Green,CHI,25,db/lb,16,2,0,0,0,0,4,2,0,1,0,0,3.0,69,63,6,2,2,
79,Chris McAlister,BAL,24,RCB,16,16,1,0,0,0,10,,,,,,,71,63,8,2,0,
80,Damon Moore,PHI,25,SS,16,16,2,2,0,2,4,2,0,2,10,1,1.0,85,63,22,5,1,
81,Perry Phenix,2TM,27,,14,11,0,0,0,0,3,,,,,,,82,63,19,0,0,
82,Jeff Ulbrich,SFO,24,lb/lilb/mlb/RILB,14,14,0,0,0,0,1,2,0,0,0,0,0.5,87,63,24,6,1,
83,Willie Williams,SEA,31,LCB/rcb,14,14,4,24,0,24,16,1,0,1,0,0,,75,63,12,0,0,
84,Jessie Armstead,NYG,31,LB/rolb,16,16,0,0,0,0,2,2,0,0,0,0,1.5,86,62,24,12,2,
85,Ray Buchanan,ATL,30,LCB,16,16,5,85,0,33,19,1,0,1,0,0,,70,62,8,0,0,
86,Anthony Dorsett,OAK,28,FS,16,16,2,65,2,39,8,0,0,1,0,0,1.0,71,62,9,0,1,
87,Jamie Duncan,TAM,26,MLB,15,15,1,9,0,9,3,1,0,0,0,0,2.0,83,62,21,3,1,
88,Eric Kelly,MIN,24,lcb/rcb,16,11,2,-7,0,2,7,1,0,0,0,0,,79,62,17,2,0,
89,John Lynch,TAM,30,SS,16,16,3,21,0,15,8,1,0,1,0,0,1.0,87,62,25,3,0,
90,Keith Newman,BUF,24,LB,16,16,0,0,0,0,6,2,0,0,0,0,3.5,83,62,21,8,4,
91,Deltha O'Neal,DEN,24,cb/LCB,16,16,9,115,0,42,25,0,2,0,0,0,,69,62,7,0,0,
92,Corey Chavous,ARI,25,cb/RCB,14,14,1,0,0,0,8,,,,,,,73,61,12,3,0,
93,Carlos Emmons,PHI,28,LB,16,15,0,0,0,0,1,,,,,,1.0,79,61,18,5,1,
94,Randall Godfrey,TEN,28,MLB,14,14,1,5,0,5,3,1,0,0,0,0,1.0,77,61,16,10,1,
95,Keith Mitchell,NOR,27,lb/LOLB,15,14,0,0,0,0,2,2,0,0,0,0,2.0,89,61,28,4,4,
96,John Parrella,SDG,32,dt/RDT,16,16,0,0,0,0,1,0,0,1,0,0,2.0,67,61,6,11,2,
97,Orlando Ruff,SDG,25,MLB,16,14,0,0,0,0,4,1,0,1,0,0,1.0,76,61,15,6,1,
98,Raynoch Thompson,ARI,24,LB,14,14,,,,,,1,0,0,0,0,0.5,82,61,21,5,1,
99,Reggie Tongue,SEA,28,fs/SS,16,16,3,67,1,55,7,0,0,2,23,0,1.0,81,61,20,1,1,
100,Brant Boyer,CLE,30,mlb,16,2,2,12,0,8,5,,,,,,,79,60,19,3,0,
101,Kevin Mathis,NOR,27,LCB,14,13,2,34,0,23,9,3,0,0,0,0,1.0,74,60,14,2,1,
102,Shaun Rogers,DET,22,NT,16,16,0,0,0,0,4,2,0,0,0,0,3.0,81,60,21,15,3,
103,Michael Strahan,NYG,30,DE,16,16,0,0,0,0,2,6,0,1,13,1,22.5,73,60,13,24,18,
104,Idrees Bashir,IND,23,FS,15,15,1,0,0,0,5,,,,,,,83,59,24,0,0,
105,Rosevelt Colvin,CHI,24,LB,16,13,2,22,0,14,8,3,0,1,0,0,10.5,69,59,10,13,10,
106,Doug Evans,CAR,31,RCB,16,16,8,126,1,49,19,2,0,0,0,0,,66,59,7,3,0,
107,Sam Garnes,NYG,27,SS,16,16,1,5,0,5,8,,,,,,,74,59,15,3,0,
108,Deon Grant,CAR,22,FS,16,16,5,96,0,43,13,,,,,,1.0,71,59,12,2,1,
109,Ty Law,NWE,27,LCB,16,16,3,91,2,46,9,,,,,,1.0,69,59,10,4,1,
110,Nate Wayne,GNB,26,LB,12,12,3,55,0,35,7,1,0,2,0,0,5.5,85,59,26,10,5,
111,Ronde Barber,TAM,26,RCB,16,16,10,86,1,36,24,1,0,2,0,0,1.0,71,58,13,6,1,
112,Marcus Coleman,NYJ,27,RCB,16,15,2,41,0,36,12,1,0,1,0,0,,69,58,11,2,0,
113,Dexter McCleon,STL,28,fs/RCB,16,16,4,66,0,43,18,1,0,1,29,1,,64,58,6,0,0,
114,Ahmed Plummer,SFO,25,LCB,15,15,7,45,0,24,18,0,0,1,0,0,,64,58,6,2,0,
115,Zack Bronson,SFO,27,FS,16,16,7,165,2,97,13,0,1,1,0,0,,63,57,6,1,0,
116,Tay Cody,SDG,24,cb/db/LCB,14,11,2,3,0,3,5,,,,,,,63,57,6,1,0,
117,Brian Dawkins,PHI,28,FS,15,15,2,15,0,15,17,2,0,2,49,1,1.5,68,56,12,5,2,
118,Victor Green,NYJ,32,SS,16,16,3,76,1,63,4,1,0,1,0,0,,87,56,31,3,0,
119,Darren Hambrick,2TM,26,,14,13,0,0,0,0,2,0,0,1,0,0,,75,56,19,7,0,
120,Kevin Hardy,JAX,28,LB,9,9,0,0,0,0,3,0,0,1,0,0,5.5,69,56,13,9,6,
121,Ray Mickens,NYJ,28,lcb,16,4,0,0,0,0,8,1,0,1,0,0,1.0,66,56,10,1,0,
122,Tony Parrish,CHI,26,SS,16,16,3,36,0,26,4,0,0,2,35,0,1.0,67,56,11,6,1,
123,Jason Sehorn,NYG,30,RCB,13,13,3,34,1,34,16,1,0,1,35,0,1.0,62,56,6,2,1,
124,Troy Vincent,PHI,30,LCB,15,15,3,0,0,0,27,1,0,1,0,0,1.5,67,56,11,3,2,
125,Mike Brown,CHI,23,FS,16,16,5,81,2,33,11,2,0,1,5,0,3.0,67,55,12,2,2,
126,Dexter Jackson,TAM,24,FS,15,15,4,42,0,29,8,2,0,0,0,0,2.5,66,55,11,2,2,
127,Ed McDaniel,MIN,32,LB,14,13,1,0,0,0,3,2,0,0,0,0,1.0,71,55,16,9,2,
128,Marquez Pope,OAK,31,SS,16,12,1,22,0,22,8,,,,,,,73,55,18,6,0,
129,Bill Romanowski,DEN,35,LB,16,16,0,0,0,0,2,2,0,0,0,0,7.0,69,55,14,9,5,
130,Otis Smith,NWE,36,RCB,15,15,5,181,2,78,19,0,0,2,0,0,2.0,63,55,8,2,2,
131,Fred Thomas,NOR,28,RCB,16,16,1,0,0,0,11,,,,,,,68,55,13,3,0,
132,Brian Walker,MIA,29,SS,13,13,1,0,0,0,5,,,,,,,82,55,27,2,0,
133,Aeneas Williams,STL,33,LCB,16,16,4,69,2,42,18,1,0,4,0,0,,72,55,17,1,0,
134,Rod Woodson,BAL,36,FS,16,16,3,57,1,47,12,1,0,1,0,0,,74,55,19,3,0,
135,Tedy Bruschi,NWE,28,lb/mlb,15,9,2,7,0,4,3,3,1,1,0,0,2.0,75,54,21,0,0,
136,Jeff Burris,IND,29,LCB,15,15,3,69,1,30,11,,,,,,,58,54,4,4,0,
137,Tyrone Carter,MIN,25,db/fs,15,7,0,0,0,0,6,0,0,1,46,1,1.0,58,54,4,1,1,
138,Chris Draft,ATL,25,LB,13,10,0,0,0,0,1,,,,,,,73,54,19,5,0,
139,Andre Dyson,TEN,22,cb/LCB,14,12,3,36,0,36,16,1,0,0,0,0,,58,54,4,1,0,
140,Barrett Green,DET,24,lb/ROLB,14,10,0,0,0,0,3,1,0,0,0,0,1.0,79,54,25,5,1,
141,Kenoy Kennedy,DEN,24,SS,16,16,1,6,0,6,6,,,,,,2.0,73,54,19,3,2,
142,Mike McKenzie,GNB,25,LCB,16,16,2,38,1,38,16,,,,,,,64,54,10,2,0,
143,Duane Starks,BAL,27,LCB,15,15,4,9,0,9,15,4,0,0,0,0,,59,54,5,0,0,
144,John Abraham,NYJ,23,DE,16,15,,,,,,6,0,3,7,1,13.0,63,53,10,14,12,
145,Brent Alexander,PIT,30,FS,16,16,4,39,0,22,10,1,0,0,0,0,2.0,72,53,19,5,2,
146,Nate Clements,BUF,22,RCB,16,11,3,48,1,48,14,3,1,0,0,0,1.0,63,53,10,2,1,
147,Jason Craft,JAX,25,db/lcb/rcb,16,8,2,4,0,4,11,,,,,,,60,53,7,0,0,
148,Na'il Diggs,GNB,23,LB,16,16,0,0,0,0,6,,,,,,2.0,69,53,16,7,2,
149,Duane Hawthorne,DAL,25,LCB,16,11,2,28,0,22,10,,,,,,,65,53,12,0,0,
150,Joe Johnson,NOR,29,DE,16,16,,,,,,2,0,2,0,0,9.0,64,53,11,16,7,
151,Todd Lyght,DET,32,LCB/rcb,16,16,4,72,1,59,9,0,0,1,0,0,,59,53,6,2,0,
152,David Macklin,IND,23,RCB,16,16,3,15,0,11,11,,,,,,0.5,62,53,9,1,1,
153,Wali Rainer,CLE,24,MLB,14,13,0,0,0,0,4,3,0,1,0,0,1.0,82,53,29,2,0,
154,Kim Herring,STL,26,FS/ss,16,15,1,15,0,15,4,1,0,0,0,0,,58,52,6,0,0,
155,Grady Jackson,OAK,28,DT,16,16,0,0,0,0,2,0,0,1,0,0,4.0,69,52,17,12,5,
156,Brock Marion,MIA,31,FS,15,15,5,227,2,100,7,2,1,1,1,0,,76,52,24,2,0,
157,Lance Schulters,SFO,26,SS,16,16,3,0,0,0,10,0,0,2,20,0,1.0,61,52,9,3,1,
158,David Barrett,ARI,24,lcb/rcb,16,9,2,30,0,23,8,2,0,0,0,0,,60,51,9,1,0,
159,Ronnie Bradford,ATL,31,FS,14,14,0,0,0,0,3,,,,,,1.0,61,51,10,3,1,
160,Samari Rolle,TEN,25,cb/RCB,14,14,3,3,0,3,14,0,0,2,34,0,2.0,55,51,4,3,1,
161,Denard Walker,DEN,28,cb/RCB,16,15,3,60,1,39,5,0,1,1,0,0,,56,51,5,0,0,
162,Ainsley Battles,JAX,23,fs/ss,13,11,2,26,0,26,2,1,0,2,60,1,1.0,55,50,5,4,1,
163,Tebucky Jones,NWE,27,FS,16,12,1,-4,0,-4,5,3,0,0,0,0,1.0,69,50,19,0,1,
164,Kenard Lang,WAS,26,de/RDT,16,16,1,14,0,14,4,3,0,2,-3,0,4.0,65,50,15,10,4,
165,Brian Simmons,CIN,26,MLB,16,16,1,5,0,5,5,2,0,0,56,1,6.5,82,50,32,12,6,
166,Darrin Smith,NOR,31,lb/ROLB,16,16,0,0,0,0,9,1,0,0,0,0,1.5,67,50,17,5,1,
167,Ashley Ambrose,ATL,31,RCB,16,16,5,43,0,27,10,0,0,2,0,0,,52,49,3,2,0,
168,Jerry Azumah,CHI,24,cb/db/lcb,16,5,1,14,0,14,5,1,0,1,0,0,2.0,56,49,7,1,1,
169,Fernando Bryant,JAX,24,LCB,10,9,0,0,0,0,6,,,,,,,54,49,5,1,0,
170,Eddie Robinson,TEN,31,LB,16,15,2,13,0,13,5,2,0,2,-1,0,1.0,67,49,18,7,1,
171,Champ Bailey,WAS,23,LCB,16,16,3,17,0,12,18,1,0,1,0,0,,50,48,2,1,0,
172,Mark Fields,STL,29,LB,14,12,1,30,0,30,6,,,,,,,63,48,15,4,0,
173,Lee Flowers,PIT,28,SS,15,15,0,0,0,0,4,,,,,,1.0,61,48,13,8,1,
174,Walt Harris,CHI,27,cb/LCB,15,14,1,45,1,39,10,1,0,2,0,0,,50,48,2,1,0,
175,Marcus Robertson,SEA,32,FS,12,12,2,30,0,25,3,,,,,,,63,48,15,0,0,
176,Gerard Warren,CLE,23,LDT,15,15,0,0,0,0,6,,,,,,5.0,61,48,13,10,5,
177,Eric Allen,OAK,36,CB/rcb,16,15,1,19,0,19,9,2,0,1,26,1,,53,47,6,0,0,
178,Adam Archuleta,STL,24,fs/SS,13,12,0,0,0,0,3,1,2,1,24,0,2.0,56,47,9,9,1,
179,Gerald Dixon,SDG,32,LB,16,15,1,6,0,6,3,,,,,,2.0,61,47,14,5,1,
180,Cornelius Griffin,NYG,25,LDT,16,16,0,0,0,0,2,0,0,1,0,0,2.5,63,47,16,6,3,
181,Artrell Hawkins,CIN,25,cb/RCB,14,13,3,26,0,22,6,2,0,1,0,0,,57,47,10,1,0,
182,Gerald McBurrows,ATL,28,SS,14,8,,,,,,1,0,1,15,0,,53,47,6,2,0,
183,Will Peterson,NYG,22,lcb/rcb,16,5,1,0,0,0,0,,,,,,,52,47,5,,,
184,Jason Taylor,MIA,27,DE,16,16,1,4,0,4,8,4,0,4,7,1,8.5,70,47,23,15,6,
185,Rashard Anderson,CAR,24,LCB,15,9,1,0,0,0,5,1,0,3,97,1,,51,46,5,1,0,
186,Henri Crockett,ATL,27,LB,16,15,1,7,0,7,2,,,,,,,54,46,8,7,0,
187,Robert Griffith,MIN,31,SS,10,9,2,25,0,14,6,1,0,0,0,0,,62,46,16,3,0,
188,Lemanski Hall,MIN,31,LB,16,13,0,0,0,0,3,2,0,2,0,0,1.0,62,46,16,9,1,
189,Vonnie Holliday,GNB,26,DE,16,16,0,0,0,0,6,1,0,3,11,0,7.0,72,46,26,13,7,
190,Rashad Holman,SFO,23,lcb,16,1,1,19,0,19,2,,,,,,,52,46,6,1,0,
191,Brian Kelly,TAM,25,LCB,16,11,0,0,0,0,4,,,,,,1.5,57,46,11,5,2,
192,Mike Peterson,IND,25,lb/rolb,9,9,2,18,0,13,4,0,0,1,0,0,1.5,65,46,19,3,2,
193,Kiwaukee Thomas,JAX,24,db/lcb/rcb,16,5,0,0,0,0,5,0,0,1,0,0,3.0,48,46,2,5,3,
194,Chad Bratzke,IND,30,DE,15,15,0,0,0,0,1,1,0,1,0,0,8.5,60,45,15,15,8,
195,Terry Cousin,MIA,26,cb/rcb,16,3,0,0,0,0,5,2,0,1,0,0,2.0,60,45,15,5,1,
196,Greg Ellis,DAL,26,DE,16,16,0,0,0,0,5,3,0,2,0,0,6.0,60,45,15,9,3,
197,Oliver Gibson,CIN,29,LDT,16,16,0,0,0,0,3,0,0,1,0,0,3.0,55,45,10,15,3,
198,Jimmy Hitchcock,CAR,31,lcb,16,7,3,65,0,35,11,,,,,,,53,45,8,0,0,
199,Dan Morgan,CAR,23,LB,11,11,1,10,0,10,2,0,0,1,0,0,1.0,67,45,22,6,1,
200,Joey Porter,PIT,24,ROLB,15,15,0,0,0,0,4,4,0,1,0,0,9.0,59,45,14,16,7,
201,Brandon Short,NYG,24,LB/lolb,16,16,1,21,0,21,4,0,0,1,0,0,1.0,61,45,16,10,1,
202,Brandon Spoon,BUF,23,MLB,14,14,2,51,2,44,2,,,,,,,65,45,20,7,0,
203,Orlando Thomas,MIN,29,FS,13,10,1,0,0,0,7,,,,,,,61,45,16,0,0,
204,Phillip Daniels,CHI,28,DE,16,16,0,0,0,0,10,3,0,2,0,0,9.0,51,44,7,14,6,
205,Chad Eaton,SEA,29,LDT,16,16,0,0,0,0,2,1,0,1,0,0,1.0,57,44,13,9,0,
206,Anthony Henry,CLE,25,db/rcb,16,2,10,177,1,97,17,,,,,,,54,44,10,1,0,
207,Ken Lucas,SEA,22,lcb/rcb,16,8,1,0,0,0,15,0,0,1,0,0,,48,44,4,0,0,
208,Derrick Rodgers,MIA,30,LB,14,14,0,0,0,0,7,,,,,,1.0,71,44,27,3,1,
209,Mark Roman,CIN,24,cb/lcb,13,8,1,0,0,0,7,0,0,1,-1,0,2.0,51,44,7,5,2,
210,Grant Wistrom,STL,25,DE,15,15,2,-4,0,0,4,2,0,1,17,0,9.0,54,44,10,13,9,
211,Peter Boulware,BAL,27,de/LB,16,14,0,0,0,0,4,4,0,1,0,0,15.0,66,43,23,15,14,
212,Devin Bush,CLE,28,fs,16,7,2,62,1,43,4,1,0,1,0,0,,62,43,19,0,0,
213,Antonio Pierce,WAS,23,LB,16,8,1,0,0,0,4,1,0,1,0,0,1.0,52,43,9,2,1,
214,Robert Porcher,DET,32,DE,16,16,0,0,0,0,3,2,0,0,0,0,11.0,50,43,7,17,11,
215,Mike Rucker,CAR,26,DE,16,16,0,0,0,0,1,3,0,1,0,0,9.0,55,43,12,8,8,
216,Patrick Surtain,MIA,25,LCB,16,16,3,74,1,41,16,2,1,2,0,0,1.0,53,43,10,1,0,
217,George Teague,DAL,30,FS,16,16,0,0,0,0,6,1,0,0,0,0,,58,43,15,0,0,
218,Chris Carter,CIN,27,fs,16,4,1,10,0,10,6,0,0,2,12,0,,59,42,17,0,0,
219,Mario Edwards,DAL,26,RCB,16,15,1,71,1,71,7,0,0,1,2,0,,49,42,7,2,0,
220,Jason Gildon,PIT,29,LOLB,16,16,1,0,0,0,8,3,0,2,27,1,12.0,53,42,11,15,10,
221,Eric Hicks,KAN,25,DE,16,16,0,0,0,0,1,3,0,1,0,0,3.5,52,42,10,6,3,
222,Hollis Thomas,PHI,27,RDT,14,14,0,0,0,0,1,1,0,1,0,0,,51,42,9,2,0,
223,Will Allen,NYG,23,LCB,13,12,4,27,0,17,14,0,0,1,0,0,,45,41,4,2,0,
224,Robert Bean,CIN,23,cb/rcb,15,4,0,0,0,0,5,1,0,1,10,0,,47,41,6,4,0,
225,Ray Crockett,KAN,34,cb/LCB,14,12,1,8,0,8,9,,,,,,,45,41,4,0,0,
226,Johnnie Harris,OAK,29,cb/ss,16,5,0,0,0,0,1,1,0,0,0,0,0.5,48,41,7,0,1,
227,Derrick Ransom,KAN,25,dt/NT/rdt,16,16,0,0,0,0,1,0,0,1,0,0,3.0,54,41,13,11,2,
228,T.J. Slaughter,JAX,24,db/lb/mlb,9,8,0,0,0,0,1,2,0,0,0,0,1.0,54,41,13,9,1,
229,Justin Smith,CIN,22,DE,15,11,2,28,0,21,5,,,,,,8.5,53,41,12,11,9,
230,Pat Williams,BUF,29,RDT,13,13,,,,,,,,,,,1.5,59,41,18,10,2,
231,Elijah Alexander,OAK,31,LB,14,13,0,0,0,0,1,2,0,0,0,0,1.0,51,40,11,8,0,
232,Josh Evans,TEN,29,dt/LDT,16,16,0,0,0,0,2,,,,,,5.5,52,40,12,12,6,
233,Seth Payne,JAX,26,RDT,16,16,,,,,,,,,,,5.0,55,40,15,13,6,
234,Mike Vrabel,NWE,26,LB,16,12,2,27,0,15,9,,,,,,3.0,63,40,23,4,4,
235,Jamie Winborn,SFO,22,lb/rilb,14,4,2,40,0,29,3,0,0,1,17,0,0.5,54,40,14,2,1,
236,JoJuan Armour,CIN,25,SS,16,11,0,0,0,0,3,,,,,,,55,39,16,1,0,
237,Tony Brackens,JAX,27,DE,12,12,0,0,0,0,6,5,0,1,1,0,11.0,42,39,3,11,6,1
238,Andre Carter,SFO,22,DE,15,15,0,0,0,0,4,2,0,1,1,0,6.5,46,39,7,10,6,
239,Hugh Douglas,PHI,30,DE,15,15,0,0,0,0,2,2,0,0,0,0,9.5,46,39,7,11,7,
