
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,,Tackles,Tackles,Tackles,Tackles,Tackles,
Rk,Player,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty
229,Aaron Donald,STL,23,LDT/rdt,16,12,0,0,0,0,1,2,0,0,0,0,9.0,47,37,10,18,13,
230,Casey Hayward,GNB,25,cb,16,1,3,113,1,82,7,0,0,2,49,1,,47,37,10,2,1,
231,Tim Jennings,CHI,31,CB/lcb/rcb,16,16,0,0,0,0,7,1,0,1,17,0,,51,37,14,2,0,
232,Chandler Jones,NWE,24,DE,10,8,0,0,0,0,2,2,0,1,0,0,6.0,51,37,14,5,11,
233,Keenan Lewis,NOR,28,LCB,16,16,2,2,0,2,13,,,,,,,41,37,4,1,0,
234,Tyrann Mathieu,ARI,22,fs/ss,13,6,1,9,0,9,4,0,0,1,9,0,,39,37,2,2,4,
235,Jerod Mayo,NWE,28,lb,6,6,,,,,,0,0,1,0,0,1.0,53,37,16,3,2,
236,DeMarcus Ware,DEN,32,DE,16,15,1,3,0,3,1,2,0,0,0,0,10.0,45,37,8,15,20,
237,Bjoern Werner,IND,24,LB/rolb,15,15,0,0,0,0,2,1,0,1,1,0,4.0,50,37,13,11,7,
238,Antonio Allen,NYJ,26,CB,15,8,0,0,0,0,6,1,0,0,0,0,0.5,41,36,5,1,1,
239,Cortez Allen,PIT,26,lcb,11,7,2,27,0,27,11,0,0,1,0,0,,41,36,5,3,7,
240,Brandon Boykin,PHI,24,,16,0,1,0,0,0,9,1,0,0,0,0,,41,36,5,0,0,
241,Jerry Hughes,BUF,26,DE,16,16,,,,,,3,0,1,18,1,10.0,54,36,18,13,20,
242,Devon Kennard,NYG,23,lb,12,6,0,0,0,0,1,2,0,0,0,0,4.5,43,36,7,10,5,
243,Paul Kruger,CLE,28,LB,16,15,0,0,0,0,4,4,0,1,0,0,11.0,53,36,17,13,17,
244,Brandon Meriweather,WAS,30,SS,10,10,0,0,0,0,4,3,0,1,0,0,3.0,55,36,19,5,3,
245,Calvin Pryor,NYJ,22,S,16,11,0,0,0,0,2,,,,,,0.5,61,36,25,1,1,
246,Dominique Rodgers-Cromartie,NYG,28,LCB,16,15,2,26,0,16,12,,,,,,,38,36,2,1,0,
247,DeMeco Ryans,PHI,30,LB,8,8,1,0,0,0,4,0,1,1,0,0,,45,36,9,5,1,
248,Sam Shields,GNB,27,RCB,14,14,2,62,0,62,9,,,,,,,44,36,8,1,0,
249,Cedric Thornton,PHI,26,DE,16,16,0,0,0,0,2,0,0,3,40,1,1.0,52,36,16,5,1,
250,Mario Williams,BUF,29,DE,16,16,0,0,0,0,2,2,0,0,0,0,14.5,42,36,6,19,18,
251,Jahleel Addae,SDG,24,db/s/ss,11,5,,,,,,2,0,1,0,0,1.0,48,35,13,1,1,
252,Marcell Dareus,BUF,24,DT,15,15,0,0,0,0,1,1,0,0,0,0,10.0,49,35,14,12,14,
253,Brandon Graham,PHI,26,lb,16,1,,,,,,4,0,0,0,0,5.5,46,35,11,12,9,
254,Mark Herzlich,NYG,27,LB,15,8,0,0,0,0,2,0,0,1,1,0,1.0,52,35,17,4,1,
255,Cameron Heyward,PIT,25,DE,16,16,0,0,0,0,4,,,,,,7.5,55,35,20,11,16,
256,Jarret Johnson,SDG,33,LB,15,14,0,0,0,0,1,1,0,0,0,0,1.0,50,35,15,5,1,
257,Lamarcus Joyner,STL,24,db,10,1,0,0,0,0,2,,,,,,1.0,40,35,5,3,1,
258,Rey Maualuga,CIN,27,lb/MLB,12,12,1,4,0,4,4,,,,,,,61,35,26,5,0,
259,Clinton McDonald,TAM,27,DT,13,13,1,3,0,3,2,0,0,2,4,0,5.0,46,35,11,9,8,
260,Eric Reid,SFO,23,FS,15,15,3,138,0,73,7,,,,,,,42,35,7,0,1,
261,Sean Spence,PIT,24,lb/LILB,16,9,,,,,,1,0,1,0,0,1.0,55,35,20,3,2,
262,Major Wright,TAM,26,db/fs/s/ss,12,7,0,0,0,0,1,,,,,,,51,35,16,2,0,
263,Kurt Coleman,KAN,26,db/ss,15,3,3,12,0,12,6,1,0,1,0,0,,37,34,3,0,0,
264,Thomas DeCoud,CAR,29,FS,15,11,1,35,0,35,3,,,,,,,50,34,16,0,1,
265,Geno Hayes,JAX,27,LB,16,11,,,,,,1,0,0,0,0,2.0,51,34,17,9,1,
266,Will Hill,BAL,24,db/s/ss,10,8,1,44,1,44,4,,,,,,,47,34,13,3,1,
267,Malik Jackson,DEN,24,de/dt,16,3,0,0,0,0,4,1,0,0,0,0,3.0,46,34,12,8,12,
268,Sen'Derrick Marks,JAX,27,DT,16,16,0,0,0,0,3,0,0,1,0,0,8.5,43,34,9,15,17,
269,Julius Peppers,GNB,34,de/LOLB/rolb,16,16,2,101,2,52,11,4,0,3,2,0,7.0,54,34,20,5,17,
270,Jason Trusnik,MIA,30,lb,16,6,1,0,0,0,2,0,0,2,0,0,,50,34,16,3,0,
271,Philip Wheeler,MIA,30,lb,15,4,,,,,,,,,,,,45,34,11,3,0,
272,Chykie Brown,2TM,28,,15,5,0,0,0,0,3,,,,,,,40,33,7,0,0,
273,Matt Elam,BAL,23,db/s/SS,16,11,0,0,0,0,4,1,0,0,0,0,0.5,52,33,19,1,3,
274,Cortland Finnegan,MIA,30,CB,12,12,0,0,0,0,8,1,0,1,50,1,,44,33,11,1,0,
275,Junior Galette,NOR,26,LB,16,13,0,0,0,0,2,3,0,0,0,0,10.0,45,33,12,9,20,2
276,William Hayes,STL,29,DE,16,9,,,,,,1,0,1,6,0,4.0,42,33,9,11,5,
277,Trumaine Johnson,STL,24,lb/lcb,9,5,3,69,1,43,6,,,,,,,36,33,3,1,0,
278,Logan Ryan,NWE,23,cb/db/rcb,16,6,2,0,0,0,6,2,0,0,0,0,,46,33,13,0,0,
279,Melvin White,CAR,24,lcb/rcb,15,7,1,23,0,23,6,1,0,0,0,0,,37,33,4,1,0,
280,Eric Berry,KAN,26,lcb/ss,6,5,0,0,0,0,2,,,,,,,37,32,5,0,1,
281,Chris Conte,CHI,25,fs/S,12,12,3,6,0,5,3,,,,,,,43,32,11,0,0,
282,Danieal Manning,HOU,32,db/ss,16,5,0,0,0,0,2,0,1,1,0,0,,46,32,14,1,1,
283,Patrick Robinson,NOR,27,db/rcb,14,6,2,2,0,2,11,,,,,,,39,32,7,0,0,
284,Prince Shembo,ATL,23,lb,16,3,,,,,,,,,,,,58,32,26,2,1,
285,Brandon Spikes,BUF,27,MLB,16,10,0,0,0,0,3,1,0,0,0,0,1.0,54,32,22,6,1,
286,Olivier Vernon,MIA,24,DE,16,16,,,,,,2,0,0,0,0,6.5,47,32,15,9,13,
287,Michael Bennett,SEA,29,DE/ldt,16,16,,,,,,1,0,0,0,0,7.0,47,31,16,14,19,
288,Ron Brooks,BUF,26,rcb,14,1,0,0,0,0,1,,,,,,,35,31,4,3,5,
289,Justin Durant,DAL,29,lb,6,6,1,1,0,1,4,2,0,1,0,0,,49,31,18,2,0,
290,Charles Johnson,CAR,28,DE,16,16,0,0,0,0,2,3,0,1,0,0,8.5,46,31,15,9,14,
291,Cameron Jordan,NOR,25,DE,16,16,1,6,0,6,5,0,0,1,0,0,7.5,50,31,19,8,10,
292,Casey Matthews,PHI,25,LB,16,11,,,,,,1,0,1,8,0,1.5,53,31,22,4,3,
293,Whitney Mercilus,HOU,24,LB,15,13,,,,,,2,0,0,0,0,5.0,50,31,19,9,11,
294,Jamar Taylor,MIA,24,cb,12,3,,,,,,,,,,,,31,31,0,3,0,
295,Cameron Wake,MIA,32,DE,16,16,0,0,0,0,3,3,0,1,0,0,11.5,36,31,5,8,22,
296,Muhammad Wilkerson,NYJ,25,DE/dt,13,13,0,0,0,0,5,1,0,0,0,0,6.0,56,31,25,13,21,
297,Kyle Williams,BUF,31,DT,15,15,1,2,0,2,3,,,,,,5.5,42,31,11,8,16,
298,Stevie Brown,NYG,27,db/fs,16,8,0,0,0,0,1,,,,,,1.0,38,30,8,2,2,
299,Nolan Carroll,PHI,27,cb,16,1,0,0,0,0,4,0,0,1,0,0,,31,30,1,1,1,
300,Mike Daniels,GNB,25,DE/dt,16,16,,,,,,,,,,,5.5,47,30,17,8,17,
301,Johnathan Hankins,NYG,22,RDT,16,16,0,0,0,0,3,1,0,0,0,0,7.0,51,30,21,8,12,
302,Damon Harrison,NYJ,26,NT,16,16,,,,,,,,,,,,55,30,25,0,2,
303,Demontre Hurst,CHI,23,cb/db,15,2,1,0,0,0,1,1,0,0,0,0,,40,30,10,2,4,
304,Leonard Johnson,TAM,24,cb/db,16,3,1,-6,0,0,4,3,0,0,0,0,,46,30,16,0,0,
305,Alex Okafor,ARI,23,LB,13,12,1,26,0,26,3,,,,,,8.0,34,30,4,11,13,
306,Brock Vereen,CHI,22,s,16,4,1,0,0,0,1,1,0,0,0,0,,39,30,9,2,0,
307,D.J. Williams,CHI,32,LB/mlb,12,10,,,,,,,,,,,,46,30,16,1,0,
308,Jared Crick,HOU,25,DE,16,15,0,0,0,0,6,,,,,,3.5,56,29,27,6,12,
309,Elvis Dumervil,BAL,30,lb,16,2,0,0,0,0,1,2,0,1,0,0,17.0,39,29,10,15,27,
310,Jo-Lonn Dunbar,STL,29,LB,16,10,,,,,,,,,,,,36,29,7,4,2,
311,Sharrif Floyd,MIN,22,DT,14,11,0,0,0,0,1,,,,,,4.5,42,29,13,8,9,
312,James Harrison,PIT,36,lb/rolb,11,4,,,,,,,,,,,5.5,47,29,18,8,14,
313,Linval Joseph,MIN,26,NT,16,16,0,0,0,0,1,,,,,,3.0,48,29,19,5,10,
314,Erik Walden,IND,29,LB,15,14,,,,,,1,0,0,0,0,6.0,46,29,17,9,19,
315,Brandon Williams,BAL,25,de/NT,16,14,,,,,,1,0,1,0,0,0.5,54,29,25,2,2,
316,K'Waun Williams,CLE,23,db,13,4,0,0,0,0,8,,,,,,1.0,38,29,9,1,3,
317,Marcus Williams,2TM,23,,8,8,1,1,0,1,7,,,,,,,37,29,8,1,0,
318,Vince Williams,PIT,25,lilb,16,2,,,,,,0,0,1,0,0,,46,29,17,0,1,
319,Patrick Willis,SFO,29,lb,6,6,1,0,0,0,3,,,,,,,34,29,5,0,1,
320,Willie Young,CHI,29,DE,15,8,0,0,0,0,2,1,0,0,0,0,10.0,40,29,11,12,10,
321,Dane Fletcher,TAM,28,mlb,16,4,0,0,0,0,1,,,,,,0.5,41,28,13,0,1,
322,Tashaun Gipson,CLE,24,FS,11,11,6,158,1,62,8,1,0,0,0,0,,52,28,24,2,0,
323,Bruce Irvin,SEA,27,de/LB,15,13,2,84,2,49,3,1,0,0,0,0,6.5,43,28,15,9,12,
324,Gerald McCoy,TAM,26,DT,13,13,0,0,0,0,3,1,0,0,0,0,8.5,35,28,7,13,13,
325,Rashaan Melvin,2TM,25,,3,2,0,0,0,0,1,1,0,0,0,0,,35,28,7,1,0,
326,Domata Peko,CIN,30,NT,16,16,,,,,,,,,,,1.0,50,28,22,2,1,
327,Justin Smith,SFO,35,RDT,16,16,,,,,,2,0,1,0,0,5.0,43,28,15,7,14,
328,Akeem Spence,TAM,23,dt,16,5,,,,,,0,0,2,0,0,3.0,39,28,11,4,7,
329,Justin Tuck,OAK,31,DE,15,12,1,7,0,7,3,2,0,0,0,0,5.0,43,28,15,11,15,
330,Courtney Upshaw,BAL,25,LB,16,14,0,0,0,0,1,,,,,,,46,28,18,4,2,
331,Vince Wilfork,NWE,33,DT/nt,16,16,1,1,0,1,2,,,,,,,53,28,25,2,1,
332,Allen Bailey,KAN,25,DE/dt,14,14,0,0,0,0,2,,,,,,5.0,41,27,14,10,8,
333,E.J. Biggers,WAS,27,cb,15,2,0,0,0,0,4,,,,,,,32,27,5,1,1,
334,Chris Clemons,JAX,33,DE/lb,16,16,0,0,0,0,3,4,0,1,0,0,8.0,36,27,9,6,10,
335,Dwan Edwards,CAR,33,,16,0,1,24,0,24,2,,,,,,4.0,43,27,16,7,15,
336,William Gholston,TAM,23,DE,15,9,0,0,0,0,3,,,,,,2.0,41,27,14,9,6,
337,Akiem Hicks,NOR,25,DE,15,14,,,,,,,,,,,2.0,42,27,15,7,7,
338,Davon House,GNB,25,cb/db/rcb,13,4,1,0,0,0,10,1,0,0,0,0,,31,27,4,1,0,
339,Jaiquawn Jarrett,NYJ,25,s,14,5,2,10,0,9,2,1,0,1,2,0,1.5,41,27,14,2,3,
340,Steven Johnson,DEN,26,mlb,14,7,,,,,,0,0,1,0,0,0.5,39,27,12,0,2,
341,Jim Leonhard,CLE,32,fs,16,5,2,34,0,34,3,0,1,0,0,0,1.0,43,27,16,1,2,
342,Chris Owens,KAN,28,cb/db,11,3,0,0,0,0,4,0,0,1,0,0,0.5,33,27,6,1,1,
343,Calvin Pace,NYJ,34,LB,16,16,0,0,0,0,3,,,,,,5.0,38,27,11,8,8,
344,Cory Redding,IND,34,DE,16,16,0,0,0,0,1,,,,,,3.5,44,27,17,6,15,
345,Ryan Shazier,PIT,22,lilb,9,5,0,0,0,0,1,,,,,,,40,27,13,2,1,
346,Malcolm Smith,SEA,25,lb,14,5,0,0,0,0,1,2,0,0,0,0,,40,27,13,2,0,
347,Bene Benwikere,CAR,23,cb/lcb,10,6,1,0,0,0,7,1,0,2,6,0,,35,26,9,0,1,
348,Brandon Browner,NWE,30,db/lcb/rcb,9,9,1,32,0,30,7,,,,,,,32,26,6,1,0,
349,Jonathan Casillas,2TM,27,,13,6,,,,,,1,0,0,0,0,,41,26,15,2,1,
350,Letroy Guion,GNB,27,dt/NT,16,16,0,0,0,0,1,1,0,0,0,0,3.5,41,26,15,8,9,
351,Jeff Heath,DAL,23,,14,0,,,,,,,,,,,,27,26,1,0,0,
352,Sammie Lee Hill,TEN,28,NT,15,15,0,0,0,0,6,,,,,,3.0,33,26,7,,,
353,Jaye Howard,KAN,26,DE,16,10,0,0,0,0,1,,,,,,1.0,36,26,10,4,7,
354,Nate Irving,DEN,26,MLB,8,8,,,,,,,,,,,1.0,46,26,20,6,2,1
355,Dontae Johnson,SFO,23,cb/lcb/rcb,16,3,1,20,1,20,6,,,,,,,34,26,8,1,3,
356,Ray McDonald,SFO,30,LDT,14,14,,,,,,1,0,0,0,0,3.0,39,26,13,4,8,
357,Jeremy Mincey,DAL,31,DE,16,16,,,,,,2,0,2,0,0,6.0,46,26,20,9,14,
358,Barkevious Mingo,CLE,24,LB,15,11,0,0,0,0,3,0,0,1,0,0,2.0,42,26,16,3,8,
359,Darryl Morris,HOU,24,lcb,11,1,1,0,0,0,6,,,,,,,31,26,5,1,0,
360,Carlos Rogers,OAK,33,cb/lcb,7,7,0,0,0,0,1,1,0,0,0,0,,35,26,9,3,0,
361,Daimion Stafford,TEN,23,,15,0,1,33,0,33,3,0,0,1,0,0,1.0,33,26,7,4,3,
362,Derek Wolfe,DEN,24,DE,16,16,0,0,0,0,1,,,,,,1.5,38,26,12,0,5,
363,Sam Acho,ARI,26,lb,16,4,1,3,0,3,3,1,0,0,0,0,1.0,38,25,13,4,2,
364,Chris Baker,WAS,27,de/NT,15,12,,,,,,,,,,,1.0,40,25,15,4,4,
365,Ahmad Brooks,SFO,30,LB,13,13,0,0,0,0,3,1,0,1,0,0,6.0,30,25,5,6,10,
366,Sergio Brown,IND,26,FS,15,8,0,0,0,0,6,0,0,1,26,0,1.0,34,25,9,2,5,
367,Desmond Bryant,CLE,29,DE,15,15,0,0,0,0,1,0,0,1,0,0,5.0,49,25,24,8,12,
368,Marcus Burley,SEA,24,,13,0,1,24,0,24,5,,,,,,1.0,35,25,10,2,1,
369,Quinton Coples,NYJ,24,de/LB,16,15,,,,,,1,0,0,0,0,6.5,35,25,10,10,19,
370,Tyrone Crawford,DAL,25,de/DT,15,15,0,0,0,0,1,1,0,0,0,0,3.0,35,25,10,6,14,
371,Akeem Dent,HOU,27,lb/mlb,15,7,,,,,,,,,,,1.0,38,25,13,2,6,
372,Jamell Fleming,KAN,25,lcb,7,4,0,0,0,0,3,,,,,,,27,25,2,1,0,
373,Justin Gilbert,CLE,23,db,14,2,1,23,1,23,8,,,,,,,29,25,4,0,1,
374,Colin Jones,CAR,27,cb/lb,16,2,0,0,0,0,3,1,0,0,0,0,1.0,35,25,10,4,2,
375,A.J. Klein,CAR,23,LB,14,8,,,,,,1,0,0,0,0,,39,25,14,2,0,
376,Damontre Moore,NYG,22,,16,0,0,0,0,0,2,,,,,,5.5,32,25,7,6,12,
377,Brooks Reed,HOU,27,LB,16,13,1,5,0,5,4,,,,,,3.0,41,25,16,5,10,
378,Jabaal Sheard,CLE,25,lb,16,5,0,0,0,0,3,,,,,,2.0,44,25,19,4,6,
379,Dan Skuta,SFO,28,LB,14,10,0,0,0,0,1,3,0,0,0,0,5.0,33,25,8,5,5,
380,Josh Wilson,ATL,29,cb,16,4,1,15,0,15,7,,,,,,,27,25,2,1,0,
381,Robert Alford,ATL,26,CB,10,10,3,21,0,21,12,,,,,,,31,24,7,2,0,
382,Lance Briggs,CHI,34,LB,8,8,1,2,0,2,3,1,0,0,0,0,,35,24,11,2,1,
383,Michael Brockers,STL,24,dt/ldt/RDT,16,16,0,0,0,0,1,0,0,1,0,0,2.0,32,24,8,5,4,
384,Anthony Levine,BAL,27,fs/rcb,16,3,0,0,0,0,3,,,,,,,33,24,9,0,0,
385,Shea McClellin,CHI,25,LB,12,10,0,0,0,0,1,,,,,,1.0,36,24,12,6,1,
386,Mike Neal,GNB,27,de/rolb,16,3,,,,,,,,,,,4.5,42,24,18,7,11,
387,Jonathan Newsome,IND,23,lb,16,1,,,,,,4,0,0,0,0,6.5,33,24,9,5,9,
388,Stephen Paea,CHI,26,DT/nt,16,16,0,0,0,0,2,2,0,0,0,0,6.0,33,24,9,9,12,
389,Dan Williams,ARI,27,NT,16,9,0,0,0,0,1,,,,,,1.0,38,24,14,3,3,
390,Kevin Williams,SEA,34,ldt/rdt,16,8,0,0,0,0,2,,,,,,3.0,38,24,14,8,4,
391,Kyle Wilson,NYJ,27,,16,0,0,0,0,0,1,,,,,,1.0,26,24,2,2,1,
392,Will Blackmon,JAX,30,cb/db,8,4,,,,,,1,0,0,0,0,1.0,30,23,7,1,1,
393,Tyvon Branch,OAK,28,ss,3,3,0,0,0,0,1,,,,,,1.0,29,23,6,1,1,
394,Aaron Colvin,JAX,23,db,6,1,0,0,0,0,2,0,0,1,41,1,,27,23,4,0,2,
395,Parys Haralson,NOR,30,LB,16,12,,,,,,0,0,1,0,0,3.0,36,23,13,6,8,
396,George Johnson,DET,27,,16,0,0,0,0,0,1,0,0,1,0,0,6.0,29,23,6,10,12,
397,Abry Jones,JAX,23,dt,16,2,0,0,0,0,1,1,0,0,0,0,3.0,39,23,16,4,3,
398,Tommy Kelly,ARI,34,de/DT/nt,16,13,0,0,0,0,2,,,,,,1.0,37,23,14,5,8,
399,Dre Kirkpatrick,CIN,25,lcb,16,2,3,32,1,30,7,,,,,,,27,23,4,0,0,
400,Jeromy Miles,BAL,27,s,16,2,1,6,0,6,1,2,0,1,0,0,,34,23,11,0,0,
401,Jared Odrick,MIA,27,DT/lb,16,16,0,0,0,0,5,1,0,1,0,0,1.0,29,23,6,3,8,
402,Nick Perry,GNB,24,rolb,15,4,0,0,0,0,1,1,0,1,0,0,3.0,32,23,9,4,3,
403,Frostee Rucker,ARI,31,dt/lb,15,7,0,0,0,0,1,2,0,0,0,0,5.0,28,23,5,9,8,
404,George Selvie,DAL,27,DE,16,13,0,0,0,0,1,1,0,1,2,0,3.0,36,23,13,3,8,
405,Eugene Sims,STL,28,de,16,1,,,,,,0,0,1,0,0,3.0,28,23,5,4,8,
406,Isa Abdul-Quddus,DET,25,db/ss,16,4,0,0,0,0,2,,,,,,,34,22,12,0,1,
407,Will Allen,PIT,32,ss,16,4,,,,,,1,0,0,0,0,,36,22,14,2,2,
408,Geno Atkins,CIN,26,DT,16,16,0,0,0,0,1,1,0,0,0,0,3.0,36,22,14,8,9,1
409,Justin Bethel,ARI,24,,16,0,,,,,,1,0,2,0,0,,26,22,4,0,1,
410,Tre Boston,CAR,22,fs,11,5,1,84,1,84,3,,,,,,,31,22,9,1,0,
411,David Bruton,DEN,27,s,14,1,0,0,0,0,3,2,0,0,0,0,,28,22,6,1,0,
412,Audie Cole,MIN,25,lb,16,1,0,0,0,0,1,,,,,,,26,22,4,1,0,
413,Asa Jackson,BAL,25,cb/lcb/rcb,7,6,0,0,0,0,3,,,,,,,28,22,6,1,0,
414,Jamari Lattimore,GNB,26,lolb/mlb,11,5,1,10,0,10,1,,,,,,,37,22,15,0,0,
415,Earl Mitchell,MIA,27,dt,16,4,0,0,0,0,1,,,,,,2.0,33,22,11,7,2,
416,Trent Murphy,WAS,24,ROLB,15,8,0,0,0,0,1,2,0,1,0,0,2.5,33,22,11,3,7,
417,Bernard Pollard,TEN,30,ss,5,5,0,0,0,0,1,,,,,,1.0,27,22,5,2,1,
418,Sean Richardson,GNB,24,,16,0,,,,,,,,,,,,26,22,4,2,2,
419,Kawann Short,CAR,25,dt/ldt,16,9,0,0,0,0,2,1,0,2,0,0,3.5,46,22,24,4,11,
420,Jimmy Smith,BAL,26,RCB,8,8,1,31,0,31,6,,,,,,,28,22,6,0,0,
421,Kayvon Webster,DEN,23,,12,0,0,0,0,0,2,,,,,,,23,22,1,0,0,
422,Emmanuel Acho,PHI,24,lb,14,2,,,,,,,,,,,,31,21,10,2,0,
423,Phillip Adams,NYJ,26,cb/s,12,4,1,0,0,0,3,0,0,1,-1,0,,24,21,3,0,0,
424,Larry Asante,OAK,26,ss,6,2,,,,,,1,0,0,0,0,,25,21,4,0,0,
425,Marcus Cooper,KAN,24,lcb,13,4,0,0,0,0,3,0,1,0,0,0,,21,21,0,0,0,
426,Quinton Dial,SFO,24,nt,14,6,0,0,0,0,1,,,,,,2.0,30,21,9,3,3,
427,Danny Gorrer,2TM,28,,10,0,1,15,0,15,3,,,,,,,24,21,3,0,0,
428,Melvin Ingram,SDG,25,LB,9,9,0,0,0,0,1,2,0,1,0,0,4.0,29,21,8,5,7,
429,Star Lotulelei,CAR,25,dt/rdt,14,13,0,0,0,0,1,,,,,,2.0,29,21,8,7,4,
430,Brice McCain,PIT,28,cb/rcb,14,9,3,56,1,31,6,0,0,1,26,0,,31,21,10,0,0,
431,Roy Miller,JAX,27,DT,14,14,0,0,0,0,1,,,,,,1.0,31,21,10,4,2,
432,Jay Ratliff,CHI,33,DT,11,11,,,,,,,,,,,6.5,37,21,16,10,14,
433,Derrick Shelby,MIA,25,,15,0,1,2,0,2,1,0,0,1,0,0,3.0,26,21,5,4,3,
434,Sealver Siliga,NWE,24,de/dt,7,5,,,,,,,,,,,2.5,44,21,23,5,4,
435,Justin Tuggle,HOU,24,LB,16,8,1,8,0,8,2,0,0,1,0,0,,38,21,17,1,1,
436,Pierre Warren,2TM,22,,6,6,2,53,0,32,4,1,0,1,0,0,,30,21,9,0,0,
437,Usama Young,OAK,29,ss,6,3,0,0,0,0,2,,,,,,1.0,23,21,2,2,2,
438,Cliff Avril,SEA,28,DE,16,16,0,0,0,0,2,1,0,1,0,0,5.0,30,20,10,6,19,
439,Phillip Gaines,KAN,23,cb/db/lcb,13,5,0,0,0,0,4,,,,,,,20,20,0,3,2,
440,Mike Harris,2TM,25,,5,1,1,11,0,11,2,,,,,,1.0,21,20,1,3,1,
441,John Jenkins,NOR,25,nt,12,4,0,0,0,0,1,,,,,,1.0,30,20,10,3,1,
442,Michael Johnson,TAM,27,DE,14,13,,,,,,2,0,0,0,0,4.0,27,20,7,5,12,
443,Dion Jordan,MIA,24,de,10,1,0,0,0,0,1,,,,,,1.0,20,20,0,1,2,
444,Mathias Kiwanuka,NYG,31,DE,11,11,,,,,,2,0,0,0,0,2.5,28,20,8,2,6,
445,Haloti Ngata,BAL,30,DT,12,12,2,16,0,13,7,2,0,0,0,0,2.0,35,20,15,2,3,
446,Trent Robinson,WAS,24,fs,15,1,1,14,0,14,1,0,0,1,0,0,,29,20,9,0,0,
447,Andrew Sendejo,MIN,27,ss,16,3,,,,,,1,0,0,0,0,,27,20,7,0,1,
448,Paul Soliai,ATL,31,DT,15,14,,,,,,,,,,,1.0,29,20,9,6,1,
449,Tavon Wilson,NWE,24,,16,0,0,0,0,0,2,,,,,,,24,20,4,1,1,
450,Zackary Bowman,NYG,30,lcb/rcb,16,5,2,25,0,18,6,0,0,1,6,0,,24,19,5,0,0,
451,Josh Bynes,DET,25,,13,0,1,17,0,17,1,0,0,1,0,0,,23,19,4,2,1,
452,Craig Dahl,SFO,29,fs,16,1,1,0,0,0,2,,,,,,,23,19,4,1,2,
453,Wallace Gilberry,CIN,30,DE,16,16,0,0,0,0,2,0,0,1,0,0,1.5,50,19,31,4,13,
454,Josh Gordy,IND,27,fs,16,1,1,0,0,0,4,0,0,1,0,0,,24,19,5,1,3,
455,Nick Hayden,DAL,28,DT,16,16,0,0,0,0,1,,,,,,,42,19,23,2,4,
456,Arthur Jones,IND,28,dt,9,3,,,,,,1,0,0,0,0,1.5,34,19,15,3,4,
457,Datone Jones,GNB,24,de,13,3,1,18,0,18,2,0,0,1,0,0,1.5,27,19,8,3,4,
458,Terrance Knighton,DEN,28,NT,16,16,0,0,0,0,3,,,,,,2.0,33,19,14,4,7,
459,Orie Lemon,2TM,27,,10,3,,,,,,,,,,,,23,19,4,5,0,
460,Trumaine McBride,NYG,29,cb,6,1,1,11,0,11,1,2,0,1,0,0,1.0,21,19,2,2,0,
461,Randy Starks,MIA,31,DT,15,15,0,0,0,0,1,0,0,1,0,0,4.5,28,19,9,6,6,
462,Phillip Thomas,WAS,25,ss,8,4,,,,,,0,0,1,2,0,,27,19,8,0,0,
463,Jimmie Ward,SFO,23,,8,0,0,0,0,0,2,,,,,,,20,19,1,0,0,
464,Akeem Ayers,2TM,25,,11,4,1,0,0,0,1,,,,,,4.0,25,18,7,6,5,
465,Robert Ayers,NYG,29,de,12,1,0,0,0,0,1,1,0,0,0,0,5.0,22,18,4,4,14,
466,Alan Ball,JAX,29,rcb,7,7,1,0,0,0,3,,,,,,,22,18,4,1,0,
467,Omar Bolden,DEN,26,,15,0,,,,,,0,0,1,0,0,,21,18,3,0,0,
468,Malcolm Butler,NWE,24,s,11,1,0,0,0,0,3,,,,,,,19,18,1,0,0,
469,Josh Chapman,IND,25,NT,16,15,,,,,,1,0,0,0,0,,25,18,7,3,0,
470,Andre Hal,HOU,22,,14,0,0,0,0,0,4,,,,,,,21,18,3,0,0,
471,Ricky Jean-Francois,IND,28,DT,16,13,0,0,0,0,4,0,0,1,0,0,3.0,34,18,16,7,6,
472,Jarvis Jenkins,WAS,26,DE,16,14,,,,,,,,,,,,28,18,10,3,3,
473,Karl Klug,TEN,26,,16,0,,,,,,,,,,,2.0,23,18,5,9,2,
474,Richard Marshall,SDG,30,lcb,8,1,,,,,,,,,,,,24,18,6,1,0,
475,O'Brien Schofield,SEA,27,,16,0,,,,,,1,0,1,0,0,2.0,25,18,7,2,7,
476,Antonio Smith,OAK,33,DT,16,16,,,,,,1,0,0,0,0,3.0,20,18,2,7,6,
477,Darrell Stuckey,SDG,27,,16,0,0,0,0,0,1,0,0,2,53,1,,27,18,9,0,1,
478,Cassius Vaughn,DET,27,cb/lb,13,5,2,70,0,45,5,0,0,1,0,0,,21,18,3,1,0,
479,Jason Verrett,SDG,23,lcb/rcb/s,6,4,1,0,0,0,4,,,,,,,19,18,1,0,0,
480,Ian Williams,SFO,25,NT,9,9,0,0,0,0,1,,,,,,1.0,22,18,4,4,1,
481,Sylvester Williams,DEN,26,DT,16,13,0,0,0,0,1,,,,,,,22,18,4,4,2,
