,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,,Tackles,Tackles,Tackles,Tackles,Tackles,
74,Marcus Trufant,SEA,30,LCB,16,16,1,32,1,32,8,1,0,2,0,0,,80,65,15,1,0,
75,O.J. Atogwe,STL,29,FS,16,15,3,53,0,34,9,2,0,0,0,0,2.0,73,64,9,5,6,
76,Michael Boley,NYG,28,LB,16,15,0,0,0,0,1,1,0,0,0,0,1.0,86,64,22,3,7,
77,Kirk Morrison,JAX,28,LB,16,16,0,0,0,0,1,,,,,,,89,64,25,4,2,
78,Stephen Nicholas,ATL,27,LB,16,11,1,0,0,0,2,,,,,,,78,64,14,2,1,
79,Earl Thomas,SEA,21,FS,16,16,5,68,0,34,7,1,0,0,0,0,,76,64,12,1,2,
80,Daryl Washington,ARI,24,LB,16,11,1,39,0,39,2,1,1,0,0,0,1.0,74,64,10,7,2,
81,Will Witherspoon,TEN,30,LB,16,16,2,11,0,9,8,1,0,0,0,0,3.0,92,63,29,6,7,
82,Louis Delmas,DET,23,FS,15,15,0,0,0,0,1,2,0,2,-4,0,2.0,84,62,22,4,4,
83,Dashon Goldson,SFO,26,FS,16,16,1,39,1,39,6,,,,,,1.0,80,62,18,2,1,
84,Jairus Byrd,BUF,24,FS,16,14,1,37,1,37,2,3,0,2,0,0,1.0,88,61,27,2,1,
85,Bradley Fletcher,STL,24,RCB,16,15,4,41,0,28,11,0,0,1,43,0,,71,61,10,3,0,
86,Lawyer Milloy,SEA,37,SS,16,16,0,0,0,0,3,2,0,0,0,0,4.0,88,61,27,6,5,
87,Kyle Arrington,NWE,24,lcb/RCB,16,14,1,36,1,36,5,,,,,,,71,60,11,0,0,
88,Akin Ayodele,BUF,31,lb/lolb/mlb,15,10,0,0,0,0,4,,,,,,,106,60,46,3,0,
89,Devin McCourty,NWE,23,LCB/rcb,16,16,7,110,0,50,17,2,0,0,0,0,1.0,73,60,13,3,1,
90,Kenny Phillips,NYG,24,SS,16,15,1,0,0,0,5,0,0,3,25,0,,77,60,17,1,0,
91,Nick Collins,GNB,27,db/FS,16,16,4,34,0,24,12,0,0,2,26,1,,70,59,11,1,2,
92,Zach Diles,HOU,25,LB,15,10,,,,,,,,,,,,82,59,23,4,3,
93,Danieal Manning,CHI,28,SS,16,16,1,0,0,0,7,,,,,,,72,59,13,0,0,
94,Rolando McClain,OAK,21,MLB,15,15,1,10,0,10,6,,,,,,0.5,85,59,26,6,3,
95,William Moore,ATL,25,S,16,15,5,117,0,34,8,1,0,1,0,0,,72,59,13,5,3,
96,Matt Roth,CLE,28,LB,16,16,0,0,0,0,2,,,,,,3.5,86,59,27,7,11,
97,Bart Scott,NYJ,30,LB,16,16,0,0,0,0,2,1,0,1,0,0,1.0,81,59,22,7,9,
98,Gerald Sensabaugh,DAL,27,cb/SS,16,14,5,26,0,10,10,,,,,,2.0,71,59,12,3,2,
99,Kareem Jackson,HOU,22,RCB,16,16,2,23,0,23,10,1,0,0,0,0,,71,58,13,1,0,
100,Lofa Tatupu,SEA,28,MLB,16,16,1,26,1,26,8,1,0,0,0,0,1.0,88,58,30,4,2,
101,Antoine Cason,SDG,24,RCB,16,15,4,51,0,28,17,1,0,0,0,0,,67,57,10,3,0,
102,Ryan Clark,PIT,31,FS,16,15,2,34,0,23,7,0,0,1,5,0,,90,57,33,0,0,
103,Aaron Curry,SEA,24,LB,16,16,0,0,0,0,1,2,0,0,0,0,3.5,70,57,13,6,8,
104,Jim Leonhard,NYJ,28,S,11,11,1,2,0,2,4,1,0,1,-1,0,,61,57,4,1,1,
105,Ahtyba Rubin,CLE,24,NT,16,16,1,1,0,1,2,,,,,,2.0,82,57,25,2,4,
106,Justin Smith,SFO,31,RDT,16,16,0,0,0,0,1,1,0,0,0,0,8.5,70,57,13,12,17,
107,Thomas DeCoud,ATL,25,S,16,16,1,0,0,0,4,2,1,0,0,0,,74,56,18,0,0,
108,Brandon Flowers,KAN,24,LCB,15,15,2,33,1,33,14,1,0,0,0,0,,65,56,9,0,0,
109,Deon Grant,NYG,31,db/lb/lcb/s,16,8,3,0,0,0,10,2,0,3,0,0,1.0,72,56,16,5,4,
110,Courtney Greene,JAX,24,SS,14,11,1,8,0,8,4,1,0,1,0,0,,76,56,20,2,0,
111,Julian Peterson,DET,32,LB,15,14,0,0,0,0,5,0,0,2,0,0,1.0,83,56,27,8,0,
112,DeMarcus Ware,DAL,28,LB,16,16,0,0,0,0,1,2,0,2,22,1,15.5,66,56,10,21,23,
113,Ron Bartell,STL,28,LCB,15,13,0,0,0,0,10,1,0,0,0,0,,61,55,6,2,0,
114,Brian Dawkins,DEN,37,S,11,11,1,-2,0,-2,5,2,0,0,0,0,2.0,66,55,11,3,3,
115,Sean Jones,TAM,28,SS,16,16,1,45,0,31,2,0,0,1,0,0,1.0,74,55,19,3,2,
116,Scott Shanle,NOR,31,LB,14,14,0,0,0,0,2,1,0,1,0,0,,76,55,21,2,3,
117,Quincy Black,TAM,26,LB,11,10,1,4,0,4,4,1,0,1,1,0,2.0,61,54,7,5,3,
118,Chris Carr,BAL,27,cb/LCB,16,16,2,13,0,12,8,3,0,0,0,0,,61,54,7,2,0,
119,Perrish Cox,DEN,23,lcb/RCB,15,9,1,15,0,15,14,2,1,0,0,0,,55,54,1,2,0,
120,Reed Doughty,WAS,28,fs/ss,15,9,0,0,0,0,2,1,0,0,0,0,1.0,93,54,39,1,1,
121,Jabari Greer,NOR,28,LCB,14,13,2,50,1,26,12,0,0,1,0,0,,61,54,7,3,0,
122,Renaldo Hill,DEN,32,S,16,16,2,67,0,36,4,1,0,1,0,0,,63,54,9,0,0,
123,Sherrod Martin,CAR,26,FS,15,15,1,34,0,34,5,2,0,1,0,0,,80,54,26,2,0,
124,Clay Matthews,GNB,24,lb/LOLB,15,15,1,62,1,62,4,2,0,0,0,0,13.5,59,54,5,18,25,
125,Kyle Williams,BUF,27,ldt/NT/rdt,16,16,0,0,0,0,1,0,0,2,11,0,5.5,77,54,23,16,13,
126,Jovan Belcher,KAN,23,LILB,16,15,0,0,0,0,1,1,0,0,0,0,1.0,84,53,31,4,2,
127,Brian Cushing,HOU,23,LB/mlb,12,12,0,0,0,0,4,1,0,0,0,0,1.5,76,53,23,8,11,
128,Terrell Suggs,BAL,28,LB,16,16,0,0,0,0,2,2,0,0,0,0,11.0,68,53,15,18,21,
129,Gary Brackett,IND,30,MLB,12,12,0,0,0,0,3,,,,,,0.5,74,52,22,6,3,
130,Jonathan Goff,NYG,25,MLB,16,16,0,0,0,0,2,1,0,1,22,0,1.0,78,52,26,9,2,
131,Malcolm Jenkins,NOR,23,FS/lcb,15,15,2,105,1,96,12,1,0,2,0,0,1.0,63,52,11,3,1,
132,Dunta Robinson,ATL,28,RCB,15,15,1,0,0,0,7,0,0,1,0,0,,55,52,3,1,0,
133,Anthony Spencer,DAL,26,LB,16,16,0,0,0,0,2,2,0,1,0,0,5.0,63,52,11,5,7,
134,Ike Taylor,PIT,30,lcb/RCB,16,15,2,9,0,9,11,1,0,0,0,0,1.0,66,52,14,1,1,
135,Sheldon Brown,CLE,31,RCB,16,16,2,0,0,0,10,,,,,,,63,51,12,1,1,
136,Chris Clemons,MIA,25,FS/ss,15,14,1,0,0,0,5,2,0,1,0,0,1.5,61,51,10,5,1,
137,Glenn Dorsey,KAN,25,DE,16,16,,,,,,0,0,1,0,0,2.0,69,51,18,6,8,
138,Mike Jenkins,DAL,25,RCB,16,16,1,-4,0,-4,9,1,0,0,0,0,,55,51,4,0,0,
139,Charles Johnson,CAR,24,DE,16,16,0,0,0,0,1,,,,,,11.5,62,51,11,14,22,
140,Jacob Lacey,IND,23,cb/db/lcb/rcb,12,8,1,44,0,44,2,,,,,,,64,51,13,3,0,
141,Keith Rivers,CIN,24,LB,15,13,0,0,0,0,2,,,,,,1.0,77,51,26,6,2,
142,Husain Abdullah,MIN,25,SS,15,15,3,5,0,5,7,,,,,,,71,50,21,3,0,
143,Pat Angerer,IND,23,lb/mlb,16,11,0,0,0,0,2,1,0,0,0,0,1.0,80,50,30,2,1,
144,Trent Cole,PHI,28,DE,15,15,0,0,0,0,2,1,0,0,0,0,10.0,65,50,15,16,19,
145,Kenyon Coleman,CLE,31,DE,16,14,,,,,,0,0,3,0,0,2.5,68,50,18,3,5,
146,Chris Gocong,CLE,27,LB,16,16,0,0,0,0,3,1,0,2,0,0,2.0,75,50,25,4,4,
147,Joe Haden,CLE,21,cb/lcb,16,7,6,101,0,62,18,1,1,0,0,0,1.0,57,50,7,0,0,
148,Chris Harris,CHI,28,FS,16,16,5,69,0,39,7,0,0,2,0,0,,70,50,20,1,2,
149,Chris Houston,DET,26,LCB,15,15,1,0,0,0,12,1,0,0,0,0,,56,50,6,1,0,
150,Jason Hunter,DEN,27,LB,16,12,1,14,0,14,2,1,0,2,75,1,3.0,61,50,11,10,5,
151,DeAndre Levy,DET,23,MLB,11,11,2,41,1,30,4,0,0,2,0,0,,72,50,22,1,3,
152,Leodis McKelvin,BUF,25,cb/LCB,16,14,2,10,0,10,11,1,3,0,0,0,,59,50,9,2,0,
153,Dimitri Patterson,PHI,27,k/RCB,16,9,4,40,1,40,11,0,1,0,0,0,1.0,52,50,2,4,1,
154,Madieu Williams,MIN,29,FS,14,13,1,0,0,0,2,1,0,0,0,0,0.5,75,50,25,1,1,
155,Tramon Williams,GNB,27,db/RCB,16,16,6,87,0,64,20,1,2,3,5,0,1.0,57,50,7,2,1,
156,Stewart Bradley,PHI,27,lb/MLB,12,12,1,0,0,0,6,,,,,,1.0,60,49,11,5,2,
157,Drayton Florence,BUF,30,cb/RCB,16,16,3,42,1,40,15,0,0,2,27,1,,58,49,9,2,0,
158,Brandon Meriweather,NWE,26,S/ss,16,13,3,39,0,39,6,0,0,1,0,0,,68,49,19,1,0,
159,Troy Polamalu,PIT,29,SS,14,14,7,101,1,45,11,1,0,1,0,0,1.0,63,49,14,6,2,
160,Stanford Routt,OAK,27,CB,16,15,2,22,1,22,13,1,0,0,0,0,,55,49,6,1,0,
161,Tyjuan Hagler,IND,29,lb,13,2,1,35,0,35,3,0,0,1,0,0,1.0,59,48,11,1,1,
162,James Hall,STL,33,DE,16,16,0,0,0,0,2,5,0,0,0,0,10.5,54,48,6,8,12,
163,Nate Jones,DEN,28,cb/s,16,3,0,0,0,0,3,,,,,,,57,48,9,0,1,
164,Manny Lawson,SFO,26,LB,16,16,1,0,0,0,6,2,0,1,5,0,2.5,59,48,11,4,10,
165,Ernie Sims,PHI,26,LB,15,15,0,0,0,0,5,1,0,1,0,0,2.0,55,48,7,7,4,
166,Ndamukong Suh,DET,23,DT,16,16,1,20,0,20,3,1,0,1,17,1,10.0,65,48,17,13,17,
167,Justin Tuck,NYG,27,DE,16,16,0,0,0,0,4,5,0,5,4,0,11.5,76,48,28,16,22,
168,Cameron Wake,MIA,28,LB,16,16,0,0,0,0,4,3,0,0,0,0,14.0,57,48,9,21,26,
169,Eric Barton,CLE,33,LB,16,12,0,0,0,0,1,0,0,1,1,0,,66,47,19,4,1,
170,Danny Clark,NOR,33,LB,14,10,0,0,0,0,1,1,0,0,0,0,,59,47,12,4,2,
171,Justin Durant,JAX,25,LB,10,9,0,0,0,0,2,0,0,1,0,0,,55,47,8,5,0,
172,Paul Oliver,SDG,26,fs/rcb/ss,16,8,1,15,0,15,3,1,0,2,23,0,,62,47,15,1,0,
173,Shaun Phillips,SDG,29,LB,16,16,1,31,1,31,7,0,0,1,0,0,11.0,55,47,8,17,12,
174,Lardarius Webb,BAL,25,,15,0,2,32,0,32,9,0,2,2,0,0,,54,47,7,1,2,
175,Jason Allen,2TM,27,,15,7,6,18,0,17,12,,,,,,,59,46,13,0,0,
176,Calais Campbell,ARI,24,DE,15,15,0,0,0,0,2,0,0,1,0,0,6.0,60,46,14,13,7,
177,Brandon Carr,KAN,24,RCB,16,16,1,0,0,0,25,0,0,2,23,0,,57,46,11,0,0,
178,Chris Kelsay,BUF,31,de/LB,16,16,0,0,0,0,3,1,0,0,0,0,3.5,72,46,26,5,9,
179,Rashean Mathis,JAX,30,CB,16,16,1,24,0,24,6,1,0,0,0,0,,57,46,11,1,0,
180,Haloti Ngata,BAL,26,DT,16,15,0,0,0,0,5,0,0,1,0,0,5.5,63,46,17,12,14,
181,Charlie Peprah,GNB,27,SS,14,11,2,0,0,0,5,,,,,,,63,46,17,3,0,
182,Vince Wilfork,NWE,29,DE/dt/ldt/nt,16,16,0,0,0,0,2,0,0,1,0,0,2.0,57,46,11,8,4,
183,Kamerion Wimbley,OAK,27,dt/LB,16,16,0,0,0,0,1,1,0,0,0,0,9.0,58,46,12,10,13,
184,Jared Allen,MIN,28,DE,16,16,2,40,1,36,6,1,0,1,0,0,11.0,60,45,15,14,25,
185,Darnell Dockett,ARI,29,DT,15,15,0,0,0,0,1,1,0,3,0,1,5.0,52,45,7,9,15,
186,Aaron Francisco,IND,27,SS,12,12,2,10,0,11,3,,,,,,,59,45,14,3,0,
187,Rob Ninkovich,NWE,26,LB,16,10,2,1,0,1,3,1,0,3,63,0,4.0,62,45,17,6,9,
188,Tracy Porter,NOR,24,RCB,12,12,1,5,0,5,6,0,0,2,2,0,,60,45,15,5,0,
189,Corey Webster,NYG,28,cb/LCB,15,15,4,11,0,13,12,0,0,1,1,0,,52,45,7,1,2,
190,Jason Babin,TEN,30,DE,16,16,,,,,,2,0,0,0,0,12.5,58,44,14,16,27,
191,E.J. Biggers,TAM,23,cb/lcb,16,6,1,0,0,0,11,,,,,,,51,44,7,1,0,
192,Robert Mathis,IND,29,DE,16,16,0,0,0,0,1,1,0,1,1,0,11.0,60,44,16,10,19,
193,Eric Smith,NYJ,27,s,13,6,0,0,0,0,2,,,,,,1.0,54,44,10,1,2,
194,Sean Considine,JAX,29,fs/ss,14,5,1,-2,0,-2,3,1,0,1,0,0,1.0,52,43,9,1,1,
195,Vontae Davis,MIA,22,LCB,16,15,1,0,0,0,12,1,0,0,0,0,,51,43,8,1,0,
196,Gary Guyton,NWE,25,LB,16,8,2,72,1,59,7,1,0,1,35,1,3.0,63,43,20,3,3,
197,Kelvin Hayden,IND,27,LCB,11,11,2,56,2,31,8,1,0,0,0,0,,61,43,18,3,0,
198,Jarret Johnson,BAL,29,LB,16,16,0,0,0,0,2,2,0,0,0,0,1.5,73,43,30,5,5,
199,Rey Maualuga,CIN,23,LB,16,15,2,58,0,47,2,,,,,,1.0,74,43,31,4,2,
200,Gerald McRath,TEN,24,lb,12,7,0,0,0,0,2,,,,,,1.5,57,43,14,4,3,
201,Julius Peppers,CHI,30,DE,16,16,2,1,0,1,9,3,0,0,0,0,8.0,54,43,11,11,18,
202,Carlos Rogers,WAS,29,RCB,12,12,2,43,0,38,12,1,0,0,0,0,,54,43,11,0,0,
203,Matt Shaughnessy,OAK,24,DE,16,8,0,0,0,0,1,2,0,0,0,0,7.0,56,43,13,8,10,
204,Sean Smith,MIA,23,RCB,15,8,1,18,0,18,9,,,,,,,51,43,8,1,0,
205,Michael Adams,ARI,25,db/rcb,16,4,2,36,0,36,7,0,0,1,30,1,,52,42,10,4,1,
206,Nate Allen,PHI,23,db/FS,13,13,3,27,0,16,8,1,0,0,0,0,2.0,48,42,6,3,1,
207,Quentin Jammer,SDG,31,LCB,16,16,2,5,0,5,11,1,0,0,0,0,,45,42,3,0,0,
208,Jameel McClain,BAL,25,LB,16,15,0,0,0,0,2,0,0,1,9,0,1.0,67,42,25,1,1,
209,Calvin Pace,NYJ,30,LB,12,11,1,1,0,1,3,1,0,0,0,0,5.5,51,42,9,5,9,
210,Jerraud Powers,IND,23,RCB,10,10,2,11,0,11,9,0,1,1,0,0,,53,42,11,5,0,
211,Dominique Rodgers-Cromartie,ARI,24,LCB,16,16,3,86,2,32,17,0,1,0,0,0,,44,42,2,0,0,
212,James Sanders,NWE,27,db/S,15,9,3,60,1,32,6,0,0,1,0,0,,58,42,16,0,0,
213,Champ Bailey,DEN,32,LCB,15,15,2,0,0,0,13,,,,,,1.0,45,41,4,3,1,
214,Alan Ball,DAL,25,FS,16,16,2,27,0,27,4,1,0,0,0,0,0.5,46,41,5,0,1,
215,Phillip Buchanon,WAS,30,rcb,16,5,2,51,0,43,18,2,1,1,0,0,,49,41,8,2,0,
216,Derek Cox,JAX,24,CB,13,11,4,14,0,14,8,,,,,,,49,41,8,1,0,
217,Antonio Cromartie,NYJ,26,CB,15,15,3,75,0,66,17,0,0,1,0,0,,42,41,1,0,0,
218,Tim Jennings,CHI,27,LCB,16,13,1,39,0,39,7,1,0,1,0,0,,56,41,15,2,0,
219,Spencer Johnson,BUF,29,de/dt/rdt,14,6,0,0,0,0,3,1,0,1,0,0,2.0,55,41,14,4,1,
220,Captain Munnerlyn,CAR,22,lcb,16,5,3,37,1,37,12,0,2,1,0,0,,45,41,4,0,0,
221,Sione Pouha,NYJ,31,NT/t,16,15,0,0,0,0,3,0,0,3,2,0,2.0,59,41,18,3,2,
222,Eugene Wilson,HOU,30,FS,14,13,0,0,0,0,3,,,,,,,56,41,15,0,0,
223,Don Carey,JAX,23,FS,15,10,1,7,0,7,1,,,,,,,55,40,15,3,1,
224,William Gay,PIT,25,db/fs/rcb/s,16,4,0,0,0,0,11,1,0,0,0,0,2.0,48,40,8,4,5,
225,Landon Johnson,DET,29,lb/mlb,12,8,,,,,,2,0,1,0,0,,48,40,8,1,0,
226,Mike Peterson,ATL,34,LB,16,13,2,18,0,17,5,2,0,2,0,0,1.0,59,40,19,6,1,
227,Orlando Scandrick,DAL,23,cb/ss,16,3,1,40,1,40,9,,,,,,2.5,45,40,5,7,3,
228,Mike Adams,CLE,29,cb/s,15,2,2,51,0,26,6,,,,,,1.0,45,39,6,1,2,
229,Barry Cofield,NYG,26,LDT,16,16,0,0,0,0,4,2,0,1,0,0,4.0,54,39,15,8,9,
230,Kareem Moore,WAS,26,FS,12,11,1,5,0,5,5,0,0,2,13,0,,63,39,24,0,0,
231,Brodney Pool,NYJ,26,S,15,12,1,0,0,0,11,1,0,1,6,0,1.0,53,39,14,2,2,
232,Jonathan Wade,2TM,26,,12,7,0,0,0,0,5,0,0,1,10,0,,44,39,5,3,4,
233,Asher Allen,MIN,22,RCB,14,11,2,27,0,27,7,,,,,,,53,38,15,0,0,
234,NaVorro Bowman,SFO,22,mlb,16,1,,,,,,,,,,,,46,38,8,3,0,
235,Aubrayo Franklin,SFO,30,NT,16,16,0,0,0,0,1,0,0,1,0,0,,39,38,1,2,0,
236,Cody Grimm,TAM,23,FS,11,9,2,24,1,13,2,1,0,0,0,0,,52,38,14,0,0,
237,Clark Haggans,ARI,33,LOLB,13,13,0,0,0,0,2,1,0,0,0,0,5.0,47,38,9,6,7,
238,Tommy Kelly,OAK,30,DT,16,16,0,0,0,0,1,1,0,0,0,0,7.0,60,38,22,8,16,
