,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,,Tackles,Tackles,Tackles,Tackles,Tackles,
148,Shawn Springs,WAS,29,LCB,15,15,5,117,0,38,12,1,0,0,0,0,6.0,64,52,12,6,0,
149,Brian Urlacher,CHI,26,MLB,9,9,1,42,0,42,7,2,0,0,0,0,5.5,70,52,18,9,0,
150,Kevin Williams,MIN,24,DT,16,16,1,7,0,7,8,2,0,3,77,1,11.5,70,52,18,13,1,
151,Jamie Winborn,SFO,25,lb/RILB,14,10,1,1,0,1,8,2,0,2,10,0,4.5,61,52,9,5,0,
152,Jason Babin,HOU,24,de/lb/LOLB,16,16,0,0,0,0,5,0,0,2,22,0,4.0,63,51,12,13,1,
153,Terreal Bierria,SEA,24,SS,15,12,1,10,0,10,5,1,0,0,0,0,,74,51,23,1,0,
154,Brian Kelly,TAM,28,LCB,16,16,4,101,0,75,22,0,0,1,32,0,,58,51,7,2,0,
155,Jerry Wilson,SDG,31,FS,16,16,3,12,0,12,4,1,0,0,0,0,,74,51,23,1,0,
156,Kailee Wong,HOU,28,lb/ROLB,16,16,3,0,0,0,14,1,0,1,0,0,5.5,71,51,20,8,1,
157,Phillip Buchanon,OAK,24,CB/rcb,14,14,3,69,1,23,9,0,2,2,0,0,,59,50,9,1,0,
158,Mark Fields,CAR,32,LB/lolb,14,10,1,14,0,14,3,1,0,1,0,0,4.0,62,50,12,10,1,
159,Deon Grant,JAX,25,FS,16,16,2,4,0,4,8,0,0,1,0,0,1.0,65,50,15,1,0,
160,Kim Herring,CIN,29,fs/ss,12,10,1,0,0,0,6,1,0,0,0,0,,63,50,13,4,0,
161,Kevin Kaesviharn,CIN,28,fs/ss,15,6,0,0,0,0,8,0,0,1,3,1,,66,50,16,2,0,
162,Dwaine Carpenter,SFO,28,lcb/rcb,15,6,1,31,0,31,5,1,0,1,80,1,2.0,54,49,5,3,1,
163,Warrick Holdman,CLE,29,LB,16,14,0,0,0,0,2,,,,,,0.5,78,49,29,1,0,
164,Dhani Jones,PHI,26,LB/mlb,16,15,1,0,0,0,5,0,0,1,0,0,0.5,71,49,22,7,0,
165,Niko Koutouvides,SEA,23,mlb,16,2,,,,,,,,,,,1.0,62,49,13,4,0,
166,Kenard Lang,CLE,29,DE,16,15,0,0,0,0,4,2,0,0,0,0,7.0,62,49,13,14,0,
167,Ben Leber,SDG,26,LB,16,16,0,0,0,0,1,0,0,1,25,0,2.0,60,49,11,5,1,
168,Ronald McKinnon,ARI,31,MLB,16,10,,,,,,,,,,,,74,49,25,6,0,
169,Eric Warfield,KAN,28,cb/LCB,16,16,4,49,1,43,12,1,0,0,0,0,,57,49,8,1,0,
170,Gibril Wilson,NYG,23,ss,8,7,3,39,0,39,5,1,0,0,0,0,3.0,56,49,7,4,0,
171,Marques Douglas,BAL,27,DE,16,15,0,0,0,0,2,1,0,0,0,0,5.5,72,48,24,11,2,
172,Lemar Marshall,WAS,28,LB,16,14,0,0,0,0,1,,,,,,1.5,69,48,21,3,0,
173,Shaun Rogers,DET,25,RDT,16,16,0,0,0,0,5,0,0,1,0,0,4.0,68,48,20,12,2,
174,Michael Boulware,SEA,23,ss,16,4,5,69,1,63,6,2,0,0,0,0,1.0,63,47,16,1,0,
175,Jason David,IND,22,RCB,16,11,4,36,1,34,15,1,0,0,0,0,,51,47,4,2,0,
176,Antuan Edwards,2TM,27,,14,13,0,0,0,0,10,1,0,0,0,0,1.0,65,47,18,1,0,
177,Steve Foley,SDG,29,LB,16,16,2,4,0,4,12,5,0,2,0,0,10.0,64,47,17,10,4,
178,Napoleon Harris,OAK,25,LB,14,9,0,0,0,0,1,,,,,,,61,47,14,4,0,
179,Aaron Kampman,GNB,25,DE/dt,16,16,0,0,0,0,3,1,0,1,3,0,4.5,67,47,20,8,0,
180,John Lynch,DEN,33,FS,15,15,1,2,0,2,10,3,0,0,0,0,2.0,64,47,17,3,0,
181,Deshea Townsend,PIT,29,RCB,15,15,4,54,1,39,11,1,0,1,0,0,4.0,56,47,9,3,1,
182,Demorrio Williams,ATL,24,lb,16,1,,,,,,,,,,,2.5,56,47,9,6,0,
183,Ahmad Carroll,GNB,21,LCB,14,11,1,0,0,0,8,0,0,1,40,1,2.0,49,46,3,5,0,
184,Chris Crocker,CLE,24,db/fs,12,5,1,20,1,20,4,,,,,,2.0,56,46,10,3,0,
185,Jim Nelson,IND,29,lb,15,1,1,0,0,0,5,0,0,2,0,0,,61,46,15,1,0,
186,Fred Thomas,NOR,31,lcb/rcb,15,7,0,0,0,0,5,0,0,2,0,0,,48,46,2,1,0,
187,Marcus Coleman,HOU,30,FS,12,12,2,116,1,102,9,,,,,,,56,45,11,0,0,
188,Daylon McCutcheon,CLE,28,RCB,12,10,2,0,0,2,9,,,,,,,50,45,5,0,0,
189,Aaron Schobel,BUF,27,DE,16,16,0,0,0,0,4,5,0,3,0,0,8.0,73,45,28,9,0,
190,Greg Spires,TAM,30,DE/dt,16,16,0,0,0,0,3,3,0,2,0,0,8.0,60,45,15,9,1,
191,Donnie Spragan,DEN,28,LB/rolb,16,14,0,0,0,0,6,1,0,1,0,0,1.0,67,45,22,4,0,
192,Terrell Suggs,BAL,22,lb/LOLB,16,16,0,0,0,0,1,1,0,2,24,0,10.5,60,45,15,17,3,
193,Greg Ellis,DAL,29,DE,16,16,0,0,0,0,9,1,0,0,0,0,9.0,59,44,15,10,0,
194,Shaunard Harts,KAN,26,fs,16,6,0,0,0,0,1,1,0,0,0,0,,52,44,8,1,0,
195,Alex Lewis,DET,23,lb,15,1,1,33,0,33,3,,,,,,2.0,59,44,15,3,1,
196,Ike Reese,PHI,31,lb,16,1,2,22,0,15,8,1,0,0,0,0,1.0,52,44,8,2,0,
197,Daryl Smith,JAX,22,LB,15,13,1,0,0,0,4,0,0,1,0,0,2.0,52,44,8,6,0,1
198,Monty Beisel,KAN,26,mlb/rolb,11,9,1,-1,0,-1,1,1,0,1,9,0,2.5,54,43,11,3,0,
199,Kevin Bentley,CLE,25,lb,16,3,,,,,,1,0,0,0,0,,62,43,19,2,0,
200,Karlos Dansby,ARI,23,LB,15,11,1,2,0,2,5,1,0,3,0,0,5.0,60,43,17,7,0,
201,Kelly Gregg,BAL,28,NT/t,14,14,0,0,0,0,1,1,0,1,0,0,1.5,60,43,17,3,2,
202,Derrick Rodgers,NOR,33,LB,8,8,0,0,0,0,3,1,0,0,0,0,,54,43,11,2,0,
203,Stuart Schweigert,OAK,23,ss,16,3,0,0,0,0,3,,,,,,,52,43,9,0,0,
204,Chaun Thompson,CLE,24,LB,16,13,0,0,0,0,3,0,0,1,0,0,2.5,65,43,22,2,0,
205,Denard Walker,OAK,31,cb/db/lb/ss,16,5,1,45,0,45,5,0,0,1,28,0,,45,43,2,1,0,
206,Fernando Bryant,DET,27,cb/LCB,10,10,0,0,0,0,9,,,,,,,51,42,9,1,0,
207,Cory Hall,ATL,28,FS,14,13,0,0,0,0,2,0,0,1,0,0,,53,42,11,2,0,
208,Kevin Hardy,CIN,31,LB,16,14,0,0,0,0,4,,,,,,4.0,69,42,27,6,0,
209,Orlando Huff,SEA,26,MLB,16,14,0,0,0,0,3,0,0,2,0,0,1.0,52,42,10,3,0,
210,Dontarrious Thomas,MIN,24,lb/mlb,16,5,,,,,,1,0,1,2,0,0.5,59,42,17,1,0,
211,Andre Woolfolk,TEN,24,cb/db,10,2,1,25,0,25,6,,,,,,,49,42,7,0,0,
212,Idrees Bashir,IND,26,FS,13,13,0,0,0,0,1,1,0,1,0,0,,57,41,16,2,0,
213,Colin Branch,CAR,24,FS,16,15,3,79,0,76,8,,,,,,,55,41,14,2,0,
214,Chris Draft,ATL,28,MLB,14,13,1,33,0,33,3,1,0,0,0,0,,56,41,15,2,0,
215,Demarcus Faggins,HOU,25,db/s,16,2,3,47,1,43,9,,,,,,,45,41,4,0,0,
216,Ryan Pickett,STL,25,NT,16,16,0,0,0,0,2,1,0,0,0,0,2.0,45,41,4,5,1,
217,Justin Smith,CIN,25,DE,16,16,0,0,0,0,2,2,0,2,0,0,8.0,70,41,29,7,0,
218,Robert Thomas,STL,24,MLB,14,11,0,0,0,0,1,,,,,,,56,41,15,3,0,
219,Tank Williams,TEN,24,SS,9,9,1,13,0,13,1,1,0,1,28,0,1.0,52,41,11,0,0,
220,Willie Williams,PIT,34,LCB,16,10,1,0,0,0,6,,,,,,1.0,56,41,15,2,0,
221,Anthony Adams,SFO,24,LDT,14,12,0,0,0,0,2,1,0,0,0,0,,47,40,7,6,0,
222,Keith Adams,PHI,25,lb,16,2,0,0,0,0,1,2,0,0,0,0,,46,40,6,3,0,
223,William Bartee,KAN,27,cb/RCB,14,9,0,0,0,0,7,,,,,,1.5,46,40,6,1,0,
224,Colby Bockwoldt,NOR,23,lb,16,7,0,0,0,0,1,0,0,1,6,1,1.0,46,40,6,1,0,
225,Chike Okeafor,SEA,28,DE,16,16,,,,,,3,0,0,0,0,8.5,53,40,13,10,2,
226,Brandon Short,CAR,27,lb,16,2,,,,,,1,0,1,0,0,,53,40,13,3,0,
227,Patrick Surtain,MIA,28,LCB,15,15,4,2,0,2,11,0,0,2,8,0,1.0,58,40,18,4,0,
228,Jason Taylor,MIA,30,DE,16,16,1,-3,0,-3,11,2,0,3,1,0,9.5,67,40,27,12,0,
229,Osi Umenyiora,NYG,23,de,16,7,0,0,0,0,3,3,0,4,88,1,7.0,58,40,18,12,0,
230,Courtney Watson,NOR,24,MLB,12,8,0,0,0,0,3,,,,,,2.0,57,40,17,4,1,
231,Brian Young,NOR,27,DT/rdt,15,15,,,,,,0,0,1,0,0,2.5,59,40,19,7,0,
232,Jerry Azumah,CHI,27,RCB,12,8,4,128,1,70,9,2,1,0,0,0,1.5,50,39,11,2,0,
233,Bertrand Berry,ARI,29,DE,16,16,0,0,0,0,4,4,0,2,9,0,14.5,49,39,10,14,1,
234,Alex Brown,CHI,25,DE,16,16,0,0,0,0,9,3,0,1,0,0,6.0,50,39,11,10,0,
235,Chartric Darby,TAM,29,DT/rdt,16,16,,,,,,1,0,1,0,0,,49,39,10,4,0,
236,Mike Doss,IND,23,SS,10,9,2,32,0,32,2,3,0,0,0,0,1.0,46,39,7,3,0,
237,Earl Little,CLE,31,FS,16,11,1,28,0,28,5,1,0,1,14,0,,51,39,12,0,0,
238,Lawyer Milloy,BUF,31,SS,11,11,2,20,0,11,5,,,,,,4.0,61,39,22,4,0,
239,Jeff Posey,BUF,29,LB,16,15,1,3,0,3,2,0,0,1,0,0,1.0,65,39,26,5,0,
