,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,,Tackles,Tackles,Tackles,Tackles,Tackles,
60,Thomas Davis,CAR,23,LB,14,14,0,0,0,0,5,2,0,0,0,0,1.5,88,69,19,4,8,
61,Ian Gold,DEN,28,LB/lolb,15,15,0,0,0,0,4,1,0,0,0,0,,90,69,21,4,4,
62,Richard Marshall,CAR,22,RCB,16,8,3,59,1,30,15,2,1,4,25,0,1.0,82,69,13,6,0,
63,Dunta Robinson,HOU,24,cb/LCB,16,16,2,9,1,9,12,1,0,0,0,0,,82,69,13,4,1,
64,Charles Tillman,CHI,25,LCB,14,14,5,32,0,13,14,1,0,1,40,1,,80,68,12,5,1,
65,Michael Boley,ATL,24,LB,16,13,2,44,0,40,7,1,0,3,0,0,3.0,85,67,18,7,3,
66,Karlos Dansby,ARI,25,LB,14,10,0,0,0,0,3,1,0,1,0,0,8.0,80,67,13,14,9,
67,Carlos Rogers,WAS,25,RCB,15,15,1,0,0,0,17,1,0,0,0,0,,79,67,12,4,0,
68,Donte Whitner,BUF,21,SS,15,14,1,10,0,10,5,,,,,,,104,67,37,2,0,
69,O.J. Atogwe,STL,25,FS,16,16,3,8,0,7,10,5,0,1,0,0,1.0,75,66,9,0,1,
70,Antoine Bethea,IND,22,fs/SS,14,14,1,38,0,38,5,,,,,,,90,66,24,0,0,
71,C.C. Brown,HOU,23,FS,15,15,1,0,0,0,5,1,0,1,0,0,1.0,76,66,10,1,2,
72,Victor Hobson,NYJ,26,LB/rolb,16,16,1,9,0,9,2,1,0,2,32,1,6.0,100,66,34,7,13,
73,Caleb Miller,CIN,26,lb/mlb,16,7,0,0,0,0,3,0,0,1,0,0,1.0,99,66,33,3,2,
74,Shelton Quarles,TAM,35,lb/MLB,12,12,0,0,0,0,2,3,0,0,0,0,2.5,104,66,38,7,6,
75,Jonathan Vilma,NYJ,24,MLB,16,16,1,0,0,0,4,0,0,1,12,0,,113,66,47,2,2,
76,Madieu Williams,CIN,25,FS/s,16,16,3,33,0,25,13,2,0,0,0,0,,88,66,22,4,2,
77,Jared Allen,KAN,24,DE,16,16,1,3,0,3,10,5,1,6,24,0,7.5,77,65,12,15,15,
78,Nick Collins,GNB,23,FS,16,16,3,68,1,55,14,2,0,0,0,0,,80,65,15,2,0,
79,Akin Ayodele,DAL,27,LB,16,16,2,2,0,2,4,0,1,2,2,0,1.0,84,64,20,6,2,
80,Scott Fujita,NOR,27,LB,16,16,2,19,0,19,7,1,0,0,0,0,3.5,96,64,32,6,8,
81,Renaldo Hill,MIA,28,FS,16,16,2,33,0,21,9,0,0,1,48,1,,86,64,22,2,0,
82,Michael Huff,OAK,23,SS,16,16,0,0,0,0,1,,,,,,,78,64,14,5,0,1
83,Bradie James,DAL,25,MLB,16,16,1,15,1,15,9,2,0,2,0,0,,101,64,37,2,0,
84,Adalius Thomas,BAL,29,LB/rolb,16,16,1,7,0,7,7,0,0,1,57,1,11.0,83,64,19,14,24,1
85,Terrence McGee,BUF,26,LCB,15,14,0,0,0,0,11,1,2,1,68,1,,76,63,13,3,0,
86,Nick Barnett,GNB,25,MLB,15,15,2,3,0,3,8,0,0,1,0,0,2.0,105,62,43,6,6,
87,Fakhir Brown,STL,29,RCB,14,14,3,17,0,20,10,2,0,0,0,0,1.0,66,62,4,1,1,
88,Marquand Manuel,GNB,27,SS,16,16,1,29,1,29,3,,,,,,,81,62,19,2,0,
89,Brandon Moore,SFO,27,LB/lolb/rilb,16,11,0,0,0,0,2,2,0,0,0,0,6.5,92,62,30,10,12,
90,Dwight Smith,MIN,28,FS,15,14,4,81,0,47,7,1,0,1,5,0,1.0,78,62,16,4,2,
91,Greg Wesley,KAN,28,FS,14,14,3,39,0,29,7,1,0,0,0,0,,67,62,5,2,2,
92,Larry Foote,PIT,26,RILB/rolb,16,16,1,11,0,11,3,2,0,1,0,0,4.0,90,61,29,5,4,
93,Marlin Jackson,IND,23,fs/ss,14,8,1,24,0,24,5,,,,,,,82,61,21,1,1,
94,Ty Law,KAN,32,LCB,16,16,4,11,0,16,9,3,0,0,0,0,1.0,65,61,4,3,1,
95,Channing Crowder,MIA,23,LB,16,14,0,0,0,0,4,1,0,0,0,0,1.0,103,60,43,3,5,
96,Glenn Earl,HOU,25,db/SS,15,15,1,2,0,2,4,1,0,0,0,0,2.0,74,60,14,5,2,
97,Robert Griffith,ARI,36,FS,16,16,3,30,0,23,10,1,0,1,0,0,,79,60,19,1,0,
98,D'Qwell Jackson,CLE,23,LB,13,13,,,,,,,,,,,,93,60,33,2,2,
99,Mike Minter,CAR,32,FS,16,16,1,3,0,3,5,0,0,1,0,0,,83,60,23,0,2,
100,Peter Sirmon,TEN,29,lb/MLB,16,15,1,13,0,13,4,,,,,,0.5,88,60,28,5,1,
101,Ike Taylor,PIT,26,LCB,16,11,2,34,0,34,12,0,0,1,0,0,,69,60,9,2,1,
102,Shaun Williams,CAR,30,SS,12,12,2,1,0,1,4,1,0,0,0,0,,72,60,12,4,0,
103,Sean Considine,PHI,25,SS,16,9,1,12,0,12,5,1,0,2,0,0,1.5,85,59,26,2,2,
104,Aaron Kampman,GNB,27,DE,16,16,,,,,,3,0,1,0,0,15.5,89,59,30,13,30,
105,Keith Lewis,SFO,25,FS,16,9,2,24,0,24,4,1,0,1,23,0,1.0,76,59,17,4,2,
106,Asante Samuel,NWE,25,LCB/rcb,15,15,10,120,0,33,24,1,0,0,0,0,,64,59,5,5,0,
107,D.J. Williams,DEN,24,LB/rolb,16,15,0,0,0,0,2,1,0,0,0,0,1.0,76,59,17,4,4,
108,Nick Harper,IND,32,LCB,15,15,3,18,0,19,9,,,,,,,75,58,17,2,0,
109,John Lynch,DEN,35,FS,16,16,0,0,0,0,5,2,0,1,7,0,,83,58,25,3,2,
110,Patrick Surtain,KAN,30,RCB,16,16,1,0,0,0,6,3,0,1,19,0,1.0,66,58,8,4,0,
111,Bryan Thomas,NYJ,27,DE,16,16,,,,,,1,0,1,0,0,8.5,77,58,19,11,12,
112,Marcus Trufant,SEA,26,RCB,15,15,1,0,0,0,11,2,0,0,0,0,,66,58,8,1,0,
113,Angelo Crowell,BUF,25,LB,12,12,2,0,0,0,7,1,0,0,0,0,2.0,82,57,25,3,2,
114,Orlando Huff,ARI,28,LB,16,13,0,0,0,0,4,1,0,0,0,0,,69,57,12,2,0,
115,Derrick Johnson,KAN,24,LOLB,13,12,0,0,0,0,2,1,0,2,0,0,4.5,75,57,18,7,5,
116,Troy Polamalu,PIT,25,SS,13,13,3,51,0,49,8,1,0,0,0,0,1.0,76,57,19,6,2,
117,Fred Smoot,MIN,27,cb/db/RCB,14,11,1,47,1,47,5,2,0,1,29,0,,61,57,4,4,0,
118,DeMarcus Ware,DAL,24,LB,16,16,1,41,1,41,6,5,0,1,69,1,11.5,71,57,14,12,18,
119,Marcus Washington,WAS,29,LB,14,14,0,0,0,0,8,2,0,2,6,0,2.5,86,57,29,4,9,
120,Demorrio Williams,ATL,26,LB/mlb,16,10,1,9,0,9,3,2,0,1,54,1,1.0,90,57,33,6,3,
121,Will Allen,TAM,24,FS,16,16,0,0,0,0,1,,,,,,,77,56,21,3,2,
122,Josh Bullocks,NOR,23,FS,16,16,2,14,0,14,7,1,0,0,0,0,,71,56,15,0,1,
123,Rashean Mathis,JAX,26,LCB,16,16,8,146,0,55,21,,,,,,,63,56,7,4,0,
124,Ty Warren,NWE,25,DE,15,15,0,0,0,0,2,1,0,1,0,0,7.5,84,56,28,11,13,1
125,Brandon Chillar,STL,24,LB,16,14,0,0,0,0,1,1,0,0,0,0,2.0,56,55,1,8,6,
126,Cortland Finnegan,TEN,22,lcb/mlb,16,2,0,0,0,0,7,1,0,2,92,1,2.0,70,55,15,2,2,
127,Clint Ingram,JAX,23,LB,14,11,1,0,0,0,3,,,,,,1.5,71,55,16,3,3,
128,Dhani Jones,PHI,28,LB,16,13,0,0,0,0,6,,,,,,0.5,76,55,21,4,3,
129,Leonard Little,STL,32,DE,16,16,0,0,0,0,2,6,0,0,0,0,13.0,58,55,3,14,24,
130,Lamont Thompson,TEN,28,FS,16,16,3,14,0,11,8,0,0,2,19,0,,73,55,18,1,1,
131,Mike Adams,SFO,25,db/fs,16,8,0,0,0,0,3,,,,,,,64,54,10,1,2,
132,Tedy Bruschi,NWE,33,LB/mlb,15,14,1,8,0,8,7,0,0,2,0,0,1.5,112,54,58,3,4,
133,Daniel Bullocks,DET,23,lb/ss,15,7,0,0,0,0,3,1,0,0,0,0,1.0,74,54,20,1,1,
134,Nate Clements,BUF,27,RCB,16,16,3,80,1,58,20,1,0,2,18,0,,70,54,16,0,0,
135,Drayton Florence,SDG,26,RCB,16,16,3,24,0,23,16,,,,,,,66,54,12,1,0,
136,Daven Holly,CLE,24,lcb/RCB,14,12,5,127,1,57,10,0,0,1,40,1,,57,54,3,3,0,
137,Matt McCoy,PHI,24,LB,15,10,0,0,0,0,3,3,0,0,0,0,2.0,66,54,12,4,3,
138,Brodney Pool,CLE,22,fs/lcb/rcb,16,8,1,0,0,0,8,1,0,2,0,0,1.0,67,54,13,4,1,
139,Kyle Vanden Bosch,TEN,28,DE,16,16,0,0,0,0,1,1,0,0,0,0,6.5,75,54,21,9,24,
140,Mike Vrabel,NWE,31,LB,16,16,3,0,0,2,4,3,0,1,0,0,4.5,89,54,35,1,6,
141,Juran Bolden,TAM,32,db/LCB,16,11,1,27,0,27,11,0,0,1,0,0,1.0,63,53,10,1,1,
142,Chris Gamble,CAR,23,LCB,15,13,3,31,1,18,13,0,2,1,0,0,1.0,66,53,13,5,1,
143,Deon Grant,JAX,27,FS,16,16,2,25,0,24,8,0,0,1,6,0,,60,53,7,0,0,
144,Warrick Holdman,WAS,31,LB,16,16,0,0,0,0,2,,,,,,1.0,69,53,16,4,2,
145,Tommy Kelly,OAK,26,DT,16,16,0,0,0,0,2,1,0,0,0,0,3.5,68,53,15,9,6,
146,Terence Newman,DAL,28,LCB,16,16,1,12,0,12,12,0,1,0,0,0,,63,53,10,1,0,
147,Shawntae Spencer,SFO,24,cb/LCB,13,13,1,0,0,0,9,2,0,2,11,0,2.0,61,53,8,2,1,
148,Artrell Hawkins,NWE,30,FS,14,12,1,0,0,0,3,2,0,1,0,0,,71,52,19,1,1,
149,R.W. McQuarters,NYG,30,db/lcb/rcb,16,10,2,67,1,27,8,1,0,0,0,0,1.0,56,52,4,0,1,
150,Roy Williams,DAL,26,SS,16,16,5,33,0,27,14,0,0,2,0,0,,62,52,10,2,1,
151,Boss Bailey,DET,27,LB/mlb,16,12,0,0,0,0,2,,,,,,1.0,67,51,16,3,1,
152,Andre Dyson,NYJ,27,LCB/rcb,15,15,4,-3,0,0,8,,,,,,,62,51,11,1,0,
153,Omar Gaither,PHI,22,lb,16,5,1,16,0,16,3,,,,,,1.0,62,51,11,1,1,
154,Clark Haggans,PIT,29,lilb/LOLB,15,15,1,0,0,0,4,2,0,1,0,0,6.0,76,51,25,9,9,
155,DeAngelo Hall,ATL,23,cb/LCB,16,16,4,131,1,60,16,0,1,1,25,0,,58,51,7,3,0,
156,Adam Jones,TEN,23,RCB,15,15,4,130,1,83,12,1,4,2,1,0,1.0,63,51,12,1,1,
157,Paris Lenon,DET,29,lb/MLB,16,16,1,0,0,0,3,0,0,2,10,0,,71,51,20,2,3,
158,Danieal Manning,CHI,24,FS,16,14,2,26,0,15,7,4,0,1,0,0,,67,51,16,0,0,
159,Ed Reed,BAL,28,FS,16,16,5,70,1,37,9,1,0,1,32,0,,59,51,8,5,0,1
160,Darren Sharper,MIN,31,SS,16,16,4,10,0,10,9,1,0,0,0,0,1.0,67,51,16,2,1,
161,Derek Smith,SFO,31,lb/lilb/mlb,13,12,,,,,,1,0,0,0,0,,70,51,19,1,0,
162,Terrence Holt,DET,26,FS,16,15,3,8,0,7,4,1,0,1,0,0,0.5,76,50,26,0,2,
163,Robert Mathis,IND,25,DE,16,16,0,0,0,0,4,4,0,2,0,0,9.5,65,50,15,13,12,
164,Ko Simpson,BUF,23,FS,16,15,2,76,0,76,4,1,0,0,0,0,1.0,76,50,26,1,1,
165,Justin Smith,CIN,27,DE,16,16,0,0,0,0,3,1,0,2,0,0,7.5,81,50,31,8,19,
166,Adam Archuleta,WAS,29,ss,16,7,0,0,0,0,1,,,,,,1.0,60,49,11,2,1,
167,Carlos Emmons,NYG,33,LB,12,12,0,0,0,0,2,,,,,,1.0,62,49,13,2,1,
168,Charles Grant,NOR,28,DE,16,16,0,0,0,0,5,3,0,2,0,0,6.0,64,49,15,6,18,
169,Walt Harris,SFO,32,CB/rcb,15,15,8,84,1,42,20,4,1,2,0,0,1.0,60,49,11,2,0,
170,Kelly Herndon,SEA,30,LCB,16,16,1,0,0,0,16,1,0,1,61,1,,67,49,18,5,0,
171,Jamal Williams,SDG,30,DT,16,16,0,0,0,0,2,,,,,,2.0,69,49,20,4,2,
172,Nnamdi Asomugha,OAK,25,CB,15,15,8,59,1,24,19,1,0,0,0,0,1.0,50,48,2,3,0,
173,Ryan Clark,PIT,27,FS,13,12,1,-1,0,-1,4,0,0,3,5,0,,72,48,24,1,0,
174,Jason David,IND,24,RCB,16,16,2,16,0,16,9,0,0,1,0,0,,55,48,7,1,0,
175,Ebenezer Ekuban,DEN,30,DE,15,15,,,,,,1,0,0,0,0,7.0,63,48,15,9,10,
176,Domonique Foxworth,DEN,23,lcb/rcb/ss,16,5,1,45,0,45,6,1,0,0,0,0,,61,48,13,1,1,
177,Kevin Kaesviharn,CIN,30,cb/ss,14,7,6,24,0,22,9,1,0,0,0,0,4.0,63,48,15,4,7,
178,Dawan Landry,BAL,24,SS,16,14,5,101,1,37,11,,,,,,3.0,69,48,21,4,3,
179,Shawne Merriman,SDG,22,lb/lolb/rolb,12,12,1,10,0,10,8,4,0,1,0,0,17.0,62,48,14,15,17,
180,Julius Peppers,CAR,26,DE,16,16,0,0,0,0,6,3,0,2,0,0,13.0,57,48,9,18,17,
181,Samari Rolle,BAL,30,RCB,16,16,3,60,0,44,10,,,,,,1.0,52,48,4,4,2,
182,Fred Thomas,NOR,33,RCB,13,13,1,9,0,9,11,2,0,0,0,0,,55,48,7,1,1,
183,Charles Woodson,GNB,30,LCB,16,16,8,61,1,23,20,3,0,1,0,0,1.0,59,48,11,1,1,
184,Andre Carter,WAS,27,DE,16,16,0,0,0,0,2,,,,,,6.0,56,47,9,12,14,
185,Marques Douglas,SFO,29,de/dt/rdt,16,16,0,0,0,0,1,2,0,1,0,0,3.0,61,47,14,7,3,
186,Tye Hill,STL,24,lb/lcb/rcb,16,10,3,20,0,14,6,0,0,1,2,0,,50,47,3,2,0,
187,Manny Lawson,SFO,22,lb/lolb/rolb,16,12,1,0,0,0,2,0,0,2,0,0,2.5,57,47,10,4,4,
188,Bryant McFadden,PIT,25,lcb/rcb,16,9,3,39,0,39,12,0,0,3,0,0,,54,47,7,0,0,
189,Brian Williams,JAX,27,RCB,15,15,1,4,0,4,10,1,0,0,0,0,,55,47,8,0,0,
190,Dre' Bly,DET,29,RCB,16,16,3,13,0,8,18,4,0,1,5,0,,54,46,8,1,1,
191,Vonnie Holliday,MIA,31,DT,16,16,0,0,0,0,1,0,0,1,0,0,7.0,66,46,20,8,12,
192,Kenoy Kennedy,DET,29,SS,10,9,2,17,0,17,2,1,0,1,0,0,1.0,66,46,20,3,0,
193,Ryan Nece,TAM,27,LB,15,11,0,0,0,0,2,,,,,,1.5,65,46,19,6,4,
194,Mark Roman,SFO,29,SS,16,11,1,27,0,27,7,1,0,1,0,0,1.0,58,46,12,3,1,
195,Terrell Suggs,BAL,24,DE/lolb,16,15,0,0,0,0,7,3,0,2,0,0,9.5,64,46,18,15,15,
196,Jeff Ulbrich,SFO,29,mlb/rilb,16,9,,,,,,,,,,,,64,46,18,3,0,
197,Na'il Diggs,CAR,28,LB,15,10,0,0,0,0,3,,,,,,,61,45,16,4,0,
198,Johnathan Joseph,CIN,22,LCB,16,9,0,0,0,0,20,1,0,2,7,0,,57,45,12,0,1,
199,Justin Miller,NYJ,22,rcb,16,4,0,0,0,0,6,1,1,2,0,0,,52,45,7,1,0,
200,Yeremiah Bell,MIA,28,db/SS,16,11,0,0,0,0,12,3,0,2,0,0,2.0,68,44,24,1,3,
201,Chris Crocker,ATL,26,FS/mlb,16,16,1,28,0,28,8,,,,,,1.0,50,44,6,3,1,
202,Keyaron Fox,KAN,24,lolb,16,4,0,0,0,0,1,,,,,,1.0,52,44,8,3,2,
203,Vernon Fox,WAS,27,ss,16,6,1,-4,0,-4,3,,,,,,,52,44,8,1,0,
204,Chris Harris,CHI,24,fs/ss,11,7,2,19,0,16,5,,,,,,,54,44,10,2,0,
205,Mathias Kiwanuka,NYG,23,DE,16,9,2,44,0,32,4,2,1,0,0,0,4.0,53,44,9,6,9,
206,Brady Poppinga,GNB,27,LB,16,12,1,21,0,21,5,2,0,0,0,0,1.0,60,44,16,2,2,
207,Aaron Smith,PIT,30,DE,16,16,0,0,0,0,2,1,0,1,0,0,4.5,61,44,17,4,7,
208,Omar Stoutmire,NOR,32,db/SS,13,9,2,10,0,10,7,,,,,,,56,44,12,1,0,
209,Kamerion Wimbley,CLE,23,lolb/ROLB,16,15,,,,,,1,0,3,1,0,11.0,62,44,18,13,26,
210,Jordan Babineaux,SEA,24,SS,15,8,1,20,0,20,4,,,,,,,55,43,12,0,1,
211,Kendrell Bell,KAN,26,ROLB,16,14,,,,,,,,,,,1.0,49,43,6,7,2,
212,Derrick Burgess,OAK,28,DE,16,16,0,0,0,0,1,1,0,0,0,0,11.0,50,43,7,10,13,
213,Trent Cole,PHI,24,DE,16,14,1,19,1,19,3,1,0,1,1,0,8.0,62,43,19,12,16,
214,Jason Craft,NOR,30,cb/db/rcb,16,6,1,0,0,0,5,,,,,,,47,43,4,0,0,
215,Michael Lewis,PHI,26,ss,14,6,2,105,1,84,9,1,0,0,0,0,2.0,57,43,14,3,3,
216,Chris McAlister,BAL,29,LCB,16,16,6,121,2,60,22,0,0,2,0,0,,47,43,4,3,0,
217,Rob Morris,IND,31,lb/mlb,15,5,,,,,,,,,,,,55,43,12,3,1,
218,Takeo Spikes,BUF,30,LB,12,11,0,0,0,0,3,1,0,0,0,0,1.0,70,43,27,1,0,
219,Ted Washington,CLE,38,NT,16,16,,,,,,,,,,,,52,43,9,4,1,
220,Will Allen,MIA,28,LCB,15,15,1,11,0,11,11,1,0,3,1,0,1.0,56,42,14,3,3,
221,Rosevelt Colvin,NWE,29,LB,16,15,0,0,0,0,3,1,0,1,0,0,8.5,53,42,11,11,27,
222,Napoleon Harris,MIN,27,MLB,14,14,3,20,0,11,4,1,0,0,0,0,2.5,59,42,17,5,5,
223,Ricky Manning,CHI,26,db/lb/lcb/rcb,15,6,5,113,1,54,10,1,0,2,0,0,2.0,53,42,11,2,0,
224,Marlon McCree,SDG,29,FS,14,14,1,0,0,0,5,0,0,1,79,1,1.0,59,42,17,3,1,
225,Shaun Phillips,SDG,25,LB/lolb/rolb,14,14,0,0,0,0,8,4,0,2,0,0,11.5,65,42,23,12,15,
226,Brian Russell,CLE,28,FS,12,12,1,6,0,6,4,1,0,0,0,0,,51,42,9,0,0,
227,Aaron Francisco,ARI,23,fs,16,2,2,61,0,44,3,,,,,,,49,41,8,1,0,
228,Randall Godfrey,SDG,33,LB/lilb,13,13,0,0,0,0,2,2,0,0,0,0,4.0,57,41,16,7,4,
229,Tamba Hali,KAN,23,DE,16,16,1,-9,0,-9,4,5,0,1,0,0,8.0,58,41,17,10,7,
230,Chris Kelsay,BUF,27,DE,16,16,0,0,0,0,2,1,0,1,0,0,5.5,61,41,20,7,12,
231,Chike Okeafor,ARI,30,DE,16,15,0,0,0,0,6,2,0,2,0,0,8.5,52,41,11,11,18,
232,Paul Spicer,JAX,31,DE,16,16,0,0,0,0,4,,,,,,3.0,47,41,6,10,9,
233,Bryant Young,SFO,34,DE,16,16,0,0,0,0,1,1,0,0,0,0,5.5,52,41,11,5,10,
234,Alex Brown,CHI,27,DE,16,16,2,22,0,18,4,3,0,2,0,0,7.0,46,40,6,9,13,
235,Eric Green,ARI,24,RCB,15,8,0,0,0,0,12,1,0,1,0,0,,43,40,3,1,1,
236,Kelly Gregg,BAL,30,NT,16,16,0,0,0,0,2,1,0,3,59,0,3.5,61,40,21,6,5,
237,Chris Hovan,TAM,28,DT,16,16,,,,,,0,0,1,0,0,2.0,51,40,11,9,7,
