,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,,Tackles,Tackles,Tackles,Tackles,Tackles,
103,Michael Boulware,SEA,24,SS,16,16,4,107,0,40,9,1,0,0,0,0,2.0,73,58,15,3,1,
104,DeAngelo Hall,ATL,22,LCB,15,15,6,177,0,65,10,1,2,3,86,1,,65,58,7,0,0,
105,Marquand Manuel,SEA,26,FS,16,11,0,0,0,0,2,1,0,1,0,0,,71,58,13,2,0,
106,Dan Morgan,CAR,27,MLB,13,13,0,0,0,0,2,1,0,1,0,0,3.0,75,58,17,4,0,
107,Tank Williams,TEN,25,SS,16,16,1,1,0,1,5,0,0,1,5,0,,78,58,20,4,0,
108,Mike Adams,SFO,24,FS/lcb,14,10,4,36,1,40,10,1,0,1,0,0,1.0,74,57,17,3,0,
109,Mike Doss,IND,24,SS,15,14,2,8,0,8,5,,,,,,,77,57,20,1,0,
110,Julian Peterson,SFO,27,LOLB,15,14,0,0,0,0,6,1,0,1,0,0,3.0,82,57,25,7,0,
111,Lance Schulters,MIA,30,FS,16,16,4,78,0,37,6,1,0,0,0,0,2.0,77,57,20,1,0,
112,Dhani Jones,PHI,27,LB,16,16,1,0,0,0,7,,,,,,,70,56,14,8,0,
113,Terence Newman,DAL,27,LCB,16,16,3,16,0,12,17,1,3,4,0,0,1.0,59,56,3,4,0,
114,Deltha O'Neal,CIN,28,LCB,15,14,10,103,0,37,20,0,0,1,26,0,,65,56,9,1,0,
115,Nnamdi Asomugha,OAK,24,CB,16,16,0,0,0,0,14,,,,,,,60,55,5,2,0,
116,Randall Godfrey,SDG,32,LB,14,14,0,0,0,0,3,1,0,4,35,0,1.0,76,55,21,3,0,
117,Deon Grant,JAX,26,FS,16,16,3,29,0,29,11,,,,,,1.5,66,55,11,1,0,
118,Marcus Trufant,SEA,25,RCB,15,15,1,7,0,7,14,1,0,0,0,0,1.0,64,55,9,3,0,
119,Kenny Wright,JAX,28,RCB,16,16,2,4,0,4,6,,,,,,,64,55,9,0,0,
120,Akin Ayodele,JAX,26,LB,16,11,0,0,0,0,1,4,0,1,0,0,2.5,70,54,16,4,0,
121,Corey Chavous,MIN,29,fs/SS,16,16,2,0,0,0,5,,,,,,,71,54,17,0,0,
122,Victor Hobson,NYJ,25,LB/lolb,16,16,,,,,,0,0,1,43,0,1.0,80,54,26,5,0,
123,Aaron Schobel,BUF,28,DE,16,16,1,0,0,0,5,2,0,1,0,0,12.0,71,54,17,14,0,
124,Bryan Scott,ATL,24,FS/rcb,16,13,1,15,0,15,7,0,0,1,0,0,1.0,67,54,13,2,0,
125,Adam Archuleta,STL,28,SS,14,14,1,85,1,85,4,0,0,1,0,0,3.5,70,53,17,4,0,
126,C.C. Brown,HOU,22,fs/SS,16,13,1,5,0,5,2,1,0,0,0,0,,79,53,26,3,0,
127,Josh Bullocks,NOR,22,FS,16,13,1,51,0,51,6,,,,,,,67,53,14,1,0,
128,Channing Crowder,MIA,22,LB/mlb,16,13,0,0,0,0,4,1,0,2,0,0,,84,53,31,2,0,
129,E.J. Henderson,MIN,25,LB/rilb,15,14,0,0,0,0,1,2,0,1,0,0,1.0,75,53,22,2,0,
130,Brad Kassell,TEN,25,MLB,16,14,1,21,1,21,4,1,0,3,0,0,,77,53,24,3,0,
131,David Macklin,ARI,27,RCB,16,15,2,79,1,60,17,,,,,,,61,53,8,1,0,
132,Eric Warfield,KAN,29,RCB,11,10,1,57,1,57,9,0,0,2,0,0,,57,53,4,2,0,
133,John Henderson,JAX,26,ldt/RDT,16,15,0,0,0,0,7,1,0,0,0,0,3.0,70,52,18,8,0,
134,Jason Taylor,MIA,31,DE,16,16,0,0,0,0,10,4,0,2,85,1,12.0,74,52,22,12,0,1
135,Derrick Burgess,OAK,27,DE,16,12,,,,,,3,0,2,0,0,16.0,57,51,6,13,0,
136,James Hall,DET,28,DE,14,14,0,0,0,0,1,3,0,0,0,0,5.0,59,51,8,8,2,
137,LeRoy Hill,SEA,23,LB,15,9,0,0,0,0,2,1,0,0,0,0,7.5,72,51,21,11,0,
138,Brian Simmons,CIN,30,LB,16,16,2,15,0,16,7,3,1,0,0,0,4.0,83,51,32,4,0,
139,Chris Crocker,CLE,25,SS,16,16,2,35,0,24,4,2,0,1,0,0,2.0,81,50,31,2,0,
140,Robert Griffith,ARI,35,FS,16,16,1,11,0,11,5,2,0,0,0,0,,64,50,14,0,0,
141,Bobby Hamilton,OAK,34,DE/dt,14,13,0,0,0,0,4,1,0,2,8,0,2.0,56,50,6,5,0,
142,Kelly Herndon,SEA,29,lcb,12,6,2,12,0,10,9,1,0,0,0,0,,54,50,4,1,0,
143,Brandon Moore,SFO,26,de/LILB/lolb,16,10,1,12,0,12,4,0,1,1,9,0,5.0,71,50,21,4,0,
144,Walt Harris,WAS,31,LCB/rcb,13,12,1,0,0,0,11,,,,,,,57,49,8,4,0,
145,Earl Holmes,DET,32,MLB,11,10,0,0,0,0,1,2,0,0,0,0,,73,49,24,7,0,
146,Orlando Huff,ARI,27,LB,16,12,1,3,0,3,3,1,0,0,0,0,1.0,69,49,20,11,0,
147,R.W. McQuarters,DET,29,db/lcb/rcb,16,11,2,25,0,19,10,0,2,1,0,0,,60,49,11,0,0,
148,Darrent Williams,DEN,23,rcb,12,9,2,108,1,80,10,1,2,1,0,0,1.0,53,49,4,2,0,
149,Jared Allen,KAN,23,DE,16,15,0,0,0,0,5,6,0,2,0,0,11.0,55,48,7,12,0,
150,Deke Cooper,JAX,28,SS,16,12,1,0,0,0,5,0,0,1,0,0,,58,48,10,0,0,
151,Will Demps,BAL,26,FS,11,11,0,0,0,0,2,0,0,2,22,0,,52,48,4,0,0,
152,Chris Harris,CHI,23,FS,14,13,3,44,0,44,8,0,0,2,49,0,1.0,58,48,10,4,0,
153,Tory James,CIN,32,cb/RCB,16,16,5,5,0,5,14,1,0,1,26,0,,57,48,9,1,0,
154,Terrence Kiel,SDG,25,SS,12,12,0,0,0,0,6,1,0,1,0,0,1.0,58,48,10,1,0,
155,Ryan Nece,TAM,26,LB,16,14,,,,,,,,,,,2.0,76,48,28,6,0,
156,Will Smith,NOR,24,DE,16,9,0,0,0,0,6,2,0,1,-2,0,8.5,60,48,12,10,1,
157,Osi Umenyiora,NYG,24,DE,16,16,0,0,0,0,3,4,0,2,0,0,14.5,70,48,22,13,2,
158,Sheldon Brown,PHI,26,lcb/RCB,16,16,4,67,1,40,27,1,0,1,80,1,1.0,56,47,9,2,0,
159,Marcus Coleman,HOU,31,FS,15,11,1,6,0,6,3,1,1,0,0,0,,53,47,6,0,0,
160,Travis Daniels,MIA,23,LCB,16,14,1,4,0,4,14,0,0,1,0,0,,61,47,14,3,0,
161,Keith Davis,DAL,27,FS,16,15,0,0,0,0,3,0,0,1,5,0,,66,47,19,1,0,
162,Curtis DeLoatch,NYG,24,lb/RCB,16,13,1,20,0,20,13,1,0,0,0,0,,56,47,9,1,0,
163,Drayton Florence,SDG,25,RCB,13,12,1,9,0,9,11,0,1,0,0,0,,54,47,7,1,0,
164,Ryan Pickett,STL,26,NT,16,16,0,0,0,0,3,,,,,,2.0,65,47,18,14,1,
165,Brian Russell,CLE,27,FS,16,16,3,50,0,37,7,,,,,,,70,47,23,0,0,
166,Shawn Springs,WAS,30,lcb/RCB,15,15,1,2,0,2,10,,,,,,,50,47,3,2,0,
167,Patrick Surtain,KAN,29,LCB,15,15,4,57,0,53,12,0,1,1,2,0,,57,47,10,2,0,
168,DeMarcus Ware,DAL,23,LB,16,16,0,0,0,0,1,3,0,0,0,0,8.0,58,47,11,15,1,
169,Brent Alexander,NYG,34,FS,16,16,4,45,0,24,12,0,0,1,9,0,,61,46,15,1,0,
170,Al Harris,GNB,31,RCB,16,16,3,30,1,22,13,1,0,0,0,0,3.0,53,46,7,3,0,
171,Chris McAlister,BAL,28,LCB,14,13,1,0,0,0,14,1,0,0,0,0,,48,46,2,1,0,
172,Jermaine Phillips,TAM,26,SS,13,13,0,0,0,0,3,,,,,,,61,46,15,2,0,
173,Peter Sirmon,TEN,28,LB,14,13,0,0,0,0,2,0,0,1,41,0,2.5,69,46,23,5,0,
174,Terrell Suggs,BAL,23,DE/rolb,16,16,2,38,0,38,5,3,0,1,0,0,8.0,69,46,23,6,0,
175,Leigh Bodden,CLE,24,RCB,13,11,3,6,0,6,17,2,0,0,0,0,,56,45,11,3,0,
176,Hunter Hillenmeyer,CHI,25,LB,13,12,1,0,0,0,2,,,,,,1.0,63,45,18,4,0,
177,Ty Law,NYJ,31,cb/db/LCB/rcb,16,16,10,195,1,74,18,0,1,1,0,0,,62,45,17,2,0,
178,D.D. Lewis,SEA,26,LB,12,12,0,0,0,0,1,1,0,0,0,0,,62,45,17,4,0,
179,Leonard Little,STL,31,DE,14,14,0,0,0,0,3,3,0,2,0,0,9.5,56,45,11,11,0,
180,Sam Madison,MIA,31,RCB,15,15,2,11,0,11,12,1,0,0,0,0,,55,45,10,3,0,
181,Willie McGinest,NWE,34,LB/rolb,16,16,0,0,0,0,5,0,0,1,19,0,6.0,56,45,11,11,0,
182,Alvin McKinley,CLE,27,DE,16,16,,,,,,1,0,0,0,0,5.0,68,45,23,6,0,
183,Justin Smith,CIN,26,DE,16,16,0,0,0,0,2,1,0,1,0,0,6.0,65,45,20,10,0,
184,John Abraham,NYJ,27,de,16,15,0,0,0,0,2,6,0,1,0,0,10.5,58,44,14,6,0,
185,Marques Douglas,SFO,28,DE,16,15,0,0,0,0,2,1,0,2,0,0,1.0,58,44,14,2,0,
186,Charles Grant,NOR,27,DE,16,14,0,0,0,0,2,1,0,1,23,0,2.5,62,44,18,5,0,
187,DeJuan Groce,STL,25,LCB,15,15,2,0,0,0,11,1,0,0,0,0,,48,44,4,3,0,
188,Adam Jones,TEN,22,RCB,15,13,0,0,0,0,11,0,5,1,0,0,,53,44,9,4,0,
189,John Lynch,DEN,34,FS,16,16,2,2,0,1,8,4,0,0,0,0,4.0,61,44,17,2,0,
190,Seth Payne,HOU,30,NT,16,14,0,0,0,0,3,1,0,0,0,0,4.0,58,44,14,6,0,
191,James Reed,NYJ,28,NT/rdt,16,15,,,,,,0,0,2,33,1,2.0,65,44,21,7,0,
192,Asante Samuel,NWE,24,LCB,15,15,3,15,0,15,16,,,,,,,54,44,10,1,0,
193,Eugene Wilson,NWE,25,FS,16,16,1,0,0,0,7,0,0,1,0,0,,68,44,24,0,0,
194,Keion Carpenter,ATL,28,SS,15,15,2,1,0,1,8,0,1,0,0,0,,55,43,12,2,0,
195,Brandon Chillar,STL,23,lb,16,7,0,0,0,0,1,1,0,1,8,0,,52,43,9,2,0,
196,Chris Draft,CAR,29,mlb,16,3,0,0,0,0,1,1,0,2,0,0,2.0,52,43,9,7,0,
197,Scott Fujita,DAL,26,LB,16,8,0,0,0,0,1,2,0,0,0,0,2.0,53,43,10,3,0,
198,Anthony Hargrove,STL,22,DE,16,15,,,,,,0,0,2,0,0,6.5,51,43,8,,,
199,Marlin Jackson,IND,22,lcb,15,1,1,16,0,16,4,0,1,0,0,0,,58,43,15,1,0,
200,Robert Mathis,IND,24,,13,0,0,0,0,0,2,8,0,0,0,0,11.5,54,43,11,10,0,
201,Shawne Merriman,SDG,21,LB,15,10,0,0,0,0,5,2,0,0,0,0,10.0,57,43,14,10,0,
202,Robaire Smith,HOU,28,DE,16,16,0,0,0,0,4,0,0,1,3,0,1.5,68,43,25,10,1,
203,Rocky Bernard,SEA,26,dt/ldt/rdt,16,7,0,0,0,0,3,0,0,2,5,0,8.5,52,42,10,16,1,
204,Michael Boley,ATL,23,LB/mlb,16,11,0,0,0,0,5,1,0,0,0,0,,63,42,21,3,0,
205,Ryan Clark,WAS,26,SS,13,13,3,10,0,6,5,1,0,0,0,0,0.5,57,42,15,0,1,
206,Demarcus Faggins,HOU,26,lcb/rcb,13,10,0,0,0,0,6,,,,,,,50,42,8,0,0,
207,Andre' Goodman,DET,27,LCB,15,8,3,17,0,21,11,0,0,1,15,0,,47,42,5,0,0,
208,Carlos Rogers,WAS,24,lcb,12,5,2,14,0,14,4,2,0,0,0,0,,46,42,4,1,0,
209,Brandon Short,CAR,28,LB,16,15,0,0,0,0,1,,,,,,0.5,60,42,18,3,0,
210,Troy Vincent,BUF,34,FS,16,16,4,78,0,42,8,1,0,2,0,0,,66,42,24,1,0,
211,Chad Williams,BAL,26,ss,16,3,1,14,0,14,4,2,0,0,0,0,1.5,47,42,5,4,0,
212,Ahmad Carroll,GNB,22,cb/LCB,16,16,2,38,0,38,10,0,1,0,0,0,,44,41,3,1,0,
213,Mike Furrey,STL,28,FS,16,11,4,143,1,67,8,0,0,3,0,0,,48,41,7,1,0,
214,Brian Kelly,TAM,29,LCB,16,16,4,19,0,14,17,1,0,0,0,0,1.0,50,41,9,2,0,
215,Mike McKenzie,NOR,29,LCB,15,15,1,11,0,11,6,0,1,0,0,0,,46,41,5,3,0,
216,Ifeanyi Ohalete,CIN,26,SS,15,12,1,15,0,15,2,,,,,,,56,41,15,0,0,
217,Darren Sharper,MIN,30,FS,14,14,9,276,2,92,16,0,1,1,14,0,,51,41,10,3,0,
218,Pat Williams,MIN,33,dt/ldt/NT/rdt,16,16,0,0,0,0,1,1,0,1,0,0,1.5,66,41,25,7,0,
219,Grant Wistrom,SEA,29,DE,16,16,0,0,0,0,6,,,,,,4.0,52,41,11,6,1,
220,Andre Woolfolk,TEN,25,lcb,13,7,1,3,0,3,7,1,0,1,8,0,,54,41,13,1,0,
221,Rosevelt Colvin,NWE,28,LB,16,11,0,0,0,0,2,2,0,1,0,0,7.0,60,40,20,12,0,
222,Jarrod Cooper,OAK,27,SS,16,10,0,0,0,0,2,2,0,2,0,0,0.5,54,40,14,3,0,
223,Terry Cousin,JAX,30,cb/lb,16,5,4,18,0,14,8,0,0,1,0,0,0.5,46,40,6,1,0,
224,Clark Haggans,PIT,28,LOLB,13,13,0,0,0,0,2,4,0,0,0,0,9.0,59,40,19,7,1,
225,Roderick Hood,PHI,24,rcb,16,6,3,17,0,17,15,0,1,0,0,0,,42,40,2,1,0,
226,Mike Minter,CAR,31,FS,16,16,1,47,0,47,9,1,0,0,0,0,1.5,62,40,22,1,0,
227,Chike Okeafor,ARI,29,DE,16,16,0,0,0,0,2,3,0,0,0,0,7.5,51,40,11,11,0,
228,Michael Stone,NWE,27,ss,13,3,,,,,,,,,,,,46,40,6,2,0,
229,Deshea Townsend,PIT,30,RCB,16,15,2,26,0,26,12,1,0,1,2,0,3.0,54,40,14,4,0,
230,Kyle Vanden Bosch,TEN,27,DE,16,16,0,0,0,0,1,4,0,1,0,0,12.5,65,40,25,14,0,
231,Ty Warren,NWE,24,DE,16,16,0,0,0,0,1,0,0,1,5,0,1.5,68,40,28,6,0,
232,Fabian Washington,OAK,22,CB,16,11,0,0,0,0,5,0,0,1,0,0,,43,40,3,0,0,
233,Vince Wilfork,NWE,24,dt/NT,16,16,0,0,0,0,1,0,0,1,0,0,0.5,54,40,14,2,0,
234,Jamal Williams,SDG,29,DT,16,16,0,0,0,0,4,0,0,1,0,0,,53,40,13,4,0,
235,LaVar Arrington,WAS,27,LB,13,8,0,0,0,0,1,,,,,,,47,39,8,5,0,
236,Boss Bailey,DET,26,LB,11,11,1,34,1,34,3,,,,,,1.0,59,39,20,1,0,
237,David Barrett,NYJ,28,cb/rcb,13,8,5,28,0,13,12,2,1,1,30,0,,47,39,8,3,0,
238,Anthony Henry,DAL,29,RCB,12,10,3,102,1,58,14,1,0,0,0,0,,48,39,9,0,0,
