,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,,Tackles,Tackles,Tackles,Tackles,Tackles,
44,Antonio Pierce,NYG,29,MLB,16,16,1,28,0,28,8,1,0,2,0,0,1.0,103,77,26,8,3,
45,Leigh Bodden,CLE,26,RCB,16,16,6,75,0,26,15,0,1,3,0,0,,88,76,12,0,0,
46,Chris Harris,CAR,25,SS,15,15,1,30,0,30,5,8,1,3,2,0,,96,76,20,2,0,
47,James Harrison,PIT,29,ROLB,16,16,1,20,0,20,2,7,0,3,0,0,8.5,98,76,22,12,17,
48,Lawyer Milloy,ATL,34,fs/SS,16,16,2,24,0,19,6,,,,,,,90,76,14,3,4,
49,Roman Harper,NOR,25,SS,16,16,3,58,1,31,8,2,0,0,0,0,4.0,90,75,15,4,5,
50,D'Qwell Jackson,CLE,24,LB,14,13,1,1,0,1,3,0,0,1,0,0,1.0,101,75,26,3,1,
51,Michael Lewis,SFO,27,SS,16,16,2,18,0,18,0,1,2,1,0,0,1.5,104,75,29,0,0,
52,Michael Huff,OAK,24,SS,16,16,1,4,0,4,10,1,0,1,0,0,1.0,85,74,11,3,1,
53,Bernard Pollard,KAN,23,SS,16,15,2,23,0,21,7,1,0,0,0,0,1.0,90,74,16,2,1,1
54,Darrelle Revis,NYJ,22,LCB,16,16,3,20,0,19,17,0,0,1,0,0,,87,74,13,0,2,
55,Matt Wilhelm,SDG,26,LB,14,14,3,11,0,7,4,0,0,1,0,0,1.0,97,74,23,4,2,
56,Stephen Cooper,SDG,28,LB,16,16,2,23,0,18,6,3,0,2,-1,0,2.0,108,73,35,5,3,
57,Roy Williams,DAL,27,SS,15,13,2,10,0,10,5,0,0,1,0,0,,92,73,19,0,1,
58,Thomas Davis,CAR,24,LB,16,16,1,0,0,0,5,2,0,1,0,0,3.0,88,72,16,12,7,
59,Champ Bailey,DEN,29,LCB,15,15,3,3,0,3,14,,,,,,,84,71,13,5,1,
60,Kelvin Hayden,IND,24,LCB,16,16,3,17,0,20,10,2,1,1,0,0,,83,71,12,1,0,
61,Landon Johnson,CIN,26,LB/MLB,16,16,0,0,0,0,4,0,0,2,34,1,1.0,109,71,38,4,4,
62,Bob Sanders,IND,26,SS,15,15,2,32,0,29,6,0,0,1,25,0,3.5,96,71,25,6,4,
63,Eric Wright,CLE,22,LCB,14,13,1,0,0,0,11,,,,,,1.0,76,71,5,1,1,
64,Jermaine Phillips,TAM,28,SS,15,15,4,2,0,2,7,3,0,0,0,0,1.0,83,70,13,1,2,
65,Omar Gaither,PHI,23,MLB,16,16,1,49,0,49,9,1,0,0,0,0,,102,69,33,4,3,
66,Marlin Jackson,IND,24,RCB,16,16,1,0,0,0,4,1,0,2,21,0,0.5,87,69,18,1,2,
67,Ike Taylor,PIT,27,LCB,16,16,3,56,1,51,16,1,0,1,0,0,1.0,80,69,11,1,1,
68,Keith Bulluck,TEN,30,LB,16,16,5,63,0,35,7,1,1,1,2,0,,88,68,20,4,3,
69,Clinton Hart,SDG,30,SS,16,16,5,73,0,22,9,0,0,1,0,0,1.0,85,68,17,5,1,
70,Sean Jones,CLE,25,SS,16,16,5,37,0,26,10,1,0,0,0,0,0.5,96,68,28,3,4,
71,Danieal Manning,CHI,25,FS/rcb,16,15,2,33,0,33,6,,,,,,,79,68,11,2,0,
72,Terrence McGee,BUF,27,lcb/RCB,15,15,4,4,0,2,21,,,,,,,78,68,10,2,0,
73,Rocky McIntosh,WAS,25,LB,14,13,0,-4,0,-4,5,3,0,1,0,0,3.0,87,68,19,3,5,
74,Donte Whitner,BUF,22,SS,15,15,1,29,0,29,1,1,0,0,0,0,,89,68,21,4,0,
75,Dawan Landry,BAL,25,SS,16,16,0,0,0,0,6,,,,,,1.0,82,67,15,3,2,
76,Nate Webster,DEN,30,LB,16,13,0,0,0,0,1,1,0,1,17,1,,87,67,20,9,0,
77,O.J. Atogwe,STL,26,FS,16,16,8,125,1,52,12,0,0,1,0,0,,75,66,9,1,1,
78,Atari Bigby,GNB,26,SS,16,16,5,50,0,22,9,3,0,0,0,0,,86,66,20,2,0,
79,Charles Tillman,CHI,26,LCB,15,15,3,24,0,20,13,4,1,0,0,0,,75,66,9,1,0,
80,Josh Bullocks,NOR,24,FS,14,14,2,6,0,6,8,2,0,0,0,0,1.0,77,65,12,1,3,
81,Deon Grant,SEA,28,SS,16,16,3,34,0,34,10,0,0,1,0,0,,77,65,12,2,0,
82,Hunter Hillenmeyer,CHI,27,LB,16,14,0,0,0,0,1,0,0,1,0,0,,78,65,13,4,4,
83,C.C. Brown,HOU,24,fs/SS,16,16,1,9,0,9,8,2,0,3,19,0,,84,64,20,1,0,
84,Tedy Bruschi,NWE,34,LB/mlb,16,16,0,0,0,0,2,,,,,,2.0,92,64,28,3,4,
85,James Farrior,PIT,32,LILB,16,16,1,0,0,0,8,2,0,0,0,0,6.5,94,64,30,9,15,
86,Nick Harper,TEN,33,LCB,14,14,3,62,0,32,11,1,0,2,0,0,,77,64,13,3,0,
87,Bradie James,DAL,26,LB/mlb,16,16,,,,,,0,0,3,1,0,3.0,101,64,37,5,4,
88,Freddy Keiaho,IND,25,LB,11,11,1,11,0,11,1,,,,,,0.5,81,64,17,5,3,
89,Takeo Spikes,PHI,31,LB,14,14,0,0,0,0,4,,,,,,1.0,86,64,22,5,2,
90,Ron Bartell,STL,25,cb/lcb/rcb,16,12,2,10,0,9,9,2,0,1,7,0,1.0,67,63,4,3,2,
91,Corey Chavous,STL,31,SS,14,14,0,0,0,0,3,1,0,0,0,0,3.5,75,63,12,4,5,
92,DeAngelo Hall,ATL,24,LCB,16,15,5,80,0,33,16,1,0,1,56,1,,70,63,7,3,0,
93,LaRon Landry,WAS,23,SS,16,16,0,0,0,0,7,0,0,2,15,0,1.5,95,63,32,4,4,
94,Julian Peterson,SEA,29,LB,16,16,2,3,0,3,3,4,0,2,8,0,9.5,74,63,11,10,12,
95,Demorrio Williams,ATL,27,LB,16,16,2,3,0,8,2,,,,,,,78,63,15,6,0,
96,Leon Williams,CLE,24,lolb/MLB,16,9,0,0,0,0,3,,,,,,4.0,85,63,22,5,6,
97,Bart Scott,BAL,27,lb/mlb/RILB,16,16,0,0,0,0,5,,,,,,1.0,93,62,31,8,7,
98,Sheldon Brown,PHI,28,RCB,16,16,3,3,0,3,14,1,0,0,0,0,,68,61,7,1,0,
99,Channing Crowder,MIA,24,LB/rolb,11,10,,,,,,,,,,,0.5,78,61,17,4,3,
100,Ian Gold,DEN,29,LB,14,14,1,6,0,6,5,1,0,2,0,0,2.0,72,61,11,4,3,
101,Terrence Holt,ARI,27,FS,16,16,,,,,,1,0,1,0,0,,69,61,8,2,0,
102,Travis Fisher,DET,28,lb/RCB,16,13,2,25,0,13,5,,,,,,,78,60,18,3,1,
103,Mike Peterson,JAX,31,MLB,10,10,1,12,0,12,3,0,0,1,0,0,2.0,70,60,10,4,4,
104,Brian Russell,SEA,29,FS,16,16,1,0,0,0,6,0,0,1,0,0,1.0,68,60,8,2,1,
105,DeMarcus Ware,DAL,25,LB,16,16,0,0,0,0,3,4,0,0,0,0,14.0,84,60,24,17,26,
106,Gerald Alexander,DET,23,FS/ss,16,16,2,70,0,36,6,0,0,2,0,0,2.0,81,59,22,2,2,
107,Fernando Bryant,DET,30,LCB,16,16,2,0,0,0,13,1,0,0,0,0,,69,59,10,1,1,
108,Phillip Buchanon,TAM,27,lcb/RCB,16,13,3,22,0,19,10,1,1,0,0,0,,61,59,2,1,0,
109,Kenoy Kennedy,DET,30,fs/SS,16,15,2,45,0,38,5,2,0,1,0,0,,88,59,29,2,0,
110,Sam Madison,NYG,33,lcb/RCB,16,15,4,59,0,27,14,1,0,1,6,0,1.0,67,59,8,6,2,
111,LeRoy Hill,SEA,25,LB,14,14,0,0,0,0,4,3,0,1,20,1,3.0,81,58,23,6,5,
112,Dhani Jones,CIN,29,LB,14,9,0,0,0,0,3,2,0,0,0,0,1.0,89,58,31,5,2,
113,Brandon McGowan,CHI,24,fs/rcb/ss,14,9,2,5,0,5,3,1,1,1,0,0,,68,58,10,0,0,
114,Reggie Nelson,JAX,24,FS,16,15,5,76,0,37,11,2,1,0,0,0,1.0,63,58,5,1,1,
115,Junior Seau,NWE,38,lb,16,4,3,28,0,23,4,,,,,,3.5,74,58,16,9,6,
116,Madieu Williams,CIN,26,FS,13,13,2,40,0,35,7,1,0,1,2,0,2.0,74,58,16,6,2,
117,Antoine Winfield,MIN,30,LCB,10,10,1,14,1,14,9,1,0,1,0,0,,67,58,9,4,0,
118,Chris Houston,ATL,23,RCB/ss,16,11,0,0,0,0,9,1,0,1,0,0,,58,57,1,0,0,
119,Ken Lucas,CAR,28,RCB,16,16,2,1,0,1,13,0,0,2,43,1,,61,57,4,2,0,
120,Shawn Springs,WAS,32,LCB,16,14,4,63,0,53,14,1,0,1,0,0,,62,57,5,0,0,
121,Adalius Thomas,NWE,30,LB,16,15,1,65,1,65,8,2,0,0,0,0,6.5,78,57,21,10,11,
122,Kelly Gregg,BAL,31,NT,16,16,0,0,0,0,3,0,0,1,4,0,3.0,80,56,24,8,5,
123,Joey Porter,MIA,30,de/LB/lolb,16,15,2,19,0,14,5,1,0,0,0,0,5.5,65,56,9,11,9,
124,Stuart Schweigert,OAK,26,FS,15,10,2,10,0,10,4,,,,,,,69,56,13,1,0,
125,Jared Allen,KAN,25,DE,14,14,0,0,0,0,11,3,0,0,0,0,15.5,64,55,9,19,24,
126,Jason Allen,MIA,24,S,16,9,3,15,0,13,3,1,0,0,0,0,,62,55,7,0,0,
127,Kenyon Coleman,NYJ,28,DE,16,14,,,,,,,,,,,1.5,83,55,28,3,2,
128,Marques Douglas,SFO,30,DE,16,16,0,0,0,0,3,,,,,,3.0,71,55,16,13,4,
129,Drayton Florence,SDG,27,cb/RCB,16,10,2,4,0,4,10,0,0,1,7,0,,61,55,6,3,0,
130,Mike Vrabel,NWE,32,LB,16,15,,,,,,4,0,0,0,0,12.5,77,55,22,9,17,
131,Brian Williams,JAX,28,RCB,14,14,3,10,0,6,9,1,0,0,0,0,,68,55,13,4,0,
132,Adam Archuleta,CHI,30,SS,15,10,1,4,0,4,2,1,0,1,0,0,2.0,61,54,7,4,3,
133,David Barrett,NYJ,30,cb/RCB,16,9,1,0,0,0,7,,,,,,,63,54,9,1,0,
134,Fred Bennett,HOU,24,lcb/rcb,14,8,3,47,0,33,14,2,0,0,0,0,,62,54,8,1,0,
135,Leon Hall,CIN,23,lcb/RCB,16,10,5,16,0,12,12,1,0,0,0,0,,68,54,14,1,0,
136,Rodney Harrison,NWE,35,SS,12,11,1,2,0,2,7,,,,,,2.0,68,54,14,3,5,
137,Quentin Jammer,SDG,28,cb/LCB,15,14,1,0,0,0,10,0,0,2,0,0,,61,54,7,0,0,
138,Marcus McCauley,MIN,24,cb/lb/lcb,16,9,0,0,0,0,8,,,,,,,64,54,10,2,0,
139,Shawne Merriman,SDG,23,LB,15,15,0,0,0,0,6,2,0,2,0,0,12.5,68,54,14,19,20,
140,Kawika Mitchell,NYG,28,LB,16,16,1,20,1,20,4,2,0,1,17,1,3.5,76,54,22,6,4,
141,Daryl Smith,JAX,25,LB/mlb/rolb,15,15,0,0,0,0,4,0,0,2,77,1,1.5,71,54,17,6,3,
142,Tanard Jackson,TAM,22,FS,16,16,2,26,0,26,13,1,0,3,16,0,,56,53,3,0,0,
143,Rashean Mathis,JAX,27,LCB,14,14,1,23,0,23,6,1,0,0,0,0,,58,53,5,2,0,
144,Adewale Ogunleye,CHI,30,DE,16,16,0,0,0,0,3,6,0,3,14,0,9.0,58,53,5,15,18,
145,Anthony Smith,PIT,24,FS,16,10,2,50,0,50,2,1,0,1,0,0,,69,53,16,1,1,
146,Jordan Babineaux,SEA,25,,16,0,1,0,0,0,3,3,0,1,0,0,1.0,64,52,12,1,3,
147,Brandon Chillar,STL,25,LB,15,15,0,0,0,0,3,3,0,1,0,0,2.5,65,52,13,7,8,
148,Quintin Mikell,PHI,27,fs/s/ss,14,11,1,20,0,20,5,1,1,1,0,0,1.0,74,52,22,4,2,
149,Shaun Phillips,SDG,26,LB,15,15,2,36,1,18,5,3,0,0,0,0,8.5,68,52,16,7,10,
150,Jacques Reeves,DAL,25,cb/LCB/rcb,16,13,1,18,0,18,12,1,0,0,0,0,,60,52,8,2,0,
151,Antrel Rolle,ARI,25,cb/db/rcb,16,8,5,231,3,57,10,,,,,,,62,52,10,1,0,
152,James Sanders,NWE,24,FS/ss,15,15,2,43,0,42,5,1,0,1,0,0,,71,52,19,2,0,
153,Terrell Suggs,BAL,25,lb/ROLB,16,16,0,0,0,0,6,1,0,0,0,0,5.0,80,52,28,13,15,
154,Charles Woodson,GNB,31,LCB,14,14,4,48,1,46,9,0,1,2,57,1,,63,52,11,3,0,
155,Jason Craft,NOR,31,lcb/rcb,16,4,2,21,0,21,9,1,0,0,0,0,,56,51,5,1,2,
156,Chris Crocker,ATL,27,FS/s,14,14,3,40,0,18,11,0,0,1,0,0,1.0,55,51,4,4,1,
157,Andra Davis,CLE,29,lb/mlb,16,10,0,0,0,0,4,1,0,0,0,0,,67,51,16,5,2,
158,Chris Gocong,PHI,24,LB,16,12,0,0,0,0,1,,,,,,1.0,66,51,15,7,1,
159,Ellis Hobbs,NWE,24,RCB,16,16,1,0,0,0,12,1,1,1,35,1,1.0,63,51,12,1,0,
160,Roderick Hood,ARI,26,LCB,16,16,5,196,2,71,21,,,,,,,57,51,6,0,0,
161,Corey Ivy,BAL,30,lcb/rcb,16,13,1,22,0,22,12,1,0,1,0,0,3.0,57,51,6,4,4,
162,Ben Leber,MIN,29,LB,16,10,1,0,0,0,4,2,0,1,10,0,5.0,67,51,16,10,10,
163,Michael Lehan,MIA,28,CB/rcb,15,14,1,0,0,0,7,0,0,1,43,1,1.0,57,51,6,4,3,
164,Kerry Rhodes,NYJ,25,S,16,16,5,76,0,36,10,2,0,1,11,1,2.0,67,51,16,7,4,
165,Robert Thomas,OAK,27,LB,14,10,,,,,,2,0,0,0,0,,62,51,11,1,0,
166,Marlon McCree,SDG,30,FS,16,16,3,20,0,19,6,1,0,1,2,0,,67,50,17,0,1,
167,Mike Patterson,PHI,24,LDT,16,15,,,,,,1,0,1,12,0,4.0,67,50,17,4,6,
168,Mark Simoneau,NOR,30,MLB,16,16,0,0,0,0,1,,,,,,2.0,70,50,20,3,1,
169,Derek Smith,SFO,32,lilb/MLB,15,14,1,4,0,4,4,0,0,1,-1,0,,78,50,28,6,2,
170,Patrick Surtain,KAN,31,RCB,16,16,2,25,0,23,7,0,0,1,0,0,,58,50,8,4,0,
171,Trent Cole,PHI,25,DE,16,16,0,0,0,0,2,4,0,1,0,0,12.5,70,49,21,17,18,
172,Kelly Jennings,SEA,25,RCB,16,15,0,0,0,0,12,0,0,2,13,0,,55,49,6,1,0,
173,Johnathan Joseph,CIN,23,lcb/RCB,15,14,4,76,1,42,15,,,,,,,62,49,13,2,0,
174,Patrick Kerney,SEA,31,DE,16,16,1,0,0,0,2,5,0,0,0,0,14.5,60,49,11,16,26,
175,Darren Sharper,MIN,32,SS,16,16,4,61,1,41,8,1,0,0,0,0,,63,49,14,1,0,
176,Justin Smith,CIN,28,DE,16,16,0,0,0,0,3,,,,,,2.0,78,49,29,3,9,
177,Will Allen,MIA,29,CB/lcb,16,16,1,14,0,14,14,3,0,0,0,0,2.0,62,48,14,4,1,
178,Ronde Barber,TAM,32,LCB/rcb,16,16,2,32,1,29,14,1,1,2,33,1,1.0,58,48,10,1,1,
179,Jovan Haye,TAM,25,DT,16,16,0,0,0,0,3,1,0,4,0,0,6.0,68,48,20,5,12,
180,Victor Hobson,NYJ,27,LB/rolb,16,14,0,0,0,0,3,0,0,2,0,0,2.0,62,48,14,2,10,
181,Cato June,TAM,28,LB,16,14,1,0,0,0,4,1,1,0,0,0,,69,48,21,4,0,
182,Aaron Kampman,GNB,28,DE,15,15,,,,,,1,0,1,0,0,12.0,64,48,16,15,26,
183,Deltha O'Neal,CIN,30,LCB,16,8,1,7,0,7,9,1,0,1,0,0,,52,48,4,0,0,
184,Shaun Smith,CLE,26,DE/dt/nt,15,11,0,0,0,0,3,1,0,0,0,0,2.0,62,48,14,4,3,
185,Justin Tuck,NYG,24,de/nt,16,2,0,0,0,0,1,1,0,0,0,0,10.0,65,48,17,16,21,
186,Kyle Vanden Bosch,TEN,29,DE,16,16,0,0,0,0,3,4,0,0,0,0,12.0,60,48,12,13,31,
187,Eric Barton,NYJ,30,LB/lilb,16,15,1,1,0,1,2,,,,,,2.0,73,47,26,4,4,
188,Antoine Bethea,IND,23,FS,13,13,4,47,0,30,8,,,,,,,65,47,18,3,0,
189,Jason David,NOR,25,RCB,13,12,3,21,0,19,11,1,0,1,55,1,,51,47,4,0,0,
190,Eric Green,ARI,25,RCB,11,11,0,0,0,0,8,,,,,,,51,47,4,1,0,
191,Walt Harris,SFO,33,cb/RCB,15,15,4,42,0,23,13,1,0,0,0,0,,58,47,11,3,1,
192,Brodney Pool,CLE,23,FS,16,16,2,103,1,100,6,,,,,,,58,47,11,2,2,
193,Mark Roman,SFO,30,FS,16,16,0,0,0,0,4,0,0,3,44,0,,62,47,15,0,2,
194,Lito Sheppard,PHI,26,LCB,11,11,2,25,0,16,5,,,,,,,51,47,4,0,0,
195,Will Smith,NOR,26,DE,16,16,0,0,0,0,3,2,0,3,0,0,7.0,66,47,19,12,19,1
196,Jason Taylor,MIA,33,DE,16,16,1,36,1,36,4,3,0,3,0,0,11.0,56,47,9,16,16,
197,Kevin Burnett,DAL,25,lb,16,2,0,0,0,0,2,1,0,0,0,0,,53,46,7,2,4,
198,Deke Cooper,CAR,30,FS,16,15,3,19,0,19,4,1,0,0,0,0,,59,46,13,0,1,
199,Tamba Hali,KAN,24,DE,16,16,0,0,0,0,2,2,0,0,0,0,7.5,58,46,12,10,11,
200,John Lynch,DEN,36,FS,13,12,0,0,0,0,3,,,,,,1.0,59,46,13,1,2,
201,James Butler,NYG,25,SS,13,12,1,0,0,0,7,0,0,1,4,0,,61,45,16,2,1,
202,Terry Cousin,JAX,32,lb,16,2,1,9,0,9,3,1,0,0,0,0,1.0,47,45,2,1,1,
203,Ken Hamlin,DAL,26,FS,16,16,5,93,0,35,15,,,,,,,62,45,17,1,0,
204,Joselio Hanson,PHI,26,cb/db/lb,16,4,0,0,0,0,3,0,0,1,0,0,1.0,52,45,7,3,1,
205,Daven Holly,CLE,25,cb/db/lcb/rcb,15,6,0,0,0,0,8,1,0,1,3,0,,48,45,3,0,0,
206,Mike McKenzie,NOR,31,LCB,15,15,3,161,2,75,17,,,,,,,52,45,7,1,0,
207,Troy Polamalu,PIT,26,SS,11,11,0,0,0,0,9,3,0,1,13,0,,58,45,13,2,0,
208,Aaron Schobel,BUF,30,DE,16,16,0,0,0,0,5,5,0,1,0,0,6.5,57,45,12,7,15,
209,Michael Strahan,NYG,36,DE,16,15,0,0,0,0,2,1,0,1,4,0,9.0,57,45,12,14,19,
210,Deshea Townsend,PIT,32,RCB,16,16,2,44,0,23,16,,,,,,,52,45,7,3,1,
211,Na'il Diggs,CAR,29,LB/mlb,16,9,0,0,0,0,3,1,0,1,0,0,3.5,58,44,14,6,4,
212,Larry Foote,PIT,27,RILB,16,16,1,14,0,14,5,3,0,0,0,0,3.0,81,44,37,5,4,
213,Dexter Jackson,CIN,30,SS,14,14,2,7,0,7,3,1,0,2,19,0,0.5,72,44,28,3,4,
214,Jim Leonhard,BUF,25,fs/lb,13,6,2,60,0,36,3,0,1,0,0,0,,54,44,10,0,0,
215,Terence Newman,DAL,29,cb/lcb/rcb,13,11,4,129,1,70,12,1,1,0,0,0,,50,44,6,1,0,
216,Dwight Smith,MIN,29,FS,14,13,4,112,1,93,9,1,0,0,0,0,,51,44,7,2,1,
217,Fred Smoot,WAS,28,lcb/RCB,13,11,1,47,0,47,10,,,,,,,50,44,6,0,0,
218,Cameron Worrell,MIA,28,s,12,7,0,0,0,0,1,,,,,,,56,44,12,0,0,
219,Fakhir Brown,STL,30,RCB,12,12,4,48,1,36,15,,,,,,,47,43,4,1,0,
220,Andre Carter,WAS,28,DE,16,16,0,0,0,0,2,4,0,1,0,0,10.5,55,43,12,11,21,1
221,Darnell Dockett,ARI,26,de/DT,16,16,0,0,0,0,1,2,0,2,0,0,9.0,58,43,15,13,19,
222,Nick Ferguson,DEN,33,ss,12,7,0,0,0,0,1,1,0,2,0,0,,55,43,12,2,0,
223,Haloti Ngata,BAL,23,dt/RDT,16,16,0,0,0,0,1,1,0,0,0,0,3.0,63,43,20,6,10,
224,Jarrad Page,KAN,23,FS,16,16,3,37,0,37,7,1,0,1,0,0,,59,43,16,0,0,
225,Derrick Pope,MIA,25,LB,16,9,2,0,0,0,3,0,0,1,0,0,,64,43,21,2,1,
226,Brady Poppinga,GNB,28,LB,16,15,1,0,0,0,1,,,,,,,50,43,7,3,2,
227,Scott Shanle,NOR,28,LB,14,14,0,0,0,0,1,2,0,1,26,0,,68,43,25,2,1,
228,Mario Williams,HOU,22,DE,16,16,0,0,0,0,1,2,0,1,38,1,14.0,59,43,16,14,17,
229,Pat Williams,MIN,35,NT,16,16,0,0,0,0,3,0,0,2,0,0,2.0,62,43,19,12,3,
230,Chris Gamble,CAR,24,LCB,15,12,1,2,0,2,6,1,0,1,0,0,,47,42,5,1,0,
231,Jarret Johnson,BAL,26,lb/LOLB,16,16,0,0,0,0,2,2,0,0,0,0,2.0,58,42,16,8,9,
232,Calvin Lowry,TEN,24,fs/ss,16,11,2,18,0,17,10,,,,,,,57,42,15,0,0,
233,Robaire Smith,CLE,30,DE,16,16,0,0,0,0,2,,,,,,4.0,56,42,14,7,8,
234,Zach Thomas,MIA,34,lb/mlb,5,5,0,0,0,0,2,,,,,,1.0,52,42,10,2,1,
235,Eric Weddle,SDG,22,,15,0,1,0,0,0,6,,,,,,1.0,53,42,11,3,3,
236,Jonathan Babineaux,ATL,26,DT,14,9,0,0,0,0,4,2,1,1,11,0,3.0,44,41,3,6,2,
237,Dre' Bly,DEN,30,RCB,16,16,5,71,0,37,15,,,,,,1.0,51,41,10,3,1,
238,Will Demps,HOU,28,fs,15,8,0,0,0,0,4,2,0,2,3,0,,52,41,11,1,1,
