,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,,Tackles,Tackles,Tackles,Tackles,Tackles,
43,Dhani Jones,CIN,30,MLB,16,16,1,13,0,13,8,1,0,1,0,0,,116,75,41,6,2,
44,Antoine Bethea,IND,24,FS/ss,16,16,2,0,0,0,4,0,0,1,0,0,,101,74,27,2,0,
45,Clint Session,IND,24,LB,16,15,,,,,,2,0,0,0,0,,94,74,20,11,0,
46,Brian Williams,JAX,29,CB/lcb/rcb/ss,16,16,2,31,0,27,10,,,,,,,82,74,8,5,0,
47,Jamie Winborn,DEN,29,LB,16,11,0,0,0,0,11,,,,,,0.5,99,74,25,5,2,
48,Kevin Payne,CHI,25,fs/SS,16,16,4,147,0,50,7,,,,,,1.0,88,73,15,3,1,
49,Stephen Cooper,SDG,29,LB,12,12,4,11,0,10,6,,,,,,1.5,98,72,26,3,2,
50,Antonio Pierce,NYG,30,MLB,15,15,0,0,0,0,2,2,0,0,0,0,1.5,95,72,23,5,1,
51,Gary Brackett,IND,28,MLB,12,12,0,0,0,0,1,1,0,1,68,1,,99,71,28,1,1,
52,Keith Brooking,ATL,33,LB,16,16,0,0,0,0,4,,,,,,,102,71,31,2,3,
53,Ernie Sims,DET,24,LB,16,16,0,0,0,0,1,,,,,,1.0,113,71,42,4,2,
54,Brandon Carr,KAN,22,cb/LCB,16,16,2,67,0,35,6,0,0,2,17,0,,73,70,3,3,0,
55,Mike Peterson,JAX,32,MLB,15,10,,,,,,,,,,,1.0,84,70,14,1,3,
56,Lofa Tatupu,SEA,26,MLB,15,15,1,16,0,16,4,1,0,0,0,0,,94,69,25,3,4,
57,DeMarcus Ware,DAL,26,LB,16,16,0,0,0,0,2,6,0,1,0,0,20.0,84,69,15,27,30,
58,Josh Wilson,SEA,23,lcb/RCB,16,12,4,135,1,75,9,3,3,2,0,0,1.0,76,69,7,3,1,
59,Nick Harper,TEN,34,LCB,13,13,2,11,0,11,14,1,0,0,0,0,,71,68,3,1,0,
60,Derrick Johnson,KAN,26,lb/mlb/ROLB,14,14,1,7,0,7,6,4,0,0,0,0,1.5,85,68,17,6,2,
61,Richard Marshall,CAR,24,,16,0,1,11,0,11,4,,,,,,2.0,75,68,7,4,3,
62,Quintin Mikell,PHI,28,SS,16,16,3,53,0,41,9,2,0,0,0,0,2.0,93,68,25,2,3,
63,D.J. Williams,DEN,26,LB,11,11,0,0,0,0,2,0,0,1,0,0,2.5,93,68,25,9,4,
64,Ronde Barber,TAM,33,RCB,16,16,4,69,1,65,12,0,0,1,2,0,2.0,75,67,8,5,6,
65,James Harrison,PIT,30,lb/ROLB,15,15,1,33,0,33,3,7,1,0,-18,0,16.0,101,67,34,16,19,1
66,A.J. Hawk,GNB,24,LB/mlb,16,16,0,0,0,0,1,,,,,,3.0,86,67,19,4,4,
67,Gerald Hayes,ARI,28,MLB,16,14,0,0,0,0,4,4,0,2,0,0,0.5,88,67,21,6,3,
68,Kalvin Pearson,DET,30,FS,16,10,0,0,0,0,4,4,0,2,0,0,1.0,83,65,18,2,0,
69,Julian Peterson,SEA,30,LB/rolb,16,15,0,0,0,0,6,4,0,1,0,0,5.0,86,65,21,6,8,
70,Zach Thomas,DAL,35,LB,16,14,0,0,0,0,3,0,0,1,0,0,1.0,94,65,29,4,1,
71,Daniel Bullocks,DET,25,fs/SS,16,15,0,0,0,0,1,2,0,1,44,1,,94,64,30,2,0,
72,Brian Dawkins,PHI,35,FS,16,16,1,25,0,25,7,6,0,1,0,0,3.0,75,64,11,11,3,
73,Brandon McDonald,CLE,23,RCB,16,15,5,146,1,98,16,1,0,0,0,0,,75,64,11,5,1,
74,Stephen Tulloch,TEN,23,MLB,16,12,0,0,0,0,2,0,0,2,0,0,1.0,84,64,20,4,1,
75,Michael Boley,ATL,26,LB,16,12,1,16,0,16,9,0,0,1,0,0,,73,63,10,2,1,
76,Scott Fujita,NOR,29,LB/lolb,14,13,2,19,0,17,3,1,0,0,0,0,,81,63,18,5,0,
77,DeAngelo Hall,2TM,25,,15,12,5,37,0,21,21,0,0,2,13,0,0.5,73,63,10,1,1,
78,LeRoy Hill,SEA,26,LB/lolb,12,12,0,0,0,0,3,,,,,,1.0,84,63,21,8,2,
79,Chris Hope,TEN,28,SS,16,16,4,53,0,39,8,,,,,,1.0,78,63,15,3,1,
80,Rashad Jeanty,CIN,25,LB,16,15,0,0,0,0,2,2,0,1,0,0,,96,63,33,5,2,
81,Jarrad Page,KAN,24,FS,16,16,4,2,0,2,12,2,0,1,0,0,,85,63,22,3,0,
82,Andra Davis,CLE,30,MLB,16,16,1,4,0,4,3,,,,,,,90,62,28,6,1,
83,Justin Durant,JAX,23,LB,14,12,0,0,0,0,5,,,,,,,70,62,8,8,1,
84,Brandon Flowers,KAN,22,RCB,14,13,2,118,1,91,13,1,0,2,37,0,,69,62,7,3,0,
85,Deon Grant,SEA,29,SS,16,16,2,31,0,31,8,,,,,,,79,62,17,3,1,
86,Renaldo Hill,MIA,30,db/FS,16,15,3,34,0,17,4,,,,,,,77,62,15,2,0,
87,Calvin Pace,NYJ,28,LB,16,16,0,0,0,0,3,5,0,4,50,1,7.0,80,62,18,11,9,
88,Leigh Bodden,DET,27,lcb/RCB,16,15,1,2,0,2,12,3,0,2,8,0,,73,61,12,0,0,
89,Jason Craft,2TM,32,,15,2,1,16,0,16,6,2,0,3,0,0,3.0,70,61,9,7,5,
90,Leon Hall,CIN,24,RCB,16,16,3,87,1,50,24,0,0,1,0,0,,75,61,14,1,1,
91,Marquand Manuel,DEN,29,SS,16,14,0,0,0,0,4,,,,,,,83,61,22,1,1,
92,Terrence McGee,BUF,28,cb/LCB,14,13,3,36,0,36,18,,,,,,,66,61,5,3,0,
93,Brandon Meriweather,NWE,24,db/SS,16,11,4,25,0,19,9,2,0,0,0,0,2.0,83,61,22,5,2,
94,Shaun Rogers,CLE,29,NT,16,16,0,0,0,0,4,,,,,,4.5,76,61,15,11,17,
95,Bart Scott,BAL,28,RILB,16,16,0,0,0,0,5,2,0,0,0,0,1.5,82,61,21,9,9,
96,Takeo Spikes,SFO,32,LB/lilb,16,13,3,14,0,13,7,2,1,1,0,0,1.0,96,61,35,3,4,
97,Eric Wright,CLE,23,LCB,16,16,3,131,1,94,13,2,1,3,-2,0,,66,61,5,3,0,
98,Nick Collins,GNB,25,FS,16,16,7,295,3,62,15,1,0,0,0,0,,72,60,12,1,1,
99,Antonio Cromartie,SDG,24,RCB,16,15,2,66,1,52,9,0,2,0,0,0,,64,60,4,0,0,
100,Curtis Lofton,ATL,22,lb/MLB,16,15,0,0,0,0,2,1,0,0,0,0,1.0,87,60,27,4,2,
101,Rocky McIntosh,WAS,26,LB,16,15,1,4,0,4,5,2,0,0,0,0,2.0,87,60,27,3,5,
102,Brodney Pool,CLE,24,FS,15,15,3,45,0,24,6,1,0,1,0,0,1.0,65,60,5,4,1,
103,Kerry Rhodes,NYJ,26,FS/s,16,16,2,50,0,50,5,0,0,2,0,0,1.0,84,60,24,9,2,
104,Scott Shanle,NOR,29,LB/rolb,16,16,0,0,0,0,5,1,0,0,0,0,2.0,87,60,27,7,3,
105,Darren Sharper,MIN,33,SS,16,16,1,12,0,12,5,0,0,2,20,0,,69,60,9,1,0,
106,David Thornton,TEN,30,LB/lolb,15,15,0,0,0,0,6,2,0,0,0,0,,78,60,18,6,2,
107,Marcus Trufant,SEA,28,LCB/rcb,16,16,1,0,0,0,13,0,1,2,36,0,,64,60,4,0,0,
108,Adrian Wilson,ARI,29,SS,15,14,2,37,0,28,5,2,0,0,0,0,2.5,75,60,15,7,6,
109,Melvin Bullitt,IND,24,s/SS,15,9,4,7,0,3,9,1,0,0,0,0,,72,59,13,3,1,
110,Brandon Chillar,GNB,26,lb,14,7,0,0,0,0,8,1,0,0,0,0,1.0,69,59,10,3,5,
111,Trent Cole,PHI,26,DE,16,16,0,0,0,0,2,2,0,0,0,0,9.0,77,59,18,14,19,
112,Chris Harris,CAR,26,SS,16,16,1,16,0,16,3,2,0,1,3,0,,69,59,10,1,0,
113,Tanard Jackson,TAM,23,FS,16,16,1,25,0,25,3,2,0,1,0,0,1.0,69,59,10,1,0,
114,Gerald Sensabaugh,JAX,25,fs/s/SS,16,13,4,38,0,23,8,,,,,,,70,59,11,2,0,
115,Daryl Smith,JAX,26,LB/mlb,14,14,0,0,0,0,3,1,0,0,0,0,2.5,69,59,10,5,4,
116,Akin Ayodele,MIA,29,LB/lilb/mlb,16,13,2,29,0,17,4,0,0,1,0,0,,75,58,17,2,0,
117,Derrick Brooks,TAM,35,LB/rolb,16,16,1,-2,0,-2,7,1,0,0,0,0,,73,58,15,7,0,
118,Cortland Finnegan,TEN,24,RCB,16,16,5,100,1,99,17,,,,,,1.0,70,58,12,4,1,
119,Jordan Babineaux,SEA,26,rcb,14,1,1,35,1,35,3,1,0,1,24,1,,60,57,3,1,2,
120,Mike Brown,CHI,30,FS/lb/ss,15,15,2,0,0,0,8,,,,,,1.0,73,57,16,3,4,
121,Kawika Mitchell,BUF,29,LB/rolb,16,15,2,33,0,32,3,2,0,0,0,0,4.0,82,57,25,10,7,
122,Will Witherspoon,STL,28,lb/MLB,16,12,1,2,0,2,3,0,0,1,0,0,1.0,72,57,15,3,3,
123,Rocky Boiman,KAN,28,lb/mlb/rolb,11,9,0,0,0,0,3,2,0,0,0,0,,73,56,17,1,0,
124,Nate Clements,SFO,29,cb/LCB,15,15,2,13,0,13,9,1,0,0,0,0,,63,56,7,4,0,
125,Michael Griffin,TEN,23,FS,16,16,7,172,1,83,11,1,0,1,0,0,1.0,75,55,20,2,2,
126,Jim Leonhard,BAL,26,SS,16,13,1,35,1,35,6,0,1,1,0,0,1.0,69,55,14,2,5,
127,Brian Russell,SEA,30,FS,16,16,0,0,0,0,3,1,0,0,0,0,1.0,72,55,17,2,1,
128,Bryan Scott,BUF,27,fs/ss,16,7,0,0,0,0,3,1,0,1,0,0,1.0,68,55,13,8,2,
129,Ron Bartell,STL,26,lb/LCB/rcb,16,15,3,29,0,24,20,2,0,1,0,0,1.0,57,54,3,2,0,
130,Dre' Bly,DEN,31,RCB,16,16,2,5,0,5,8,1,0,0,0,0,,62,54,8,4,0,
131,James Butler,NYG,26,SS,15,14,3,62,0,47,7,0,1,1,0,0,,68,54,14,3,1,
132,Dwight Lowery,NYJ,22,RCB,16,10,1,0,0,0,16,5,0,0,0,0,,64,54,10,1,0,
133,Troy Polamalu,PIT,27,SS,16,16,7,59,0,23,17,,,,,,,73,54,19,5,0,
134,Ken Hamlin,DAL,27,FS,16,16,1,0,0,0,2,1,0,1,0,0,1.0,74,53,21,1,2,
135,Chris Horton,WAS,24,SS,14,10,3,13,0,10,5,0,0,1,5,0,1.0,72,53,19,5,3,
136,Akeem Jordan,PHI,23,lb,16,6,,,,,,0,0,2,0,0,,61,53,8,7,0,
137,Ken Lucas,CAR,29,RCB,16,16,2,74,0,43,10,,,,,,,60,53,7,1,0,
138,Terrell Suggs,BAL,26,lolb/ROLB,16,16,2,86,2,44,9,2,0,1,0,0,8.0,68,53,15,19,15,
139,Marvin White,CIN,25,FS,12,10,1,0,0,0,4,,,,,,,68,53,15,0,4,
140,Corey Chavous,STL,32,fs/SS,16,13,0,0,0,0,1,0,0,1,0,0,,63,52,11,2,3,
141,Ryan Clark,PIT,29,FS,14,14,1,0,0,0,6,,,,,,,87,52,35,0,0,
142,David Harris,NYJ,24,LB,11,11,0,0,0,0,1,0,0,1,0,0,1.0,75,52,23,1,3,
143,Chris Houston,ATL,24,cb/RCB,16,16,2,10,1,10,16,0,0,1,4,0,,61,52,9,1,0,
144,Shaun Phillips,SDG,27,LB,16,16,0,0,0,0,4,1,0,1,0,0,7.5,74,52,22,7,15,
145,Justin Tuck,NYG,25,DE,16,16,1,41,1,41,2,3,0,0,0,0,12.0,67,52,15,20,18,
146,Tramon Williams,GNB,25,lcb/rcb,16,9,5,78,0,39,14,2,0,1,0,0,,57,52,5,1,0,
147,Eugene Wilson,HOU,28,FS,12,10,2,36,0,19,7,0,1,0,0,0,,63,52,11,0,0,
148,Kamerion Wimbley,CLE,25,lb/ROLB,16,16,1,2,0,2,2,1,0,0,0,0,4.0,66,52,14,7,9,
149,Omar Gaither,PHI,24,LB,16,10,0,0,0,0,6,1,0,2,6,0,2.5,59,51,8,10,3,
150,Tim Jennings,IND,25,lcb/rcb,16,12,2,9,0,6,7,2,0,2,0,0,,66,51,15,3,0,
151,Ko Simpson,BUF,25,db/FS,16,11,0,0,0,0,2,,,,,,,66,51,15,1,0,
152,Antoine Cason,SDG,22,cb,16,3,2,69,1,59,7,1,1,0,0,0,,64,50,14,2,0,
153,Charles Godfrey,CAR,23,FS,16,16,1,16,0,16,5,1,0,2,4,0,1.0,59,50,9,2,1,
154,Chike Okeafor,ARI,32,LB,16,16,1,39,0,39,3,1,0,0,0,0,4.5,60,50,10,9,11,
155,Kenny Phillips,NYG,22,db/ss,16,3,1,0,0,0,5,,,,,,,62,50,12,1,2,
156,Justin Smith,SFO,29,DE/dt,16,16,1,0,0,0,3,1,0,0,0,0,7.0,73,50,23,10,17,
157,Ike Taylor,PIT,28,LCB,16,16,1,0,0,0,15,,,,,,,65,50,15,0,0,
158,Nate Webster,DEN,31,MLB,13,13,0,0,0,0,3,1,0,1,34,1,2.0,76,50,26,4,2,
159,Donte Whitner,BUF,23,fs/SS,13,13,0,0,0,0,1,1,0,0,0,0,1.0,61,50,11,2,2,
160,Charles Woodson,GNB,32,LCB/ss,16,16,7,169,2,62,17,1,0,1,-2,0,3.0,62,50,12,4,3,
161,Keith Ellison,BUF,24,LB/lolb,16,14,0,0,0,0,2,0,0,1,0,0,,73,49,24,2,0,
162,Cato June,TAM,29,LB,16,14,1,1,0,1,2,,,,,,,67,49,18,3,0,
163,Kevin Kaesviharn,NOR,32,FS,11,11,2,13,0,13,4,,,,,,,64,49,15,2,1,
164,LaRon Landry,WAS,24,FS,16,16,2,18,0,13,11,2,0,1,0,0,0.5,65,49,16,1,2,
165,Carlos Rogers,WAS,27,RCB/ss,16,14,2,73,0,42,24,0,0,1,0,0,,56,49,7,1,0,
166,Phillip Buchanon,TAM,28,LCB,16,16,2,33,1,26,6,1,0,1,0,0,,52,48,4,3,0,
167,Abram Elam,NYJ,27,s/ss,16,9,1,92,1,92,3,3,0,0,0,0,2.0,69,48,21,3,1,
168,Nick Ferguson,HOU,34,fs/ss,14,9,0,0,0,0,2,1,0,1,0,0,,59,48,11,1,2,
169,Aaron Francisco,ARI,25,fs/ss,16,4,0,0,0,0,1,1,0,0,0,0,,56,48,8,2,0,
170,Randall Gay,NOR,26,LCB/rcb,14,13,0,0,0,0,15,,,,,,1.0,52,48,4,3,1,
171,Sean Jones,CLE,26,SS,12,12,4,27,0,20,4,1,0,0,0,0,,56,48,8,3,1,
172,Reggie Nelson,JAX,25,FS/s,13,13,2,0,0,0,4,,,,,,,54,48,6,0,0,
173,Adewale Ogunleye,CHI,31,DE,16,16,1,0,0,0,5,,,,,,5.0,62,48,14,13,10,1
174,Jermaine Phillips,TAM,29,SS,11,11,3,72,0,58,5,1,0,1,38,1,,59,48,11,3,3,
175,Brady Poppinga,GNB,29,LB,16,12,0,0,0,0,1,,,,,,,69,48,21,4,2,
176,Jacques Reeves,HOU,26,lcb/RCB,16,16,4,108,1,44,19,1,0,1,0,0,,52,48,4,0,0,
177,Corey Webster,NYG,26,RCB,16,16,3,65,0,57,24,2,0,1,0,0,1.0,50,48,2,3,1,
178,Zach Diles,HOU,23,LB,8,8,1,0,0,0,2,1,0,0,0,0,1.0,66,47,19,3,1,
179,Corey Ivy,BAL,31,db,16,1,0,0,0,0,3,1,0,0,0,0,2.5,52,47,5,2,5,
180,Michael Johnson,NYG,24,FS,16,16,2,18,0,18,4,0,0,1,0,0,1.0,72,47,25,2,3,
181,Aaron Kampman,GNB,29,DE,16,16,0,0,0,0,1,,,,,,9.5,62,47,15,9,28,
182,Ben Leber,MIN,30,LB,16,15,2,29,0,28,7,1,1,4,10,0,1.5,64,47,17,4,4,
183,Tim Dobbins,SDG,26,LB,16,8,1,4,0,4,4,3,0,0,0,0,,57,46,11,1,0,
184,Hiram Eugene,OAK,28,FS,16,10,0,0,0,0,3,1,0,0,0,0,,57,46,11,0,0,
185,Brandon Johnson,CIN,25,LB,16,9,2,35,0,35,4,,,,,,1.5,83,46,37,6,4,
186,Aaron Ross,NYG,26,LCB,15,15,3,58,1,50,8,,,,,,,52,46,6,4,1,
187,Matt Roth,MIA,26,LB/lolb,16,14,0,0,0,0,4,2,0,0,0,0,5.0,53,46,7,9,6,
188,Darryl Tapp,SEA,24,DE,16,11,,,,,,4,0,1,0,0,5.5,55,46,9,7,13,
189,Demorrio Williams,KAN,28,lb/LOLB,16,9,0,0,0,0,1,1,0,2,0,0,,62,46,16,4,1,
190,Jamal Williams,SDG,32,DT/nt,16,15,0,0,0,0,3,,,,,,1.5,56,46,10,8,2,
191,Clinton Hart,SDG,31,lb/SS,14,14,0,0,0,0,8,0,0,2,0,0,,63,45,18,1,0,
192,Jarret Johnson,BAL,27,LOLB,16,16,0,0,0,0,3,2,0,1,22,0,5.0,57,45,12,9,8,
193,Ryan Nece,DET,29,LB,16,10,1,18,0,18,4,,,,,,1.5,68,45,23,4,2,
194,Darrelle Revis,NYJ,23,LCB,16,16,5,38,1,32,16,1,0,2,0,0,1.0,58,45,13,2,1,
195,Vince Wilfork,NWE,27,NT,16,16,0,0,0,0,1,,,,,,2.0,66,45,21,3,4,
196,Kevin Williams,MIN,28,DT/rdt,16,16,0,0,0,0,5,1,0,0,0,0,8.5,60,45,15,15,18,
197,Walt Harris,SFO,34,cb/RCB,16,16,3,25,0,24,14,,,,,,1.0,54,44,10,0,1,
198,Aaron Smith,PIT,32,DE,16,16,0,0,0,0,4,,,,,,5.5,60,44,16,8,10,
199,Mario Williams,HOU,23,DE,16,16,,,,,,4,0,0,0,0,12.0,53,44,9,17,22,
200,Rocky Bernard,SEA,29,ldt/RDT,15,15,0,0,0,0,1,1,0,1,0,0,4.0,55,43,12,8,9,
201,Danny Clark,NYG,31,LB,16,15,0,0,0,0,1,2,0,0,0,0,,70,43,27,6,1,
202,Kenyon Coleman,NYJ,29,DE,16,15,0,0,0,0,1,1,0,0,0,0,0.5,53,43,10,1,2,
203,Na'il Diggs,CAR,30,LB,16,16,1,0,0,0,2,,,,,,1.0,54,43,11,3,3,
204,Chris Gocong,PHI,25,LB,16,12,0,0,0,0,6,1,0,1,0,1,2.0,59,43,16,6,3,
205,Tamba Hali,KAN,25,DE,15,15,0,0,0,0,2,3,0,1,0,0,3.0,54,43,11,5,6,
206,Willie McGinest,CLE,37,lb/LOLB,14,14,0,0,0,0,2,,,,,,1.0,56,43,13,5,9,
207,Haloti Ngata,BAL,24,de/NT,16,16,2,8,0,7,6,,,,,,1.0,55,43,12,6,9,
208,Will Smith,NOR,27,DE,16,16,0,0,0,0,1,1,0,0,0,0,3.0,61,43,18,6,11,
209,Fred Smoot,WAS,29,LCB,16,9,1,0,0,0,7,,,,,,,54,43,11,0,0,
210,Lawrence Timmons,PIT,22,lb/lolb,16,2,1,89,0,89,3,1,0,1,0,0,5.0,65,43,22,7,12,
211,Will Allen,MIA,30,LCB,16,16,3,62,1,32,15,1,0,0,0,0,1.0,50,42,8,3,5,
212,Alex Brown,CHI,29,DE,16,16,1,-2,0,-2,5,1,0,1,18,0,6.0,44,42,2,19,18,
213,Sheldon Brown,PHI,29,RCB,16,15,1,23,0,23,12,1,0,0,0,0,1.0,51,42,9,2,2,
214,Nedu Ndukwe,CIN,23,SS,11,11,1,12,0,12,4,0,0,1,15,1,3.0,63,42,21,5,4,
215,James Sanders,NWE,25,FS,14,14,1,9,0,9,3,,,,,,,64,42,22,1,0,
216,Usama Young,NOR,23,db/rcb,15,2,2,3,0,3,8,0,0,1,7,0,,50,42,8,0,0,
217,Jared Allen,MIN,26,DE,16,16,0,0,0,0,3,3,0,0,0,0,14.5,54,41,13,20,28,2
218,Nick Barnett,GNB,27,MLB,9,9,0,0,0,0,2,1,0,0,0,0,,49,41,8,3,0,
219,Fakhir Brown,STL,31,lcb/RCB,13,11,1,16,0,16,9,1,0,1,0,0,1.0,45,41,4,2,0,
220,Kalimba Edwards,OAK,29,DE,14,11,,,,,,1,0,1,0,0,5.0,48,41,7,8,7,
221,Shaun Ellis,NYJ,31,DE,16,16,,,,,,2,0,1,11,1,8.0,60,41,19,6,11,
222,Albert Haynesworth,TEN,27,RDT,14,14,0,0,0,0,2,3,0,2,0,0,8.5,51,41,10,15,22,
223,Marlin Jackson,IND,25,rcb,7,7,0,0,0,0,1,1,0,0,0,0,,47,41,6,3,0,
224,Mike Montgomery,GNB,25,DE,14,8,0,0,0,0,1,1,0,0,0,0,2.5,57,41,16,4,6,
225,Matt Wilhelm,SDG,27,lb,16,7,1,8,0,8,2,,,,,,,51,41,10,1,1,
226,LaMarr Woodley,PIT,24,lb/LOLB,15,15,1,6,0,6,2,2,0,4,9,1,11.5,60,41,19,16,17,
227,Victor Adeyanju,STL,25,DE,16,9,,,,,,,,,,,2.0,47,40,7,8,4,
228,Chase Blackburn,NYG,25,lb/mlb,16,8,,,,,,1,0,1,12,0,1.0,61,40,21,2,1,
229,H.B. Blades,WAS,24,lb,16,5,0,0,0,0,1,,,,,,,60,40,20,1,0,
230,Quinton Culberson,STL,23,LB,16,10,0,0,0,0,2,0,0,1,0,0,,50,40,10,5,3,
231,Ryan Denney,BUF,31,DE,16,11,0,0,0,0,7,1,0,0,0,0,4.0,58,40,18,9,7,
232,Julius Peppers,CAR,28,DE,16,16,0,0,0,0,4,5,0,0,0,0,14.5,51,40,11,17,22,
233,Sabby Piscitelli,TAM,25,ss,15,5,2,106,0,84,8,1,0,0,0,0,,48,40,8,1,0,
234,Mike Vrabel,NWE,33,LB,16,14,1,5,0,5,4,1,0,1,0,0,4.0,62,40,22,10,10,
235,Champ Bailey,DEN,30,LCB,9,9,1,0,0,0,3,2,0,0,0,0,1.0,44,39,5,3,2,
236,Anthony Henry,DAL,32,RCB,16,15,1,0,0,0,5,1,0,2,0,0,2.0,50,39,11,2,2,
237,Ellis Hobbs,NWE,25,RCB,16,16,3,0,0,4,11,0,1,1,0,0,1.5,47,39,8,2,2,
238,Roderick Hood,ARI,27,LCB,15,14,1,0,0,0,14,1,0,0,0,0,,40,39,1,0,0,
