,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,,Tackles,Tackles,Tackles,Tackles,Tackles,
92,Rahim Moore,DEN,22,FS,16,15,1,23,0,23,6,0,0,1,0,0,1.0,72,60,12,4,1,
93,William Moore,ATL,27,S/ss,12,12,4,51,0,33,9,2,0,1,0,0,1.0,76,60,16,5,3,
94,Danieal Manning,HOU,30,SS,16,16,2,59,1,55,8,3,0,1,1,0,1.0,77,59,18,2,1,
95,Alterraun Verner,TEN,24,CB,16,16,2,11,0,11,9,1,0,1,72,1,,77,59,18,8,0,
96,Mychal Kendricks,PHI,22,LB,15,14,0,0,0,0,8,,,,,,1.0,75,58,17,6,1,
97,Kerry Rhodes,ARI,30,FS,15,15,4,39,0,30,11,2,0,0,0,0,1.0,67,58,9,0,1,
98,Cassius Vaughn,IND,25,LCB,16,11,1,3,1,3,9,,,,,,,66,58,8,0,0,
99,Stevie Brown,NYG,25,SS,16,11,8,307,0,70,11,2,0,2,9,0,,66,56,10,3,1,
100,Brad Jones,GNB,26,MLB,16,10,0,0,0,0,5,1,0,0,0,0,2.0,77,56,21,7,3,
101,Jameel McClain,BAL,27,lb/mlb,13,13,0,0,0,0,3,0,0,1,0,0,,78,56,22,4,1,
102,Reggie Nelson,CIN,29,FS,14,14,3,10,0,10,9,1,0,0,0,0,1.0,85,56,29,6,4,
103,Craig Robertson,CLE,24,lb,16,3,2,1,0,1,3,0,0,2,2,0,1.0,83,56,27,4,3,
104,Kelvin Sheppard,BUF,24,MLB,16,15,0,0,0,0,1,,,,,,2.0,80,56,24,3,4,
105,Brandon Spikes,NWE,25,LB,15,14,0,0,0,0,6,4,0,0,0,0,1.0,91,56,35,5,5,
106,Derek Cox,JAX,26,lcb/RCB,12,12,4,18,0,16,11,1,0,0,0,0,,60,55,5,1,0,
107,Dashon Goldson,SFO,28,FS,16,16,3,21,0,20,12,1,0,2,71,0,,69,55,14,1,0,
108,Quentin Jammer,SDG,33,LCB,16,16,3,89,1,80,9,1,0,3,0,1,,64,55,9,3,0,
109,Tim Jennings,CHI,29,LCB,14,14,9,105,1,31,21,,,,,,,60,55,5,1,0,
110,DeAndre Levy,DET,25,LB,14,13,1,-1,0,0,3,0,0,1,0,0,,80,55,25,9,0,
111,Von Miller,DEN,23,LB,16,16,1,26,1,26,2,6,0,0,0,0,18.5,68,55,13,28,25,
112,Anthony Spencer,DAL,28,LB,14,14,0,0,0,0,4,2,0,1,0,0,11.0,95,55,40,14,14,
113,Keenan Lewis,PIT,26,LCB,16,16,0,0,0,0,23,1,0,0,0,0,,69,54,15,2,0,
114,Josh Wilson,WAS,27,RCB,16,16,2,8,0,7,13,3,0,2,30,1,1.0,74,54,20,0,2,
115,Sheldon Brown,CLE,33,RCB,15,14,3,20,1,19,12,1,0,2,0,0,1.0,60,53,7,3,1,
116,Jairus Byrd,BUF,26,FS,16,16,5,81,0,45,6,4,0,2,0,0,,76,53,23,5,1,
117,Justin Houston,KAN,23,LOLB,16,16,1,32,0,32,6,1,0,1,4,0,10.0,66,53,13,13,18,1
118,Terence Newman,CIN,34,db/LCB/rcb,15,15,2,0,0,0,11,1,0,2,8,0,,75,53,22,4,0,
119,Patrick Robinson,NOR,25,RCB,16,16,3,99,1,99,18,1,0,0,0,0,1.0,64,53,11,1,1,
120,Richard Sherman,SEA,24,LCB,16,16,8,57,1,29,24,3,0,1,0,0,1.0,64,53,11,0,1,
121,Sean Smith,MIA,25,CB/lcb,16,16,2,31,0,31,11,3,0,0,0,0,,59,53,6,0,0,
122,Takeo Spikes,SDG,36,LB,16,16,0,0,0,0,1,2,0,0,0,0,0.5,78,53,25,1,4,
123,Brian Urlacher,CHI,34,MLB,12,12,1,46,1,46,7,2,0,2,4,0,,68,53,15,8,0,
124,Javier Arenas,KAN,25,cb/RCB,16,9,0,0,0,0,9,1,2,1,0,0,,59,52,7,1,0,
125,Tarell Brown,SFO,27,RCB,16,16,2,17,0,12,13,,,,,,,57,52,5,0,0,
126,Chris Conte,CHI,23,FS,15,15,2,70,0,35,9,0,0,1,0,0,,68,52,16,2,0,
127,Johnathan Joseph,HOU,28,RCB,14,14,2,88,1,52,10,,,,,,,57,52,5,0,0,
128,Patrick Peterson,ARI,22,LCB,16,16,7,64,0,31,16,0,7,5,60,0,,55,52,3,2,0,
129,Corey Webster,NYG,30,LCB,16,16,4,45,0,38,11,,,,,,,58,52,6,0,0,
130,Tramon Williams,GNB,29,LCB,16,16,2,38,0,38,16,,,,,,,61,52,9,1,0,
131,Major Wright,CHI,24,SS,16,16,4,45,1,45,8,1,0,2,0,0,,71,52,19,5,0,
132,Bruce Carter,DAL,24,MLB,11,11,0,0,0,0,2,,,,,,,70,51,19,9,2,
133,Stephon Gilmore,BUF,22,RCB,16,16,1,23,0,23,16,2,0,0,0,0,,60,51,9,1,0,
134,Chris Harris,DEN,23,cb/RCB,15,12,3,144,2,98,9,0,0,1,0,0,2.5,61,51,10,4,4,
135,Nick Roach,CHI,27,LB/mlb,16,14,0,0,0,0,4,1,0,1,0,0,1.5,66,51,15,5,2,
136,Donald Butler,SDG,24,LB,12,12,1,21,1,21,4,1,0,0,0,0,3.0,77,50,27,5,5,
137,Calais Campbell,ARI,26,DE,13,12,0,0,0,0,6,,,,,,6.5,63,50,13,13,12,
138,Erin Henderson,MIN,26,LB,14,10,0,0,0,0,3,1,0,0,0,0,3.0,79,50,29,7,4,
139,Danny McCray,DAL,24,SS,15,10,1,0,0,0,2,,,,,,,71,50,21,1,0,
140,Josh Norman,CAR,25,RCB,16,12,1,2,0,2,7,,,,,,,71,50,21,0,0,
141,Carlos Rogers,SFO,31,LCB,16,16,1,63,0,63,6,0,0,3,63,1,1.0,56,50,6,2,2,
142,Aldon Smith,SFO,23,LB,16,16,1,6,0,6,1,3,0,0,0,0,19.5,66,50,16,18,29,
143,T.J. Ward,CLE,26,SS,14,14,1,37,0,37,4,3,0,0,0,0,1.0,68,50,18,2,3,
144,Atari Bigby,SDG,31,SS,11,11,0,0,0,0,3,0,0,1,0,0,,68,49,19,2,1,
145,Joselio Hanson,OAK,31,cb/db/fs,16,5,2,24,0,21,5,1,0,2,1,0,,61,49,12,3,2,
146,James Harrison,PIT,34,ROLB,13,13,,,,,,2,0,0,0,0,6.0,70,49,21,10,13,
147,Ed Reed,BAL,34,FS,16,16,4,78,1,34,15,0,0,3,30,0,,58,49,9,1,0,
148,Josh Robinson,MIN,21,cb/lb/lcb,16,6,2,68,0,44,3,,,,,,,52,49,3,0,0,
149,Brandon Carr,DAL,26,fs/LCB,16,16,3,120,1,47,10,,,,,,,53,48,5,0,0,
150,Marcus Gilchrist,SDG,24,cb/dt,16,4,0,0,0,0,3,,,,,,1.0,59,48,11,5,3,
151,Lamarr Houston,OAK,25,DE,16,16,0,0,0,0,2,1,0,1,0,0,4.5,67,48,19,13,12,
152,Robert McClain,ATL,24,cb,15,3,1,32,0,32,10,0,0,2,28,0,,55,48,7,1,1,
153,Nnamdi Asomugha,PHI,31,RCB,16,16,1,0,0,0,12,,,,,,,55,47,8,2,0,
154,Koa Misi,MIA,25,LB/rolb,14,14,0,0,0,0,2,2,0,0,0,0,3.5,60,47,13,7,5,
155,Jamarca Sanford,MIN,27,SS,16,13,0,0,0,0,5,4,0,1,0,0,,61,47,14,1,1,
156,Bryan Scott,BUF,31,lb,16,1,4,66,1,32,8,1,0,2,8,0,,66,47,19,0,1,
157,Justin Smith,SFO,33,RDT,14,14,0,0,0,0,2,0,0,1,0,0,3.0,66,47,19,9,10,
158,Vontae Davis,IND,24,lcb/rcb,10,10,3,26,0,26,7,,,,,,1.0,51,46,5,4,1,
159,Bradie James,HOU,31,lb/MLB,15,15,0,0,0,0,2,0,0,2,0,0,0.5,77,46,31,3,3,
160,Captain Munnerlyn,CAR,24,LCB,16,11,2,107,2,74,9,0,1,0,0,0,,59,46,13,0,0,
161,Prince Amukamara,NYG,23,RCB,13,11,1,0,0,0,6,,,,,,,53,45,8,1,0,
162,William Gay,ARI,27,RCB,16,15,2,7,0,6,6,3,0,1,0,0,1.0,57,45,12,4,1,
163,Kareem Jackson,HOU,24,LCB,16,15,4,71,1,63,17,,,,,,,51,45,6,1,0,
164,Reed Doughty,WAS,30,SS,16,10,1,1,0,1,1,,,,,,,69,44,25,1,1,
165,Charles Godfrey,CAR,27,fs/SS,15,15,2,9,1,9,6,0,0,1,0,0,,69,44,25,2,0,
166,Chris Houston,DET,28,LCB,14,14,2,2,0,2,10,2,0,0,0,0,,56,44,12,3,0,
167,Ray Lewis,BAL,37,mlb,6,6,0,0,0,0,1,1,0,1,0,0,1.0,57,44,13,1,2,
168,Cortez Allen,PIT,24,rcb,15,3,2,6,0,6,10,3,0,1,21,0,,55,43,12,0,2,
169,Morris Claiborne,DAL,22,RCB,15,15,1,0,0,0,8,1,0,2,50,1,,55,43,12,1,0,
170,Tamba Hali,KAN,29,ROLB,15,15,0,0,0,0,2,1,0,0,0,0,9.0,51,43,8,13,16,
171,Mike Harris,JAX,23,cb/lcb/rcb,15,6,1,0,0,0,5,,,,,,1.0,47,43,4,2,1,
172,Dont'a Hightower,NWE,22,LB,14,13,0,0,0,0,3,0,0,2,6,1,4.0,60,43,17,10,9,
173,Jason Pierre-Paul,NYG,23,DE,16,15,1,28,1,28,5,1,0,1,10,0,6.5,66,43,23,13,10,
174,Dominique Rodgers-Cromartie,PHI,26,LCB,16,16,3,14,0,14,16,,,,,,,51,43,8,0,0,
175,Akeem Dent,ATL,25,MLB,16,13,0,0,0,0,2,,,,,,,65,42,23,5,2,
176,Corey Graham,BAL,27,LCB,16,8,2,20,0,20,8,1,0,0,0,0,,60,42,18,1,0,
177,Ryan Kerrigan,WAS,24,lb/LOLB,16,16,1,28,1,28,8,2,0,1,0,0,8.5,54,42,12,10,14,
178,Chris Prosinski,JAX,25,fs,16,7,1,6,0,4,4,,,,,,,53,42,11,0,0,
179,Gerald Sensabaugh,DAL,29,FS,15,15,0,0,0,0,4,1,0,0,0,0,,58,42,16,1,0,
180,Earl Thomas,SEA,23,FS,16,16,3,80,1,57,8,1,0,1,0,0,,66,42,24,2,2,
181,Nolan Carroll,MIA,25,CB/rcb,14,10,0,0,0,0,6,1,0,0,0,0,1.0,47,41,6,2,0,
182,Greg Hardy,CAR,24,DE,15,10,0,0,0,0,1,2,0,1,0,0,11.0,61,41,20,13,19,
183,Cameron Jordan,NOR,23,DE/dt,16,16,0,0,0,0,3,3,0,2,0,0,8.0,67,41,26,8,13,
184,Kyle Wilson,NYJ,25,CB,16,15,1,5,0,5,4,1,1,1,0,0,,48,41,7,1,0,
185,Chris Culliver,SFO,24,cb,16,6,2,4,0,4,12,1,0,1,0,0,,47,40,7,0,0,
186,Brandon Flowers,KAN,26,LCB,15,15,3,28,0,29,12,0,0,1,64,0,1.0,48,40,8,2,1,
187,Joe Haden,CLE,23,LCB,11,11,3,64,0,50,11,1,0,0,0,0,,51,40,11,0,0,
188,Demorrio Williams,SDG,32,lb,14,3,2,90,2,59,3,1,0,0,0,0,,51,40,11,1,3,
189,James Anderson,CAR,29,LB,12,12,0,0,0,0,2,,,,,,,73,39,34,3,0,
190,Geno Atkins,CIN,24,DT,16,16,0,0,0,0,2,4,0,0,0,0,12.5,54,39,15,17,21,
191,E.J. Biggers,TAM,25,LCB,13,12,1,0,0,0,7,2,0,0,0,0,1.0,48,39,9,2,1,
192,Matt Giordano,OAK,30,FS,16,13,2,45,0,24,5,,,,,,,51,39,12,0,1,
193,Adrian Wilson,ARI,33,SS,15,14,1,-2,0,-2,5,1,0,0,0,0,3.0,54,39,15,5,4,
194,Jabaal Sheard,CLE,23,DE,16,16,0,0,0,0,3,1,0,0,0,0,7.0,55,38,17,9,10,
195,Cameron Wake,MIA,30,DE,16,16,0,0,0,0,1,3,0,0,0,0,15.0,53,38,15,13,33,
196,Michael Huff,OAK,29,fs/LCB,16,16,2,0,0,0,12,,,,,,,56,37,19,2,0,
197,Rolando McClain,OAK,23,MLB,11,9,,,,,,1,0,0,0,0,1.0,60,37,23,3,2,
198,Aaron Ross,JAX,30,LCB/rcb,14,9,0,0,0,0,3,,,,,,,46,37,9,1,0,
199,Mario Williams,BUF,27,DE,16,16,0,0,0,0,4,2,0,2,0,0,10.5,46,37,9,12,15,
200,Usama Young,CLE,27,FS/ss,13,11,3,44,0,44,7,0,0,1,2,0,1.5,53,37,16,1,2,
201,Jabari Greer,NOR,30,LCB,14,13,3,31,0,28,13,,,,,,,51,36,15,0,0,
202,Sean Lee,DAL,26,lb,6,6,1,0,0,0,3,1,0,0,0,0,,57,36,21,3,1,
203,Corey Liuget,SDG,22,DE,16,16,0,0,0,0,9,0,0,1,0,0,7.0,51,36,15,11,10,
204,C.J. Mosley,JAX,29,DT,16,13,,,,,,1,0,3,0,0,2.5,45,36,9,4,6,
205,Bart Scott,NYJ,32,LB,15,13,1,11,0,11,1,0,0,1,38,0,2.5,60,36,24,9,5,
206,Muhammad Wilkerson,NYJ,23,DE/dt,16,15,0,0,0,0,5,3,0,1,21,1,5.0,69,36,33,7,12,
207,Sam Acho,ARI,24,ROLB,16,16,2,2,0,2,3,2,0,0,0,0,4.0,48,35,13,6,12,
208,Jared Allen,MIN,30,DE,16,16,0,0,0,0,3,1,0,1,0,0,12.0,45,35,10,17,21,
209,Brandon Browner,SEA,28,RCB,12,12,3,39,0,35,7,3,0,1,0,0,,44,35,9,1,0,
210,Kavell Conner,IND,25,MLB,14,12,0,0,0,0,4,,,,,,1.0,52,35,17,4,2,
211,Casey Hayward,GNB,23,cb/rcb,16,7,6,81,0,24,20,1,0,0,0,0,,48,35,13,1,1,
212,Michael Johnson,CIN,25,DE,16,15,1,3,0,3,2,0,0,1,0,0,11.5,52,35,17,15,20,
213,Akeem Jordan,PHI,27,lb,14,7,,,,,,2,0,0,0,0,,44,35,9,4,0,
214,Jeremy Mincey,JAX,29,DE,16,16,0,0,0,0,5,2,0,1,0,0,3.0,41,35,6,7,13,
215,Derrick Morgan,TEN,23,DE,16,16,0,0,0,0,5,1,0,1,0,0,6.5,59,35,24,10,23,
216,Calvin Pace,NYJ,32,LB,16,16,0,0,0,0,2,1,0,1,0,0,3.0,55,35,20,7,6,
217,Jimmy Wilson,MIA,26,db/s,15,4,0,0,0,0,4,1,0,0,0,0,2.0,40,35,5,3,3,
218,Lorenzo Alexander,WAS,29,,16,0,,,,,,0,0,1,7,0,2.5,46,34,12,3,12,
219,Tyson Alualu,JAX,25,de/DT,16,16,0,0,0,0,1,0,0,1,0,0,3.5,45,34,11,3,4,
220,Connor Barwin,HOU,26,LB,16,16,0,0,0,0,6,0,0,1,0,0,3.0,43,34,9,12,16,1
221,Michael Bennett,TAM,27,DE,16,16,0,0,0,0,3,3,0,0,0,0,9.0,41,34,7,18,18,
222,Ahmad Brooks,SFO,28,LB,16,16,1,50,1,50,6,2,0,0,0,0,6.5,46,34,12,12,15,
223,Jurrell Casey,TEN,23,DT/ldt/rdt,16,16,,,,,,2,0,0,0,0,3.0,54,34,20,6,7,
224,Alfonzo Dennard,NWE,23,lcb/rcb/s,10,7,3,95,1,87,8,1,0,0,0,0,,35,34,1,2,0,
225,Carlos Dunlap,CIN,23,de,14,1,1,14,1,14,3,4,0,3,2,0,6.0,41,34,7,8,12,
226,Quentin Groves,ARI,28,lolb,16,7,,,,,,1,0,0,0,0,4.0,41,34,7,3,7,
227,Asante Samuel,ATL,31,CB/lcb,15,15,5,110,1,79,17,,,,,,,36,34,2,0,0,
228,Courtney Upshaw,BAL,23,LB,16,9,0,0,0,0,1,1,0,2,5,0,1.5,55,34,21,8,3,
229,Jovan Belcher,KAN,25,LILB,11,10,0,0,0,0,1,,,,,,,38,33,5,2,0,
230,Keith Brooking,DEN,37,lb/MLB,16,14,,,,,,1,0,0,0,0,1.0,54,33,21,1,1,
231,A.J. Jefferson,MIN,24,cb/rcb,15,7,0,0,0,0,5,0,1,1,-2,0,,36,33,3,0,0,
232,Linval Joseph,NYG,24,dt/LDT,16,16,,,,,,1,0,2,16,0,4.0,59,33,26,5,7,
233,Rocky McIntosh,STL,30,LB,16,9,1,34,0,34,1,,,,,,1.0,44,33,11,4,1,
234,Haloti Ngata,BAL,28,DT,14,14,0,0,0,0,1,,,,,,5.0,51,33,18,7,14,
235,Shaun Phillips,SDG,31,LB,16,16,0,0,0,0,3,2,0,3,0,1,9.5,50,33,17,11,14,1
236,Jerraud Powers,IND,25,RCB,8,8,1,0,0,0,8,,,,,,,40,33,7,2,0,
237,Will Smith,NOR,31,DE,16,16,0,0,0,0,1,,,,,,6.0,58,33,25,10,19,
238,Aqib Talib,2TM,26,,10,9,2,59,1,59,10,0,0,1,0,0,,40,33,7,1,0,
239,DeMarcus Ware,DAL,30,LB,16,16,,,,,,5,0,1,0,0,11.5,56,33,23,9,23,
240,Dan Williams,ARI,25,NT,15,11,0,0,0,0,1,0,0,1,0,0,,44,33,11,3,2,
