Player;2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998;1997;1996;1995;1994;1993;1992;1991
Quinten Lawrence;;;;;;465.000;510.000;425.000;340.000;;;;;;;;;;;;;;;;;;
Quinten Rollins;1.020.699;850.583;680.466;;;;;;;;;;;;;;;;;;;;;;;;
Quintin Demps;4.239.583;1.470.000;585.000;1.000.000;555.000;700.000;555.000;583.750;498.750;408.750;;;;;;;;;;;;;;;;;
Quintin Mikell;;;;;620.000;4.000.000;4.000.000;2.050.000;1.700.000;1.205.000;845.000;721.600;383.667;308.667;228.667;;;;;;;;;;;;
Quinton Carter;;;;758.750;668.750;578.750;488.750;;;;;;;;;;;;;;;;;;;;
Quinton Coples;;;534.840;2.400.762;2.000.635;1.600.508;;;;;;;;;;;;;;;;;;;;;
Quinton Culberson;;;;;;;;;460.000;370.000;285.000;;;;;;;;;;;;;;;;
Quinton Dial;775.001;1.527.163;630.413;540.413;450.413;;;;;;;;;;;;;;;;;;;;;;
Quinton Dunbar;865.334;525.000;358.235;;;;;;;;;;;;;;;;;;;;;;;;
Quinton Ganther;;;;;;;;;;445.000;360.000;275.000;;;;;;;;;;;;;;;
Quinton Jefferson;412.941;444.625;;;;;;;;;;;;;;;;;;;;;;;;;
Quinton Patton;;772.875;682.875;592.875;502.875;;;;;;;;;;;;;;;;;;;;;;
Quinton Pointer;;;;;169.411;170.625;;;;;;;;;;;;;;;;;;;;;
Quinton Spain;617.000;527.000;437.000;;;;;;;;;;;;;;;;;;;;;;;;
Quinton Spears;;;;;;;380.000;;;;;;;;;;;;;;;;;;;;
R. Jay Soward;;;;;;;;;;;;;;813.000;785.000;1.135.000;1.012.500;890.000;;;;;;;;;
R.J. Archer;;;;;;;;56.470;;;;;;;;;;;;;;;;;;;
R.J. Stanford;;;;214.706;630.000;540.000;405.000;;;;;;;;;;;;;;;;;;;;
R.J. Webb;;;;;288.000;;;;;;;;;;;;;;;;;;;;;;
R.W. McQuarters;;;;;;;;;;2.100.000;2.100.000;1.770.000;1.600.000;4.550.000;4.250.000;4.750.000;2.350.000;750.000;;800.000;;;;;;;
Raekwon McMillan;737.098;;;;;;;;;;;;;;;;;;;;;;;;;;
Rafael Bush;695.000;1.265.625;1.950.000;1.850.000;555.000;465.000;262.058;37.647;;;;;;;;;;;;;;;;;;;
Raheem Mostert;615.000;30.882;76.764;;;;;;;;;;;;;;;;;;;;;;;;
Raheem Orr;;;;;;;;;;;;;;13.333;;;;;;;;;;;;;
Rahim Moore;;;3.000.000;1.415.313;1.213.125;1.010.938;808.750;;;;;;;;;;;;;;;;;;;;
Rajion Neal;;348.000;;;;;;;;;;;;;;;;;;;;;;;;;
Rakeem Nunez-Roches;615.000;339.705;457.621;;;;;;;;;;;;;;;;;;;;;;;;
Ralph Brown;;;;;;;;;460.000;445.000;435.000;425.000;;;;;;;;;;;;;;;
Ramik Wilson;615.000;339.705;560.030;;;;;;;;;;;;;;;;;;;;;;;;
Ramon Foster;3.591.666;2.416.666;2.150.000;1.950.000;1.500.000;1.260.000;527.667;397.667;312.667;;;;;;;;;;;;;;;;;;
Ramon Harewood;;;;;;514.723;429.723;344.723;;;;;;;;;;;;;;;;;;;
Ramon Humber;695.000;600.000;1.017.000;635.000;580.000;615.000;;209.783;310.666;;;;;;;;;;;;;;;;;;
Ramses Barden;;;;;;1.490.789;662.789;577.789;492.789;;;;;;;;;;;;;;;;;;
Ramzee Robinson;;;;;;;;;460.000;370.000;285.000;;;;;;;;;;;;;;;;
Randal Hill;;;;;;;;;;;;;;;;;;;;;;280.000;378.000;;816.668;;616.666
Randall Cobb;12.656.250;9.150.000;5.350.000;1.021.179;875.297;729.414;583.531;;;;;;;;;;;;;;;;;;;;
Randall Evans;;;25.588;;;;;;;;;;;;;;;;;;;;;;;;
Randall Goforth;348.666;;;;;;;;;;;;;;;;;;;;;;;;;;
Randall Telfer;569.384;479.384;423.090;;;;;;;;;;;;;;;;;;;;;;;;
Randell Johnson;;70.588;505.109;435.933;;;;;;;;;;;;;;;;;;;;;;;
Randy Bullock;775.000;134.117;310.588;614.527;449.527;434.527;;;;;;;;;;;;;;;;;;;;;
Randy Gregory;258.624;365.989;693.624;;;;;;;;;;;;;;;;;;;;;;;;
Randy McMichael;;;;;;1.060.000;525.000;755.000;4.600.000;3.900.000;2.500.000;1.904.000;877.125;473.125;393.125;318.125;;;;;;;;;;;
Randy Moss;;;;;;2.500.000;;7.105.882;10.500.000;6.000.000;3.000.000;9.521.250;2.436.250;8.559.523;7.809.523;3.334.523;2.666.667;1.321.000;;1.170.000;;;;;;;
Randy Starks;;;2.968.750;4.000.000;8.450.000;5.000.000;4.900.000;4.275.000;4.275.000;2.350.000;850.000;605.333;485.333;410.333;;;;;;;;;;;;;
Randy Thomas;;;;;;;;370.000;4.606.294;4.148.294;3.363.294;4.386.824;1.952.000;2.000.000;1.530.000;650.000;589.000;476.563;;;;;;;;;
Rannell Hall;;348.000;76.764;;;;;;;;;;;;;;;;;;;;;;;;
Rashaad Coward;109.412;;;;;;;;;;;;;;;;;;;;;;;;;;
Rashaad Reynolds;;;;304.666;;;;;;;;;;;;;;;;;;;;;;;
Rashaan Melvin;775.000;675.000;;232.941;408.333;;;;;;;;;;;;;;;;;;;;;;
Rashaan Salaam;;;;;;;;;;;;;;;;;;;;455.000;;910.000;820.000;;;;
Rashad Barksdale;;;;;;;;;;;285.000;;;;;;;;;;;;;;;;
Rashad Butler;;;;;32.647;1.925.000;1.642.280;1.176.000;1.010.000;445.000;360.000;434.916;;;;;;;;;;;;;;;
Rashad Carmichael;;;;;423.529;489.272;357.272;;;;;;;;;;;;;;;;;;;;
Rashad Greene;675.953;585.953;440.894;;;;;;;;;;;;;;;;;;;;;;;;
Rashad Jennings;;2.812.500;2.812.500;1.312.500;630.000;574.612;534.612;404.612;319.612;;;;;;;;;;;;;;;;;;
Rashad Johnson;;2.500.000;2.133.334;2.133.333;1.133.333;1.260.000;688.000;558.000;473.000;;;;;;;;;;;;;;;;;;
Rashad Ross;;;435.000;;;;;;;;;;;;;;;;;;;;;;;;
Rashad Washington;;;;;;;;;;;519.550;434.550;314.550;239.550;;;;;;;;;;;;;
Rashard Anderson;;;;;;;;;;;;;;566.500;1.305.875;1.200.250;1.094.625;989.000;;;;;;;;;
Rashard Higgins;508.224;496.096;;;;;;;;;;;;;;;;;;;;;;;;;
Rashard Mendenhall;;;;;2.500.000;3.477.500;1.882.500;1.742.500;3.012.500;1.190.000;;;;;;;;;;;;;;;;;
Rashard Robinson;285.882;545.848;;;;;;;;;;;;;;;;;;;;;;;;;
Rashaun Allen;;;25.588;;;;;;;;;;;;;;;;;;;;;;;;
Rashaun Woods;;;;;;;;;;;;;1.003.666;886.666;;;;;;;;;;;;;
Rashawn Jackson;;;;;;390.000;330.000;;;;;;;;;;;;;;;;;;;;
Rashawn Scott;31.765;132.350;;;;;;;;;;;;;;;;;;;;;;;;;
Rashean Mathis;;;1.625.000;635.000;555.000;4.848.000;4.500.000;4.364.000;4.804.000;3.804.000;2.904.000;5.134.000;1.770.000;755.000;675.000;;;;;;;;;;;;
Ra'Shede Hageman;;1.455.230;1.212.691;970.153;;;;;;;;;;;;;;;;;;;;;;;
Rasheed Marshall;;;;;;;;;;;;;264.000;;;;;;;;;;;;;;
Rashied Davis;;;;;;;685.000;1.351.667;1.581.667;936.667;435.000;350.000;230.000;;;;;;;;;;;;;;
Rashod Hill;540.000;450.000;;;;;;;;;;;;;;;;;;;;;;;;;
Ra'Shon Harris;;;;;;390.000;;;310.000;;;;;;;;;;;;;;;;;;
Ras-I Dowling;;;;100.588;;1.205.477;964.382;;;;;;;;;;;;;;;;;;;;
Rasul Douglas;641.572;;;;;;;;;;;;;;;;;;;;;;;;;;
Ray Agnew;;;;;;;;;;;;;;;;;866.668;2.666.666;;575.000;;1.675.000;775.000;800.000;750.000;;650.000
Ray Brown;;;;;;;;;;;;;455.000;455.000;475.000;450.000;;;;;;;;;;;
Ray Dominguez;;;;;;;375.000;;;;;;;;;;;;;;;;;;;;
Ray Edwards;;;;;;4.550.000;2.800.000;2.521.000;1.102.469;543.250;458.250;308.544;;;;;;;;;;;;;;;
Ray Feinga;;;;;;540.000;405.000;320.000;;;;;;;;;;;;;;;;;;;
Ray Graham;;;;;23.823;;;;;;;;;;;;;;;;;;;;;;
Ray Lewis;;;;;;7.000.000;6.550.000;5.900.000;5.150.000;9.428.571;9.428.571;8.428.571;8.428.571;6.928.571;7.620.239;5.670.239;4.216.666;3.050.000;;1.585.000;;710.000;;;;;
Ray McDonald;;;;;2.561.985;3.597.058;2.000.000;1.249.125;608.125;518.125;433.125;;;;;;;;;;;;;;;;
Ray Rice;;;;;5.750.000;5.000.000;875.000;1.089.000;660.000;570.000;;;;;;;;;;;;;;;;;
Ray Willis;;;;;;700.000;;;;634.500;549.500;464.500;344.500;;;;;;;;;;;;;;
Raymond Ventrone;;;;335.294;880.000;1.225.000;1.225.000;1.125.000;460.000;370.000;;;;;;;;;;;;;;;;;
Raymond Webber;;;;;;;375.000;;;;;;;;;;;;;;;;;;;;
Ray-Ray Armstrong;372.242;866.666;206.470;349.412;405.000;;;;;;;;;;;;;;;;;;;;;;
Rayshawn Jenkins;630.552;;;;;;;;;;;;;;;;;;;;;;;;;;
Reagan Maui'a;;;;;;;650.000;470.000;;370.000;310.437;;;;;;;;;;;;;;;;
Red Bryant;;;206.470;5.468.750;7.600.000;4.000.000;710.375;580.375;495.375;405.375;;;;;;;;;;;;;;;;;
Reed Doughty;;;;;1.500.000;1.125.000;1.375.000;1.759.000;535.000;473.306;388.306;303.306;;;;;;;;;;;;;;;
Rees Odhiambo;714.355;611.355;;;;;;;;;;;;;;;;;;;;;;;;;
Reggie Brown;;;;;;;;;3.182.708;2.960.708;2.788.333;1.855.375;758.500;;;;;;;;;;;;;;
Reggie Bush;;1.500.000;2.406.250;2.944.444;2.000.000;6.025.000;3.750.000;11.990.000;10.585.000;5.050.000;3.675.000;6.200.000;;;;;;;;;;;;;;;
Reggie Corner;;;;;;;1.316.250;586.250;501.250;411.250;;;;;;;;;;;;;;;;;
Reggie Gilbert;54.706;;;;;;;;;;;;;;;;;;;;;;;;;;
Reggie Hodges;;;;;;950.000;1.035.000;1.045.000;;;385.000;310.000;86.250;;;;;;;;;;;;;;
Reggie Kelly;;;;;;;525.000;1.005.000;3.200.000;3.200.000;2.600.000;1.950.000;1.800.000;1.650.000;1.400.000;738.750;667.500;596.250;;;;;;;;;
Reggie McNeal;;;;;;;;;;;;275.000;;;;;;;;;;;;;;;
Reggie Nelson;6.000.000;6.000.000;4.775.000;4.475.000;4.125.000;4.625.000;1.579.500;1.367.000;1.154.500;992.000;907.000;;;;;;;;;;;;;;;;
Reggie Porter;355.231;;;;;;;;;;;;;;;;;;;;;;;;;;
Reggie Ragland;715.517;1.062.067;;;;;;;;;;;;;;;;;;;;;;;;;
Reggie Smith;;;;;;;751.000;666.000;581.000;491.000;;;;;;;;;;;;;;;;;
Reggie Stephens;;;;;;;;332.848;;;;;;;;;;;;;;;;;;;
Reggie Torbor;;;;;;;1.250.000;1.300.000;3.600.000;2.100.000;850.000;541.668;421.666;346.666;;;;;;;;;;;;;
Reggie Walker;;;;890.000;570.000;832.500;525.000;399.000;314.000;;;;;;;;;;;;;;;;;;
Reggie Wayne;;;;6.166.668;8.166.666;3.166.666;8.273.333;7.793.333;6.543.333;6.243.333;5.463.333;4.683.333;2.780.000;1.520.000;980.000;1.105.000;980.000;;;;;;;;;;
Reggie Wells;;;;;;257.812;;3.500.000;3.400.000;3.450.000;3.300.000;1.350.000;406.000;331.000;251.000;;;;;;;;;;;;
Reggie Williams;;;;;;;;;;2.508.333;2.208.333;2.123.333;2.003.333;1.709.333;;;;;;;;;;;;;
Reginald Diggs;;333.666;;;;;;;;;;;;;;;;;;;;;;;;;
Reid Ferguson;465.000;;;;;;;;;;;;;;;;;;;;;;;;;;
Reid Fragel;;;;;214.411;;;;;;;;;;;;;;;;;;;;;;
Remi Ayodele;;;;;;;2.933.333;1.101.000;460.000;370.000;;;;;;;;;;;;;;;;;
Renaldo Turnbull;;;;;;;;;;;;;;;;;;;;200.000;;2.750.000;2.650.000;2.400.000;620.000;;530.000
Rennie Curran;;;;;;;;481.110;;;;;;;;;;;;;;;;;;;
Reshad Jones;3.742.938;8.202.942;7.712.942;2.995.882;1.670.075;580.075;490.075;360.075;;;;;;;;;;;;;;;;;;;
Reshard Cliett;;;460.075;;;;;;;;;;;;;;;;;;;;;;;;
Reshard Langford;;;;;;;480.000;320.000;;;;;;;;;;;;;;;;;;;
Reshod Fortenberry;;;318.000;;;;;;;;;;;;;;;;;;;;;;;;
Reuben Foster;1.642.830;;;;;;;;;;;;;;;;;;;;;;;;;;
Rex Burkhead;3.150.000;700.550;610.550;520.550;430.550;;;;;;;;;;;;;;;;;;;;;;
Rex Grossman;;;;;575.000;1.300.000;1.150.000;755.000;460.000;2.500.000;2.940.000;1.530.000;1.370.000;1.255.000;1.050.000;;;;;;;;;;;;
Rex Hadnot;;;;;;605.000;1.900.000;2.200.000;3.550.000;2.450.000;872.500;447.500;327.500;252.500;;;;;;;;;;;;;
Rey Maualuga;;4.084.375;7.137.500;3.828.125;2.625.000;1.149.000;1.059.000;929.000;819.000;;;;;;;;;;;;;;;;;;
Reynaldo Hill;;;;;;;;;;927.000;449.416;364.416;244.416;;;;;;;;;;;;;;
Rhett Bomar;;;;;;;330.000;320.000;356.295;;;;;;;;;;;;;;;;;;
Rhett Ellison;2.250.000;1.850.625;1.617.146;645.146;555.146;465.146;;;;;;;;;;;;;;;;;;;;;
Rian Lindell;;;;;1.005.000;1.900.000;1.700.000;1.670.000;1.400.000;1.560.000;3.260.000;1.347.500;1.112.500;1.012.500;787.500;;;;;;;;;;;;
Rian Wallace;;;;;;;;;;;;721.666;601.666;;;;;;;;;;;;;;
Ricardo Allen;615.000;525.000;435.000;49.411;;;;;;;;;;;;;;;;;;;;;;;
Ricardo Lockette;;;660.000;570.000;254.117;;375.000;;;;;;;;;;;;;;;;;;;;
Ricardo Louis;681.962;591.962;;;;;;;;;;;;;;;;;;;;;;;;;
Ricardo Mathews;;600.000;920.000;570.000;630.000;540.000;337.500;331.628;;;;;;;;;;;;;;;;;;;
Ricardo Silva;;;;;;465.000;;;;;;;;;;;;;;;;;;;;;
Rich Braham;;;;;;;;;;;;810.000;1.015.000;1.200.000;450.000;1.200.000;;1.500.000;;1.400.000;;202.500;1.500.000;587.352;;;
Rich Gannon;;;;;;;;;;;;;;6.547.618;3.547.618;3.714.285;4.414.285;3.814.285;;;;;;;;;
Rich Ohrnberger;;;;635.000;675.000;472.500;540.000;410.000;422.750;;;;;;;;;;;;;;;;;;
Rich Ranglin;;;;;;390.000;;;;;;;;;;;;;;;;;;;;;
Rich Seubert;;;;;;;;3.450.000;2.863.750;1.913.750;1.858.750;1.628.750;1.480.000;1.230.000;655.668;300.666;209.666;;;;;;;;;;
Richard Ash;349.415;26.470;25.588;;;;;;;;;;;;;;;;;;;;;;;;
Richard Bartel;;;;;;;525.000;92.941;109.411;17.352;;;;;;;;;;;;;;;;;
Richard Crawford;;;;;318.933;405.933;;;;;;;;;;;;;;;;;;;;;
Richard Goodman;;;;;;270.000;476.250;323.750;;;;;;;;;;;;;;;;;;;
Richard Gordon;;;137.647;151.764;65.294;491.213;401.213;;;;;;;;;;;;;;;;;;;;
Richard Marshall;;;;;570.000;2.779.167;3.500.000;1.759.000;880.000;750.000;625.000;612.756;;;;;;;;;;;;;;;
Richard Murphy;;;;;;390.000;375.000;;;;;;;;;;;;;;;;;;;;
Richard Quinn;;;;;;615.000;480.000;627.500;852.500;;;;;;;;;;;;;;;;;;
Richard Rodgers;1.923.504;739.004;649.004;546.504;;;;;;;;;;;;;;;;;;;;;;;
Richard Seymour;;;;;;8.808.000;17.818.000;12.975.000;8.450.000;6.830.000;6.700.000;7.000.000;5.264.000;2.504.000;2.524.000;1.844.000;2.000.000;;;;;;;;;;
Richard Sherman;13.631.000;14.769.000;12.200.000;3.676.606;600.606;510.606;420.606;;;;;;;;;;;;;;;;;;;;
Richie Brockel;;;;755.000;555.000;540.000;480.000;231.875;;;;;;;;;;;;;;;;;;;
Richie Incognito;4.925.000;3.250.000;1.100.000;;4.975.746;4.883.333;1.688.333;1.350.000;178.235;597.250;522.250;412.250;367.250;;;;;;;;;;;;;;
Richmond Mcgee;;;;;;390.000;375.000;;;;;;;;;;;;;;;;;;;;
Richmond Webb;;;;;;;;;;;;;;;333.334;1.933.333;1.833.333;4.140.000;;2.175.000;;2.900.000;1.625.000;1.230.000;815.000;;665.000
Rick Lovato;540.000;79.410;51.176;;;;;;;;;;;;;;;;;;;;;;;;
Rickey Hatley;27.353;;;;;;;;;;;;;;;;;;;;;;;;;;
Ricky Brown;;;;;;540.000;288.000;1.759.000;1.545.000;445.000;360.000;210.294;;;;;;;;;;;;;;;
Ricky Henry;;;;;555.000;82.059;375.000;;;;;;;;;;;;;;;;;;;;
Ricky Jean Francois;158.823;3.000.000;2.000.000;5.125.000;4.625.000;625.750;490.750;405.750;320.750;;;;;;;;;;;;;;;;;;
Ricky Lumpkin;;;;145.588;71.471;465.000;;;;;;;;;;;;;;;;;;;;;
Ricky Sapp;;;;;197.647;229.129;22.059;373.000;;;;;;;;;;;;;;;;;;;
Ricky Seals-Jones;410.294;;;;;;;;;;;;;;;;;;;;;;;;;;
Ricky Stanzi;;;;;424.411;517.763;427.763;;;;;;;;;;;;;;;;;;;;
Ricky Tjong-A-Tjoe;;;;303.833;;;;;;;;;;;;;;;;;;;;;;;
Ricky Wagner;5.900.000;1.707.140;621.140;531.140;441.140;;;;;;;;;;;;;;;;;;;;;;
Ricky Williams;;;;;;;1.050.000;5.300.000;4.250.000;730.000;210.000;;412.942;;300.000;225.000;1.651.857;1.537.857;;;;;;;;;
Rico Gathers;364.666;;;;;;;;;;;;;;;;;;;;;;;;;;
Rico Murray;;;;;;540.000;;;;;;;;;;;;;;;;;;;;;
Rico Richardson;;;;49.411;;;;;;;;;;;;;;;;;;;;;;;
Rigoberto Sanchez;469.000;;;;;;;;;;;;;;;;;;;;;;;;;;
Riley Bullough;82.059;;;;;;;;;;;;;;;;;;;;;;;;;;
Riley Cooper;;;4.800.000;1.800.000;672.871;532.871;447.871;362.871;;;;;;;;;;;;;;;;;;;
Riley Dixon;560.002;470.002;;;;;;;;;;;;;;;;;;;;;;;;;
Riley Reiff;8.500.000;8.070.000;2.543.450;2.180.100;1.816.750;1.453.400;;;;;;;;;;;;;;;;;;;;;
Rishard Matthews;6.333.333;3.333.333;673.403;583.403;493.403;403.403;;;;;;;;;;;;;;;;;;;;;
Rishaw  Johnson;;;;33.529;395.294;390.000;;;;;;;;;;;;;;;;;;;;;
Rob Bironas;;;;;2.800.000;3.675.000;3.225.000;2.775.000;2.325.000;1.417.000;460.000;375.000;230.000;;;;;;;;;;;;;;
Rob Blanchflower;;;318.000;;;;;;;;;;;;;;;;;;;;;;;;
Rob Callaway;;;;;;390.000;;;;;;;;;;;;;;;;;;;;;
Rob Chudzinski;;;;;3.500.000;;;;;;;;;;;;;;;;;;;;;;
Rob Francois;;;;;725.000;540.000;450.000;390.000;;;;;;;;;;;;;;;;;;;
Rob Gronkowski;6.500.000;6.618.750;8.650.000;5.400.000;2.750.000;2.660.000;1.720.000;760.000;;;;;;;;;;;;;;;;;;;
Rob Havenstein;1.082.733;902.277;721.822;;;;;;;;;;;;;;;;;;;;;;;;
Rob Jackson;;;;;1.056.919;615.000;525.000;470.000;385.000;305.347;;;;;;;;;;;;;;;;;
Rob Johnson;;;;;;;;;;;;;;;450.000;5.075.250;5.552.250;3.753.750;;2.050.000;;164.000;119.000;;;;
Rob Kelley;468.120;451.000;;;;;;;;;;;;;;;;;;;;;;;;;
Rob Meier;;;;;;;;;4.000.000;3.660.000;1.855.000;1.320.000;1.100.000;800.000;550.000;475.000;305.500;200.500;;;;;;;;;
Rob Morris;;;;;;;;;;;1.183.333;425.000;455.000;1.852.500;1.107.500;1.120.000;1.005.000;890.000;;;;;;;;;
Rob Myers;;;;;;480.000;;;;;;;;;;;;;;;;;;;;;
Rob Ninkovich;;4.014.705;4.750.000;2.850.000;4.316.668;1.666.666;1.101.667;991.667;651.667;445.000;360.000;323.093;;;;;;;;;;;;;;;
Rob Petitti;;;;;;;;;;270.000;435.000;350.000;519.287;;;;;;;;;;;;;;
Rob Sims;;;;3.775.000;3.425.000;3.075.000;2.725.000;2.376.000;1.010.000;575.000;490.000;405.000;;;;;;;;;;;;;;;
Robbie Gould;1.750.000;388.235;3.600.000;2.600.000;3.525.000;2.825.000;2.150.000;1.750.000;2.900.000;2.620.000;435.000;350.000;175.882;;;;;;;;;;;;;;
Robby Anderson;543.333;453.333;;;;;;;;;;;;;;;;;;;;;;;;;
Robenson Therezie;;61.764;435.000;;;;;;;;;;;;;;;;;;;;;;;;
Robert Alford;9.600.000;1.682.263;927.654;773.045;618.436;;;;;;;;;;;;;;;;;;;;;;
Robert Ayers;6.250.000;7.750.000;2.437.500;1.250.000;2.241.250;2.146.250;2.061.250;5.181.250;1.370.000;;;;;;;;;;;;;;;;;;
Robert Blanton;;680.000;1.594.763;622.763;532.763;442.763;;;;;;;;;;;;;;;;;;;;;
Robert Brewster;;;;;;;;551.400;466.400;;;;;;;;;;;;;;;;;;
Robert Davis;109.412;;;;;;;;;;;;;;;;;;;;;;;;;;
Robert Edwards;;;;;;;;;;;;;;;;620.000;620.000;1.145.000;;970.000;;;;;;;
Robert Gallery;;;;;;;4.333.333;4.484.999;6.723.835;5.078.335;6.933.336;4.583.336;3.258.336;2.633.336;;;;;;;;;;;;;
Robert Geathers;;;;2.700.000;3.250.000;6.233.333;5.983.333;5.283.333;4.433.333;4.483.333;5.083.333;488.333;408.333;528.333;;;;;;;;;;;;;
Robert Golden;1.881.666;1.176.666;1.542.000;571.667;481.667;391.667;;;;;;;;;;;;;;;;;;;;;
Robert Griffin III;;5.234.375;6.719.713;5.759.754;4.799.795;3.839.836;;;;;;;;;;;;;;;;;;;;;
Robert Henderson;;;;;;;;;329.475;219.475;;;;;;;;;;;;;;;;;
Robert Henson;;;;;;;;420.631;335.631;;;;;;;;;;;;;;;;;;
Robert Herron;;;;448.000;;;;;;;;;;;;;;;;;;;;;;;
Robert Housler;;;175.294;1.602.023;816.023;681.023;571.023;;;;;;;;;;;;;;;;;;;;
Robert Hughes;;;;495.000;;390.000;;;;;;;;;;;;;;;;;;;;;
Robert James;;;;;;390.000;375.000;88.400;88.400;249.731;;;;;;;;;;;;;;;;;
Robert Johnson;;;;;;540.000;450.000;367.512;;;;;;;;;;;;;;;;;;;
Robert Lester;;;;262.058;357.353;;;;;;;;;;;;;;;;;;;;;;
Robert Malone;;;;;;465.000;405.000;320.000;;;;;;;;;;;;;;;;;;;
Robert Mathis;;5.000.000;7.470.586;8.044.117;10.750.000;5.750.000;4.350.000;5.870.000;6.700.000;6.810.000;3.990.000;2.120.000;422.250;347.250;267.250;;;;;;;;;;;;
Robert McClain;615.000;134.117;103.235;1.431.000;555.000;465.000;;;;;;;;;;;;;;;;;;;;;
Robert McCune;;;;;;;;;;445.000;360.000;350.000;;;;;;;;;;;;;;;
Robert Meachem;;;;570.000;715.000;3.375.000;1.899.500;1.530.000;1.362.500;1.172.500;990.000;;;;;;;;;;;;;;;;
Robert Myers;;;25.588;;;;;;;;;;;;;;;;;;;;;;;;
Robert Nelson;;423.529;;420.000;;;;;;;;;;;;;;;;;;;;;;;
Robert Nkemdiche;1.954.681;1.563.745;;;;;;;;;;;;;;;;;;;;;;;;;
Robert Quinn;10.750.334;11.157.374;16.744.111;3.002.357;2.573.475;2.144.587;1.715.646;;;;;;;;;;;;;;;;;;;;
Robert Sands;;;;;;518.000;428.000;;;;;;;;;;;;;;;;;;;;
Robert Steeples;;;;;23.823;;;;;;;;;;;;;;;;;;;;;;
Robert Thomas;540.000;450.000;;;;;;;;;;;;;;;;;;;;;;;;;
Robert Turbin;1.381.250;600.000;271.764;684.114;594.114;504.114;;;;;;;;;;;;;;;;;;;;;
Robert Turner;;;;;1.500.000;540.000;1.200.000;470.000;385.667;295.667;285.667;;;;;;;;;;;;;;;;
Robert Woods;7.000.000;1.548.518;1.327.302;1.106.085;884.868;;;;;;;;;;;;;;;;;;;;;;
Roberto Aguayo;;736.830;;;;;;;;;;;;;;;;;;;;;;;;;
Roberto Garza;;;;1.550.000;2.125.000;1.825.000;4.775.000;2.130.000;1.565.000;1.550.000;1.511.250;1.681.250;500.000;628.000;499.000;410.000;319.000;;;;;;;;;;
Roberto Wallace;;;;;;;405.000;320.000;;;;;;;;;;;;;;;;;;;
Rock Cartwright;;;;;;;910.000;755.000;1.120.000;780.000;675.000;660.000;656.000;387.333;307.333;232.333;;;;;;;;;;;
Rocket Ismail;;;;;;;;;;;;;;;2.816.655;3.938.885;2.038.885;1.214.285;;500.000;;935.000;850.000;1.200.000;1.700.000;;
Rocky Bernard;;;;;;925.000;525.000;3.750.000;3.250.000;5.437.500;4.500.000;3.000.000;656.000;419.333;339.333;264.333;;;;;;;;;;;
Rocky McIntosh;;;;;555.000;540.000;3.000.000;1.759.000;1.090.000;1.520.000;815.000;730.000;;;;;;;;;;;;;;;
Rod Smith;615.000;;307.058;;;;;;;;3.546.428;9.546.428;5.046.428;4.496.428;2.801.428;3.276.428;2.055.000;3.280.000;;1.480.000;;200.000;125.000;61.100;;;
Rod Streater;;760.000;2.356.000;573.333;483.333;393.333;;;;;;;;;;;;;;;;;;;;;
Rod Sweeting;;;;;406.666;;;;;;;;;;;;;;;;;;;;;;
Rod Wilson;;;;;;;;545.000;;;360.000;226.470;;;;;;;;;;;;;;;
Roddrick Muckelroy;;;;;;540.000;555.895;425.895;;;;;;;;;;;;;;;;;;;
Roddy White;;;5.556.250;6.212.500;9.125.000;8.025.000;6.525.000;7.800.000;7.200.000;1.711.750;1.533.750;1.343.750;1.075.000;;;;;;;;;;;;;;
Roderick Green;;;;;;;;;;615.000;2.010.000;425.000;343.333;268.333;;;;;;;;;;;;;
Roderick Issac;;;;;;;305.490;;;;;;;;;;;;;;;;;;;;
Roderick Johnson;414.739;;;;;;;;;;;;;;;;;;;;;;;;;;
Rodger Saffold;6.315.983;5.656.250;8.250.000;4.000.000;1.460.000;1.330.000;1.230.000;900.000;;;;;;;;;;;;;;;;;;;
Rodney Austin;;;;145.588;119.117;;;;;;;;;;;;;;;;;;;;;;
Rodney Bailey;;;;;;;;;;;435.000;460.000;455.000;1.209.804;410.334;321.333;230.333;;;;;;;;;;
Rodney Bradley;;;;;;390.000;;;;;;;;;;;;;;;;;;;;;
Rodney Coe;82.059;;;;;;;;;;;;;;;;;;;;;;;;;;
Rodney Gunter;742.479;652.479;562.479;;;;;;;;;;;;;;;;;;;;;;;;
Rodney Hampton;;;;;;;;;;;;;;;;;;;;2.400.000;;2.250.000;2.275.000;2.275.000;662.500;;537.500
Rodney Harrison;;;;;;;;;;4.481.767;3.481.763;3.581.763;2.554.704;2.949.999;3.042.002;3.247.333;2.647.333;1.397.333;;1.130.000;;235.000;169.000;131.000;;;
Rodney Hudson;6.950.000;7.700.000;13.000.000;1.115.577;956.209;796.473;637.473;;;;;;;;;;;;;;;;;;;;
Rodney McLeod;3.181.250;2.600.000;2.356.000;571.333;481.333;391.333;;;;;;;;;;;;;;;;;;;;;
Rodney Smith;;;34.411;378.529;262.059;;;;;;;;;;;;;;;;;;;;;;
Rodney Thomas;;;;;;;;;;;;;;;10.000;10.000;530.000;1.150.000;;516.000;;284.166;246.666;;;;
Rodrique Wright;;;;;;;;;;457.587;297.587;192.587;;;;;;;;;;;;;;;
