Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
265,Avion Black,BUF,24,,14,0,14,8,57.1%,90,11.3,0,25,0.6,6.4,0
266,Steve Bush,ARI,27,te,9,6,12,8,66.7%,80,10.0,0,16,0.9,8.9,0
267,Ron Dayne,NYG,23,rb,16,7,11,8,72.7%,67,8.4,0,21,0.5,4.2,2
268,Ron Dixon,NYG,25,,15,0,21,8,38.1%,227,28.4,1,62,0.5,15.1,2
269,Nick Goings,CAR,23,rb,13,2,9,8,88.9%,39,4.9,0,11,0.6,3.0,1
270,Steve Heiden,SDG,25,TE/wr,16,10,13,8,61.5%,55,6.9,1,16,0.5,3.4,0
271,Johnny Huggins,DAL,25,fb,10,2,12,8,66.7%,36,4.5,0,10,0.8,3.6,0
272,Damon Jones,JAX,27,te,7,4,13,8,61.5%,140,17.5,1,40,1.1,20.0,1
273,Kevin Kasper,DEN,24,wr,10,4,12,8,66.7%,84,10.5,0,21,0.8,8.4,0
274,Itula Mili,SEA,28,te,16,5,12,8,66.7%,98,12.3,2,41,0.5,6.1,0
275,Frank Murphy,TAM,24,,11,0,17,8,47.1%,71,8.9,1,20,0.7,6.5,2
276,Na Brown,PHI,24,wr,16,2,17,7,41.2%,95,13.6,0,18,0.4,5.9,0
277,Jammi German,CLE,27,,6,0,9,7,77.8%,65,9.3,0,18,1.2,10.8,0
278,James Jackson,CLE,25,RB,11,10,10,7,70.0%,56,8.0,0,16,0.6,5.1,1
279,LaMont Jordan,NYJ,23,,16,0,10,7,70.0%,44,6.3,1,25,0.4,2.8,0
280,Wane McGarity,2TM,25,,12,1,12,7,58.3%,43,6.1,1,11,0.6,3.6,2
281,Sammy Morris,BUF,24,rb,16,1,9,7,77.8%,36,5.1,0,11,0.4,2.3,1
282,Mike Sellers,CLE,26,rb/wr,9,7,13,7,53.8%,73,10.4,2,28,0.8,8.1,0
283,Reggie Swinton,DAL,26,wr,15,1,16,7,43.8%,117,16.7,1,45,0.5,7.8,4
284,Jerame Tuman,PIT,25,te,16,7,19,7,36.8%,96,13.7,1,32,0.4,6.0,0
285,Jason Brookins,BAL,25,rb,12,3,9,6,66.7%,45,7.5,0,15,0.5,3.8,3
286,KaRon Coleman,DEN,23,,4,0,11,6,54.5%,45,7.5,0,9,1.5,11.3,0
287,Ed McCaffrey,DEN,33,wr,1,1,7,6,85.7%,94,15.7,1,28,6.0,94.0,0
288,Brian Mitchell,PHI,33,,16,0,8,6,75.0%,122,20.3,0,56,0.4,7.6,3
289,Jeff Ogden,MIA,26,,16,0,8,6,75.0%,73,12.2,1,18,0.4,4.6,3
290,Patrick Pass,NWE,24,,16,0,10,6,60.0%,66,11.0,1,23,0.4,4.1,0
291,Jon Witman,PIT,29,FB,15,12,8,6,75.0%,32,5.3,0,12,0.4,2.1,0
292,Matt Cushing,PIT,26,fb/te,13,3,6,5,83.3%,24,4.8,1,9,0.4,1.8,0
293,Dameane Douglas,PHI,25,,16,0,8,5,62.5%,77,15.4,2,27,0.3,4.8,0
294,Skip Hicks,TEN,27,,9,0,6,5,83.3%,22,4.4,0,9,0.6,2.4,0
295,Patrick Johnson,BAL,25,,4,0,12,5,41.7%,57,11.4,1,25,1.3,14.3,1
296,Reggie Jones,SDG,30,,9,0,9,5,55.6%,29,5.8,0,11,0.6,3.2,2
297,Rob Konrad,MIA,25,FB,12,9,13,5,38.5%,52,10.4,1,17,0.4,4.3,0
298,Pete Mitchell,DET,30,te,5,1,5,5,100.0%,29,5.8,0,12,1.0,5.8,0
299,Keith Poole,DEN,27,wr,6,3,10,5,50.0%,38,7.6,0,10,0.8,6.3,0
300,Rod Rutledge,NWE,26,TE,15,14,8,5,62.5%,35,7.0,0,9,0.3,2.3,0
301,Chris Sanders,TEN,29,,4,0,18,5,27.8%,74,14.8,0,22,1.3,18.5,0
302,Tony Stewart,PHI,22,te,3,1,8,5,62.5%,52,10.4,1,15,1.7,17.3,0
303,Robert Thomas,DAL,27,fb,5,5,10,5,50.0%,19,3.8,1,6,1.0,3.8,0
304,Jeff Thomason,PHI,32,,14,0,9,5,55.6%,33,6.6,0,11,0.4,2.4,0
305,Stephen Trejo,DET,24,,14,0,10,5,50.0%,61,12.2,0,20,0.4,4.4,0
306,Patrick Washington,JAX,23,fb,16,6,9,5,55.6%,36,7.2,0,12,0.3,2.3,0
307,Alex Bannister,SEA,22,,16,0,7,4,57.1%,50,12.5,0,17,0.3,3.1,0
308,Aveion Cason,2TM,22,,6,0,4,4,100.0%,32,8.0,0,9,0.7,5.3,2
309,Reuben Droughns,DET,23,rb,9,3,5,4,80.0%,21,5.3,1,8,0.4,2.3,0
310,Jason Dunn,KAN,28,te,15,6,13,4,30.8%,54,13.5,1,28,0.3,3.6,0
311,Olandis Gary,DEN,26,rb,9,1,5,4,80.0%,29,7.3,0,11,0.4,3.2,0
312,Ben Gay,CLE,21,,16,0,7,4,57.1%,11,2.8,0,7,0.3,0.7,4
313,Hunter Goodwin,MIA,29,TE,16,11,10,4,40.0%,27,6.8,0,9,0.3,1.7,0
314,Troy Hambrick,DAL,25,FB/rb,16,11,12,4,33.3%,62,15.5,0,27,0.3,3.9,1
315,James Hodgins,STL,24,FB/rb,16,11,7,4,57.1%,24,6.0,1,11,0.3,1.5,0
316,J.J. Johnson,MIA,27,,10,0,6,4,66.7%,21,5.3,0,7,0.4,2.1,0
317,Jermaine Lewis,BAL,27,rb/wr,15,2,5,4,80.0%,32,8.0,0,12,0.3,2.1,2
318,Eric Metcalf,WAS,33,,10,0,5,4,80.0%,19,4.8,0,9,0.4,1.9,4
319,Herman Moore,DET,32,,3,1,8,4,50.0%,76,19.0,0,25,1.3,25.3,0
320,Torrance Small,NWE,31,,3,0,7,4,57.1%,29,7.3,0,11,1.3,9.7,0
321,Terrelle Smith,NOR,23,fb/rb,14,9,8,4,50.0%,30,7.5,2,12,0.3,2.1,1
322,Damon Washington,NYG,24,,10,0,6,4,66.7%,25,6.3,0,16,0.4,2.5,2
323,Milton Wynn,TAM,23,,1,0,6,4,66.7%,69,17.3,0,36,4.0,69.0,0
324,Todd Yoder,TAM,23,te,16,1,7,4,57.1%,48,12.0,0,24,0.3,3.0,0
325,Jamal Anderson,ATL,29,rb,3,3,4,3,75.0%,111,37.0,1,94,1.0,37.0,1
326,Pat Batteaux,SDG,23,,5,0,8,3,37.5%,25,8.3,0,17,0.6,5.0,0
327,Thabiti Davis,NYG,26,,16,0,8,3,37.5%,34,11.3,0,20,0.2,2.1,0
328,Tyrone Davis,GNB,29,te,4,2,5,3,60.0%,14,4.7,0,7,0.8,3.5,0
329,James Dearth,NYJ,25,te,16,1,4,3,75.0%,10,3.3,1,9,0.2,0.6,0
330,Matt Dominguez,DEN,23,,12,0,5,3,60.0%,26,8.7,0,12,0.3,2.2,0
331,Andrew Jordan,MIN,29,fb/te,16,4,7,3,42.9%,11,3.7,1,4,0.2,0.7,0
332,Charles Lee,GNB,24,,7,0,4,3,75.0%,32,10.7,1,23,0.4,4.6,0
333,Justin McCareins,TEN,23,wr,4,1,3,3,100.0%,88,29.3,0,36,0.8,22.0,0
334,Quentin McCord,ATL,23,,7,0,4,3,75.0%,53,17.7,0,26,0.4,7.6,0
335,Shad Meier,TEN,23,te,11,1,5,3,60.0%,31,10.3,0,18,0.3,2.8,0
336,Glyn Milburn,2TM,30,,10,0,4,3,75.0%,9,3.0,0,7,0.3,0.9,2
337,Jake Moreland,CLE,24,,4,0,4,3,75.0%,15,5.0,0,6,0.8,3.8,0
338,Ken-Yon Rambo,DAL,23,,13,0,6,3,50.0%,28,9.3,0,14,0.2,2.2,0
339,Marcellus Rivers,NYG,23,,16,0,5,3,60.0%,11,3.7,2,8,0.2,0.7,0
340,Derrius Thompson,WAS,24,,16,0,6,3,50.0%,52,17.3,1,31,0.2,3.3,0
341,Rabih Abdullah,TAM,26,,16,0,2,2,100.0%,26,13.0,0,14,0.1,1.6,0
342,Eddie Berlin,TEN,23,,11,0,6,2,33.3%,28,14.0,0,19,0.2,2.5,0
343,Luther Broughton,CAR,27,,15,0,4,2,50.0%,22,11.0,0,13,0.1,1.5,0
344,Fred Coleman,NWE,26,,8,0,4,2,50.0%,50,25.0,0,46,0.3,6.3,0
345,Zack Crockett,OAK,29,,16,0,3,2,66.7%,10,5.0,0,8,0.1,0.6,1
346,Phillip Crosby,BUF,25,fb,16,2,2,2,100.0%,16,8.0,0,9,0.1,1.0,0
347,Damon Gibson,JAX,26,,16,0,3,2,66.7%,13,6.5,0,9,0.1,0.8,3
348,Lamont Hall,NOR,27,te,16,6,2,2,100.0%,15,7.5,0,9,0.1,0.9,1
349,Matthew Hatchette,NYJ,27,,11,0,15,2,13.3%,44,22.0,0,29,0.2,4.0,0
350,Curtis Jackson,NWE,28,,2,0,2,2,100.0%,16,8.0,0,12,1.0,8.0,0
351,James Jett,OAK,31,,11,0,3,2,66.7%,19,9.5,0,10,0.2,1.7,0
352,John Jones,BAL,26,te,15,2,3,2,66.7%,13,6.5,0,13,0.1,0.9,0
353,Dan Kreider,PIT,24,fb,13,1,4,2,50.0%,5,2.5,0,5,0.2,0.4,0
354,Kirk McMullen,CIN,24,te,7,2,6,2,33.3%,15,7.5,0,11,0.3,2.1,0
355,Rondell Mealey,GNB,24,,11,0,2,2,100.0%,31,15.5,0,19,0.2,2.8,0
356,Ahmad Merritt,CHI,24,,2,0,6,2,33.3%,20,10.0,0,13,1.0,10.0,0
357,Santana Moss,NYJ,22,,5,0,17,2,11.8%,40,20.0,0,33,0.4,8.0,0
358,Brian Natkin,TEN,23,te,3,1,3,2,66.7%,42,21.0,0,27,0.7,14.0,0
359,Jamie Reader,PHI,27,,16,0,5,2,40.0%,14,7.0,0,11,0.1,0.9,0
360,Gari Scott,PHI,23,,3,0,4,2,50.0%,26,13.0,0,18,0.7,8.7,0
361,Tony Simmons,2TM,27,,7,0,6,2,33.3%,17,8.5,0,12,0.3,2.4,0
362,Fred Taylor,JAX,25,rb,2,2,3,2,66.7%,13,6.5,0,11,1.0,6.5,1
363,Rodney Thomas,ATL,28,,12,0,3,2,66.7%,26,13.0,0,15,0.2,2.2,0
364,Alvis Whitted,JAX,27,,11,0,7,2,28.6%,17,8.5,0,10,0.2,1.5,0
365,Jermaine Williams,2TM,28,,12,2,3,2,66.7%,11,5.5,0,9,0.2,0.9,0
366,Mike Bartrum,PHI,31,,16,0,2,1,50.0%,4,4.0,1,4,0.1,0.3,0
367,Will Blackwell,PIT,26,,1,0,1,1,100.0%,8,8.0,0,8,1.0,8.0,0
368,R.J. Bowers,PIT,27,,3,0,1,1,100.0%,0,0.0,0,0,0.3,0.0,0
369,Tom Brady,NWE,24,QB,15,14,1,1,100.0%,23,23.0,0,23,0.1,1.5,12
370,Chris Coleman,TEN,24,,16,0,4,1,25.0%,19,19.0,0,19,0.1,1.2,0
371,Bobby Collins,GNB,25,,4,0,1,1,100.0%,3,3.0,0,3,0.3,0.8,0
372,Kerry Collins,NYG,29,QB,16,16,1,1,100.0%,-2,-2.0,0,-2,0.1,-0.1,23
373,Tim Couch,CLE,24,QB,16,16,1,1,100.0%,-10,-10.0,0,-10,0.1,-0.6,9
374,Bryan Cox,NWE,33,lb/mlb,11,7,1,1,100.0%,7,7.0,0,7,0.1,0.6,0
375,Casey Crawford,CAR,24,te,3,1,2,1,50.0%,10,10.0,0,10,0.3,3.3,0
376,Howard Cross,NYG,34,te,16,6,3,1,33.3%,5,5.0,0,5,0.1,0.3,0
377,Daunte Culpepper,MIN,24,QB,11,11,1,1,100.0%,0,0.0,0,0,0.1,0.0,16
378,Trent Dilfer,SEA,29,qb,6,4,1,1,100.0%,-5,-5.0,0,-5,0.2,-0.8,3
379,David Dunn,OAK,29,,10,0,1,1,100.0%,8,8.0,0,8,0.1,0.8,3
380,Jay Feely01,ATL,25,K,16,0,1,1,100.0%,-2,-2.0,0,-2,0.1,-0.1,0
381,Jay Graham,SEA,26,,11,0,1,1,100.0%,6,6.0,0,6,0.1,0.5,0
382,Trent Green,KAN,31,QB,16,16,1,1,100.0%,1,1.0,0,1,0.1,0.1,11
383,Brian Griese,DEN,26,QB,15,15,1,1,100.0%,-6,-6.0,0,-6,0.1,-0.4,7
384,Derrick Harris,SDG,29,,16,0,3,1,33.3%,7,7.0,0,7,0.1,0.4,0
385,Robert Holcombe,STL,26,,16,0,1,1,100.0%,14,14.0,0,14,0.1,0.9,1
386,Sheldon Jackson,BUF,25,te,16,1,5,1,20.0%,1,1.0,1,1,0.1,0.1,0
387,Leon Johnson,CHI,27,,12,0,2,1,50.0%,0,0.0,0,0,0.1,0.0,2
388,Curtis Keaton,CIN,25,,13,0,1,1,100.0%,9,9.0,0,9,0.1,0.7,0
389,Brandon Manumaleuna,STL,21,,16,0,1,1,100.0%,1,1.0,1,1,0.1,0.1,0
390,Kevin McDougal,IND,24,,9,0,2,1,50.0%,10,10.0,0,10,0.1,1.1,0
391,Dennis McKinley,ARI,25,,14,0,1,1,100.0%,10,10.0,0,10,0.1,0.7,0
392,Steve McKinney,IND,26,LG,14,14,1,1,100.0%,5,5.0,0,5,0.1,0.4,0
393,Anthony Mitchell,BAL,27,,16,0,1,1,100.0%,-11,-11.0,0,-11,0.1,-0.7,0
394,Shaun O'Hara,CLE,24,lg,16,4,1,1,100.0%,2,2.0,1,2,0.1,0.1,0
395,Wes Ours,TEN,24,,3,0,1,1,100.0%,3,3.0,0,3,0.3,1.0,0
396,Travis Prentice,MIN,25,,14,0,1,1,100.0%,10,10.0,0,10,0.1,0.7,1
397,Derek Rackley,ATL,24,,16,0,1,1,100.0%,1,1.0,1,1,0.1,0.1,0
398,Charlie Rogers,SEA,25,,13,0,1,1,100.0%,7,7.0,0,7,0.1,0.5,2
399,Jerald Sowell,NYJ,27,,16,0,1,1,100.0%,19,19.0,0,19,0.1,1.2,0
400,Dave Stachelski,NOR,24,,5,0,1,1,100.0%,5,5.0,0,5,0.2,1.0,0
401,Vinny Sutherland,SFO,23,,15,0,1,1,100.0%,5,5.0,0,5,0.1,0.3,1
402,Brian Urlacher,CHI,23,MLB,16,16,1,1,100.0%,27,27.0,1,27,0.1,1.7,0
403,John Waerig,DET,25,,1,0,1,1,100.0%,6,6.0,0,6,1.0,6.0,0
404,Terry Witherspoon,DAL,24,,3,0,1,1,100.0%,9,9.0,0,9,0.3,3.0,0
