Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
52,Donald Driver,GNB,28,WR,15,15,86,52,60.5%,621,11.9,2,41,3.5,41.4,0
53,Bobby Engram,SEA,30,fb/wr,16,7,75,52,69.3%,637,12.3,6,34,3.3,39.8,5
54,Terry Glenn,DAL,29,WR,16,14,96,52,54.2%,754,14.5,5,51,3.3,47.1,2
55,Edgerrin James,IND,25,RB,13,13,71,51,71.8%,292,5.7,0,17,3.9,22.5,5
56,Ahman Green,GNB,26,RB,16,16,60,50,83.3%,367,7.3,5,27,3.1,22.9,7
57,Johnnie Morton,KAN,32,WR,16,16,92,50,54.3%,740,14.8,4,50,3.1,46.3,0
58,Ricky Williams,MIA,26,RB,16,16,62,50,80.6%,351,7.0,1,59,3.1,21.9,7
59,Az-Zahir Hakim,DET,26,WR,14,12,108,49,45.4%,449,9.2,4,28,3.5,32.1,2
60,Randy McMichael,MIA,24,TE,16,16,83,49,59.0%,598,12.2,2,46,3.1,37.4,0
61,James Thrash,PHI,28,WR,16,16,92,49,53.3%,558,11.4,1,51,3.1,34.9,0
62,Dez White,CHI,24,WR,15,11,107,49,45.8%,583,11.9,3,49,3.3,38.9,0
63,Kevin Faulk,NWE,27,fb/rb,15,8,67,48,71.6%,440,9.2,0,27,3.2,29.3,4
64,Charlie Garner,OAK,31,RB,14,9,70,48,68.6%,386,8.0,1,46,3.4,27.6,1
65,Jeremy Shockey,NYG,23,TE,9,9,70,48,68.6%,535,11.1,2,46,5.3,59.4,1
66,Fred Taylor,JAX,27,RB,16,16,74,48,64.9%,370,7.7,1,60,3.0,23.1,6
67,Dane Looker,STL,27,wr,16,2,75,47,62.7%,495,10.5,3,41,2.9,30.9,1
68,Justin McCareins,TEN,25,WR,16,10,82,47,57.3%,813,17.3,7,73,2.9,50.8,2
69,Jerald Sowell,NYJ,29,FB,16,16,60,47,78.3%,436,9.3,1,44,2.9,27.3,0
70,Tai Streets,SFO,26,WR,16,16,85,47,55.3%,595,12.7,7,41,2.9,37.2,0
71,Domanick Williams,HOU,23,RB,14,10,68,47,69.1%,351,7.5,0,17,3.4,25.1,4
72,Curtis Conway,NYJ,32,WR,16,15,102,46,45.1%,640,13.9,2,45,2.9,40.0,0
73,Jim Kleinsasser,MIN,26,TE,16,16,59,46,78.0%,401,8.7,4,19,2.9,25.1,0
74,Itula Mili,SEA,30,TE,16,12,62,46,74.2%,492,10.7,4,46,2.9,30.8,0
75,Jamel White,CLE,26,rb,16,3,69,46,66.7%,303,6.6,1,22,2.9,18.9,1
76,Marshall Faulk,STL,30,RB,11,11,61,45,73.8%,290,6.4,1,30,4.1,26.4,0
77,Keyshawn Johnson,TAM,31,WR,10,10,74,45,60.8%,600,13.3,3,39,4.5,60.0,0
78,Desmond Clark,CHI,26,TE,15,15,71,44,62.0%,433,9.8,2,31,2.9,28.9,2
79,Alge Crumpler,ATL,26,TE,16,16,80,44,55.0%,552,12.5,3,63,2.8,34.5,1
80,Jerome Pathon,NOR,28,WR,16,12,80,44,55.0%,578,13.1,4,40,2.8,36.1,1
81,David Terrell,CHI,24,wr,16,7,84,43,51.2%,361,8.4,1,35,2.7,22.6,1
82,Shaun Alexander,SEA,26,RB,16,15,59,42,71.2%,295,7.0,2,22,2.6,18.4,4
83,Curtis Martin,NYJ,30,RB,16,16,53,42,79.2%,262,6.2,0,29,2.6,16.4,2
84,Erron Kinney,TEN,26,TE,16,16,58,41,70.7%,381,9.3,3,28,2.6,23.8,1
85,Javon Walker,GNB,25,wr,16,3,74,41,55.4%,716,17.5,9,66,2.6,44.8,1
86,Boo Williams,NOR,24,te,16,6,62,41,66.1%,436,10.6,5,31,2.6,27.3,0
87,Anthony Becht,NYJ,26,TE,16,16,58,40,69.0%,356,8.9,4,29,2.5,22.3,1
88,Troy Brown,NWE,32,WR,12,10,60,40,66.7%,472,11.8,4,82,3.3,39.3,2
89,Andre' Davis,CLE,24,wr,16,8,55,40,72.7%,576,14.4,5,49,2.5,36.0,2
90,Dante Hall,KAN,25,wr,16,2,60,40,66.7%,423,10.6,1,67,2.5,26.4,3
91,Billy Miller,HOU,26,te,16,6,65,40,61.5%,355,8.9,3,25,2.5,22.2,0
92,Marcus Pollard,IND,31,TE,14,13,57,40,70.2%,541,13.5,3,70,2.9,38.6,1
93,Amos Zereoue,PIT,27,rb,16,6,52,40,76.9%,310,7.8,0,29,2.5,19.4,0
94,Antonio Bryant,DAL,22,wr,16,5,83,39,47.0%,550,14.1,2,54,2.4,34.4,0
95,Travis Taylor,BAL,24,WR,16,16,90,39,43.3%,632,16.2,3,73,2.4,39.5,0
96,Robert Ferguson,GNB,24,WR,15,12,60,38,63.3%,520,13.7,4,47,2.5,34.7,0
97,Daniel Graham,NWE,25,TE,14,9,63,38,60.3%,409,10.8,4,38,2.7,29.2,0
98,Quincy Morgan,CLE,26,WR,16,15,79,38,48.1%,516,13.6,3,71,2.4,32.3,0
99,Clinton Portis,DEN,22,RB,13,13,51,38,74.5%,314,8.3,0,72,2.9,24.2,3
100,Warrick Dunn,ATL,28,rb,11,6,52,37,71.2%,336,9.1,2,86,3.4,30.5,2
101,Ashley Lelie,DEN,23,WR,16,10,81,37,45.7%,628,17.0,2,60,2.3,39.3,0
102,Antwaan Randle El,PIT,24,wr,16,1,56,37,66.1%,364,9.8,1,32,2.3,22.8,5
103,Mikhael Ricks,DET,29,te,16,6,61,37,60.7%,434,11.7,2,38,2.3,27.1,0
104,Brian Westbrook,PHI,24,RB,15,8,48,37,77.1%,332,9.0,4,38,2.5,22.1,3
105,Todd Pinkston,PHI,26,WR,16,15,86,36,41.9%,575,16.0,2,59,2.3,35.9,1
106,Bill Schroeder,DET,32,WR,16,13,80,36,45.0%,397,11.0,2,26,2.3,24.8,0
107,Duce Staley,PHI,28,rb,16,4,47,36,76.6%,382,10.6,2,52,2.3,23.9,2
108,Troy Walters,IND,27,wr,15,4,52,36,69.2%,456,12.7,3,46,2.4,30.4,0
109,Kevan Barlow,SFO,24,rb,16,4,44,35,79.5%,307,8.8,1,48,2.2,19.2,5
110,Troy Edwards,JAX,26,WR,13,11,62,35,56.5%,487,13.9,3,84,2.7,37.5,0
111,Bryant Johnson,ARI,22,WR,15,8,77,35,45.5%,438,12.5,1,54,2.3,29.2,1
112,Freddie Mitchell,PHI,25,wr,16,6,59,35,59.3%,498,14.2,2,39,2.2,31.1,0
113,Jed Weaver,SFO,27,TE,16,15,53,35,66.0%,437,12.5,1,30,2.2,27.3,1
114,Cedrick Wilson,SFO,25,wr,16,4,63,35,55.6%,396,11.3,2,29,2.2,24.8,1
115,Jason Witten,DAL,21,te/wr,15,7,54,35,64.8%,347,9.9,1,36,2.3,23.1,0
116,Mark Campbell,BUF,28,TE,16,11,50,34,68.0%,339,10.0,1,31,2.1,21.2,0
117,Jabar Gaffney,HOU,23,WR,16,11,57,34,59.6%,402,11.8,2,33,2.1,25.1,0
118,Joey Galloway,DAL,32,WR,15,13,83,34,41.0%,672,19.8,2,64,2.3,44.8,1
119,David Givens,NWE,23,wr,13,5,54,34,63.0%,510,15.0,6,57,2.6,39.2,0
120,Cory Schlesinger,DET,31,FB,16,10,49,34,69.4%,247,7.3,2,33,2.1,15.4,0
121,Charles Lee,TAM,26,wr,8,5,46,33,71.7%,432,13.1,2,72,4.1,54.0,0
122,Drew Bennett,TEN,25,WR,12,8,54,32,59.3%,504,15.8,4,48,2.7,42.0,0
123,Marc Edwards,JAX,29,FB,16,16,43,31,72.1%,226,7.3,0,32,1.9,14.1,0
124,Doug Jolley,OAK,24,TE,15,9,54,31,57.4%,250,8.1,1,26,2.1,16.7,0
125,Marcus Robinson,BAL,28,wr,15,5,62,31,50.0%,451,14.5,6,50,2.1,30.1,0
126,Bubba Franks,GNB,25,TE,16,15,44,30,68.2%,241,8.0,4,24,1.9,15.1,0
127,Marcel Shipp,ARI,25,RB,16,11,37,30,81.1%,184,6.1,0,34,1.9,11.5,3
128,Kyle Brady,JAX,31,TE,16,15,46,29,63.0%,281,9.7,1,26,1.8,17.6,3
129,Nate Burleson,MIN,22,WR,16,9,57,29,50.9%,455,15.7,2,52,1.8,28.4,1
130,Dallas Clark,IND,24,fb/TE,10,10,42,29,69.0%,340,11.7,1,42,2.9,34.0,0
131,Brandon Manumaleuna,STL,23,rb/TE/wr,16,15,45,29,64.4%,238,8.2,2,39,1.8,14.9,0
132,Mack Strong,SEA,32,FB,16,9,33,29,87.9%,216,7.4,0,32,1.8,13.5,1
133,Christian Fauria,NWE,32,TE,16,12,45,28,62.2%,285,10.2,2,28,1.8,17.8,0
134,Travis Henry,BUF,25,RB,15,15,40,28,70.0%,158,5.6,1,18,1.9,10.5,7
135,Jerry Porter,OAK,25,wr,10,1,57,28,49.1%,361,12.9,1,35,2.8,36.1,1
136,Wayne Chrebet,NYJ,30,wr,7,5,44,27,61.4%,289,10.7,1,29,3.9,41.3,0
137,Darnerien McCants,WAS,25,,15,1,55,27,49.1%,360,13.3,6,32,1.8,24.0,0
138,Ricky Proehl,CAR,35,wr,16,2,52,27,51.9%,389,14.4,4,66,1.7,24.3,0
139,L.J. Smith,PHI,23,te,15,5,46,27,58.7%,321,11.9,1,36,1.8,21.4,1
140,Tim Carter,NYG,24,wr,12,2,52,26,50.0%,309,11.9,0,30,2.2,25.8,0
141,Ernie Conwell,NOR,31,TE,10,10,44,26,59.1%,290,11.2,2,32,2.6,29.0,1
142,Brian Finneran,ATL,27,WR,12,10,54,26,48.1%,368,14.2,2,38,2.2,30.7,0
143,DeShaun Foster,CAR,23,rb,14,2,35,26,74.3%,207,8.0,2,47,1.9,14.8,3
144,Jamal Lewis,BAL,24,fb/RB,16,16,38,26,68.4%,205,7.9,0,26,1.6,12.8,8
145,Derrius Thompson,MIA,26,WR,16,12,59,26,44.1%,359,13.8,0,31,1.6,22.4,0
146,Brandon Bennett,CIN,30,,16,0,32,25,78.1%,176,7.0,1,16,1.6,11.0,2
147,Kelly Campbell,MIN,23,fb/wr,15,6,46,25,54.3%,522,20.9,4,72,1.7,34.8,2
148,Garrison Hearst,SFO,32,RB,12,12,38,25,65.8%,211,8.4,1,26,2.1,17.6,2
149,Donte' Stallworth,NOR,23,wr,11,3,55,25,45.5%,485,19.4,3,76,2.3,44.1,3
150,Corey Bradford,HOU,28,wr,16,6,62,24,38.7%,460,19.2,4,78,1.5,28.8,0
151,Antonio Gates,SDG,23,TE,15,11,42,24,57.1%,389,16.2,2,48,1.6,25.9,1
152,William Henderson,GNB,32,FB,16,12,34,24,70.6%,214,8.9,3,22,1.5,13.4,0
153,Thomas Jones,TAM,25,rb,16,3,31,24,77.4%,180,7.5,0,29,1.5,11.3,4
154,Matt Schobel,CIN,25,te,15,1,30,24,80.0%,332,13.8,2,45,1.6,22.1,2
155,Casey Fitzsimmons,DET,23,TE,16,11,40,23,57.5%,160,7.0,2,22,1.4,10.0,0
156,Chad Lewis,PHI,32,TE,16,14,40,23,57.5%,293,12.7,1,29,1.4,18.3,0
157,James McKnight,MIA,31,wr,15,1,43,23,53.5%,285,12.4,2,80,1.5,19.0,1
158,Ken Dilger,TAM,32,TE,15,15,41,22,53.7%,244,11.1,1,48,1.5,16.3,1
159,Eddie George,TEN,30,RB,16,16,31,22,71.0%,163,7.4,0,22,1.4,10.2,1
160,Charles Rogers,DET,22,wr,5,5,52,22,42.3%,243,11.0,3,33,4.4,48.6,0
161,Brandon Stokley,IND,27,wr,6,3,32,22,68.8%,211,9.6,3,37,3.7,35.2,0
162,Kelley Washington,CIN,24,wr,16,3,47,22,46.8%,299,13.6,4,51,1.4,18.7,0
163,Ricky Williams,IND,25,rb/wr,13,4,29,22,75.9%,157,7.1,1,17,1.7,12.1,2
164,Tony Fisher,GNB,24,,15,0,25,21,84.0%,206,9.8,2,32,1.4,13.7,0
165,Justin Griffith,ATL,23,FB/wr,16,11,34,21,61.8%,122,5.8,2,24,1.3,7.6,0
166,Rudi Johnson,CIN,24,rb,13,5,23,21,91.3%,146,7.0,0,17,1.6,11.2,0
167,Tony Stewart,CIN,24,te,16,7,33,21,63.6%,212,10.1,0,21,1.3,13.3,0
168,Dan Campbell,DAL,27,TE,16,16,30,20,66.7%,195,9.8,1,23,1.3,12.2,0
169,Jameel Cook,TAM,24,FB,14,8,30,20,66.7%,120,6.0,1,19,1.4,8.6,0
170,Mike Furrey,STL,26,,13,0,33,20,60.6%,189,9.5,0,24,1.5,14.5,3
171,Chester Taylor,BAL,24,fb,16,1,27,20,74.1%,132,6.6,0,23,1.3,8.3,3
172,Wesley Walls,GNB,37,te,14,1,33,20,60.6%,222,11.1,1,36,1.4,15.9,0
173,Fred Beasley,SFO,29,FB,16,11,28,19,67.9%,184,9.7,1,32,1.2,11.5,0
174,Larry Centers,NWE,35,fb,9,3,34,19,55.9%,106,5.6,1,14,2.1,11.8,0
175,Robert Holcombe,TEN,28,,15,0,25,19,76.0%,121,6.4,1,11,1.3,8.1,2
176,Terry Jones,BAL,24,TE,16,13,25,19,76.0%,159,8.4,3,25,1.2,9.9,0
177,Ed McCaffrey,DEN,35,wr,12,7,34,19,55.9%,195,10.3,0,23,1.6,16.3,0
178,Tyrone Calico,TEN,23,wr,14,2,43,18,41.9%,297,16.5,4,45,1.3,21.2,0
179,Rock Cartwright,WAS,24,rb,15,3,28,18,64.3%,176,9.8,0,40,1.2,11.7,2
180,Chris Doering,PIT,30,,16,0,30,18,60.0%,240,13.3,1,53,1.1,15.0,0
181,Steve Heiden,CLE,27,TE,9,9,31,18,58.1%,134,7.4,0,17,2.0,14.9,0
182,Eric Parker,SDG,24,fb/wr,8,4,31,18,58.1%,244,13.6,3,33,2.3,30.5,1
183,Stanley Pritchett,CHI,30,FB,16,11,27,18,66.7%,83,4.6,0,20,1.1,5.2,0
184,Scotty Anderson,DET,24,,9,0,31,17,54.8%,325,19.1,2,72,1.9,36.1,0
185,Aveion Cason,DAL,24,,10,0,20,17,85.0%,142,8.4,0,28,1.7,14.2,2
186,Justin Gage,CHI,22,wr,10,3,35,17,48.6%,338,19.9,2,57,1.7,33.8,1
187,Bryan Gilmore,ARI,25,WR,14,10,45,17,37.8%,208,12.2,2,32,1.2,14.9,0
188,Troy Hambrick,DAL,27,RB,16,16,24,17,70.8%,99,5.8,0,13,1.1,6.2,4
189,Cortez Hankton,JAX,22,,16,0,41,17,41.5%,166,9.8,0,22,1.1,10.4,0
190,Kris Mangum,CAR,30,TE,16,11,29,17,58.6%,199,11.7,0,34,1.1,12.4,0
191,Jon Ritchie,PHI,29,fb,16,7,26,17,65.4%,86,5.1,3,12,1.1,5.4,0
192,Marcellus Rivers,NYG,25,te,12,6,22,17,77.3%,155,9.1,0,27,1.4,12.9,0
193,Frank Wycheck,TEN,32,te,10,6,29,17,58.6%,165,9.7,2,25,1.7,16.5,0
194,Bethel Johnson,NWE,24,wr,15,5,34,16,47.1%,209,13.1,2,45,1.1,13.9,0
195,Rob Konrad,MIA,27,FB/te,14,12,19,16,84.2%,166,10.4,0,25,1.1,11.9,0
196,Lorenzo Neal,SDG,33,FB,16,15,25,16,64.0%,62,3.9,0,11,1.0,3.9,0
197,Justin Peelle,SDG,24,TE,15,9,25,16,64.0%,133,8.3,1,24,1.1,8.9,0
198,David Tyree,NYG,23,wr,16,3,31,16,51.6%,211,13.2,0,48,1.0,13.2,0
199,D'Wayne Bates,MIN,28,WR,10,8,29,15,51.7%,151,10.1,1,18,1.5,15.1,0
200,Ladell Betts,WAS,24,rb,9,1,23,15,65.2%,167,11.1,0,34,1.7,18.6,0
201,Derrick Blaylock,KAN,24,,16,0,22,15,68.2%,181,12.1,1,63,0.9,11.3,1
202,Arlen Harris,STL,23,rb,16,2,19,15,78.9%,102,6.8,0,26,0.9,6.4,3
203,Matthew Hatchette,JAX,29,wr,6,4,28,15,53.6%,203,13.5,2,45,2.5,33.8,0
204,Jeremi Johnson,CIN,23,FB,16,13,20,15,75.0%,82,5.5,1,16,0.9,5.1,0
205,Patrick Johnson,WAS,27,wr,16,2,28,15,53.6%,170,11.3,1,31,0.9,10.6,2
206,Chad Morton,WAS,26,rb,15,2,26,15,57.7%,187,12.5,1,36,1.0,12.5,1
207,Darnell Sanders,CLE,24,TE/wr,16,12,21,15,71.4%,95,6.3,1,12,0.9,5.9,1
208,Onterrio Smith,MIN,23,rb,15,3,20,15,75.0%,129,8.6,0,20,1.0,8.6,1
209,J.J. Stokes,2TM,31,,7,3,19,15,78.9%,154,10.3,0,31,2.1,22.0,0
210,Chris Baker,NYJ,24,,16,0,18,14,77.8%,137,9.8,0,24,0.9,8.6,0
211,Stephen Davis,CAR,29,RB,14,14,17,14,82.4%,159,11.4,0,25,1.0,11.4,3
212,Tim Dwight,SDG,28,wr,9,3,31,14,45.2%,193,13.8,0,32,1.6,21.4,1
213,Jim Finn,NYG,27,FB,15,9,20,14,70.0%,115,8.2,0,27,0.9,7.7,0
214,Antonio Freeman,GNB,31,,15,0,22,14,63.6%,141,10.1,0,15,0.9,9.4,0
215,James Hodgins,ARI,26,FB,16,8,19,14,73.7%,58,4.1,2,9,0.9,3.6,1
216,James Jackson,CLE,27,rb,12,6,18,14,77.8%,114,8.1,0,18,1.2,9.5,3
217,Teyo Johnson,OAK,22,te,16,5,22,14,63.6%,128,9.1,1,21,0.9,8.0,0
218,Brandon Lloyd,SFO,22,wr,16,1,30,14,46.7%,212,15.1,2,44,0.9,13.3,0
219,Sammy Morris,BUF,26,,9,0,17,14,82.4%,100,7.1,0,24,1.6,11.1,0
220,Frank Sanders,BAL,30,,13,0,29,14,48.3%,170,12.1,0,44,1.1,13.1,0
221,Antowain Smith,NWE,31,rb,13,6,16,14,87.5%,92,6.6,0,16,1.1,7.1,1
222,Emmitt Smith,ARI,34,rb,10,5,19,14,73.7%,107,7.6,0,36,1.4,10.7,2
223,LaBrandon Toefield,JAX,23,,16,0,16,14,87.5%,105,7.5,1,16,0.9,6.6,0
224,Jerome Bettis,PIT,31,RB,16,10,22,13,59.1%,86,6.6,0,16,0.8,5.4,5
225,Olandis Gary,DET,28,rb,13,1,22,13,59.1%,69,5.3,0,13,1.0,5.3,1
226,Reggie Kelly,CIN,26,TE,12,11,21,13,61.9%,81,6.2,1,13,1.1,6.8,0
227,David Martin,GNB,24,fb/te,16,3,17,13,76.5%,79,6.1,2,14,0.8,4.9,0
228,Shad Meier,TEN,25,te,15,6,19,13,68.4%,159,12.2,0,27,0.9,10.6,1
229,Kassim Osgood,SDG,23,wr,16,2,33,13,39.4%,278,21.4,2,57,0.8,17.4,0
230,Nate Poole,ARI,26,wr,15,1,19,13,68.4%,177,13.6,1,37,0.9,11.8,0
231,George Wrighster,JAX,22,te,15,1,20,13,65.0%,150,11.5,2,30,0.9,10.0,0
232,Mike Anderson,DEN,30,fb/rb,12,5,15,12,80.0%,53,4.4,2,18,1.0,4.4,2
233,Obafemi Ayanbadejo,MIA,28,fb,16,2,13,12,92.3%,53,4.4,0,12,0.8,3.3,1
234,Michael Bennett,MIN,25,rb,8,7,14,12,85.7%,132,11.0,0,40,1.5,16.5,2
235,Nick Goings,CAR,25,,15,0,14,12,85.7%,97,8.1,1,14,0.8,6.5,0
236,Brad Hoover,CAR,27,FB,16,9,20,12,60.0%,72,6.0,1,17,0.8,4.5,1
237,Joe Jurevicius,TAM,29,wr,5,2,24,12,50.0%,118,9.8,2,22,2.4,23.6,0
238,Michael Lewis,NOR,32,wr,13,1,25,12,48.0%,226,18.8,1,39,0.9,17.4,2
239,Tony Richardson,KAN,32,FB,16,10,16,12,75.0%,76,6.3,0,14,0.8,4.8,0
240,Jerame Tuman,PIT,27,TE,16,12,19,12,63.2%,113,9.4,0,23,0.8,7.1,0
241,Bobby Wade,CHI,22,wr,12,1,18,12,66.7%,137,11.4,0,24,1.0,11.4,1
242,Tyrone Wheatley,OAK,31,fb/rb,15,5,18,12,66.7%,120,10.0,0,25,0.8,8.0,2
243,Marc Boerigter,KAN,25,,15,0,26,11,42.3%,158,14.4,0,30,0.7,10.5,0
244,Steve Bush,ARI,29,te/wr,16,4,17,11,64.7%,71,6.5,1,14,0.7,4.4,0
245,Corey Dillon,CIN,29,RB,13,11,18,11,61.1%,71,6.5,0,14,0.8,5.5,0
246,T.J. Duckett,ATL,22,RB,16,10,13,11,84.6%,94,8.5,0,21,0.7,5.9,3
247,Sam Gash,BUF,34,FB,16,10,13,11,84.6%,83,7.5,0,18,0.7,5.2,1
248,LaMont Jordan,NYJ,25,,16,0,13,11,84.6%,101,9.2,0,25,0.7,6.3,0
249,Dustin Lyman,CHI,27,te,9,1,13,11,84.6%,80,7.3,0,12,1.2,8.9,0
250,Mike Alstott,TAM,30,fb,4,3,12,10,83.3%,83,8.3,0,17,2.5,20.8,0
251,Correll Buckhalter,PHI,25,rb,15,5,14,10,71.4%,133,13.3,1,27,0.7,8.9,3
252,Trung Canidate,WAS,26,RB,11,10,15,10,66.7%,71,7.1,1,25,0.9,6.5,1
253,Cam Cleeland,STL,28,fb/rb/te/wr,16,10,16,10,62.5%,145,14.5,0,29,0.6,9.1,1
254,William Green,CLE,24,rb,7,7,14,10,71.4%,50,5.0,0,12,1.4,7.1,5
255,Brian Kozlowski,ATL,33,TE,16,9,27,10,37.0%,87,8.7,0,19,0.6,5.4,1
256,Shaun McDonald,STL,22,wr,8,1,21,10,47.6%,62,6.2,0,13,1.3,7.8,1
257,Jay Riemersma,PIT,30,fb/te,11,7,23,10,43.5%,138,13.8,1,24,0.9,12.5,0
258,Visanthe Shiancoe,NYG,23,fb/te,16,7,23,10,43.5%,56,5.6,2,10,0.6,3.5,0
259,Reuben Droughns,DEN,25,fb/rb,15,4,12,9,75.0%,87,9.7,2,15,0.6,5.8,0
260,Zeron Flemister,WAS,27,TE,12,9,17,9,52.9%,89,9.9,0,18,0.8,7.4,1
261,Bryan Johnson,WAS,25,FB,16,11,12,9,75.0%,71,7.9,0,19,0.6,4.4,0
262,Andre King,CLE,30,,15,0,14,9,64.3%,88,9.8,0,28,0.6,5.9,0
263,Dan Kreider,PIT,26,FB,16,12,24,9,37.5%,107,11.9,0,26,0.6,6.7,0
264,Stacey Mack,HOU,28,rb,8,5,12,9,75.0%,55,6.1,0,10,1.1,6.9,2
