Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
19,Brian Westbrook,PHI,27,RB,15,14,105,77,73.3%,699,9.1,4,52,5.1,46.6,2
20,Isaac Bruce,STL,34,WR,16,13,126,74,58.7%,1098,14.8,3,45,4.6,68.6,0
21,Hines Ward,PIT,30,FL/te,14,14,126,74,58.7%,975,13.2,6,70,5.3,69.6,2
22,Tony Gonzalez,KAN,30,TE,15,15,104,73,70.2%,900,12.3,5,57,4.9,60.0,1
23,Todd Heap,BAL,26,TE,16,16,116,73,62.9%,765,10.5,6,30,4.6,47.8,0
24,Antonio Gates,SDG,26,TE,16,16,120,71,59.2%,924,13.0,9,57,4.4,57.8,0
25,Marques Colston,NOR,23,WR,14,12,115,70,60.9%,1038,14.8,8,86,5.0,74.1,0
26,Terry Glenn,DAL,32,WR,15,14,111,70,63.1%,1047,15.0,6,54,4.7,69.8,0
27,Keyshawn Johnson,CAR,34,WR,16,16,128,70,54.7%,815,11.6,4,40,4.4,50.9,1
28,Larry Fitzgerald,ARI,23,WR,13,13,111,69,62.2%,946,13.7,6,57,5.3,72.8,0
29,Javon Walker,DEN,28,WR,16,16,126,69,54.8%,1084,15.7,8,83,4.3,67.8,0
30,Derrick Mason,BAL,32,WR,16,15,112,68,60.7%,750,11.0,2,38,4.3,46.9,1
31,Mark Clayton,BAL,24,WR,16,12,113,67,59.3%,939,14.0,5,87,4.2,58.7,0
32,Wes Welker,MIA,25,wr,16,2,100,67,67.0%,687,10.3,1,38,4.2,42.9,3
33,Jeremy Shockey,NYG,26,TE,15,15,115,66,57.4%,623,9.4,7,25,4.4,41.5,0
34,Jason Witten,DAL,24,TE,16,15,90,64,71.1%,754,11.8,1,42,4.0,47.1,0
35,Plaxico Burress,NYG,29,WR,15,15,116,63,54.3%,988,15.7,10,55,4.2,65.9,2
36,Darrell Jackson,SEA,28,WR,13,13,112,63,56.3%,956,15.2,10,72,4.8,73.5,1
37,Ronald Curry,OAK,27,wr,16,4,89,62,69.7%,727,11.7,1,39,3.9,45.4,0
38,Joey Galloway,TAM,35,WR,16,14,143,62,43.4%,1057,17.0,7,64,3.9,66.1,0
39,Randy McMichael,MIA,27,TE,16,16,96,62,64.6%,640,10.3,3,24,3.9,40.0,0
40,Reche Caldwell,NWE,27,WR,16,14,102,61,59.8%,760,12.5,4,62,3.8,47.5,2
41,Braylon Edwards,CLE,23,WR,16,15,125,61,48.8%,884,14.5,6,75,3.8,55.3,0
42,Frank Gore,SFO,23,RB,16,16,86,61,70.9%,485,8.0,1,39,3.8,30.3,6
43,Kevin Jones,DET,24,RB,12,12,78,61,78.2%,520,8.5,2,26,5.1,43.3,5
44,Muhsin Muhammad,CHI,33,WR,16,16,117,60,51.3%,863,14.4,5,40,3.8,53.9,1
45,Arnaz Battle,SFO,26,WR,16,15,85,59,69.4%,686,11.6,3,56,3.7,42.9,2
46,Chris Chambers,MIA,28,WR,16,16,154,59,38.3%,677,11.5,4,46,3.7,42.3,0
47,Tiki Barber,NYG,31,RB/tb,16,16,75,58,77.3%,465,8.0,0,28,3.6,29.1,3
48,Chris Cooley,WAS,24,TE,16,16,95,57,60.0%,734,12.9,6,66,3.6,45.9,0
49,Eric Moulds,HOU,33,WR,16,16,78,57,73.1%,557,9.8,1,29,3.6,34.8,1
50,Travis Taylor,MIN,27,WR,16,16,87,57,65.5%,651,11.4,3,36,3.6,40.7,2
51,Alge Crumpler,ATL,29,TE,16,16,103,56,54.4%,780,13.9,8,46,3.5,48.8,0
52,LaDainian Tomlinson,SDG,27,RB,16,16,80,56,70.0%,508,9.1,3,51,3.5,31.8,2
53,Marty Booker,MIA,30,WR,14,13,90,55,61.1%,747,13.6,6,52,3.9,53.4,0
54,Santana Moss,WAS,27,WR,14,14,101,55,54.5%,790,14.4,6,68,3.9,56.4,2
55,Ladell Betts,WAS,27,RB,16,9,64,53,82.8%,445,8.4,1,34,3.3,27.8,6
56,Deion Branch,SEA,27,WR,14,13,101,53,52.5%,725,13.7,4,38,3.8,51.8,0
57,Eddie Kennison,KAN,33,WR,16,16,101,53,52.5%,860,16.2,5,51,3.3,53.8,0
58,Rod Smith,DEN,36,WR,16,16,94,52,55.3%,512,9.8,3,20,3.3,32.0,2
59,Reggie Williams,JAX,23,WR,16,14,91,52,57.1%,616,11.8,4,48,3.3,38.5,1
60,Bernard Berrian,CHI,26,WR,15,14,102,51,50.0%,775,15.2,6,62,3.4,51.7,2
61,L.J. Smith,PHI,26,TE,16,15,75,50,66.7%,611,12.2,5,65,3.1,38.2,0
62,Santonio Holmes,PIT,22,se,16,4,86,49,57.0%,824,16.8,2,67,3.1,51.5,5
63,Peerless Price,BUF,30,WR,16,15,78,49,62.8%,402,8.2,3,25,3.1,25.1,1
64,Ben Watson,NWE,26,TE,13,13,91,49,53.8%,643,13.1,3,40,3.8,49.5,3
65,Eric Parker,SDG,27,WR,15,12,70,48,68.6%,659,13.7,0,38,3.2,43.9,0
66,Michael Pittman,TAM,31,fb/rb,16,3,76,47,61.8%,405,8.6,0,25,2.9,25.3,2
67,Drew Bennett,TEN,28,WR,16,15,98,46,46.9%,737,16.0,3,39,2.9,46.1,2
68,Reggie Brown,PHI,25,WR,16,15,88,46,52.3%,816,17.7,8,60,2.9,51.0,0
69,Ahman Green,GNB,29,RB,14,14,63,46,73.0%,373,8.1,1,20,3.3,26.6,4
70,Maurice Jones-Drew,JAX,21,rb,16,1,62,46,74.2%,436,9.5,2,51,2.9,27.3,1
71,Mewelde Moore,MIN,24,,16,0,62,46,74.2%,468,10.2,1,50,2.9,29.3,3
72,Jermaine Wiggins,MIN,31,te,16,3,67,46,68.7%,386,8.4,1,24,2.9,24.1,1
73,Desmond Clark,CHI,29,TE,16,16,80,45,56.3%,626,13.9,6,33,2.8,39.1,0
74,D.J. Hackett,SEA,25,wr,14,5,66,45,68.2%,610,13.6,4,47,3.2,43.6,0
75,Greg Jennings,GNB,23,WR,14,11,104,45,43.3%,632,14.0,3,75,3.2,45.1,1
76,Troy Brown,NWE,35,WR,16,9,75,43,57.3%,384,8.9,4,23,2.7,24.0,0
77,Kevin Faulk,NWE,30,rb,15,1,56,43,76.8%,356,8.3,2,43,2.9,23.7,2
78,Randy Moss,OAK,29,WR,13,13,96,42,43.8%,553,13.2,3,51,3.2,42.5,0
79,Chester Taylor,MIN,27,RB,15,15,51,42,82.4%,288,6.9,0,24,2.8,19.2,5
80,Larry Johnson,KAN,27,RB,16,16,66,41,62.1%,410,10.0,2,78,2.6,25.6,2
81,Matt Jones,JAX,23,wr,14,4,76,41,53.9%,643,15.7,4,49,2.9,45.9,1
82,Samie Parker,KAN,25,WR,16,15,68,41,60.3%,561,13.7,1,43,2.6,35.1,0
83,Joseph Addai,IND,23,,16,0,50,40,80.0%,325,8.1,1,21,2.5,20.3,2
84,Antonio Bryant,SFO,25,WR,14,13,91,40,44.0%,733,18.3,3,72,2.9,52.4,0
85,Kevin Curtis,STL,28,wr,16,1,57,40,70.2%,479,12.0,4,42,2.5,29.9,1
86,Bryant Johnson,ARI,25,WR,16,8,74,40,54.1%,740,18.5,4,58,2.5,46.3,1
87,Joe Jurevicius,CLE,32,WR,13,8,65,40,61.5%,495,12.4,3,52,3.1,38.1,0
88,Michael Jenkins,ATL,24,WR,16,16,83,39,47.0%,436,11.2,7,34,2.4,27.3,0
89,George Wrighster,JAX,25,TE/wr,16,10,63,39,61.9%,353,9.1,3,23,2.4,22.1,0
90,Edgerrin James,ARI,28,RB,16,16,61,38,62.3%,217,5.7,0,14,2.4,13.6,3
91,Donte' Stallworth,PHI,26,WR,12,11,70,38,54.3%,725,19.1,5,84,3.2,60.4,0
92,Joe Horn,NOR,34,WR,10,9,61,37,60.7%,679,18.4,4,72,3.7,67.9,0
93,Ben Utecht,IND,25,RB/te,15,15,53,37,69.8%,377,10.2,0,26,2.5,25.1,1
94,Troy Williamson,MIN,23,WR,14,11,76,37,48.7%,455,12.3,0,46,2.6,32.5,0
95,Cedrick Wilson,PIT,28,SE,15,12,69,37,53.6%,504,13.6,1,38,2.5,33.6,2
96,Patrick Crayton,DAL,27,wr,16,7,48,36,75.0%,516,14.3,4,53,2.3,32.3,1
97,Steve Heiden,CLE,30,fb/te,16,6,46,36,78.3%,249,6.9,2,13,2.3,15.6,0
98,Chris Henry,CIN,23,wr,13,4,75,36,48.0%,605,16.8,9,71,2.8,46.5,0
99,Thomas Jones,CHI,28,RB,16,16,47,36,76.6%,154,4.3,0,21,2.3,9.6,1
100,Keenan McCardell,SDG,36,WR,14,11,51,36,70.6%,437,12.1,0,28,2.6,31.2,2
101,Dominic Rhodes,IND,27,RB,16,16,47,36,76.6%,251,7.0,0,27,2.3,15.7,3
102,Ernest Wilford,JAX,27,WR,16,12,74,36,48.6%,524,14.6,2,41,2.3,32.8,1
103,Alex Smith,TAM,24,te,14,7,53,35,66.0%,250,7.1,3,27,2.5,17.9,1
104,Nate Washington,PIT,23,fl,16,2,69,35,50.7%,624,17.8,4,49,2.2,39.0,0
105,Owen Daniels,HOU,24,TE,14,12,51,34,66.7%,352,10.4,5,33,2.4,25.1,0
106,Ike Hilliard,TAM,30,,16,0,55,34,61.8%,339,10.0,2,44,2.1,21.2,3
107,Eric Johnson,SFO,27,TE,13,9,49,34,69.4%,292,8.6,2,26,2.6,22.5,0
108,Heath Miller,PIT,24,TE,16,16,55,34,61.8%,393,11.6,5,87,2.1,24.6,0
109,Josh Reed,BUF,26,wr,13,1,48,34,70.8%,410,12.1,2,52,2.6,31.5,0
110,Ronnie Brown,MIA,25,RB,13,12,38,33,86.8%,276,8.4,0,24,2.5,21.2,4
111,Michael Clayton,TAM,24,WR,12,9,65,33,50.8%,356,10.8,1,27,2.8,29.7,2
112,Wali Lundy,HOU,23,RB,14,8,39,33,84.6%,204,6.2,0,15,2.4,14.6,1
113,Bobby Wade,TEN,25,wr,16,2,58,33,56.9%,461,14.0,2,25,2.1,28.8,2
114,DeAngelo Williams,CAR,23,rb,13,2,36,33,91.7%,313,9.5,1,41,2.5,24.1,1
115,DeShaun Foster,CAR,26,RB,14,14,46,32,69.6%,159,5.0,0,14,2.3,11.4,4
116,Devery Henderson,NOR,24,wr,13,7,54,32,59.3%,745,23.3,5,76,2.5,57.3,0
117,Antwaan Randle El,WAS,27,fb/WR,16,16,63,32,50.8%,351,11.0,3,34,2.0,21.9,2
118,Amani Toomer,NYG,32,WR,8,8,43,32,74.4%,360,11.3,3,44,4.0,45.0,0
119,Chris Baker,NYJ,27,TE,16,14,45,31,68.9%,300,9.7,4,28,1.9,18.8,0
120,Willie Parker,PIT,26,RB,16,16,42,31,73.8%,222,7.2,3,25,1.9,13.9,7
121,Dallas Clark,IND,27,TE,12,12,57,30,52.6%,367,12.2,4,40,2.5,30.6,0
122,Doug Gabriel,2TM,26,,15,5,54,30,55.6%,428,14.3,3,45,2.0,28.5,1
123,Deuce McAllister,NOR,28,RB,15,13,36,30,83.3%,198,6.6,0,24,2.0,13.2,3
124,Roddy White,ATL,25,wr,16,5,65,30,46.2%,506,16.9,0,55,1.9,31.6,1
125,Cadillac Williams,TAM,24,RB,14,14,44,30,68.2%,196,6.5,0,21,2.1,14.0,3
126,Noah Herron,GNB,24,,16,0,35,29,82.9%,211,7.3,2,16,1.8,13.2,2
127,Marcus Robinson,MIN,31,wr,10,3,58,29,50.0%,381,13.1,4,40,2.9,38.1,2
128,Bo Scaife,TEN,25,TE,14,12,56,29,51.8%,370,12.8,2,34,2.1,26.4,1
129,Mack Strong,SEA,35,FB/wr,16,10,44,29,65.9%,159,5.5,0,13,1.8,9.9,2
130,Drew Carter,CAR,25,wr,14,2,51,28,54.9%,357,12.8,3,42,2.0,25.5,0
131,Ashley Lelie,ATL,26,WR,15,10,68,28,41.2%,430,15.4,1,51,1.9,28.7,0
132,Randal Williams,OAK,28,TE,16,10,57,28,49.1%,293,10.5,0,28,1.8,18.3,2
133,Reuben Droughns,CLE,28,RB,14,12,33,27,81.8%,169,6.3,0,24,1.9,12.1,5
134,Vincent Jackson,SDG,23,wr,16,7,56,27,48.2%,453,16.8,6,55,1.7,28.3,0
135,Brandon Jones,TEN,24,WR,16,10,53,27,50.9%,384,14.2,4,53,1.7,24.0,0
136,Alvis Whitted,OAK,32,WR,14,13,63,27,42.9%,299,11.1,0,33,1.9,21.4,1
137,Dante Hall,KAN,28,,15,0,40,26,65.0%,204,7.8,2,19,1.7,13.6,2
138,Courtney Anderson,OAK,26,TE,16,11,43,25,58.1%,285,11.4,2,35,1.6,17.8,1
139,Bubba Franks,GNB,28,TE,16,14,53,25,47.2%,232,9.3,0,19,1.6,14.5,2
140,Jason McKie,CHI,26,FB,15,12,38,25,65.8%,162,6.5,0,26,1.7,10.8,0
141,Leon Washington,NYJ,24,RB,16,8,31,25,80.6%,270,10.8,0,64,1.6,16.9,3
142,Tatum Bell,DEN,25,RB,13,13,31,24,77.4%,115,4.8,0,16,1.8,8.8,5
143,Correll Buckhalter,PHI,28,rb,16,1,28,24,85.7%,256,10.7,1,55,1.5,16.0,2
144,Bobby Engram,SEA,33,wr,7,6,36,24,66.7%,290,12.1,1,25,3.4,41.4,0
145,Greg Lewis,PHI,26,wr,16,3,34,24,70.6%,348,14.5,2,45,1.5,21.8,1
146,Marion Barber,DAL,23,rb,16,1,32,23,71.9%,196,8.5,2,26,1.4,12.3,0
147,Terrance Copper,NOR,24,wr,15,4,42,23,54.8%,385,16.7,3,48,1.5,25.7,2
148,Justin Griffith,ATL,26,FB,16,11,28,23,82.1%,168,7.3,3,16,1.4,10.5,3
149,Rudi Johnson,CIN,27,RB,16,15,31,23,74.2%,124,5.4,0,18,1.4,7.8,6
150,Brandon Lloyd,WAS,25,WR,15,12,57,23,40.4%,365,15.9,0,52,1.5,24.3,1
151,Justin McCareins,NYJ,28,wr,16,7,40,23,57.5%,347,15.1,1,50,1.4,21.7,1
152,Billy McMullen,MIN,26,,16,0,42,23,54.8%,307,13.3,2,40,1.4,19.2,0
153,Roscoe Parrish,BUF,24,wr,16,1,40,23,57.5%,320,13.9,2,51,1.4,20.0,2
154,Robert Royal,BUF,27,fb/TE,16,15,39,23,59.0%,233,10.1,3,33,1.4,14.6,0
155,Fred Taylor,JAX,30,RB,15,15,28,23,82.1%,242,10.5,1,36,1.5,16.1,3
156,Troy Walters,ARI,30,wr,15,3,35,23,65.7%,209,9.1,2,26,1.5,13.9,3
157,Kenny Watson,CIN,28,,16,0,32,23,71.9%,213,9.3,0,46,1.4,13.3,0
158,Hank Baskett,PHI,24,wr,16,5,42,22,52.4%,464,21.1,2,89,1.4,29.0,0
159,Tim Carter,NYG,27,WR,16,8,48,22,45.8%,253,11.5,2,27,1.4,15.8,1
160,Rashied Davis,CHI,27,wr,16,2,56,22,39.3%,303,13.8,2,31,1.4,18.9,1
161,Warrick Dunn,ATL,31,RB,16,16,28,22,78.6%,170,7.7,1,18,1.4,10.6,1
162,Laurence Maroney,NWE,21,,14,0,30,22,73.3%,194,8.8,1,31,1.6,13.9,1
163,Dennis Northcutt,CLE,29,wr,13,6,45,22,48.9%,228,10.4,0,43,1.7,17.5,1
164,Musa Smith,BAL,24,,12,0,23,22,95.7%,135,6.1,0,30,1.8,11.3,1
165,Jerramy Stevens,SEA,27,te,11,6,48,22,45.8%,231,10.5,4,26,2.0,21.0,1
166,Anthony Thomas,BUF,29,rb,16,2,24,22,91.7%,139,6.3,0,18,1.4,8.7,1
167,Demetrius Williams,BAL,23,,16,0,45,22,48.9%,396,18.0,2,77,1.4,24.8,0
168,Mike Alstott,TAM,33,FB,16,15,38,21,55.3%,85,4.0,0,18,1.3,5.3,1
169,Dan Campbell,DET,30,TE,16,11,32,21,65.6%,308,14.7,4,30,1.3,19.3,0
170,Daniel Graham,NWE,28,TE,12,11,34,21,61.8%,235,11.2,2,29,1.8,19.6,1
171,Derek Hagan,MIA,22,,16,0,37,21,56.8%,221,10.5,1,24,1.3,13.8,0
172,Reggie Kelly,CIN,29,TE,16,16,33,21,63.6%,254,12.1,1,32,1.3,15.9,0
173,Kris Mangum,CAR,33,te,15,5,33,21,63.6%,170,8.1,1,19,1.4,11.3,0
174,David Martin,GNB,27,te,11,4,36,21,58.3%,198,9.4,2,23,1.9,18.0,0
175,Ruvell Martin,GNB,24,wr,13,3,43,21,48.8%,358,17.0,1,36,1.6,27.5,0
176,Sammy Morris,MIA,29,rb,12,4,35,21,60.0%,162,7.7,0,44,1.8,13.5,4
177,Ovie Mughelli,BAL,26,FB,16,8,24,21,87.5%,182,8.7,2,30,1.3,11.4,1
178,Mike Bell,DEN,23,rb,15,3,27,20,74.1%,158,7.9,0,24,1.3,10.5,1
179,Vernon Davis,SFO,22,TE,10,8,42,20,47.6%,265,13.3,3,52,2.0,26.5,1
180,Brad Hoover,CAR,30,FB,16,12,29,20,69.0%,122,6.1,0,16,1.3,7.6,2
181,Joe Klopfenstein,STL,23,TE,16,16,34,20,58.8%,226,11.3,1,28,1.3,14.1,0
182,ReShard Lee,OAK,26,fb/rb,16,3,25,20,80.0%,138,6.9,0,15,1.3,8.6,1
183,Brandon Marshall,DEN,22,wr,15,1,37,20,54.1%,309,15.5,2,71,1.3,20.6,1
184,Daniel Wilcox,BAL,29,te,14,6,27,20,74.1%,166,8.3,3,35,1.4,11.9,2
185,Aaron Stecker,NOR,31,rb,12,1,28,19,67.9%,190,10.0,0,48,1.6,15.8,0
186,David Tyree,NYG,26,wr,16,1,33,19,57.6%,197,10.4,2,33,1.2,12.3,0
187,Stephen Alexander,DEN,31,TE,16,14,35,18,51.4%,160,8.9,2,24,1.1,10.0,0
188,Anthony Becht,TAM,29,TE,16,16,26,18,69.2%,115,6.4,1,13,1.1,7.2,1
189,Nate Burleson,SEA,25,wr,16,7,37,18,48.6%,192,10.7,2,36,1.1,12.0,2
190,Mark Campbell,NOR,31,TE,14,10,29,18,62.1%,164,9.1,0,33,1.3,11.7,0
191,Jameel Cook,HOU,27,fb,11,6,26,18,69.2%,107,5.9,0,15,1.6,9.7,2
192,Bryan Fletcher,IND,27,rb/te,15,3,25,18,72.0%,202,11.2,2,26,1.2,13.5,0
193,Arlen Harris,DET,26,fb/rb,10,3,25,18,72.0%,132,7.3,0,20,1.8,13.2,0
194,Verron Haynes,PIT,27,,7,0,22,18,81.8%,95,5.3,0,16,2.6,13.6,1
195,Travis Henry,TEN,28,RB,14,13,25,18,72.0%,78,4.3,0,12,1.3,5.6,3
196,Jamal Lewis,BAL,27,RB,16,16,26,18,69.2%,115,6.4,0,15,1.1,7.2,4
197,Willis McGahee,BUF,25,RB,14,14,28,18,64.3%,156,8.7,0,56,1.3,11.1,4
198,Tony Scheffler,DEN,23,te,13,5,37,18,48.6%,286,15.9,4,29,1.4,22.0,0
199,Mike Sellers,WAS,31,fb,16,6,21,18,85.7%,105,5.8,1,15,1.1,6.6,1
200,Obafemi Ayanbadejo,ARI,31,,14,0,19,17,89.5%,139,8.2,0,27,1.2,9.9,1
201,Samkon Gado,2TM,24,,9,1,23,17,73.9%,85,5.0,0,19,1.9,9.4,1
202,Az-Zahir Hakim,DET,29,,6,0,27,17,63.0%,147,8.6,0,23,2.8,24.5,0
203,Vernand Morency,2TM,26,,14,2,19,17,89.5%,118,6.9,0,29,1.2,8.4,2
204,Lorenzo Neal,SDG,36,FB,16,11,26,17,65.4%,83,4.9,0,21,1.1,5.2,2
205,Clinton Portis,WAS,25,rb,8,7,26,17,65.4%,170,10.0,0,74,2.1,21.3,0
206,Kevin Walter,HOU,25,wr,16,2,21,17,81.0%,160,9.4,0,15,1.1,10.0,1
207,Tim Dwight,NYJ,31,wr,9,2,19,16,84.2%,112,7.0,0,15,1.8,12.4,1
208,Justin Peelle,MIA,27,TE/wr,15,10,18,16,88.9%,116,7.3,1,25,1.1,7.7,0
209,Leonard Pope,ARI,23,te,16,6,23,16,69.6%,161,10.1,0,33,1.0,10.1,0
210,Thomas Tapeh,PHI,26,FB,16,8,21,16,76.2%,85,5.3,1,15,1.0,5.3,0
211,Adam Bergen,ARI,23,te,14,7,24,15,62.5%,111,7.4,1,17,1.1,7.9,2
212,Najeh Davenport,PIT,27,,13,0,21,15,71.4%,193,12.9,1,32,1.2,14.8,2
213,Corey Dillon,NWE,32,RB,16,13,16,15,93.8%,147,9.8,0,52,0.9,9.2,2
214,Malcom Floyd,SDG,25,,12,0,32,15,46.9%,210,14.0,3,46,1.3,17.5,0
215,Michael Gaines,CAR,26,TE,16,9,29,15,51.7%,146,9.7,0,19,0.9,9.1,0
216,Ahmard Hall,TEN,27,fb/wr,14,7,21,15,71.4%,138,9.2,0,28,1.1,9.9,1
217,Mike Karney,NOR,25,fb,15,7,20,15,75.0%,96,6.4,2,12,1.0,6.4,0
218,Kris Wilson,KAN,25,FB,16,10,24,15,62.5%,132,8.8,3,19,0.9,8.3,0
219,Corey Bradford,DET,31,wr,9,2,25,14,56.0%,164,11.7,0,23,1.6,18.2,1
220,Mark Bradley,CHI,24,,10,0,23,14,60.9%,282,20.1,3,75,1.4,28.2,0
221,Ron Dayne,HOU,28,rb,11,6,18,14,77.8%,77,5.5,0,13,1.3,7.0,1
222,Anthony Fasano,DAL,22,te/wr,16,5,24,14,58.3%,126,9.0,0,22,0.9,7.9,0
223,Tony Fisher,STL,27,,8,0,18,14,77.8%,159,11.4,0,49,1.8,19.9,0
224,Brandon Manumaleuna,SDG,26,te,16,7,17,14,82.4%,91,6.5,3,19,0.9,5.7,0
225,Billy Miller,NOR,29,te/wr,10,3,22,14,63.6%,129,9.2,0,22,1.4,12.9,1
226,Matt Schobel,PHI,28,te,16,4,20,14,70.0%,214,15.3,2,60,0.9,13.4,1
227,Tony Stewart,CIN,27,te,16,3,18,14,77.8%,120,8.6,1,26,0.9,7.5,0
228,LenDale White,TEN,22,,13,0,20,14,70.0%,60,4.3,0,13,1.1,4.6,0
229,Justin Fargas,OAK,26,rb,16,6,21,13,61.9%,91,7.0,0,21,0.8,5.7,1
230,Maurice Hicks,SFO,28,,16,0,15,13,86.7%,137,10.5,1,33,0.8,8.6,2
231,Chad Jackson,NWE,21,wr,12,1,19,13,68.4%,152,11.7,3,35,1.1,12.7,0
232,Marcedes Lewis,JAX,22,te,15,3,21,13,61.9%,126,9.7,1,31,0.9,8.4,0
233,Shaun McDonald,STL,25,,16,0,19,13,68.4%,136,10.5,1,28,0.8,8.5,2
234,Jeb Putzier,HOU,27,te,14,5,22,13,59.1%,125,9.6,0,26,0.9,8.9,0
235,Tony Richardson,MIN,35,fb,9,7,14,13,92.9%,111,8.5,0,25,1.4,12.3,0
236,Ben Troupe,TEN,24,TE,10,9,29,13,44.8%,150,11.5,2,32,1.3,15.0,0
237,Shaun Alexander,SEA,29,RB,10,10,16,12,75.0%,48,4.0,0,14,1.2,4.8,6
238,Stephen Davis,STL,32,,15,0,17,12,70.6%,90,7.5,1,18,0.8,6.0,1
239,William Henderson,GNB,35,FB,14,9,18,12,66.7%,62,5.2,0,13,0.9,4.4,0
240,Jerious Norwood,ATL,23,,14,0,15,12,80.0%,102,8.5,0,32,0.9,7.3,0
241,Marcus Pollard,DET,34,fb/te,15,5,17,12,70.6%,100,8.3,0,22,0.8,6.7,0
242,Visanthe Shiancoe,NYG,26,te,16,4,14,12,85.7%,81,6.8,0,16,0.8,5.1,1
243,James Thrash,WAS,31,,16,0,20,12,60.0%,151,12.6,1,27,0.8,9.4,0
244,Jabar Gaffney,NWE,26,wr,11,6,20,11,55.0%,142,12.9,1,33,1.0,12.9,0
245,Brandon Jacobs,NYG,24,,15,0,14,11,78.6%,149,13.5,0,43,0.7,9.9,2
246,John Madsen,OAK,23,te,15,1,19,11,57.9%,146,13.3,1,57,0.7,9.7,0
247,Maurice Morris,SEA,27,fb/rb,16,8,20,11,55.0%,46,4.2,0,27,0.7,2.9,1
248,David Thomas,NWE,23,te,15,3,16,11,68.8%,159,14.5,1,36,0.7,10.6,0
249,Josh Cribbs,CLE,23,wr,16,1,15,10,66.7%,91,9.1,0,14,0.6,5.7,3
250,Zack Crockett,OAK,34,fb/rb/te,16,9,17,10,58.8%,53,5.3,0,14,0.6,3.3,2
251,Nick Goings,CAR,28,,11,0,15,10,66.7%,107,10.7,1,23,0.9,9.7,0
252,LaMont Jordan,OAK,28,RB,9,8,16,10,62.5%,74,7.4,0,21,1.1,8.2,1
253,Donald Lee,GNB,26,te,15,2,21,10,47.6%,150,15.0,0,32,0.7,10.0,0
254,Itula Mili,SEA,33,te,10,2,18,10,55.6%,69,6.9,0,15,1.0,6.9,0
255,Mike Anderson,BAL,33,,16,0,14,9,64.3%,54,6.0,0,13,0.6,3.4,0
256,B.J. Askew,NYJ,26,fb,13,5,12,9,75.0%,50,5.6,0,12,0.7,3.8,0
257,Michael Bennett,KAN,28,,11,0,12,9,75.0%,77,8.6,0,14,0.8,7.0,1
258,Mark Bruener,HOU,34,te,15,4,10,9,90.0%,62,6.9,2,25,0.6,4.1,0
259,Jerome Harrison,CLE,23,rb,10,1,14,9,64.3%,47,5.2,0,12,0.9,4.7,1
260,Carlyle Holiday,2TM,25,,8,2,18,9,50.0%,126,14.0,0,35,1.1,15.8,0
261,Bethel Johnson,MIN,27,wr,11,2,19,9,47.4%,156,17.3,0,40,0.8,14.2,1
262,Julius Jones,DAL,25,RB,16,16,15,9,60.0%,142,15.8,0,39,0.6,8.9,1
263,David Kircus,DEN,26,,16,0,27,9,33.3%,187,20.8,0,45,0.6,11.7,0
264,Brandon Miree,GNB,25,fb,10,3,13,9,69.2%,57,6.3,0,20,0.9,5.7,0
265,Chris Perry,CIN,25,rb,6,1,11,9,81.8%,42,4.7,0,12,1.5,7.0,2
