Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
29,Dwayne Bowe,KAN,23,WR,16,15,116,70,60.3%,995,14.2,5,58,4.4,62.2,0
30,Plaxico Burress,NYG,30,WR,16,16,141,70,49.6%,1025,14.6,12,60,4.4,64.1,0
31,Chris Chambers,2TM,29,,16,12,129,66,51.2%,970,14.7,4,44,4.1,60.6,1
32,Chris Cooley,WAS,25,TE,16,16,110,66,60.0%,786,11.9,8,39,4.1,49.1,1
33,Kevin Walter,HOU,26,WR,16,15,106,65,61.3%,800,12.3,4,46,4.1,50.0,0
34,Roy Williams,DET,26,WR,12,12,105,64,61.0%,838,13.1,5,91,5.3,69.8,2
35,Owen Daniels,HOU,25,TE,16,16,94,63,67.0%,768,12.2,3,29,3.9,48.0,4
36,Ike Hilliard,TAM,31,WR,15,10,86,62,72.1%,722,11.6,1,56,4.1,48.1,3
37,Reggie Brown,PHI,26,WR,16,14,111,61,55.0%,780,12.8,4,45,3.8,48.8,1
38,Mike Furrey,DET,30,WR,16,10,91,61,67.0%,664,10.9,1,49,3.8,41.5,0
39,Santana Moss,WAS,28,WR,14,14,115,61,53.0%,808,13.2,3,49,4.4,57.7,2
40,Andre Johnson,HOU,26,WR,9,9,86,60,69.8%,851,14.2,8,77,6.7,94.6,1
41,LaDainian Tomlinson,SDG,28,RB,16,16,86,60,69.8%,475,7.9,3,36,3.8,29.7,0
42,Amani Toomer,NYG,33,WR,16,15,104,59,56.7%,760,12.9,3,40,3.7,47.5,0
43,Dallas Clark,IND,28,TE,15,15,101,58,57.4%,616,10.6,11,39,3.9,41.1,0
44,Joey Galloway,TAM,36,WR,15,15,98,57,58.2%,1014,17.8,6,69,3.8,67.6,0
45,Jeremy Shockey,NYG,27,TE,14,14,93,57,61.3%,619,10.9,3,29,4.1,44.2,0
46,Isaac Bruce,STL,35,WR,14,12,101,55,54.5%,733,13.3,4,37,3.9,52.4,0
47,Laveranues Coles,NYJ,30,WR,12,10,89,55,61.8%,646,11.7,6,57,4.6,53.8,0
48,Ronald Curry,OAK,28,WR,16,13,97,55,56.7%,717,13.0,4,49,3.4,44.8,0
49,Lee Evans,BUF,26,WR,16,16,113,55,48.7%,849,15.4,5,85,3.4,53.1,0
50,Justin Gage,TEN,26,WR,16,8,85,55,64.7%,750,13.6,2,73,3.4,46.9,1
51,Roydell Williams,TEN,26,WR,16,14,93,55,59.1%,719,13.1,4,48,3.4,44.9,0
52,David Patten,NOR,33,wr,16,5,87,54,62.1%,792,14.7,3,58,3.4,49.5,2
53,Bobby Wade,MIN,26,WR,16,12,84,54,64.3%,647,12.0,3,40,3.4,40.4,3
54,Frank Gore,SFO,24,RB,15,15,69,53,76.8%,436,8.2,1,23,3.5,29.1,4
55,Michael Jenkins,ATL,25,wr,15,6,85,53,62.4%,532,10.0,4,29,3.5,35.5,0
56,Greg Jennings,GNB,24,WR,13,13,84,53,63.1%,920,17.4,12,82,4.1,70.8,1
57,Vernon Davis,SFO,23,TE,14,14,85,52,61.2%,509,9.8,4,31,3.7,36.4,1
58,Santonio Holmes,PIT,23,se/WR,13,13,85,52,61.2%,942,18.1,8,83,4.0,72.5,2
59,Kenny Watson,CIN,29,rb,16,5,67,52,77.6%,374,7.2,0,43,3.3,23.4,3
60,Adrian Peterson,CHI,28,rb,16,5,65,51,78.5%,420,8.2,0,30,3.2,26.3,3
61,Antwaan Randle El,WAS,28,WR,15,13,77,51,66.2%,728,14.3,1,54,3.4,48.5,3
62,Josh Reed,BUF,27,WR,15,9,88,51,58.0%,578,11.3,0,30,3.4,38.5,0
63,Arnaz Battle,SFO,27,WR,16,15,104,50,48.1%,600,12.0,5,57,3.1,37.5,3
64,Marty Booker,MIA,31,WR,15,15,105,50,47.6%,556,11.1,1,26,3.3,37.1,1
65,Nate Burleson,SEA,26,WR,16,12,96,50,52.1%,694,13.9,9,45,3.1,43.4,3
66,Patrick Crayton,DAL,28,WR,15,13,81,50,61.7%,697,13.9,7,59,3.3,46.5,2
67,Joe Jurevicius,CLE,33,WR,16,12,81,50,61.7%,614,12.3,3,50,3.1,38.4,0
68,Deion Branch,SEA,28,WR,11,11,85,49,57.6%,661,13.5,4,65,4.5,60.1,0
69,Earnest Graham,TAM,27,fb/RB,15,10,69,49,71.0%,324,6.6,0,21,3.3,21.6,1
70,Tony Scheffler,DEN,24,te,16,7,65,49,75.4%,549,11.2,5,41,3.1,34.3,1
71,Mark Clayton,BAL,25,WR,16,12,89,48,53.9%,531,11.1,0,52,3.0,33.2,0
72,Calvin Johnson,DET,22,WR,15,10,93,48,51.6%,756,15.8,4,49,3.2,50.4,1
73,Eric Johnson,NOR,28,TE/wr,14,12,63,48,76.2%,378,7.9,2,22,3.4,27.0,1
74,Donald Lee,GNB,27,TE,15,12,63,48,76.2%,575,12.0,6,60,3.2,38.3,1
75,Kevin Faulk,NWE,31,RB,16,8,61,47,77.0%,383,8.1,1,23,2.9,23.9,1
76,James Jones,GNB,23,WR,16,9,80,47,58.8%,676,14.4,2,79,2.9,42.3,3
77,Heath Miller,PIT,25,TE,16,16,61,47,77.0%,566,12.0,7,29,2.9,35.4,0
78,Clinton Portis,WAS,26,RB,16,16,60,47,78.3%,389,8.3,0,54,2.9,24.3,6
79,Darrell Jackson,SFO,29,WR,15,15,104,46,44.2%,497,10.8,3,34,3.1,33.1,1
80,Bryant Johnson,ARI,26,wr,16,8,88,46,52.3%,528,11.5,2,30,2.9,33.0,0
81,Jeff King,CAR,24,TE,16,16,80,46,57.5%,406,8.8,2,29,2.9,25.4,2
82,Bo Scaife,TEN,26,TE,16,15,78,46,59.0%,421,9.2,1,26,2.9,26.3,2
83,Donte' Stallworth,NWE,27,WR,16,9,75,46,61.3%,697,15.2,3,69,2.9,43.6,0
84,Ernest Wilford,JAX,28,WR,16,14,74,45,60.8%,518,11.5,3,35,2.8,32.4,0
85,Marion Barber,DAL,24,,16,0,54,44,81.5%,282,6.4,2,29,2.8,17.6,3
86,Desmond Clark,CHI,30,TE,16,16,67,44,65.7%,545,12.4,4,52,2.8,34.1,1
87,Zach Miller,OAK,22,TE,16,16,68,44,64.7%,444,10.1,3,28,2.8,27.8,2
88,Dennis Northcutt,JAX,30,WR,15,11,73,44,60.3%,601,13.7,4,55,2.9,40.1,1
89,Jerry Porter,OAK,29,WR,16,16,102,44,43.1%,705,16.0,6,59,2.8,44.1,0
90,Willis McGahee,BAL,26,RB,15,15,49,43,87.8%,231,5.4,1,30,2.9,15.4,4
91,Alge Crumpler,ATL,30,TE,14,10,70,42,60.0%,444,10.6,5,55,3.0,31.7,0
92,Joseph Addai,IND,24,RB,15,15,48,41,85.4%,364,8.9,3,73,2.7,24.3,0
93,Chris Baker,NYJ,28,TE,15,15,61,41,67.2%,409,10.0,3,22,2.7,27.3,1
94,Vincent Jackson,SDG,24,WR,16,16,80,41,51.3%,623,15.2,3,45,2.6,38.9,0
95,Maurice Jones-Drew,JAX,22,,15,0,55,40,72.7%,407,10.2,0,43,2.7,27.1,2
96,Muhsin Muhammad,CHI,34,WR,16,16,81,40,49.4%,570,14.3,3,44,2.5,35.6,0
97,Brandon Stokley,DEN,31,WR,13,9,71,40,56.3%,635,15.9,5,58,3.1,48.8,0
98,Ronnie Brown,MIA,26,rb,7,7,46,39,84.8%,389,10.0,1,43,5.6,55.6,0
99,Randy McMichael,STL,28,TE,16,15,67,39,58.2%,429,11.0,3,29,2.4,26.8,0
100,Greg Olsen,CHI,22,te,14,4,66,39,59.1%,391,10.0,2,31,2.8,27.9,0
101,Leonard Weaver,SEA,25,fb,16,4,52,39,75.0%,313,8.0,0,46,2.4,19.6,0
102,Drew Carter,CAR,26,wr,16,7,75,38,50.7%,517,13.6,4,49,2.4,32.3,0
103,Steven Jackson,STL,24,RB,12,12,52,38,73.1%,271,7.1,1,37,3.2,22.6,5
104,Reggie Williams,JAX,24,wr,15,6,60,38,63.3%,629,16.6,10,80,2.5,41.9,3
105,Warrick Dunn,ATL,32,RB,16,15,59,37,62.7%,238,6.4,0,35,2.3,14.9,2
106,Anthony Gonzalez,IND,23,WR,13,9,51,37,72.5%,576,15.6,3,57,2.8,44.3,0
107,Marcedes Lewis,JAX,23,TE,16,16,57,37,64.9%,391,10.6,2,25,2.3,24.4,0
108,Laurent Robinson,ATL,22,wr,15,6,74,37,50.0%,437,11.8,1,74,2.5,29.1,1
109,Jabar Gaffney,NWE,27,wr,16,7,50,36,72.0%,449,12.5,5,56,2.3,28.1,0
110,Aaron Stecker,NOR,32,fb/rb,16,6,43,36,83.7%,211,5.9,0,26,2.3,13.2,1
111,Leon Washington,NYJ,25,rb,16,4,51,36,70.6%,213,5.9,0,18,2.3,13.3,4
112,Ben Watson,NWE,27,TE,12,8,49,36,73.5%,389,10.8,6,35,3.0,32.4,1
113,Roscoe Parrish,BUF,25,wr,16,3,58,35,60.3%,352,10.1,1,47,2.2,22.0,1
114,Selvin Young,DEN,24,RB,15,8,43,35,81.4%,231,6.6,0,24,2.3,15.4,2
115,Ted Ginn,MIA,22,WR,16,9,71,34,47.9%,420,12.4,2,54,2.1,26.3,3
116,David Martin,MIA,28,TE,15,15,51,34,66.7%,303,8.9,2,28,2.3,20.2,0
117,Quinn Sypniewski,BAL,25,TE,15,9,52,34,65.4%,246,7.2,1,13,2.3,16.4,1
118,Drew Bennett,STL,29,wr,14,1,73,33,45.2%,375,11.4,3,24,2.4,26.8,1
119,Andre' Davis,HOU,28,WR,14,8,63,33,52.4%,583,17.7,3,53,2.4,41.6,1
120,Keary Colbert,CAR,25,WR,12,8,69,32,46.4%,332,10.4,0,43,2.7,27.7,1
121,Robert Ferguson,MIN,28,WR,15,8,61,32,52.5%,391,12.2,1,71,2.1,26.1,0
122,D.J. Hackett,SEA,26,wr,6,6,47,32,68.1%,384,12.0,3,59,5.3,64.0,0
123,Kevin Jones,DET,25,RB,13,10,44,32,72.7%,197,6.2,0,16,2.5,15.2,2
124,Lance Moore,NOR,24,wr,16,4,50,32,64.0%,302,9.4,2,22,2.0,18.9,2
125,Eric Moulds,TEN,34,WR,16,8,52,32,61.5%,342,10.7,0,46,2.0,21.4,0
126,Alex Smith,TAM,25,TE,14,14,53,32,60.4%,385,12.0,3,33,2.3,27.5,0
127,Brad Smith,NYJ,24,WR,16,9,67,32,47.8%,325,10.2,2,29,2.0,20.3,1
128,Sidney Rice,MIN,21,wr,13,4,53,31,58.5%,396,12.8,4,60,2.4,30.5,0
129,Ben Utecht,IND,26,RB,14,13,37,31,83.8%,364,11.7,1,30,2.2,26.0,2
130,Ryan Grant,GNB,25,rb,15,7,37,30,81.1%,145,4.8,0,21,2.0,9.7,1
131,Larry Johnson,KAN,28,RB,8,8,41,30,73.2%,186,6.2,1,30,3.8,23.3,1
132,Brian Leonard,STL,23,fb/rb,16,7,39,30,76.9%,183,6.1,0,16,1.9,11.4,0
133,Jamal Lewis,CLE,28,RB,15,15,39,30,76.9%,248,8.3,2,34,2.0,16.5,4
134,Vernand Morency,GNB,27,,13,0,39,30,76.9%,199,6.6,0,18,2.3,15.3,1
135,J.J. Arrington,ARI,24,,16,0,39,29,74.4%,241,8.3,1,32,1.8,15.1,0
136,Derek Hagan,MIA,23,wr,16,1,59,29,49.2%,373,12.9,2,22,1.8,23.3,0
137,Justin Peelle,MIA,28,TE/wr,16,10,47,29,61.7%,228,7.9,2,35,1.8,14.3,0
138,Chester Taylor,MIN,28,RB,14,8,43,29,67.4%,281,9.7,0,50,2.1,20.1,5
139,Nate Washington,PIT,24,fl/wr,16,4,55,29,52.7%,450,15.5,5,40,1.8,28.1,0
140,Lorenzo Booker,MIA,23,rb,7,1,36,28,77.8%,237,8.5,0,22,4.0,33.9,0
141,Thomas Jones,NYJ,29,RB,16,14,34,28,82.4%,217,7.8,1,25,1.8,13.6,2
142,LaMont Jordan,OAK,29,rb,12,7,34,28,82.4%,247,8.8,0,27,2.3,20.6,0
143,Jerious Norwood,ATL,24,rb,15,2,39,28,71.8%,277,9.9,0,46,1.9,18.5,0
144,Marcus Pollard,SEA,35,TE,14,10,35,28,80.0%,273,9.8,2,22,2.0,19.5,0
145,Jeff Webb,KAN,25,wr,16,2,57,28,49.1%,313,11.2,1,32,1.8,19.6,2
146,Jesse Chatman,MIA,28,rb,14,6,37,27,73.0%,161,6.0,0,22,1.9,11.5,1
147,Joe Horn,ATL,35,WR,12,12,52,27,51.9%,243,9.0,1,26,2.3,20.3,0
148,Billy Miller,NOR,30,te,16,6,38,27,71.1%,328,12.1,2,57,1.7,20.5,0
149,Visanthe Shiancoe,MIN,27,TE,16,15,43,27,62.8%,323,12.0,1,79,1.7,20.2,1
150,Musa Smith,BAL,25,rb,16,1,34,27,79.4%,192,7.1,0,29,1.7,12.0,1
151,Justin Griffith,OAK,27,FB,16,11,36,26,72.2%,165,6.3,1,29,1.6,10.3,0
152,Michael Pittman,TAM,32,fb/rb,10,3,39,26,66.7%,191,7.3,0,16,2.6,19.1,1
153,Javon Walker,DEN,29,wr,8,5,50,26,52.0%,287,11.0,0,24,3.3,35.9,0
154,Derrick Ward,NYG,27,rb,8,5,40,26,65.0%,179,6.9,1,17,3.3,22.4,2
155,DeShaun Foster,CAR,27,RB,16,16,36,25,69.4%,182,7.3,1,23,1.6,11.4,7
156,Michael Gaines,BUF,27,fb/rb/TE,15,14,35,25,71.4%,215,8.6,2,20,1.7,14.3,0
157,Vonta Leach,HOU,26,FB,16,12,33,25,75.8%,108,4.3,2,15,1.6,6.8,2
158,Robert Royal,BUF,28,fb/rb/TE,16,15,38,25,65.8%,248,9.9,3,28,1.6,15.5,2
159,Daniel Graham,DEN,29,TE,15,15,33,24,72.7%,246,10.3,2,28,1.6,16.4,0
160,Edgerrin James,ARI,29,RB,16,16,39,24,61.5%,204,8.5,0,26,1.5,12.8,5
161,Matt Jones,JAX,24,,12,0,50,24,48.0%,317,13.2,4,48,2.0,26.4,0
162,Samie Parker,KAN,26,wr,15,7,41,24,58.5%,298,12.4,2,24,1.6,19.9,1
163,Kris Wilson,KAN,26,FB,16,12,50,24,48.0%,180,7.5,1,31,1.5,11.3,2
164,Jason Wright,CLE,25,rb,16,1,37,24,64.9%,233,9.7,0,23,1.5,14.6,1
165,Jason Avant,PHI,24,fb/wr,15,5,33,23,69.7%,267,11.6,2,31,1.5,17.8,0
166,Justin Fargas,OAK,27,rb,14,7,32,23,71.9%,188,8.2,0,17,1.6,13.4,3
167,Todd Heap,BAL,27,te,6,6,34,23,67.6%,239,10.4,1,37,3.8,39.8,0
168,Brandon Jacobs,NYG,25,RB,11,9,38,23,60.5%,174,7.6,2,34,2.1,15.8,5
169,Julius Jones,DAL,26,RB,16,16,26,23,88.5%,203,8.8,0,24,1.4,12.7,0
170,Maurice Morris,SEA,28,rb,14,6,32,23,71.9%,213,9.3,1,34,1.6,15.2,1
171,Willie Parker,PIT,27,RB,15,15,31,23,74.2%,164,7.1,0,22,1.5,10.9,4
172,Leonard Pope,ARI,24,TE,13,11,34,23,67.6%,238,10.3,5,31,1.8,18.3,1
173,DeAngelo Williams,CAR,24,,16,0,38,23,60.5%,175,7.6,1,30,1.4,10.9,1
174,Michael Clayton,TAM,25,wr,14,4,40,22,55.0%,301,13.7,0,39,1.6,21.5,1
175,Fred Jackson,BUF,26,rb,8,1,30,22,73.3%,190,8.6,0,54,2.8,23.8,0
176,Keenan McCardell,WAS,37,wr,10,1,31,22,71.0%,256,11.6,1,32,2.2,25.6,0
177,Kolby Smith,KAN,23,,16,6,30,22,73.3%,148,6.7,0,17,1.4,9.3,0
178,L.J. Smith,PHI,27,TE,10,9,43,22,51.2%,236,10.7,1,26,2.2,23.6,1
179,Jerheme Urban,ARI,27,wr,10,2,38,22,57.9%,329,15.0,2,42,2.2,32.9,0
180,Ladell Betts,WAS,28,,16,0,32,21,65.6%,174,8.3,1,28,1.3,10.9,1
181,Chris Henry,CIN,24,wr,8,2,38,21,55.3%,343,16.3,2,52,2.6,42.9,0
182,Brandon Jones,TEN,25,wr,9,2,34,21,61.8%,248,11.8,2,35,2.3,27.6,1
183,Sinorice Moss,NYG,24,wr,13,2,37,21,56.8%,225,10.7,0,20,1.6,17.3,1
184,Koren Robinson,GNB,27,wr,9,1,34,21,61.8%,241,11.5,1,43,2.3,26.8,0
185,Delanie Walker,SFO,23,TE,16,10,42,21,50.0%,174,8.3,1,26,1.3,10.9,0
186,Craig Davis,SDG,22,wr,13,1,34,20,58.8%,188,9.4,1,18,1.5,14.5,1
187,Marvin Harrison,IND,35,wr,5,5,32,20,62.5%,247,12.4,1,42,4.0,49.4,0
188,Devery Henderson,NOR,25,WR,16,9,43,20,46.5%,409,20.5,3,54,1.3,25.6,0
189,Devin Hester,CHI,25,,16,0,38,20,52.6%,299,15.0,2,81,1.3,18.7,7
190,Reggie Kelly,CIN,30,TE,15,15,27,20,74.1%,211,10.6,0,26,1.3,14.1,0
191,LenDale White,TEN,23,RB,16,16,31,20,64.5%,114,5.7,0,15,1.3,7.1,5
192,Demetrius Williams,BAL,24,wr,9,4,47,20,42.6%,290,14.5,0,34,2.2,32.2,0
193,Chris Brown,TEN,26,rb,12,1,21,19,90.5%,128,6.7,0,16,1.6,10.7,1
194,Antonio Chatman,CIN,28,wr,13,1,29,19,65.5%,149,7.8,1,15,1.5,11.5,0
195,Sam Hurd,DAL,22,wr,16,2,37,19,51.4%,314,16.5,1,51,1.2,19.6,0
196,Justin McCareins,NYJ,29,wr,16,6,46,19,41.3%,232,12.2,0,51,1.2,14.5,0
197,Adrian Peterson,MIN,22,RB,14,9,28,19,67.9%,268,14.1,1,60,1.4,19.1,4
198,B.J. Askew,TAM,27,FB,13,9,21,18,85.7%,175,9.7,0,22,1.4,13.5,0
199,Devard Darling,BAL,25,wr,16,1,39,18,46.2%,326,18.1,3,53,1.1,20.4,0
200,Najeh Davenport,PIT,28,rb,15,1,27,18,66.7%,184,10.2,2,32,1.2,12.3,1
201,Bryan Fletcher,IND,28,rb/te,15,3,27,18,66.7%,143,7.9,0,21,1.2,9.5,0
202,Bubba Franks,GNB,29,te,8,1,32,18,56.3%,132,7.3,3,24,2.3,16.5,0
203,Marshawn Lynch,BUF,21,RB,13,13,26,18,69.2%,184,10.2,0,30,1.4,14.2,2
204,Jerramy Stevens,TAM,28,te/wr,14,3,21,18,85.7%,189,10.5,4,24,1.3,13.5,0
205,Troy Williamson,MIN,24,WR,11,8,39,18,46.2%,240,13.3,1,60,1.6,21.8,0
206,Cedrick Wilson,PIT,29,se,16,1,30,18,60.0%,207,11.5,1,18,1.1,12.9,0
207,Cedric Benson,CHI,25,RB,11,11,27,17,63.0%,123,7.2,0,19,1.5,11.2,3
208,Rashied Davis,CHI,28,wr,16,1,32,17,53.1%,165,9.7,0,36,1.1,10.3,0
209,Ron Dayne,HOU,29,RB,13,8,26,17,65.4%,112,6.6,0,17,1.3,8.6,1
210,Sean McHugh,DET,25,fb/TE,15,12,29,17,58.6%,252,14.8,0,46,1.1,16.8,0
211,Mike Sellers,WAS,32,FB,14,12,24,17,70.8%,117,6.9,1,24,1.2,8.4,1
212,Pierre Thomas,NOR,23,rb,12,1,23,17,73.9%,151,8.9,1,17,1.4,12.6,0
213,George Wrighster,JAX,26,te,11,6,24,17,70.8%,123,7.2,1,36,1.5,11.2,0
214,Hank Baskett,PHI,25,,16,0,22,16,72.7%,142,8.9,1,25,1.0,8.9,0
215,Brent Celek,PHI,22,te,16,4,22,16,72.7%,178,11.1,1,29,1.0,11.1,0
216,Glenn Holt,CIN,23,,16,0,24,16,66.7%,143,8.9,1,22,1.0,8.9,3
217,Brandon Jackson,GNB,22,rb,11,3,22,16,72.7%,130,8.1,0,16,1.5,11.8,0
218,Ruvell Martin,GNB,25,wr,15,5,28,16,57.1%,242,15.1,4,36,1.1,16.1,1
219,Michael Bennett,2TM,29,,14,1,22,15,68.2%,101,6.7,1,23,1.1,7.2,2
220,Reche Caldwell,WAS,28,wr,8,1,22,15,68.2%,141,9.4,0,19,1.9,17.6,0
221,Terrance Copper,NOR,25,wr,15,1,21,15,71.4%,126,8.4,2,21,1.0,8.4,0
222,Jacoby Jones,HOU,23,wr,14,3,24,15,62.5%,149,9.9,0,26,1.1,10.6,2
223,Anthony Thomas,BUF,30,rb,10,2,20,15,75.0%,95,6.3,1,11,1.5,9.5,0
224,Shaun Alexander,SEA,30,RB,13,10,25,14,56.0%,76,5.4,1,18,1.1,5.8,2
225,Tatum Bell,DET,26,rb,5,5,21,14,66.7%,63,4.5,0,15,2.8,12.6,1
226,Aveion Cason,DET,28,,12,0,16,14,87.5%,129,9.2,0,20,1.2,10.8,2
227,Anthony Fasano,DAL,23,te,16,5,21,14,66.7%,143,10.2,1,26,0.9,8.9,0
228,Ahman Green,HOU,30,rb,6,5,18,14,77.8%,123,8.8,0,53,2.3,20.5,0
229,Maurice Hicks,SFO,29,,16,0,16,14,87.5%,86,6.1,0,11,0.9,5.4,3
230,Glenn Martinez,DEN,26,wr,12,1,24,14,58.3%,175,12.5,0,23,1.2,14.6,3
231,Cecil Sapp,DEN,29,FB,16,8,20,14,70.0%,51,3.6,1,16,0.9,3.2,0
232,Will Heller,SEA,26,te,16,6,26,13,50.0%,82,6.3,3,25,0.8,5.1,0
233,Rudi Johnson,CIN,28,RB,11,9,15,13,86.7%,110,8.5,1,33,1.2,10.0,3
234,Mike Karney,NOR,26,FB,16,9,19,13,68.4%,78,6.0,0,11,0.8,4.9,0
235,Kenton Keith,IND,27,rb,16,1,23,13,56.5%,77,5.9,1,14,0.8,4.8,1
236,Eddie Kennison,KAN,34,WR,8,8,26,13,50.0%,101,7.8,0,18,1.6,12.6,1
237,Greg Lewis,PHI,27,wr,15,1,23,13,56.5%,265,20.4,3,50,0.9,17.7,2
238,Lawrence Vickers,CLE,24,FB,16,14,24,13,54.2%,91,7.0,2,25,0.8,5.7,0
239,Darius Walker,HOU,22,rb,4,2,15,13,86.7%,81,6.2,0,9,3.3,20.3,0
240,David Anderson,HOU,24,,8,0,17,12,70.6%,131,10.9,1,24,1.5,16.4,1
241,Correll Buckhalter,PHI,29,rb,14,2,21,12,57.1%,87,7.3,0,14,0.9,6.2,1
242,Daniel Coats,CIN,23,te,15,3,16,12,75.0%,122,10.2,0,25,0.8,8.1,0
243,Carey Davis,PIT,26,fb,16,7,14,12,85.7%,49,4.1,0,10,0.8,3.1,0
244,Samkon Gado,2TM,25,,8,2,13,12,92.3%,106,8.8,0,35,1.5,13.3,1
245,Ben Hartsock,TEN,27,TE,16,9,19,12,63.2%,138,11.5,0,27,0.8,8.6,0
246,Steve Heiden,CLE,31,te,16,6,21,12,57.1%,104,8.7,0,27,0.8,6.5,0
247,Travis Minor,STL,28,,14,0,17,12,70.6%,86,7.2,0,20,0.9,6.1,0
248,Ben Obomanu,SEA,24,,13,0,29,12,41.4%,180,15.0,1,30,0.9,13.8,0
249,Craphonso Thorpe,IND,24,,5,0,20,12,60.0%,70,5.8,1,12,2.4,14.0,0
250,Greg Jones,JAX,26,FB,16,11,19,11,57.9%,99,9.0,2,27,0.7,6.2,0
251,Dominic Rhodes,OAK,28,rb,10,2,18,11,61.1%,70,6.4,0,17,1.1,7.0,2
252,Tony Richardson,MIN,36,fb,14,3,16,11,68.8%,89,8.1,0,12,0.8,6.4,0
253,Michael Robinson,SFO,24,rb,15,1,13,11,84.6%,73,6.6,0,20,0.7,4.9,1
254,Matt Schobel,PHI,29,te,15,6,21,11,52.4%,108,9.8,1,18,0.7,7.2,0
255,Brad Hoover,CAR,31,FB,16,12,14,10,71.4%,58,5.8,0,14,0.6,3.6,0
256,Ashley Lelie,SFO,27,wr,15,3,27,10,37.0%,115,11.5,0,47,0.7,7.7,1
257,Brandon Manumaleuna,SDG,27,TE/wr,16,12,15,10,66.7%,86,8.6,1,40,0.6,5.4,0
258,Darren Sproles,SDG,24,,15,0,12,10,83.3%,31,3.1,0,14,0.7,2.1,1
259,Maurice Stovall,TAM,22,wr,15,1,13,10,76.9%,86,8.6,1,13,0.7,5.7,0
260,Kevin Boss,NYG,23,te,13,2,14,9,64.3%,118,13.1,2,23,0.7,9.1,0
261,Kyle Brady,NWE,35,TE,14,9,16,9,56.3%,70,7.8,2,20,0.6,5.0,0
262,Greg Estandia,JAX,25,,10,0,16,9,56.3%,136,15.1,0,30,0.9,13.6,0
263,Ahmard Hall,TEN,28,fb,11,4,12,9,75.0%,60,6.7,0,11,0.8,5.5,0
264,Le'Ron McClain,BAL,23,FB,16,11,13,9,69.2%,55,6.1,1,13,0.6,3.4,1
265,Jason McKie,CHI,27,FB,16,11,15,9,60.0%,33,3.7,0,10,0.6,2.1,1
