Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
77,Antwaan Randle El,PIT,23,,16,0,65,47,72.3%,489,10.4,2,36,2.9,30.6,4
78,Ricky Williams,MIA,25,RB,16,16,59,47,79.7%,363,7.7,1,52,2.9,22.7,7
79,Antonio Freeman,PHI,30,wr,16,1,80,46,57.5%,600,13.0,4,59,2.9,37.5,0
80,James Stewart,DET,31,RB,14,9,70,46,65.7%,333,7.2,2,52,3.3,23.8,0
81,Stephen Alexander,SDG,27,TE,14,14,76,45,59.2%,510,11.3,1,32,3.2,36.4,1
82,Richie Anderson,NYJ,31,FB,16,14,56,45,80.4%,257,5.7,1,15,2.8,16.1,0
83,Corey Bradford,HOU,27,WR,16,16,106,45,42.5%,697,15.5,6,81,2.8,43.6,0
84,Antonio Bryant,DAL,21,WR,16,15,93,44,47.3%,733,16.7,6,78,2.8,45.8,3
85,Qadry Ismail,IND,32,WR,14,14,84,44,52.4%,462,10.5,3,42,3.1,33.0,0
86,Freddie Jones,ARI,28,TE,16,16,81,44,54.3%,358,8.1,1,24,2.8,22.4,0
87,Bobby Shaw,JAX,27,WR,16,10,74,44,59.5%,525,11.9,1,48,2.8,32.8,1
88,Kyle Brady,JAX,30,TE,16,16,67,43,64.2%,461,10.7,4,42,2.7,28.8,0
89,Deion Branch,NWE,23,wr,13,7,68,43,63.2%,489,11.4,2,49,3.3,37.6,1
90,Larry Centers,BUF,34,fb,16,7,63,43,68.3%,388,9.0,0,25,2.7,24.3,0
91,Corey Dillon,CIN,28,RB,16,16,61,43,70.5%,298,6.9,0,19,2.7,18.6,5
92,Travis Henry,BUF,24,RB,16,16,59,43,72.9%,309,7.2,1,26,2.7,19.3,11
93,Itula Mili,SEA,29,TE,16,12,64,43,67.2%,508,11.8,2,49,2.7,31.8,1
94,Jerome Pathon,NOR,27,WR,14,13,80,43,53.8%,523,12.2,4,64,3.1,37.4,0
95,Marcus Pollard,IND,30,TE,15,15,69,43,62.3%,478,11.1,6,41,2.9,31.9,1
96,Ricky Proehl,STL,34,wr,16,2,70,43,61.4%,466,10.8,4,33,2.7,29.1,0
97,Chad Lewis,PHI,31,TE,16,16,67,42,62.7%,398,9.5,3,30,2.6,24.9,2
98,Donte' Stallworth,NOR,22,fl/wr,13,7,69,42,60.9%,594,14.1,8,57,3.2,45.7,0
99,Amos Zereoue,PIT,26,rb,16,5,53,42,79.2%,341,8.1,0,54,2.6,21.3,2
100,Kevin Dyson,TEN,27,WR,11,11,69,41,59.4%,460,11.2,4,40,3.7,41.8,1
101,Jabar Gaffney,HOU,22,WR,16,14,81,41,50.6%,483,11.8,1,27,2.6,30.2,1
102,T.J. Houshmandzadeh,CIN,25,wr,16,5,69,41,59.4%,492,12.0,1,31,2.6,30.8,3
103,Frank Wycheck,TEN,31,TE,15,15,66,40,60.6%,346,8.7,2,19,2.7,23.1,1
104,Randy McMichael,MIA,23,TE,16,16,68,39,57.4%,485,12.4,4,45,2.4,30.3,1
105,Dennis Northcutt,CLE,25,,13,0,50,38,76.0%,601,15.8,5,43,2.9,46.2,2
106,Marcel Shipp,ARI,24,rb/wr,15,6,49,38,77.6%,413,10.9,3,80,2.5,27.5,4
107,Michael Bennett,MIN,24,RB,16,16,41,37,90.2%,351,9.5,1,45,2.3,21.9,4
108,Andre' Davis,CLE,23,wr,16,4,51,37,72.5%,420,11.4,6,31,2.3,26.3,1
109,Kevin Faulk,NWE,26,,15,0,53,37,69.8%,379,10.2,3,36,2.5,25.3,1
110,Az-Zahir Hakim,DET,25,WR,10,10,82,37,45.1%,541,14.6,3,64,3.7,54.1,0
111,Joe Jurevicius,TAM,28,wr,15,3,52,37,71.2%,423,11.4,4,26,2.5,28.2,1
112,Jim Kleinsasser,MIN,25,RB/te,14,12,50,37,74.0%,393,10.6,1,39,2.6,28.1,0
113,Josh Reed,BUF,22,wr,16,2,59,37,62.7%,509,13.8,2,42,2.3,31.8,1
114,Alge Crumpler,ATL,25,TE/wr,16,9,58,36,62.1%,455,12.6,5,33,2.3,28.4,0
115,Eddie George,TEN,29,RB,16,16,46,36,78.3%,255,7.1,2,14,2.3,15.9,1
116,Eric Johnson,SFO,23,TE/wr,12,10,65,36,55.4%,321,8.9,0,38,3.0,26.8,0
117,Bill Schroeder,DET,31,WR,14,13,77,36,46.8%,595,16.5,5,46,2.6,42.5,0
118,Mike Alstott,TAM,29,FB/rb,16,9,48,35,72.9%,242,6.9,2,44,2.2,15.1,4
119,Ashley Lelie,DEN,22,wr,16,1,53,35,66.0%,525,15.0,2,48,2.2,32.8,0
120,Cory Schlesinger,DET,30,FB,16,14,54,35,64.8%,263,7.5,0,43,2.2,16.4,2
121,Byron Chamberlain,MIN,31,TE,13,9,50,34,68.0%,389,11.4,0,61,2.6,29.9,0
122,Ernie Conwell,STL,30,TE,16,11,48,34,70.8%,419,12.3,2,52,2.1,26.2,0
123,Ken Dilger,TAM,31,TE,16,15,48,34,70.8%,329,9.7,2,40,2.1,20.6,1
124,Rob Konrad,MIA,26,FB/te,16,12,45,34,75.6%,233,6.9,3,19,2.1,14.6,2
125,Frank Sanders,ARI,29,WR,12,12,58,34,58.6%,400,11.8,2,37,2.8,33.3,0
126,Drew Bennett,TEN,24,wr,16,7,64,33,51.6%,478,14.5,2,53,2.1,29.9,0
127,Clinton Portis,DEN,21,RB,16,12,49,33,67.3%,364,11.0,2,66,2.1,22.8,5
128,David Boston,ARI,24,WR,8,8,75,32,42.7%,512,16.0,1,34,4.0,64.0,0
129,Doug Jolley,OAK,23,te,16,3,37,32,86.5%,409,12.8,2,33,2.0,25.6,0
130,Jay Riemersma,BUF,29,TE,16,15,48,32,66.7%,350,10.9,0,29,2.0,21.9,0
131,J.J. Stokes,SFO,30,WR,13,8,55,32,58.2%,332,10.4,1,51,2.5,25.5,0
132,Kenny Watson,WAS,24,rb,16,4,43,32,74.4%,253,7.9,1,62,2.0,15.8,0
133,Antowain Smith,NWE,30,RB/te,16,15,42,31,73.8%,243,7.8,2,35,1.9,15.2,2
134,Lamar Gordon,STL,22,rb,13,5,38,30,78.9%,278,9.3,2,25,2.3,21.4,4
135,Santana Moss,NYJ,23,wr,15,3,52,30,57.7%,433,14.4,4,47,2.0,28.9,2
136,James McKnight,MIA,30,WR,15,9,47,29,61.7%,528,18.2,2,77,1.9,35.2,2
137,Johnnie Morton,KAN,31,wr,14,14,64,29,45.3%,397,13.7,1,30,2.1,28.4,0
138,Anthony Becht,NYJ,25,TE/wr,16,15,44,28,63.6%,243,8.7,5,21,1.8,15.2,0
139,Christian Fauria,NWE,31,TE,16,13,40,27,67.5%,253,9.4,7,33,1.7,15.8,0
140,Ike Hilliard,NYG,26,wr,7,7,47,27,57.4%,386,14.3,2,38,3.9,55.1,0
141,Shawn Jefferson,ATL,33,wr,13,7,49,27,55.1%,394,14.6,1,63,2.1,30.3,0
142,Mikhael Ricks,DET,28,TE,14,12,68,27,39.7%,339,12.6,3,49,1.9,24.2,0
143,Matt Schobel,CIN,24,TE,16,10,36,27,75.0%,212,7.9,2,20,1.7,13.3,0
144,Moe Williams,MIN,28,,16,0,43,27,62.8%,251,9.3,0,36,1.7,15.7,1
145,Roland Williams,OAK,27,TE,16,12,40,27,67.5%,213,7.9,0,19,1.7,13.3,1
146,William Henderson,GNB,31,FB,15,12,32,26,81.3%,168,6.5,3,17,1.7,11.2,0
147,Jerramy Stevens,SEA,23,te,12,1,42,26,61.9%,252,9.7,3,29,2.2,21.0,1
148,Scotty Anderson,DET,23,wr,16,4,56,25,44.6%,322,12.9,1,34,1.6,20.1,1
149,Mark Campbell,CLE,27,TE,16,16,46,25,54.3%,179,7.2,3,26,1.6,11.2,0
150,Trevor Gaylor,ATL,25,wr,13,2,54,25,46.3%,385,15.4,3,74,1.9,29.6,0
151,Willie Jackson,2TM,31,,12,2,53,25,47.2%,257,10.3,1,29,2.1,21.4,2
152,Jason McAddley,ARI,23,WR,9,8,69,25,36.2%,362,14.5,1,42,2.8,40.2,0
153,Pete Mitchell,JAX,31,TE,16,11,36,25,69.4%,246,9.8,2,45,1.6,15.4,0
154,Brandon Stokley,BAL,26,wr,8,5,52,24,46.2%,357,14.9,2,35,3.0,44.6,1
155,Anthony Thomas,CHI,25,RB,12,12,41,24,58.5%,163,6.8,0,19,2.0,13.6,5
156,Stephen Davis,WAS,28,RB,12,12,33,23,69.7%,142,6.2,1,14,1.9,11.8,4
157,Marc Edwards,NWE,28,FB/wr,16,10,32,23,71.9%,196,8.5,0,27,1.4,12.3,1
158,Terance Mathis,PIT,35,,16,0,40,23,57.5%,218,9.5,2,22,1.4,13.6,0
159,Tony McGee,DAL,31,TE,16,16,30,23,76.7%,294,12.8,1,58,1.4,18.4,0
160,Javon Walker,GNB,24,wr,15,2,50,23,46.0%,319,13.9,1,30,1.5,21.3,1
161,Fred Beasley,SFO,28,FB,16,14,32,22,68.8%,152,6.9,1,25,1.4,9.5,0
162,Reche Caldwell,SDG,23,wr,16,2,43,22,51.2%,208,9.5,3,26,1.4,13.0,3
163,Dan Campbell,NYG,26,TE,16,16,31,22,71.0%,175,8.0,1,27,1.4,10.9,0
164,Germane Crowell,DET,26,wr,10,5,47,22,46.8%,201,9.1,1,22,2.2,20.1,0
165,Ron Dixon,NYG,26,wr,10,3,36,22,61.1%,377,17.1,2,33,2.2,37.7,1
166,Robert Ferguson,GNB,23,wr,16,1,52,22,42.3%,293,13.3,3,40,1.4,18.3,0
167,Fred McCrary,SDG,30,FB,16,16,31,22,71.0%,96,4.4,3,25,1.4,6.0,1
168,Darnay Scott,DAL,30,wr,15,1,35,22,62.9%,218,9.9,1,17,1.5,14.5,0
169,Mack Strong,SEA,31,FB,16,12,32,22,68.8%,120,5.5,2,12,1.4,7.5,0
170,Dwayne Carswell,DEN,30,fb/te,16,7,29,21,72.4%,189,9.0,1,19,1.3,11.8,0
171,JaJuan Dawson,HOU,25,wr,14,2,39,21,53.8%,286,13.6,0,28,1.5,20.4,1
172,Troy Hambrick,DAL,26,,16,0,24,21,87.5%,99,4.7,0,14,1.3,6.2,2
173,MarTay Jenkins,ARI,27,fb,8,1,43,21,48.8%,250,11.9,1,65,2.6,31.3,0
174,Darnerien McCants,WAS,24,wr,9,1,41,21,51.2%,256,12.2,2,32,2.3,28.4,1
175,Lorenzo Neal,CIN,32,FB,16,8,29,21,72.4%,133,6.3,1,15,1.3,8.3,0
176,Jake Reed,NOR,35,fb/wr,14,2,47,21,44.7%,360,17.1,3,54,1.5,25.7,1
177,Marcus Robinson,CHI,27,wr,16,2,52,21,40.4%,244,11.6,3,45,1.3,15.3,0
178,Marc Boerigter,KAN,24,,16,2,38,20,52.6%,420,21.0,8,99,1.3,26.3,0
179,John Davis,CHI,29,TE,10,8,33,20,60.6%,193,9.7,3,37,2.0,19.3,0
180,Dante Hall,KAN,24,,16,0,35,20,57.1%,322,16.1,3,75,1.3,20.1,3
181,Thomas Jones,ARI,24,RB,9,9,30,20,66.7%,113,5.7,0,17,2.2,12.6,3
182,Lamar Smith,CAR,32,RB,11,11,26,20,76.9%,167,8.4,0,58,1.8,15.2,2
183,Steve Bush,ARI,28,fb/rb/TE,16,12,27,19,70.4%,121,6.4,1,13,1.2,7.6,0
184,Aveion Cason,DET,23,fb/rb,10,3,32,19,59.4%,288,15.2,2,37,1.9,28.8,0
185,Dorsey Levens,PHI,32,,16,0,28,19,67.9%,124,6.5,1,24,1.2,7.8,1
186,Justin McCareins,TEN,24,wr,16,1,48,19,39.6%,301,15.8,2,55,1.2,18.8,0
187,Stanley Pritchett,CHI,29,fb/te,16,2,27,19,70.4%,165,8.7,1,24,1.2,10.3,0
188,Wesley Walls,CAR,36,TE,15,14,36,19,52.8%,241,12.7,4,27,1.3,16.1,0
189,Dedric Ward,MIA,28,wr,16,1,39,19,48.7%,172,9.1,0,22,1.2,10.8,1
190,Mike Anderson,DEN,29,FB/te,15,12,24,18,75.0%,167,9.3,2,52,1.2,11.1,2
191,Brandon Bennett,CIN,29,,12,0,25,18,72.0%,109,6.1,0,15,1.5,9.1,2
192,Chris Doering,WAS,29,wr,15,3,42,18,42.9%,192,10.7,2,33,1.2,12.8,1
193,Robert Edwards,MIA,28,,12,0,23,18,78.3%,126,7.0,1,14,1.5,10.5,0
194,Troy Edwards,STL,25,,14,0,24,18,75.0%,157,8.7,2,48,1.3,11.2,1
195,Tony Fisher,GNB,23,rb,15,1,22,18,81.8%,70,3.9,0,11,1.2,4.7,2
196,Olandis Gary,DEN,27,rb,13,2,20,18,90.0%,148,8.2,0,19,1.4,11.4,0
197,Nick Goings,CAR,24,rb,14,2,29,18,62.1%,91,5.1,0,14,1.3,6.5,2
198,Dan Kreider,PIT,25,FB/te,16,13,25,18,72.0%,122,6.8,1,15,1.1,7.6,1
199,Tony Richardson,KAN,31,FB,14,12,23,18,78.3%,125,6.9,1,23,1.3,8.9,1
200,Troy Walters,IND,26,wr,16,1,25,18,72.0%,207,11.5,0,27,1.1,12.9,7
201,Dee Brown,CAR,24,rb,14,3,33,17,51.5%,86,5.1,1,15,1.2,6.1,4
202,Steve Heiden,CLE,26,rb/te,16,6,19,17,89.5%,105,6.2,1,12,1.1,6.6,0
203,Brad Hoover,CAR,26,FB,16,10,30,17,56.7%,187,11.0,2,33,1.1,11.7,1
204,LaMont Jordan,NYJ,24,,14,0,23,17,73.9%,160,9.4,0,27,1.2,11.4,4
205,Terry Kirby,OAK,32,,6,0,22,17,77.3%,115,6.8,1,24,2.8,19.2,2
206,Eric Parker,SDG,23,wr,9,2,30,17,56.7%,268,15.8,1,31,1.9,29.8,0
207,James Whalen,DAL,25,te,16,6,29,17,58.6%,152,8.9,0,33,1.1,9.5,0
208,Cam Cleeland,NWE,27,te,12,1,21,16,76.2%,112,7.0,1,22,1.3,9.3,0
209,Rickey Dudley,TAM,30,fb/te,14,3,26,16,61.5%,192,12.0,3,35,1.1,13.7,0
210,Oronde Gadsden,MIA,31,wr,6,6,29,16,55.2%,228,14.3,0,29,2.7,38.0,0
211,William Green,CLE,23,RB,16,10,27,16,59.3%,113,7.1,0,18,1.0,7.1,4
212,Leon Johnson,CHI,28,rb,16,4,27,16,59.3%,125,7.8,0,31,1.0,7.8,3
213,Kevin Lockett,2TM,28,,13,4,42,16,38.1%,205,12.8,4,35,1.2,15.8,1
214,Kris Mangum,CAR,29,TE,16,8,29,16,55.2%,159,9.9,0,35,1.0,9.9,0
215,Dave Moore,BUF,33,te,14,5,24,16,66.7%,141,8.8,2,19,1.1,10.1,0
216,Josh Norman,SDG,22,te,11,1,25,16,64.0%,201,12.6,1,29,1.5,18.3,0
217,John Simon,TEN,24,,12,0,17,16,94.1%,167,10.4,3,42,1.3,13.9,1
218,Emmitt Smith,DAL,33,RB,16,16,24,16,66.7%,89,5.6,0,17,1.0,5.6,3
219,Daniel Graham,NWE,24,te/wr,12,6,23,15,65.2%,150,10.0,1,31,1.3,12.5,0
220,Bryan Johnson,WAS,24,FB,16,12,19,15,78.9%,114,7.6,0,23,0.9,7.1,0
221,Kevin Kasper,3TM,25,,13,4,24,15,62.5%,180,12.0,3,24,1.2,13.8,1
222,Joel Makovicka,ARI,27,fb,12,1,19,15,78.9%,81,5.4,3,17,1.3,6.8,0
223,Cecil Martin,PHI,27,FB,16,9,22,15,68.2%,126,8.4,0,53,0.9,7.9,1
224,Cedrick Wilson,SFO,24,,16,0,22,15,68.2%,166,11.1,1,22,0.9,10.4,0
225,Derrick Alexander,MIN,31,wr,8,5,39,14,35.9%,134,9.6,1,18,1.8,16.8,0
226,Kevan Barlow,SFO,23,,14,0,21,14,66.7%,136,9.7,1,29,1.0,9.7,2
227,Isaac Byrd,CAR,28,wr,13,3,31,14,45.2%,164,11.7,1,31,1.1,12.6,1
228,Larry Foster,DET,26,,13,0,30,14,46.7%,152,10.9,0,22,1.1,11.7,0
229,Reggie Kelly,ATL,25,TE,16,16,20,14,70.0%,162,11.6,0,33,0.9,10.1,0
230,Dustin Lyman,CHI,26,te,12,3,20,14,70.0%,121,8.6,2,21,1.2,10.1,0
231,Ahmad Merritt,CHI,25,wr,12,3,26,14,53.8%,100,7.1,0,25,1.2,8.3,3
232,Ken-Yon Rambo,DAL,24,,16,0,33,14,42.4%,211,15.1,0,47,0.9,13.2,3
233,Chester Taylor,BAL,23,rb,15,2,22,14,63.6%,129,9.2,2,20,0.9,8.6,1
234,Chris Walsh,MIN,34,wr,16,3,19,14,73.7%,172,12.3,1,28,0.9,10.8,0
235,Mark Bruener,PIT,30,TE,12,12,18,13,72.2%,66,5.1,1,10,1.1,5.5,0
236,Kelly Campbell,MIN,22,wr,6,2,32,13,40.6%,176,13.5,3,32,2.2,29.3,1
237,Bob Christian,ATL,34,FB,15,10,24,13,54.2%,174,13.4,0,55,0.9,11.6,1
238,Erron Kinney,TEN,25,fb/te,15,7,19,13,68.4%,173,13.3,0,31,0.9,11.5,0
239,James Mungro,IND,24,rb,9,1,16,13,81.3%,81,6.2,0,11,1.4,9.0,3
240,Nate Poole,ARI,25,wr,5,1,22,13,59.1%,108,8.3,1,15,2.6,21.6,0
241,Charles Stackhouse,NYG,22,fb,16,2,18,13,72.2%,88,6.8,3,18,0.8,5.5,1
242,Aaron Stecker,TAM,27,rb,16,1,16,13,81.3%,69,5.3,0,12,0.8,4.3,3
243,Michael Wiley,DAL,24,rb,16,1,29,13,44.8%,144,11.1,0,31,0.8,9.0,0
244,Boo Williams,NOR,23,te,16,3,31,13,41.9%,143,11.0,2,32,0.8,8.9,0
245,Ladell Betts,WAS,23,,11,0,17,12,70.6%,154,12.8,0,40,1.1,14.0,2
246,Donald Hayes,NWE,27,wr,12,1,31,12,38.7%,133,11.1,2,40,1.0,11.1,0
247,Freddie Mitchell,PHI,24,wr,16,1,24,12,50.0%,105,8.8,0,18,0.8,6.6,1
248,David Sloan,NOR,30,TE,16,14,25,12,48.0%,127,10.6,0,29,0.8,7.9,0
249,Robert Thomas,DAL,28,FB,15,9,16,12,75.0%,80,6.7,0,23,0.8,5.3,0
250,Tyrone Wheatley,OAK,30,,14,0,20,12,60.0%,71,5.9,0,17,0.9,5.1,1
251,Rock Cartwright,WAS,23,,16,0,13,11,84.6%,121,11.0,1,22,0.7,7.6,1
252,Ron Dayne,NYG,24,rb,16,1,12,11,91.7%,49,4.5,0,8,0.7,3.1,1
253,Terry Jones,BAL,23,,14,6,21,11,52.4%,106,9.6,1,27,0.8,7.6,0
254,Stacey Mack,JAX,27,,16,0,13,11,84.6%,79,7.2,0,12,0.7,4.9,0
255,Quentin McCord,ATL,24,,9,0,20,11,55.0%,253,23.0,1,60,1.2,28.1,0
256,Greg Comella,TEN,27,fb,12,7,15,10,66.7%,70,7.0,0,17,0.8,5.8,1
257,Zeron Flemister,WAS,26,te,15,7,26,10,38.5%,146,14.6,2,25,0.7,9.7,1
258,Terrell Fletcher,SDG,29,,10,0,17,10,58.8%,62,6.2,0,13,1.0,6.2,0
259,John Gilmore,CHI,23,te,8,4,14,10,71.4%,130,13.0,0,30,1.3,16.3,0
260,Robert Holcombe,TEN,27,,8,0,11,10,90.9%,91,9.1,0,18,1.3,11.4,1
261,Ron Johnson,BAL,22,wr,16,4,26,10,38.5%,114,11.4,1,33,0.6,7.1,0
262,Alan Ricard,BAL,25,FB,16,8,14,10,71.4%,60,6.0,0,17,0.6,3.8,0
263,Jon Ritchie,OAK,28,fb/wr,16,2,21,10,47.6%,66,6.6,1,14,0.6,4.1,1
264,Justin Swift,SFO,27,te/wr,16,4,15,10,66.7%,63,6.3,0,11,0.6,3.9,0
265,Jeff Thomason,PHI,33,te,16,3,12,10,83.3%,128,12.8,2,24,0.6,8.0,0
