Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
22,Tim Brown,OAK,34,WR,16,16,133,76,57.1%,1128,14.8,11,45,4.8,70.5,0
23,Jerry Rice,SFO,38,WR,16,16,122,75,61.5%,805,10.7,7,68,4.7,50.3,3
24,Ahman Green,GNB,23,rb,16,11,99,73,73.7%,559,7.7,3,31,4.6,34.9,6
25,Michael Pittman,ARI,25,RB,16,12,91,73,80.2%,579,7.9,2,36,4.6,36.2,5
26,David Boston,ARI,22,WR,16,16,133,71,53.4%,1156,16.3,7,70,4.4,72.3,2
27,Keyshawn Johnson,TAM,28,wr,16,16,122,71,58.2%,874,12.3,8,38,4.4,54.6,2
28,Freddie Jones,SDG,26,te,16,16,126,71,56.3%,766,10.8,5,44,4.4,47.9,3
29,Tiki Barber,NYG,25,RB,16,12,95,70,73.7%,719,10.3,1,36,4.4,44.9,9
30,Curtis Martin,NYJ,27,RB,16,16,96,70,72.9%,508,7.3,2,31,4.4,31.8,2
31,Frank Wycheck,TEN,29,TE,16,16,109,70,64.2%,636,9.1,4,26,4.4,39.8,2
32,Wayne Chrebet,NYJ,27,WR,16,16,143,69,48.3%,937,13.6,8,50,4.3,58.6,0
33,Chad Lewis,PHI,29,TE,16,16,110,69,62.7%,735,10.7,3,52,4.3,45.9,0
34,Charlie Garner,SFO,28,RB,16,15,94,68,72.3%,647,9.5,3,62,4.3,40.4,4
35,Shannon Sharpe,BAL,32,TE,16,15,105,67,63.8%,810,12.1,5,59,4.2,50.6,0
36,Donald Hayes,CAR,25,WR,15,15,112,66,58.9%,926,14.0,3,43,4.4,61.7,1
37,Bill Schroeder,GNB,29,WR,16,16,119,65,54.6%,999,15.4,4,55,4.1,62.4,1
38,Kyle Brady,JAX,28,TE,16,15,94,64,68.1%,729,11.4,3,36,4.0,45.6,0
39,Sean Dawkins,SEA,29,wr,16,16,102,63,61.8%,731,11.6,5,40,3.9,45.7,0
40,Edgerrin James,IND,22,RB,16,16,87,63,72.4%,594,9.4,5,60,3.9,37.1,5
41,Derrick Mason,TEN,26,WR,16,10,89,63,70.8%,895,14.2,5,34,3.9,55.9,1
42,Ricky Watters,SEA,31,rb,16,16,92,63,68.5%,613,9.7,2,59,3.9,38.3,5
43,Antonio Freeman,GNB,28,WR,15,15,120,62,51.7%,912,14.7,9,67,4.1,60.8,1
44,Johnnie Morton,DET,29,WR,16,16,116,61,52.6%,788,12.9,3,42,3.8,49.3,1
45,Shawn Jefferson,ATL,31,WR,16,14,104,60,57.7%,822,13.7,2,49,3.8,51.4,1
46,Tony Richardson,KAN,29,FB,16,16,75,58,77.3%,468,8.1,3,24,3.6,29.3,3
47,Kevin Johnson,CLE,24,WR,16,16,98,57,58.2%,669,11.7,0,79,3.6,41.8,0
48,Terance Mathis,ATL,33,WR,16,16,124,57,46.0%,679,11.9,5,44,3.6,42.4,1
49,Oronde Gadsden,MIA,29,WR,16,16,93,56,60.2%,786,14.0,6,61,3.5,49.1,0
50,Charles Johnson,PHI,28,WR,16,16,100,56,56.0%,642,11.5,7,59,3.5,40.1,0
51,Jeff Graham,SDG,31,wr,14,13,112,55,49.1%,907,16.5,4,83,3.9,64.8,1
52,Ike Hilliard,NYG,24,WR,14,14,105,55,52.4%,787,14.3,8,59,3.9,56.2,0
53,Eddie Kennison,CHI,27,wr,16,10,95,55,57.9%,549,10.0,2,26,3.4,34.3,1
54,Marcus Robinson,CHI,25,wr,11,11,102,55,53.9%,738,13.4,5,68,5.0,67.1,1
55,Frank Sanders,ARI,27,WR,16,16,116,54,46.6%,749,13.9,6,53,3.4,46.8,0
56,Dedric Ward,NYJ,26,WR,16,16,119,54,45.4%,801,14.8,3,61,3.4,50.1,1
57,Curtis Conway,SDG,29,wr,14,14,99,53,53.5%,712,13.4,5,68,3.8,50.9,0
58,Az-Zahir Hakim,STL,23,wr,16,4,81,53,65.4%,734,13.8,4,80,3.3,45.9,7
59,Darrell Jackson,SEA,22,wr,16,9,93,53,57.0%,713,13.5,6,71,3.3,44.6,2
60,James McKnight,DAL,28,WR,16,15,106,52,49.1%,926,17.8,2,48,3.3,57.9,1
61,Peerless Price,BUF,24,WR,16,16,106,52,49.1%,762,14.7,3,42,3.3,47.6,4
62,Kevin Faulk,NWE,24,rb,16,9,68,51,75.0%,465,9.1,1,52,3.2,29.1,6
63,Jacquez Green,TAM,24,wr,16,16,103,51,49.5%,773,15.2,1,75,3.2,48.3,0
64,Peter Warrick,CIN,23,WR,16,16,126,51,40.5%,592,11.6,4,46,3.2,37.0,2
65,Eddie George,TEN,27,RB,16,16,65,50,76.9%,453,9.1,2,24,3.1,28.3,5
66,Jerome Pathon,IND,25,wr,16,10,89,50,56.2%,646,12.9,3,38,3.1,40.4,0
67,James Thrash,WAS,25,wr,16,9,74,50,67.6%,653,13.1,2,50,3.1,40.8,1
68,Dwayne Carswell,DEN,28,te,16,16,64,49,76.6%,495,10.1,3,43,3.1,30.9,0
69,Qadry Ismail,BAL,30,WR,15,13,95,49,51.6%,655,13.4,5,53,3.3,43.7,0
70,Terrell Fletcher,SDG,27,rb,16,6,71,48,67.6%,355,7.4,1,26,3.0,22.2,2
71,Sylvester Morris,KAN,23,WR,15,14,105,48,45.7%,678,14.1,3,47,3.2,45.2,3
72,Hines Ward,PIT,24,WR,16,15,83,48,57.8%,672,14.0,4,77,3.0,42.0,2
73,Stephen Alexander,WAS,25,TE,16,16,72,47,65.3%,510,10.9,2,30,2.9,31.9,2
74,Marty Booker,CHI,24,wr,15,7,74,47,63.5%,490,10.4,2,41,3.1,32.7,2
75,Ken Dilger,IND,29,TE,16,16,72,47,65.3%,538,11.4,3,32,2.9,33.6,1
76,Bob Christian,ATL,32,FB,16,14,63,44,69.8%,315,7.2,0,19,2.8,19.7,0
77,Warrick Dunn,TAM,25,rb,16,14,69,44,63.8%,422,9.6,1,45,2.8,26.4,1
78,Ricky Williams,NOR,23,RB,10,10,55,44,80.0%,409,9.3,1,24,4.4,40.9,6
79,Jeremy McDaniel,BUF,24,wr,16,6,69,43,62.3%,697,16.2,2,74,2.7,43.6,0
80,Terrence Wilkins,IND,25,wr,14,7,67,43,64.2%,569,13.2,3,43,3.1,40.6,4
81,Jamal Anderson,ATL,28,RB,16,16,58,42,72.4%,382,9.1,0,55,2.6,23.9,6
82,Irving Fryar,WAS,38,wr,14,6,76,41,53.9%,548,13.4,5,34,2.9,39.1,0
83,Andre Rison,OAK,33,,16,0,70,41,58.6%,606,14.8,6,49,2.6,37.9,0
84,Herman Moore,DET,31,WR,15,11,80,40,50.0%,434,10.9,3,30,2.7,28.9,0
85,Bobby Shaw,PIT,25,,16,0,69,40,58.0%,672,16.8,4,45,2.5,42.0,2
86,Torrance Small,PHI,30,WR,14,14,94,40,42.6%,569,14.2,3,70,2.9,40.6,0
87,James Allen,CHI,25,RB,16,15,60,39,65.0%,291,7.5,1,26,2.4,18.2,5
88,Albert Connell,WAS,26,wr,16,12,102,39,38.2%,762,19.5,3,77,2.4,47.6,0
89,Jackie Harris,DAL,32,te,16,7,56,39,69.6%,306,7.8,5,21,2.4,19.1,0
90,Dennis Northcutt,CLE,23,wr,15,8,82,39,47.6%,422,10.8,0,37,2.6,28.1,1
91,Greg Clark,SFO,28,TE,15,15,51,38,74.5%,342,9.0,2,34,2.5,22.8,1
92,David Patten,CLE,26,WR,14,11,72,38,52.8%,546,14.4,1,65,2.7,39.0,2
93,Willie Jackson,NOR,29,wr,15,7,80,37,46.3%,523,14.1,6,53,2.5,34.9,2
94,Sammy Morris,BUF,23,rb,12,8,48,37,77.1%,268,7.2,1,24,3.1,22.3,2
95,Travis Prentice,CLE,24,RB,16,11,43,37,86.0%,191,5.2,1,13,2.3,11.9,2
96,Greg Comella,NYG,25,FB,16,12,50,36,72.0%,274,7.6,0,25,2.3,17.1,2
97,Robert Smith,MIN,28,RB,16,16,44,36,81.8%,348,9.7,3,53,2.3,21.8,4
98,Fred Taylor,JAX,24,RB,13,13,53,36,67.9%,240,6.7,2,19,2.8,18.5,4
99,William Henderson,GNB,29,fb,16,6,45,35,77.8%,234,6.7,1,25,2.2,14.6,1
100,Leslie Shepherd,MIA,31,wr,13,11,59,35,59.3%,446,12.7,4,46,2.7,34.3,0
101,Tim Biakabutuka,CAR,26,RB,12,11,58,34,58.6%,341,10.0,2,25,2.8,28.4,4
102,Germane Crowell,DET,24,wr,9,7,73,34,46.6%,430,12.6,3,50,3.8,47.8,0
103,Bubba Franks,GNB,22,te,16,13,55,34,61.8%,363,10.7,1,27,2.1,22.7,1
104,Stephen Davis,WAS,26,RB,15,15,49,33,67.3%,313,9.5,0,39,2.2,20.9,4
105,Kevin Lockett,KAN,26,,16,2,56,33,58.9%,422,12.8,2,34,2.1,26.4,3
106,Chris Sanders,TEN,28,WR,16,14,61,33,54.1%,536,16.2,0,54,2.1,33.5,1
107,Shawn Bryson,BUF,24,rb,16,7,46,32,69.6%,271,8.5,2,32,2.0,16.9,1
108,Priest Holmes,BAL,27,rb,16,2,46,32,69.6%,221,6.9,0,27,2.0,13.8,2
109,Thomas Jones,ARI,22,rb,14,4,46,32,69.6%,208,6.5,0,20,2.3,14.9,4
110,David Sloan,DET,28,te,15,10,60,32,53.3%,379,11.8,2,59,2.1,25.3,0
111,James Stewart,DET,29,RB,16,16,48,32,66.7%,287,9.0,1,32,2.0,17.9,4
112,Chris Warren,2TM,32,,14,1,43,32,74.4%,303,9.5,1,76,2.3,21.6,3
113,Fred Beasley,SFO,26,FB,15,15,51,31,60.8%,233,7.5,3,34,2.1,15.5,0
114,Reggie Kelly,ATL,23,TE,16,16,50,31,62.0%,340,11.0,2,37,1.9,21.3,1
115,Cecil Martin,PHI,25,fb,16,9,39,31,79.5%,219,7.1,0,26,1.9,13.7,1
116,Ricky Proehl,STL,32,wr,12,4,39,31,79.5%,441,14.2,4,29,2.6,36.8,0
117,Jay Riemersma,BUF,27,te,12,12,60,31,51.7%,372,12.0,5,35,2.6,31.0,1
118,Lamar Smith,MIA,30,RB,15,15,38,31,81.6%,201,6.5,2,28,2.1,13.4,3
119,Wesley Walls,CAR,34,te,8,8,49,31,63.3%,422,13.6,2,54,3.9,52.8,0
120,Chad Morton,NOR,23,rb,16,3,37,30,81.1%,213,7.1,0,35,1.9,13.3,2
121,Marcus Pollard,IND,28,TE/wr,16,14,42,30,71.4%,439,14.6,3,50,1.9,27.4,0
122,Aaron Shea,CLE,24,te,15,8,51,30,58.8%,302,10.1,2,37,2.0,20.1,1
123,J.J. Stokes,SFO,28,wr,16,3,53,30,56.6%,524,17.5,3,53,1.9,32.8,0
124,Rickey Dudley,OAK,28,TE,16,16,49,29,59.2%,350,12.1,4,30,1.8,21.9,1
125,Derrick Mayes,SEA,26,,13,8,47,29,61.7%,264,9.1,1,40,2.2,20.3,0
126,Dave Moore,TAM,31,te,16,16,54,29,53.7%,288,9.9,3,28,1.8,18.0,0
127,Christian Fauria,SEA,29,te,15,10,39,28,71.8%,237,8.5,2,16,1.9,15.8,1
128,Itula Mili,SEA,27,te,16,6,47,28,59.6%,288,10.3,3,34,1.8,18.0,1
129,Travis Taylor,BAL,21,wr,9,8,54,28,51.9%,276,9.9,3,40,3.1,30.7,1
130,Desmond Clark,DEN,23,te,16,2,38,27,71.1%,339,12.6,3,44,1.7,21.2,0
131,Terry Hardy,ARI,24,TE,16,15,45,27,60.0%,160,5.9,1,13,1.7,10.0,2
132,Randy Jordan,OAK,30,,16,0,32,27,84.4%,299,11.1,1,55,1.7,18.7,1
133,Jamal Lewis,BAL,21,RB,16,13,36,27,75.0%,296,11.0,0,45,1.7,18.5,6
134,Macey Brooks,CHI,25,wr,16,3,50,26,52.0%,216,8.3,0,27,1.6,13.5,0
135,Tim Dwight,ATL,25,wr,14,1,53,26,49.1%,406,15.6,3,52,1.9,29.0,3
136,Tony Martin,MIA,35,wr,10,5,63,26,41.3%,393,15.1,0,44,2.6,39.3,0
137,Tony McGee,CIN,29,TE,14,14,49,26,53.1%,309,11.9,1,39,1.9,22.1,0
138,Jon Ritchie,OAK,26,FB,13,12,33,26,78.8%,173,6.7,0,17,2.0,13.3,0
139,Rocket Ismail,DAL,31,WR,9,9,43,25,58.1%,350,14.0,1,44,2.8,38.9,1
140,Wane McGarity,DAL,24,,14,0,49,25,51.0%,250,10.0,0,25,1.8,17.9,2
141,Pete Mitchell,NYG,29,te,14,5,37,25,67.6%,245,9.8,1,22,1.8,17.5,1
142,Stanley Pritchett,PHI,27,rb,16,2,30,25,83.3%,193,7.7,0,17,1.6,12.1,1
143,Duce Staley,PHI,25,rb,5,5,33,25,75.8%,201,8.0,0,26,5.0,40.2,3
144,Darnell Autry,PHI,24,rb,11,7,37,24,64.9%,275,11.5,1,37,2.2,25.0,2
145,Joe Jurevicius,NYG,26,wr,14,3,49,24,49.0%,272,11.3,1,43,1.7,19.4,1
146,Craig Yeast,CIN,24,wr,15,7,51,24,47.1%,301,12.5,0,27,1.6,20.1,3
147,Mike Anderson,DEN,27,rb,16,12,32,23,71.9%,169,7.3,0,18,1.4,10.6,4
148,Obafemi Ayanbadejo,BAL,25,fb,8,4,29,23,79.3%,168,7.3,1,26,2.9,21.0,0
149,Kaseem Sinceno,CHI,24,TE,11,11,41,23,56.1%,206,9.0,0,28,2.1,18.7,0
150,Mack Strong,SEA,29,fb,16,13,30,23,76.7%,141,6.1,1,24,1.4,8.8,0
151,Robert Thomas,DAL,26,FB,16,15,31,23,74.2%,117,5.1,2,14,1.4,7.3,2
152,Plaxico Burress,PIT,23,wr,12,9,65,22,33.8%,273,12.4,0,39,1.8,22.8,1
153,Isaac Byrd,CAR,26,wr,15,4,44,22,50.0%,241,11.0,2,34,1.5,16.1,0
154,Byron Chamberlain,DEN,29,,15,0,32,22,68.8%,283,12.9,1,38,1.5,18.9,0
155,Laveranues Coles,NYJ,23,wr,13,3,42,22,52.4%,370,16.8,1,63,1.7,28.5,0
156,Reggie Jones,SDG,29,wr,11,2,38,22,57.9%,253,11.5,0,34,2.0,23.0,1
157,Johnny McWilliams,MIN,28,te,15,7,29,22,75.9%,180,8.2,3,26,1.5,12.0,0
158,Donald Driver,GNB,25,wr,16,2,49,21,42.9%,322,15.3,1,49,1.3,20.1,0
159,Andrew Glover,NOR,33,TE,16,14,40,21,52.5%,281,13.4,4,39,1.3,17.6,0
160,Keith Poole,NOR,26,wr,15,4,37,21,56.8%,293,14.0,1,49,1.4,19.5,1
161,Eric Bjornson,NWE,29,te,8,6,33,20,60.6%,152,7.6,2,19,2.5,19.0,0
162,James Jett,OAK,30,WR,16,13,39,20,51.3%,356,17.8,2,84,1.3,22.3,0
163,J.R. Redmond,NWE,23,rb,12,5,29,20,69.0%,126,6.3,2,20,1.7,10.5,2
164,Tyrone Wheatley,OAK,28,RB,14,13,34,20,58.8%,156,7.8,1,17,1.4,11.1,4
165,Brandon Bennett,CIN,27,,16,0,29,19,65.5%,168,8.8,0,25,1.2,10.5,2
166,Tyrone Davis,GNB,28,te,14,9,40,19,47.5%,177,9.3,2,41,1.4,12.6,2
167,Danny Farmer,CIN,23,wr,13,2,33,19,57.6%,268,14.1,0,38,1.5,20.6,1
168,Courtney Hawkins,PIT,31,wr,13,5,43,19,44.2%,238,12.5,1,33,1.5,18.3,0
169,Erron Kinney,TEN,23,te,16,9,35,19,54.3%,197,10.4,1,19,1.2,12.3,1
170,Jermaine Lewis,BAL,26,wr,15,1,35,19,54.3%,161,8.5,1,26,1.3,10.7,0
171,Kris Mangum,CAR,27,te,15,7,31,19,61.3%,215,11.3,1,31,1.3,14.3,0
172,Tai Streets,SFO,23,wr,15,1,41,19,46.3%,287,15.1,0,39,1.3,19.1,1
173,Corey Dillon,CIN,26,RB,16,16,26,18,69.2%,158,8.8,0,31,1.1,9.9,4
174,Troy Edwards,PIT,23,,14,1,44,18,40.9%,215,11.9,0,27,1.3,15.4,1
175,E.G. Green,IND,25,,7,0,26,18,69.2%,201,11.2,1,34,2.6,28.7,0
176,Fred McCrary,SDG,28,fb,15,12,26,18,69.2%,141,7.8,2,19,1.2,9.4,1
177,Chris Walsh,MIN,32,,16,0,22,18,81.8%,191,10.6,0,21,1.1,11.9,0
178,Jermaine Wiggins,2TM,25,,15,2,28,18,64.3%,207,11.5,2,59,1.2,13.8,1
179,Mark Bruener,PIT,28,TE,16,16,34,17,50.0%,192,11.3,3,30,1.1,12.0,0
180,Mac Cody,ARI,28,wr,15,1,27,17,63.0%,212,12.5,0,24,1.1,14.1,4
181,John Davis,MIN,27,te,15,9,29,17,58.6%,202,11.9,1,37,1.1,13.5,0
182,William Floyd,CAR,28,fb,10,8,27,17,63.0%,114,6.7,1,15,1.7,11.4,0
183,Larry Foster,DET,24,,10,0,27,17,63.0%,175,10.3,1,40,1.7,17.5,2
184,MarTay Jenkins,ARI,25,wr,16,2,40,17,42.5%,219,12.9,0,34,1.1,13.7,3
185,Anthony Becht,NYJ,23,te,14,10,30,16,53.3%,144,9.0,2,30,1.1,10.3,1
186,Marc Edwards,CLE,26,FB,16,8,22,16,72.7%,128,8.0,2,21,1.0,8.0,2
187,Bobby Engram,CHI,27,wr,3,3,23,16,69.6%,109,6.8,0,25,5.3,36.3,1
188,Jermaine Fazande,SDG,25,rb,13,7,18,16,88.9%,104,6.5,0,17,1.2,8.0,1
189,Howard Griffith,DEN,33,fb,14,14,31,16,51.6%,101,6.3,2,16,1.1,7.2,0
190,Matthew Hatchette,MIN,26,wr,14,4,33,16,48.5%,190,11.9,2,39,1.1,13.6,0
191,Dorsey Levens,GNB,30,rb,5,5,21,16,76.2%,146,9.1,0,37,3.2,29.2,0
192,Adrian Murrell,WAS,30,,15,0,22,16,72.7%,93,5.8,0,12,1.1,6.2,1
193,Jake Reed,NOR,33,wr,7,6,31,16,51.6%,206,12.9,0,22,2.3,29.4,0
194,Thurman Thomas,MIA,34,,9,0,24,16,66.7%,117,7.3,1,15,1.8,13.0,1
195,Kimble Anders,KAN,34,rb,15,7,19,15,78.9%,76,5.1,0,12,1.0,5.1,1
196,Reidel Anthony,TAM,24,wr,16,1,33,15,45.5%,232,15.5,4,46,0.9,14.5,0
197,Mario Bates,DET,27,,13,0,21,15,71.4%,109,7.3,0,17,1.2,8.4,0
198,Brad Hoover,CAR,24,rb,16,4,19,15,78.9%,112,7.5,0,16,0.9,7.0,1
199,Brian Kozlowski,ATL,30,te/wr,16,3,25,15,60.0%,151,10.1,2,30,0.9,9.4,0
200,Rod Rutledge,NWE,25,te,16,11,20,15,75.0%,103,6.9,1,16,0.9,6.4,0
201,Yancey Thigpen,TEN,31,,12,0,26,15,57.7%,289,19.3,2,56,1.3,24.1,0
202,Autry Denson,MIA,24,,11,0,23,14,60.9%,105,7.5,0,28,1.3,9.5,1
203,Ron Dugans,CIN,23,wr,14,5,38,14,36.8%,125,8.9,1,17,1.0,8.9,0
204,Chris Hetherington,CAR,28,fb,16,5,21,14,66.7%,116,8.3,1,19,0.9,7.3,0
205,Rob Konrad,MIA,24,fb,15,14,24,14,58.3%,83,5.9,0,18,0.9,5.5,0
206,O.J. McDuffie,MIA,31,wr,9,1,25,14,56.0%,143,10.2,0,24,1.6,15.9,0
207,Errict Rhett,CLE,30,rb,5,4,19,14,73.7%,78,5.6,0,16,2.8,15.6,0
208,Tony Simmons,NWE,26,wr,12,2,30,14,46.7%,231,16.5,1,46,1.2,19.3,0
209,R. Jay Soward,JAX,22,wr,13,2,34,14,41.2%,154,11.0,1,45,1.1,11.8,3
210,Michael Wiley,DAL,22,,10,0,18,14,77.8%,72,5.1,1,15,1.4,7.2,3
211,Mike Alstott,TAM,27,fb,13,13,19,13,68.4%,93,7.2,0,21,1.0,7.2,3
212,Marco Battaglia,CIN,27,te,16,10,36,13,36.1%,105,8.1,0,15,0.8,6.6,0
213,Jerome Bettis,PIT,28,RB,16,16,19,13,68.4%,97,7.5,0,25,0.8,6.1,1
214,Jeremy Brigham,OAK,25,te,15,3,19,13,68.4%,107,8.2,2,19,0.9,7.1,0
215,Trevor Gaylor,SDG,23,wr,14,2,31,13,41.9%,182,14.0,1,62,0.9,13.0,0
216,Napoleon Kaufman,OAK,27,rb,14,2,24,13,54.2%,127,9.8,1,25,0.9,9.1,1
217,Brian Mitchell,PHI,32,rb,16,1,21,13,61.9%,89,6.8,1,21,0.8,5.6,3
218,Jason Tucker,DAL,24,wr,16,7,28,13,46.4%,126,9.7,0,18,0.8,7.9,3
219,Jamel White,CLE,23,,13,0,19,13,68.4%,100,7.7,0,25,1.0,7.7,0
220,Alvis Whitted,JAX,26,wr,16,3,26,13,50.0%,137,10.5,3,37,0.8,8.6,1
221,Luther Broughton,PHI,26,,15,1,18,12,66.7%,104,8.7,0,21,0.8,6.9,1
222,Mark Campbell,CLE,25,TE,16,10,16,12,75.0%,80,6.7,1,17,0.8,5.0,0
223,Anthony Johnson,JAX,33,rb,12,3,16,12,75.0%,153,12.8,0,48,1.0,12.8,0
224,Patrick Johnson,BAL,24,wr,12,9,37,12,32.4%,156,13.0,2,46,1.0,13.0,0
225,David LaFleur,DAL,26,te,15,10,21,12,57.1%,109,9.1,1,19,0.8,7.3,0
226,Cory Schlesinger,DET,28,fb,16,8,18,12,66.7%,73,6.1,0,13,0.8,4.6,0
227,Terrelle Smith,NOR,22,fb,14,9,18,12,66.7%,65,5.4,0,10,0.9,4.6,1
228,Chris Fuamatu-Ma'afala,PIT,23,,7,1,16,11,68.8%,107,9.7,0,25,1.6,15.3,0
229,Clif Groce,CIN,28,fb,8,6,13,11,84.6%,45,4.1,0,14,1.4,5.6,0
230,Emmitt Smith,DAL,31,RB,16,16,14,11,78.6%,79,7.2,0,19,0.7,4.9,6
231,Brandon Stokley,BAL,24,,7,1,17,11,64.7%,184,16.7,2,32,1.6,26.3,0
232,Roland Williams,STL,25,TE,16,11,25,11,44.0%,102,9.3,3,31,0.7,6.4,0
233,Robert Wilson,NOR,26,,15,0,19,11,57.9%,154,14.0,0,30,0.7,10.3,0
234,Zack Crockett,OAK,28,fb/rb,16,4,15,10,66.7%,62,6.2,0,15,0.6,3.9,0
235,Chris Gedney,ARI,30,te,13,3,16,10,62.5%,75,7.5,0,24,0.8,5.8,0
236,Richard Huntley,PIT,28,,13,0,19,10,52.6%,91,9.1,0,19,0.8,7.0,1
237,J.J. Johnson,MIA,26,,13,1,12,10,83.3%,61,6.1,0,11,0.8,4.7,0
238,Jim Kleinsasser,MIN,23,fb,14,8,14,10,71.4%,98,9.8,0,21,0.7,7.0,0
239,Charles Lee,GNB,23,wr,15,1,21,10,47.6%,134,13.4,0,38,0.7,8.9,0
240,Carl Pickens,TEN,30,wr,9,6,29,10,34.5%,242,24.2,0,67,1.1,26.9,0
241,Todd Pinkston,PHI,23,,16,1,34,10,29.4%,181,18.1,0,45,0.6,11.3,0
242,Walter Rasby,DET,28,te,16,8,15,10,66.7%,78,7.8,1,17,0.6,4.9,0
243,Andre Reed,WAS,36,,13,0,18,10,55.6%,103,10.3,1,21,0.8,7.9,0
244,Jeff Thomason,PHI,31,te,16,5,14,10,71.4%,46,4.6,5,11,0.6,2.9,0
245,Justin Watson,STL,25,rb,14,2,11,10,90.9%,56,5.6,0,15,0.7,4.0,0
246,Jed Weaver,MIA,24,,16,0,15,10,66.7%,179,17.9,0,41,0.6,11.2,1
247,Dez White,CHI,21,,15,0,22,10,45.5%,87,8.7,1,25,0.7,5.8,1
248,John Allred,CHI,26,te,5,3,15,9,60.0%,109,12.1,1,25,1.8,21.8,0
249,Na Brown,PHI,23,wr,14,2,19,9,47.4%,80,8.9,1,18,0.6,5.7,0
250,Tony Carter,NWE,28,fb,16,6,15,9,60.0%,73,8.1,0,21,0.6,4.6,0
251,Ben Coates,BAL,31,te,16,9,18,9,50.0%,84,9.3,0,28,0.6,5.3,0
252,JaJuan Dawson,CLE,23,wr,2,2,14,9,64.3%,97,10.8,1,26,4.5,48.5,0
253,Lorenzo Neal,TEN,30,fb,16,6,13,9,69.2%,31,3.4,2,8,0.6,1.9,0
254,De'Mond Parker,GNB,24,,8,0,12,9,75.0%,50,5.6,0,10,1.1,6.3,0
255,Bernie Parmalee,NYJ,33,,14,0,13,9,69.2%,66,7.3,0,18,0.6,4.7,0
256,Michael Westbrook,WAS,28,wr,2,2,13,9,69.2%,103,11.4,0,21,4.5,51.5,0
257,Dan Campbell,NYG,24,te,16,5,13,8,61.5%,46,5.8,3,13,0.5,2.9,1
258,Darrin Chiaverini,CLE,23,wr,10,2,22,8,36.4%,68,8.5,1,18,0.8,6.8,1
259,Troy Drayton,KAN,30,,16,1,9,8,88.9%,70,8.8,2,21,0.5,4.4,0
260,Curtis Enis,CHI,24,rb,12,5,11,8,72.7%,68,8.5,0,18,0.7,5.7,0
261,Robert Holcombe,STL,25,rb,14,9,12,8,66.7%,90,11.3,1,19,0.6,6.4,0
262,Sedrick Irvin,DET,22,,6,0,12,8,66.7%,90,11.3,0,18,1.3,15.0,1
263,Andrew Jordan,MIN,28,te,16,4,15,8,53.3%,63,7.9,0,12,0.5,3.9,0
264,Mike Sellers,WAS,25,fb,15,6,11,8,72.7%,78,9.8,2,24,0.5,5.2,0
265,Brian Stablein,DET,30,wr,14,4,12,8,66.7%,53,6.6,0,11,0.6,3.8,1
266,Rodney Thomas,TEN,27,,16,0,11,8,72.7%,35,4.4,1,9,0.5,2.2,1
